SCBF,BASIL,SCRUB,PVCGM,PVCWM
0.29040702415287883,0.3223468380164068,0.2736113115553839,0.30486531365298963,0.31885738003388725
0.29046283383617566,0.3390329257939022,0.2864679961600188,0.4439446771051308,0.152672043862959
0.04384389375462694,0.1542778513609408,0.22366474320812552,0.23822633792579723,0.00713955021539348
0.24298810517731487,0.28614583956031636,0.2203358916688637,0.45339824485134017,0.07220823101035864
-0.07399554353127405,-0.0366461541624705,-0.058907648512822534,0.07629556632678695,-0.17929016292956373
0.18399452791353857,0.17651819000989424,0.18698545573702036,0.2631651908608359,0.023681770068560305
0.13533949872173837,0.13111024883827424,0.07652275652399781,0.2612375315137828,-0.11498793208541554
0.2280967174133969,0.23230407101003206,0.16562141344342476,0.18444594992906163,0.3376295585721328
-0.12848857086011692,-0.13740689850546361,-0.07258507149912558,-0.05617605424143257,-0.2711956005608474
0.25928527925391787,0.24306854927167953,0.2578444715836237,0.2809476984525037,0.13175920496343924
0.2810903918649617,0.2740437502775987,0.29295316000935695,0.2779302710637499,0.16702360673635247
0.2439917708018321,0.24839469654546878,0.2452463855246705,0.2841208940341078,0.11802853725716202
0.10702128378075243,0.16110832527611488,0.0836676395212097,0.2050251180429282,0.0554467849831175
0.3479808243034597,0.42296561371926067,0.3440597700006691,0.47780820254039225,0.2899844908774075
0.33823150172976046,0.35531596415541145,0.33139484238752365,0.4166277143329025,0.310655359000131
0.3543189137302355,0.3632679800919456,0.35657496352501244,0.42662734393752033,0.21635320458898258
0.3493228796432884,0.35147685005948215,0.34596691817239594,0.3821137606851593,0.23708012700798498
0.3053595319375801,0.3127045837991293,0.2900863477584817,0.3844330339569572,0.2376310513215803
0.2528656060369217,0.2750059265698305,0.25301386757156435,0.3671765203130684,0.030923307239227347
0.16011559947822054,0.14605022494991812,0.14878445436966029,0.20003612608213342,-0.0177095847544112
0.18473836659389717,0.16514583122070917,0.17122354079356597,0.2388518644620975,-0.10980249935474923
0.2015342458067266,0.1956934697842102,0.1673422763634629,0.22644521580758267,0.06968925472703888
0.15073588038312777,0.09412975020857893,0.1307981193400322,0.3074593027559302,-0.19328880604812743
0.19204750447263325,0.2232349036497639,0.19610682599626383,0.26095929654227223,0.04178316802764351
0.23700000437100036,0.20450156637456487,0.19496942929827882,0.2618956644965441,0.0462965150843543
0.21207246057109558,0.18979830110336543,0.20680691990016836,0.22266808232164056,0.0690025247450922
0.3201401652808096,0.375306783069692,0.3592686412262254,0.40321410584387796,0.3113389318861789
0.18344016849777753,0.2111485223399041,0.14635245651218606,0.2445250559676739,0.20404051778914356
0.3522127750627442,0.4188068275387237,0.31167646432320106,0.4698388174419694,0.29077095240326867
0.2815072550584691,0.3240784213081874,0.28032186915318635,0.3607713764636153,0.217228351098466
0.3248517784515024,0.3402442134016061,0.2943753230323106,0.4098600110246209,0.25903440987663934
0.37325009984455376,0.39132679165851786,0.35103379491374664,0.47387203150016194,0.20417673020680052
-0.06904041617466572,-0.12041435087385312,-0.15684369895614944,-0.058487121930005215,-0.22161533281549647
0.13225284450267932,0.28248794603260663,0.2686554406053902,0.35411771355561855,0.13211472496600993
-0.18333908650378505,-0.15740646110062081,-0.15055260750164884,-0.18103901424275687,-0.25386400407135684
-0.041935326221134855,-0.0366763324426133,-0.02907418511260036,-0.028264290088939298,-0.045674990444276926
