sub	ses	age	gender	handedness
A00043762	BAS2	56	F	R
A00043762	FLU1	57	F	R
A00043762	FLU2	58	F	R
A00043758	BAS1	16	F	R
A00043740	BAS1	14	M	R
A00043740	FLU1	16	M	R
A00043740	TRT	14	M	R
A00043739	BAS1	49	F	R
A00043722	BAS1	28	M	R
A00043721	BAS1	36	F	R
A00043704	BAS1	27	M	R
A00043677	BAS1	25	M	L
A00043649	BAS1	22	M	R
A00043635	BAS1	50	M	R
A00043634	BAS1	58	F	R
A00043617	BAS1	47	F	R
A00043617	BAS2	50	F	R
A00043617	FLU1	52	F	R
A00043521	BAS1	44	F	R
A00043520	BAS1	28	M	R
A00043509	BAS1	23	M	R
A00043494	BAS1	9	M	R
A00043494	TRT		M	R
A00043494	TRT		M	R
A00043466	BAS1	19	M	R
A00043462	BAS1	21	M	R
A00043450	BAS1	22	F	R
A00043417	BAS1	53	F	R
A00043384	BAS1	21	F	R
A00043325	BAS1	56	M	R
A00043324	BAS1	46	F	R
A00043299	BAS1	34	F	R
A00043283	BAS1	44	M	R
A00043282	BAS1	16	F	R
A00043240	BAS1	15	F	L
A00043240	TRT	15	F	L
A00041540	BAS1	46	F	R
A00041503	BAS1	8	M	R
A00041049	BAS1	58	F	R
A00040992	BAS1	9	M	R
A00040944	BAS1	35	M	R
A00040915	BAS1	21	M	R
A00040891	BAS1	57	F	R
A00040890	BAS1	24	F	R
A00040827	BAS1	18	F	R
A00040815	BAS1	9	M	R
A00040815	FLU1	10	M	R
A00040815	FLU2	11	M	R
A00040815	TRT	9	M	R
A00040806	BAS1	45	M	R
A00040800	BAS1	16	M	L
A00040800	FLU1	18	M	L
A00040800	FLU2	19	M	L
A00040800	TRT	16	M	L
A00040798	BAS1	11	M	R
A00040798	FLU1	13	M	R
A00040798	FLU2	14	M	R
A00040798	TRT	11	M	R
A00040784	BAS1	60	F	R
A00040757	BAS1	49	F	R
A00040741	BAS1	66	F	R
A00040740	BAS1	23	M	R
A00040678	BAS1	46	F	R
A00040640	BAS1	28	F	R
A00040629	BAS1	76	F	L
A00040628	BAS1	20	F	R
A00040628	BAS2	22	F	R
A00040623	BAS1	34	F	R
A00040604	BAS1	45	F	R
A00040604	BAS2	48	F	R
A00040604	FLU1	49	F	R
A00040604	FLU2	50	F	R
A00040599	BAS1	61	F	R
A00040594	BAS1	51	M	L
A00040580	BAS1	60	F	R
A00040580	BAS2	63	F	R
A00040580	FLU1	64	F	R
A00040573	BAS1	27	F	R
A00040567	BAS1	65	F	L
A00040556	BAS1	9	M	L
A00040556	FLU1	11	M	L
A00040556	FLU2	12	M	L
A00040556	TRT		M	L
A00040543	BAS1	19	F	R
A00040525	BAS1	43	F	R
A00040524	BAS1	25	F	R
A00040517	BAS1	61	M	R
A00040500	BAS1	51	F	R
A00040494	BAS1	45	F	R
A00040493	BAS1	45	F	R
A00040462	BAS1	47	F	R
A00040461	BAS1	52	F	R
A00040440	BAS1	8	F	R
A00040439	BAS1	58	F	R
A00040383	BAS1	52	F	R
A00040383	BAS2	55	F	R
A00040382	BAS1	79	M	R
A00040351	BAS1	75	F	R
A00040343	BAS1	63	F	R
A00040342	BAS1	13	F	R
A00040324	BAS1	70	M	R
A00040312	BAS1	66	M	R
A00040312	BAS2	69	M	R
A00040311	BAS1	66	F	R
A00040311	BAS2	69	F	R
A00040311	FLU1	69	F	R
A00040301	BAS1	23	F	R
A00040286	BAS1	65	F	R
A00040286	BAS2	68	F	R
A00040286	FLU1	69	F	R
A00040286	FLU2	70	F	R
A00040285	BAS1	68	M	R
A00040285	BAS2	71	M	R
A00040285	FLU1	72	M	R
A00040285	FLU2	73	M	R
A00040257	BAS1	70	F	R
A00040248	BAS1	77	F	R
A00040226	BAS1	29	F	R
A00040225	BAS1	63	M	R
A00040225	BAS2	67	M	R
A00040193	BAS1	35	F	R
A00040182	BAS1	71	F	R
A00040181	BAS1	85	F	R
A00040174	BAS1	48	F	R
A00040152	BAS1	76	M	R
A00040151	BAS1	32	F	R
A00040117	BAS1	6	M	R
A00040117	FLU1	8	M	R
A00040117	FLU2	9	M	R
A00040117	TRT	8	M	R
A00040116	BAS1	50	F	R
A00040104	BAS1	67	F	R
A00040091	BAS1	60	F	R
A00040055	BAS1	59	F	R
A00040054	BAS1	71	M	R
A00039988	BAS1	73	M	R
A00039975	BAS1	65	F	R
A00039975	BAS2	69	F	R
A00039975	FLU1	70	F	R
A00039974	BAS1	60	F	L
A00039966	BAS1	69	F	L
A00039965	BAS1	75	M	R
A00039952	BAS1	65	F	R
A00039951	BAS1	42	M	R
A00039951	BAS2	46	M	R
A00039951	FLU1	47	M	R
A00039951	FLU2	48	M	R
A00039943	BAS1	15	M	R
A00039943	FLU1	17	M	R
A00039943	FLU2	18	M	R
A00039943	TRT	17	M	R
A00039923	BAS1	73	F	R
A00039916	BAS1	72	F	R
A00039895	BAS1	50	F	R
A00039866	BAS1	12	F	R
A00039846	BAS1	58	F	R
A00039846	BAS2	61	F	R
A00039846	FLU1	62	F	R
A00039845	BAS1	72	F	R
A00039820	BAS1	57	F	R
A00039820	BAS2	60	F	R
A00039820	FLU1	61	F	R
A00039820	FLU2	62	F	R
A00039819	BAS1	24	M	R
A00039783	BAS1	74	M	R
A00039758	BAS1	66	M	L
A00039758	BAS2	70	M	L
A00039758	FLU1	71	M	L
A00039756	BAS1	80	F	L
A00039755	BAS1	22	F	R
A00039700	BAS1	77	F	L
A00039699	BAS1	59	M	R
A00039686	BAS1	21	F	R
A00039685	BAS1	50	M	L
A00039685	BAS2	54	M	L
A00039669	BAS1	61	F	R
A00039657	BAS1	83	F	R
A00039655	BAS1	69	M	R
A00039640	BAS1	68	F	R
A00039639	BAS1	71	M	R
A00039636	BAS1	23	M	R
A00039635	BAS1	53	F	R
A00039607	BAS1	42	F	R
A00039593	BAS1	66	F	R
A00039593	BAS2	69	F	R
A00039593	FLU1	70	F	R
A00039593	FLU2	71	F	R
A00039560	BAS1	48	F	R
A00039560	BAS2	51	F	R
A00039560	FLU1	52	F	R
A00039560	FLU2	53	F	R
A00039559	BAS1	66	M	R
A00039500	BAS1	45	F	R
A00039490	BAS1	71	F	R
A00039488	BAS1	27	M	L
A00039488	BAS2	28	M	L
A00039463	BAS1	25	F	R
A00039461	BAS1	45	M	R
A00039432	BAS1	59	F	R
A00039431	BAS1	33	F	R
A00039393	BAS1	49	F	L
A00039391	BAS1	37	F	R
A00039391	BAS2	40	F	R
A00039391	FLU1	41	F	R
A00039391	FLU2	42	F	R
A00039353	BAS1	52	F	L
A00039353	BAS2	55	F	L
A00039353	FLU2	57	F	L
A00039331	BAS1	59	F	R
A00039277	BAS2	29	F	R
A00039276	BAS1	58	F	R
A00039257	BAS1	55	F	L
A00039249	BAS1	52	F	R
A00039218	BAS1	26	M	R
A00039168	BAS1	50	M	L
A00039159	BAS1	18	F	R
A00039143	BAS1	24	F	R
A00039118	BAS1	49	F	R
A00039084	BAS1	27	F	R
A00039083	BAS1	79	F	R
A00039075	BAS1	16	M	R
A00039074	BAS1	47	F	R
A00039041	BAS1	60	F	R
A00039040	BAS1	83	F	R
A00038998	BAS1	26	M	R
A00038998	BAS2	28	M	R
A00038959	BAS1	67	F	R
A00038957	BAS1	50	F	R
A00038832	BAS1	19	F	R
A00038831	BAS1	23	M	R
A00038817	BAS1	49	F	L
A00038806	BAS1	62	F	R
A00038806	BAS2	66	F	R
A00038806	FLU1	67	F	R
A00038806	FLU2	68	F	R
A00038805	BAS1	70	F	R
A00038731	BAS1	21	F	R
A00038718	BAS1	21	M	R
A00038706	BAS1	13	M	R
A00038642	BAS1	28	M	R
A00038642	BAS2	30	M	R
A00038623	BAS1	42	F	R
A00038623	BAS2	45	F	R
A00038623	FLU1	46	F	R
A00038623	FLU2	47	F	R
A00038616	BAS1	29	M	R
A00038605	BAS1	20	F	R
A00038603	BAS1	8	F	R
A00038522	BAS1	25	M	R
A00038520	BAS1	62	F	R
A00038519	BAS1	78	F	R
A00038424	BAS1	66	F	R
A00038424	BAS2	70	F	R
A00038414	BAS1	60	F	R
A00038414	BAS2	64	F	R
A00038414	FLU1	65	F	R
A00038411	BAS1	44	F	R
A00038285	BAS1	19	M	R
A00038189	BAS1	29	F	R
A00038159	BAS1	18	M	R
A00038158	BAS1	18	M	R
A00038115	BAS1	38	F	R
A00037877	BAS1	19	F	R
A00037866	BAS1	37	M	R
A00037848	BAS1	32	M	R
A00037848	BAS2	33	M	R
A00037831	BAS1	49	F	R
A00037818	BAS1	74	M	R
A00037817	BAS1	55	F	R
A00037817	BAS2	59	F	R
A00037817	FLU1	60	F	R
A00037784	BAS1	41	M	R
A00037783	BAS1	38	M	R
A00037768	BAS1	41	F	R
A00037767	BAS1	54	F	R
A00037726	BAS1	56	F	R
A00037725	BAS1	30	M	R
A00037647	BAS1	24	F	R
A00037646	BAS1	53	F	R
A00037635	BAS1	59	M	R
A00037589	BAS1	79	F	R
A00037588	BAS1	57	M	R
A00037582	BAS1	37	M	L
A00037545	BAS1	58	M	R
A00037531	BAS1	21	F	R
A00037522	BAS1	64	M	R
A00037522	BAS2	67	M	R
A00037522	FLU1	68	M	R
A00037511	BAS1	31	M	R
A00037511	BAS2	32	M	R
A00037510	BAS1	60	F	R
A00037492	BAS1	55	M	R
A00037483	BAS1	11	M	R
A00037476	BAS1	20	M	R
A00037459	BAS1	13	M	L
A00037458	BAS1	16	F	R
A00037457	BAS1	55	F	R
A00037457	BAS2	59	F	R
A00037457	FLU1	60	F	R
A00037445	BAS1	31	F	R
A00037439	BAS1	53	M	R
A00037421	BAS1	44	F	R
A00037396	BAS1	31	F	R
A00037387	BAS1	18	M	R
A00037386	BAS1	57	F	R
A00037378	BAS1	24	M	R
A00037377	BAS1	49	F	R
A00037375	BAS1	55	M	R
A00037368	BAS1	12	M	R
A00037267	BAS1	54	F	R
A00037267	BAS2	58	F	R
A00037267	FLU1	59	F	R
A00037267	FLU2	60	F	R
A00037266	BAS1	24	M	L
A00037244	BAS1	51	M	R
A00037229	BAS2	56	F	R
A00037229	FLU1	57	F	R
A00037198	BAS1	31	F	R
A00037170	BAS1	30	M	L
A00037160	BAS1	18	M	R
A00037126	BAS1	12	M	R
A00037126	BAS2	16	M	R
A00037126	TRT	16	M	R
A00037125	BAS1	7	F	R
A00037123	BAS1	18	F	R
A00037122	BAS1	27	M	R
A00037120	BAS1	67	F	R
A00037119	BAS1	45	M	L
A00037118	BAS1	27	M	R
A00037117	BAS1	27	M	R
A00037115	BAS1	48	F	R
A00037112	BAS1	35	F	R
A00037112	BAS2	36	F	R
A00037111	BAS1	52	F	R
A00037110	BAS1	52	F	R
A00037081	BAS1	35	F	R
A00035960	BAS1	21	F	L
A00035951	BAS1	44	M	R
A00035945	BAS1	13	M	R
A00035945	FLU1	14	M	R
A00035945	TRT	14	M	R
A00035943	BAS1	26	F	R
A00035941	BAS1	14	F	R
A00035940	BAS1	16	M	R
A00035940	FLU1	17	M	R
A00035926	BAS1	21	M	R
A00035881	BAS1	24	F	R
A00035879	BAS1	22	M	R
A00035869	BAS1	12	F	L
A00035840	BAS1	25	F	R
A00035840	BAS2	26	F	R
A00035827	BAS1	36	M	R
A00035827	BAS2	38	M	R
A00035798	BAS1	44	M	R
A00035765	BAS1	40	F	R
A00035744	BAS1	49	F	R
A00035699	BAS1	46	F	R
A00035633	BAS1	49	M	R
A00035625	BAS1	49	F	R
A00035608	BAS1	24	M	R
A00035606	BAS1	48	F	R
A00035562	BAS1	51	F	R
A00035561	BAS1	11	M	R
A00035561	FLU1	12	M	R
A00035561	FLU2	14	M	R
A00035553	BAS1	23	M	R
A00035535	BAS1	43	F	R
A00035504	BAS1	49	F	R
A00035440	BAS1	62	F	R
A00035437	BAS1	56	F	R
A00035378	BAS1	54	F	R
A00035377	BAS1	15	F	L
A00035377	FLU1	16	F	L
A00035377	FLU2	18	F	L
A00035377	TRT		F	L
A00035364	BAS1	12	M	R
A00035364	FLU1	14	M	R
A00035363	BAS1	22	M	R
A00035337	BAS1	81	F	R
A00035292	BAS1	11	M	R
A00035292	FLU1	12	M	R
A00035292	FLU2	14	M	R
A00035292	TRT	12	M	R
A00035291	BAS1	13	F	R
A00035291	FLU1	14	F	R
A00035076	BAS1	73	M	R
A00035072	BAS1	36	F	R
A00035072	BAS2	38	F	R
A00035054	BAS1	81	M	R
A00035036	BAS1	30	M	R
A00034987	BAS1	42	F	R
A00034854	BAS1	21	F	R
A00034854	BAS2	23	F	R
A00034827	BAS1	47	M	R
A00034400	BAS1	59	F	R
A00034385	BAS1	34	F	R
A00034350	BAS1	11	M	R
A00034350	FLU1	13	M	R
A00034350	TRT	13	M	R
A00034193	BAS1	27	F	R
A00034193	BAS2	32	F	R
A00034093	BAS1	75	M	R
A00034074	BAS1	17	F	R
A00034073	BAS1	16	M	R
A00033998	BAS1	62	M	R
A00033963	BAS1	66	F	R
A00033962	BAS1	65	M	R
A00033903	BAS1	58	F	R
A00033849	BAS1	57	F	R
A00033834	BAS1	51	F	R
A00033832	BAS1	39	F	R
A00033764	BAS1	48	F	R
A00033752	BAS1	65	F	R
A00033748	BAS1	58	F	R
A00033747	BAS1	26	F	R
A00033747	BAS2	27	F	R
A00033735	BAS1	70	F	R
A00033734	BAS1	63	F	R
A00033714	BAS1	15	M	R
A00033714	FLU1	16	M	R
A00033714	FLU2	18	M	R
A00033714	TRT	16	M	R
A00033673	BAS1	66	F	R
A00033673	BAS2	71	F	R
A00033673	FLU1	72	F	R
A00033647	BAS1	68	F	R
A00033643	BAS1	26	M	R
A00033640	BAS1	21	M	L
A00033609	BAS1	47	M	R
A00033589	BAS1	58	F	R
A00033248	BAS1	21	M	R
A00033247	BAS1	22	M	R
A00033232	BAS1	27	M	R
A00033231	BAS1	18	M	R
A00033180	BAS1	18	F	R
A00033021	BAS1	74	F	R
A00033011	BAS1	41	F	R
A00032876	BAS1	60	F	R
A00032875	BAS1	37	F	L
A00032875	BAS2	40	F	L
A00032875	BAS3	42	F	L
A00032875	FLU1	43	F	L
A00032862	BAS1	50	F	R
A00032817	BAS1	11	M	L
A00032010	BAS1	76	F	R
A00032008	BAS1	6	F	
A00032007	BAS1	20	M	R
A00031894	BAS1	41	M	R
A00031893	BAS1	51	F	R
A00031881	BAS1	15	M	R
A00031881	FLU1	17	M	R
A00031881	FLU2	19	M	R
A00031881	TRT	17	M	R
A00031872	BAS1	59	M	R
A00031871	BAS1	33	M	R
A00031794	BAS1	63	F	R
A00031794	BAS2	68	F	R
A00031794	FLU1	69	F	R
A00031683	BAS1	51	M	L
A00031625	BAS1	30	F	R
A00031605	BAS1	39	F	R
A00031604	BAS1	25	F	R
A00031578	BAS1	10	F	R
A00031549	BAS1	23	F	R
A00031459	BAS1	20	M	R
A00031452	BAS1	50	M	R
A00031452	BAS2	55	M	R
A00031452	FLU1	56	M	R
A00031411	BAS1	9	F	R
A00031410	BAS1	9	F	L
A00031272	BAS1	22	F	R
A00031219	BAS1	17	F	R
A00031219	BAS2	21	F	R
A00031217	BAS1	18	M	R
A00031216	BAS1	18	F	R
A00031167	BAS1	47	F	R
A00031166	BAS1	21	M	R
A00031145	BAS1	18	M	R
A00030990	BAS1	66	F	R
A00030989	BAS1	30	F	R
A00030989	BAS2	35	F	R
A00030981	BAS1	14	F	R
A00030980	BAS1	13	F	R
A00030947	BAS1	36	F	R
A00030947	BAS2	41	F	R
A00030913	BAS1	18	M	R
A00030912	BAS1	62	F	R
A00029979	BAS1	20	F	R
A00029304	BAS1	32	M	R
A00029303	BAS1	19	F	R
A00029231	BAS1	23	F	R
A00029230	BAS1	51	F	R
A00029219	BAS1	77	M	L
A00029215	BAS1	54	F	R
A00029127	BAS1	23	M	R
A00029126	BAS1	34	M	R
A00029104	BAS1	44	F	R
A00029092	BAS1	20	F	R
A00029076	BAS1	20	M	R
A00029075	BAS1	71	M	R
A00028995	BAS1	49	R	
A00028994	BAS1	54	F	R
A00028929	BAS1	63	F	R
A00028912	BAS1	67	M	R
A00028858	BAS1	80	M	R
A00028845	BAS1	76	M	R
A00028844	BAS1	19	M	R
A00028842	BAS1	42	M	R
A00028822	BAS1	57	F	R
A00028784	BAS1	43	F	R
A00028766	BAS1	19	M	R
A00028754	BAS1	42	F	R
A00028754	BAS2	46	F	R
A00028753	BAS1	41	F	R
A00028753	BAS2	46	F	R
A00028694	BAS1	25	F	R
A00028691	BAS1	59	F	R
A00028678	BAS1	69	M	R
A00028656	BAS1	20	F	R
A00028625	BAS1	73	M	R
A00028613	BAS1	64	F	R
A00028606	BAS1	22	M	R
A00028605	BAS1	59	M	L
A00028552	BAS1	61	F	
A00028522	BAS1	84	M	L
A00028468	BAS1	46	M	R
A00028430	BAS1	57	F	R
A00028429	BAS1	20	F	R
A00028400	BAS1	48	F	R
A00028399	BAS1	53	M	R
A00028389	BAS1	61	M	R
A00028380	BAS1	60	F	R
A00028352	BAS1	23	F	R
A00028352	BAS2	26	F	R
A00028340	BAS1	75	F	R
A00028339	BAS1	56	F	R
A00028339	BAS2	61	F	R
A00028339	FLU1	62	F	R
A00028287	BAS1	21	F	R
A00028266	BAS1	65	F	R
A00028246	BAS1	55	F	R
A00028207	BAS1	26	F	R
A00028192	BAS1	49	M	R
A00028185	BAS1	26	M	R
A00028185	BAS2	28	M	R
A00028184	BAS1	57	M	L
A00028177	BAS1	24	F	R
A00028152	BAS1	51	M	R
A00028150	BAS1	44	F	R
A00027651	BAS1	68	F	L
A00027544	BAS1	22	M	R
A00027443	BAS1	15	M	R
A00027439	BAS1	15	M	R
A00027439	FLU1	17	M	R
A00027439	TRT	17	M	R
A00027167	BAS1	14	F	R
A00027167	FLU1	16	F	R
A00027167	TRT	16	F	R
A00027159	BAS1	11	M	R
A00027159	FLU1	13	M	R
A00027159	TRT	13	M	R
A00025566	BAS1	72	M	R
A00023510	BAS1	23	M	R
A00021039	BAS1	67	F	R
A00019903	BAS1	83	M	R
A00018030	BAS1	11	F	L
A00018030	FLU1	13	F	L
A00018030	TRT	13	F	L
A00013809	BAS1	61	F	R
A00010893	BAS1	28	M	R
A00008399	BAS1	23	M	R
A00008326	BAS1	59	F	R
A00008326	BAS2	64	F	R
A00008326	FLU1	65	F	R
