SCBF,BASIL,SCRUB,PVCGM,PVCWM
54.15008544921875,58.71976852416992,51.937564849853516,70.68042755126953,79.52545928955078
63.62068176269531,69.47965240478516,60.78860855102539,85.08585357666016,91.59744262695312
46.39120101928711,50.18601989746094,40.632633209228516,62.32551956176758,68.2056884765625
47.625823974609375,52.05612564086914,44.144832611083984,70.90242767333984,57.62850570678711
43.5883903503418,47.50864791870117,41.12715530395508,61.79323959350586,56.319026947021484
53.70699691772461,56.707366943359375,52.37068176269531,66.01445007324219,83.89417266845703
45.10319137573242,47.86457061767578,39.56632995605469,57.08731460571289,60.35752487182617
52.7841682434082,56.46894073486328,41.95598602294922,67.72208404541016,74.88227844238281
38.13679885864258,40.41532516479492,36.30868148803711,51.90336227416992,48.5151252746582
70.5572738647461,75.75167846679688,67.60696411132812,89.2503662109375,106.17280578613281
50.145301818847656,53.90790939331055,47.65166091918945,63.57722473144531,74.63541412353516
52.01966094970703,55.06621170043945,49.01816940307617,64.07901763916016,75.47920227050781
46.400272369384766,49.86111068725586,42.664451599121094,64.09060668945312,58.01985549926758
66.39093780517578,71.19894409179688,62.03401565551758,88.67500305175781,93.83853149414062
56.95969009399414,61.47457504272461,54.58876037597656,79.2417221069336,72.20299530029297
61.93934631347656,66.62810516357422,59.276371002197266,87.2641830444336,76.16323852539062
57.7949333190918,62.35123825073242,55.083011627197266,81.29883575439453,72.85641479492188
56.71958541870117,61.81757736206055,53.720035552978516,79.2569580078125,76.43184661865234
52.14414978027344,56.43775939941406,50.910499572753906,75.10978698730469,57.747432708740234
39.62624740600586,43.149295806884766,38.151493072509766,53.64249038696289,52.11470413208008
42.73739242553711,45.92660140991211,40.24479293823242,57.60967254638672,55.20616149902344
39.17972183227539,42.177249908447266,38.044105529785156,50.66552734375,57.98478317260742
51.665870666503906,56.742984771728516,47.533756256103516,87.1142807006836,50.16861343383789
43.78712463378906,45.94535446166992,39.542320251464844,57.14945602416992,54.03274917602539
46.237640380859375,50.28473663330078,43.61299514770508,61.21879959106445,66.4291000366211
48.298099517822266,52.4560661315918,45.35358428955078,60.423709869384766,77.14237213134766
61.50016403198242,66.8421859741211,58.65864181518555,92.35831451416016,83.1619644165039
53.56974792480469,58.33036422729492,53.67697525024414,78.44340515136719,74.16403198242188
52.23347473144531,57.18391799926758,49.40473175048828,79.02344512939453,68.1031265258789
63.413326263427734,67.87248229980469,60.89972686767578,87.92140197753906,76.73762512207031
47.30143356323242,51.371315002441406,44.442256927490234,64.90182495117188,65.20366668701172
47.28862762451172,50.862422943115234,45.81085968017578,64.7364501953125,63.089561462402344
24.651214599609375,28.5111026763916,29.884065628051758,32.960975646972656,37.82770919799805
77.72785186767578,67.42816162109375,44.18678283691406,86.69017028808594,72.5412826538086
24.128643035888672,26.05432891845703,22.039718627929688,29.96622657775879,35.21929168701172
30.84670639038086,33.63899230957031,28.619203567504883,42.19291305541992,36.08696746826172
38.23500442504883,40.10152816772461,31.698461532592773,52.375,39.719478607177734
56.66690444946289,62.008052825927734,53.95541000366211,71.85694122314453,91.93423461914062
37.88286209106445,40.40057373046875,35.113853454589844,46.524070739746094,51.80646514892578
42.852542877197266,46.41876983642578,41.04856872558594,63.566253662109375,50.71002960205078
42.72369384765625,45.33743667602539,40.037254333496094,53.86968231201172,62.072227478027344
62.85036849975586,65.36906433105469,45.580684661865234,75.83963775634766,101.13560485839844
41.548484802246094,45.90433120727539,38.83671569824219,53.803043365478516,71.45394134521484
48.13100051879883,51.06681442260742,45.673187255859375,62.19641876220703,60.980201721191406
44.59315490722656,46.44272994995117,40.827842712402344,55.45552444458008,58.860801696777344
37.61887741088867,39.49201202392578,36.008426666259766,46.82493591308594,52.22984313964844
34.51442337036133,38.901084899902344,32.900569915771484,45.039283752441406,57.42867660522461
45.38829040527344,48.755393981933594,43.635032653808594,60.68497085571289,55.0019416809082
43.249061584472656,46.21137237548828,40.95807647705078,56.27994155883789,56.286529541015625
46.77779769897461,50.17808151245117,44.87007141113281,61.44686508178711,62.885807037353516
45.41261672973633,49.25403594970703,42.86049270629883,62.28209686279297,57.389652252197266
