80010,2894,1832999514
80179,2643,2216595430
80199,2637,1867827374
80208,3016,278814796
80249,2648,3103368139
80263,6635,1654508502
80265,3145,1818459775
80289,2794,2748427955
80373,7390,817266153
80396,2798,1344101127
80425,2726,3925705705
80498,3013,234528430
80537,2823,4167756410
80557,3476,628144066
80575,2725,134279804
80603,2821,2312088658
80607,2647,1512248949
80680,2739,981492397
80688,3844,277233792
80690,9652,3109186721
80765,3369,360459346
80812,2646,3520758666
80854,2675,4066124203
80889,3437,850131294
80895,2753,2508284118
80961,2632,1163553824
81005,2644,255089519
81043,2750,749926734
81047,3724,4284367721
81098,2653,458296344
81162,3427,997818717
81222,3184,1498873540
81231,5901,1604003015
81287,2738,813520934
81323,3742,4099541746
81353,3141,2861717830
81364,9665,2871649494
81407,7819,2932582600
81456,6851,1483500237
81462,6563,3704095570
81521,6491,1006151876
81528,3179,1829488364
81533,6869,1103118018
81544,2793,1828951258
81595,2752,2299321259
81604,2720,2441231201
81644,2855,3170512105
81659,2818,1730541924
81662,2995,1114035056
81705,6312,2720014197
81725,6726,1380078917
81754,2740,1887390452
81760,3085,4108002155
81826,2682,1060668554
81855,3076,3840869169
81865,6728,2539603725
81876,6666,2442304782
81903,2749,200066829
81906,6584,2148378283
81939,2751,1381671196
81982,2723,1095340536
81989,2727,398131152
81992,6184,3264978932
82003,4763,3204472167
82021,2825,3062402909
82039,3112,3870702454
82051,2856,3896564969
82063,3118,1645871327
82066,6629,3925565817
82096,4411,2170759229
82124,5712,2788528349
82155,3043,2215153516
82202,3370,402523989
82208,6552,3289562482
82217,3309,993394555
82229,6619,2976850765
82232,2706,1682850665
82281,3325,2763114922
82293,3297,3733544876
82311,4481,3234489701
82359,6815,1046399178
82373,2952,3829047511
82383,2906,2359486867
82423,6565,865069950
82453,6675,1833416906
82458,2728,3260960488
82467,4335,3441116881
82489,3677,3753613715
82492,3036,177928631
82511,3404,4135739225
82587,3033,1762027912
82674,3020,1904270196
82709,8220,940718928
82746,3433,3029167955
82754,4654,3468032341
82784,3488,1448081953
82790,3211,579459470
82825,3038,82699044
82877,2971,2002122030
82907,2905,1724567179
82914,3125,1157595916
82932,9934,3127082133
82935,3201,3362293049
82940,4887,490845995
82962,3340,348742929
82982,2902,4286784089
82985,6532,2374556661
82989,2967,2842709105
83010,4498,3549161979
83013,5797,1452555764
83035,2911,2819146349
83044,6603,2318786012
83080,2792,1711930631
83103,2795,1310346718
83113,2899,3452453842
83127,6764,1838464457
83207,3138,3533807592
83253,6582,2951167051
83260,7288,1497934968
83322,2854,1545837513
83328,3045,2412716526
83339,6806,2298674157
83358,2963,3506926170
83372,2796,4069098061
83423,6723,1506379233
83429,3075,1942988748
83454,5853,1963601913
83525,2822,408967257
83531,4931,1822850038
83580,3610,1437821247
83612,3015,3357695482
83616,3040,1060532313
83632,6818,943724490
83648,3116,3043294809
83708,3564,3612049856
83832,6747,2675079707
83835,6671,3984163767
83937,2811,2134697000
83972,3081,4250731906
83987,3113,987544292
83990,2831,4026391232
83999,2954,1088695522
84002,8415,3131141015
84050,5674,3991005721
84053,3495,1761492502
84059,4463,1123556411
84069,3524,826824711
84096,6573,4164375240
84103,5842,1560828340
84107,2859,2397365139
84136,6733,2774105134
84171,8315,4197093898
84203,8270,308228517
84233,2865,1643083161
84258,6282,334290435
84288,3039,2333531511
84321,2923,3392035756
84332,2951,3437461935
84354,6631,520579518
84356,3611,3874353588
84365,2922,272785799
84371,6604,1686389288
84385,4623,4211615439
84394,2896,70214854
84412,4942,1168021938
84446,3526,471903637
84476,8350,1871767977
84508,5809,1526154632
84511,3044,2413176236
84525,2964,192039987
84535,3124,2292204095
84659,6441,2696622128
84685,6795,481928384
84688,8398,3177113419
84732,5837,1678076849
84735,3083,370053661
84758,3178,1794346030
84761,8209,1336976954
84803,3513,2200266312
84814,2826,1929155048
84816,2832,2333477346
84891,6616,3477990078
84970,3728,396724706
84973,2993,2461687277
85005,8223,2733440164
85054,6867,1890822437
85057,3146,3512003246
85063,3316,1896354997
85083,3224,2588038141
85139,3088,1861767482
85159,3281,3017936002
85165,3034,3836403514
85173,3226,1770415263
85230,3667,2394345225
85258,6816,2041229468
85286,3594,3316130924
85369,6672,1593612444
85392,3048,1620557808
85394,2909,1852377689
85397,6643,3482208722
85400,6673,1440768299
85412,3308,802748205
85433,6528,2739925272
85464,3189,2146308400
85483,3018,3870273492
85547,3234,1631350938
85579,10039,3949374636
85603,2968,1313957126
85632,3214,1091857727
85679,3407,983504031
85715,5624,2351609522
85743,6467,746461855
85751,6291,1447464089
85765,3290,3538085126
85812,3183,373574366
85822,3534,1710493410
85853,6334,1204359507
85862,3153,1217141098
85876,5423,1011497669
85902,6571,3670092995
85948,3579,609583468
85960,3323,4264683889
85980,3320,360427065
85983,3345,2422503990
86061,7623,908607262
86076,5950,3354511550
86126,3231,4060589852
86162,3528,678139191
86171,3014,782651188
86212,6767,972336786
86252,6642,344766746
86287,3568,594496588
86303,4534,388650152
86350,7624,1017092387
86435,3090,326891280
86440,3457,3327313154
86444,7284,826730657
86460,3091,909152050
86486,6731,3548675539
86506,3284,2860715826
86514,3152,3501955380
86517,8250,1901910719
86583,3584,389182564
86626,3512,2333670705
86633,3117,2200670875
86690,4480,3221624404
86707,3326,1814037649
86722,3705,861649027
86769,5904,1221640483
86820,3429,584328521
86853,3449,4177765106
86880,6827,3840308617
86921,3350,292946269
86924,3232,2593612027
86946,3962,3194463561
86972,5713,985910486
86974,8204,876444031
86990,3202,677581716
87045,3115,2688141773
87048,3213,31361606
87053,5269,756380264
87064,3411,749654008
87122,7695,2490635263
87135,4634,1705895007
87144,3190,1200684014
87163,9966,3321448562
87166,5539,1310206420
87189,5502,78982423
87195,6630,2745152671
87209,3225,2108841974
87277,3467,3666908232
87282,3122,487664430
87300,6314,55710183
87344,3233,3644730316
87346,7753,550810566
87381,5979,1240942354
87445,4813,3704894948
87457,3535,2182362214
87470,4000,612700286
87530,3248,1185574887
87538,7297,1823231434
87548,3139,845422206
87563,4679,1830789740
87601,6917,2551635949
87604,4448,335003211
87646,6826,3345297865
87670,3246,3123429468
87679,3508,355612286
87696,3086,1604268733
87699,5626,4269306166
87737,3961,2398605805
87772,6763,211169351
87804,3144,3032863642
87842,6185,2537779643
87862,3653,1730231179
87878,3400,924815264
87905,3291,2271737742
87936,5506,1908959165
87947,3210,1997401992
87990,3676,3104080596
88013,3216,1781205887
88023,6602,429608771
88055,3282,1236117854
88075,3575,3117409134
88094,3536,779151395
88120,7308,131655018
88137,3187,3539567950
88149,6019,1977306864
88162,3023,3544869608
88166,6224,610158411
88181,6545,3172989359
88190,3209,1111014310
88209,7910,401879401
88229,3672,3885398873
88241,3296,3915422918
88283,7435,195168692
88305,3295,3807715038
88384,4966,2823833643
88395,3314,1467419170
88402,3346,3923883359
88412,4410,1781775187
88425,3414,1804076739
88486,3494,681935372
88505,4507,3569165538
88541,6142,248585929
88547,3293,618085604
88568,3464,2822781649
88589,3466,3323308438
88608,4651,2762202970
88618,4765,661770582
88621,3230,36895554
88672,4901,696727241
88677,6852,2258551019
88699,9695,2487099305
88760,3647,485017822
88770,3245,2671429330
88773,3543,438637277
88844,3731,4093356685
88859,3532,673480448
88867,3235,2726208310
88869,3341,1536441148
88902,6695,2670354621
88907,6729,808687263
88918,3541,3474248854
89044,5018,138434806
89053,3212,4187598678
89063,3475,2318003050
89095,9972,3964606343
89104,5927,3194237272
89115,3239,1094939473
89184,4381,2285120424
89186,4550,1910420386
89260,3367,3678218578
89279,6798,4160147836
89288,3796,443632695
89300,3450,3621702873
89320,5758,666666729
89367,5292,1547173705
