3.158710183429715990e-01,3.580986640058968495e-01,3.135369020684956043e-01,3.313329183896406294e-01,3.446041685660414244e-01
2.882536490694601050e-01,3.055828445402086202e-01,3.007692607860027456e-01,3.598252365542667919e-01,2.555517058768418948e-01
2.867924724333905662e-01,3.117164334085800181e-01,2.847937599001832965e-01,3.001254213956989214e-01,3.796483049968417678e-01
3.949896602124374212e-01,3.816439797138835299e-01,3.707614389531121990e-01,4.881845720833504210e-01,2.489284488127231354e-01
4.572178336113125185e-01,4.366027774907644821e-01,4.581125382180620265e-01,5.365754157930010537e-01,2.982959531043946622e-01
6.696578812967976524e-02,9.977454657166334728e-02,9.669819196030095265e-02,1.161748148839089056e-01,1.045867144076153415e-01
2.706711588623008646e-01,2.411061726015789330e-01,2.752291070311304599e-01,2.701870859044799844e-01,3.192296509663412607e-01
4.952458276809653670e-01,4.988643843729369531e-01,4.989501329811214525e-01,4.774137414229915333e-01,5.787733675792784416e-01
3.370626025180887830e-01,3.165629150247198931e-01,3.346130197436383291e-01,3.428058729997512377e-01,3.789470469560609622e-01
2.510974740724014054e-01,2.223083840421038460e-01,2.551520892968152099e-01,2.480680308197452388e-01,2.051414403770539241e-01
4.028861924978309195e-01,3.465254626353120315e-01,3.883516207705633994e-01,3.630011415235950833e-01,3.295756370475100838e-01
4.296413227388835576e-01,3.046071619840512446e-01,4.225606501278638127e-01,3.560992403084667357e-01,2.264443279473775106e-01
4.076623510604781564e-01,3.967585838420073507e-01,4.220339462785783757e-01,3.823308684747439568e-01,3.840219549631409546e-01
4.371087887253246040e-01,4.580699824518455476e-01,4.303055418477077509e-01,4.794961020119595796e-01,5.150952784867809386e-01
5.941202022458431653e-01,5.906664064189334207e-01,5.885731919932970513e-01,6.188523212201451074e-01,5.888458518531147767e-01
4.447339514888054568e-01,3.787854948666968813e-01,4.466590010847276693e-01,4.159258448447248346e-01,2.491999015424428976e-01
2.315414310470110815e-01,2.227451705333592935e-01,2.216923369924165554e-01,2.321837821669945900e-01,1.011874158493271114e-01
2.465996257950494874e-01,2.643732280931316847e-01,2.546270177855533556e-01,1.914492852830534941e-01,2.685536459305200019e-01
3.008935029266811556e-01,3.312906834427414293e-01,2.813482835759110179e-01,3.001349854971538389e-01,3.651776804916360697e-01
2.109517138743623732e-01,2.428545435145837428e-01,2.060160475442034678e-01,2.135973551882302257e-01,2.376867633609572039e-01
2.466699923409356177e-01,2.584616012202264890e-01,2.478937081300804368e-01,1.986126529276454611e-01,3.189797546202589040e-01
4.090833459271643324e-01,4.045082567183224120e-01,4.177698656736867355e-01,4.124113736021078891e-01,4.654556418350745406e-01
4.569670001693733052e-01,4.384637360403262352e-01,4.268130248392649762e-01,3.963474984606161766e-01,4.998099506677785575e-01
6.912485398363076017e-02,7.704691905366486959e-02,8.322186407863042812e-02,1.321585246858626994e-01,2.053070322228635336e-02
2.565584778347909656e-02,2.774037905087146233e-02,7.575783319983930841e-02,1.480312086207280671e-02,-1.251082898540599730e-01
3.657174455482144482e-01,3.945009091485750519e-01,3.780386274561935434e-01,3.777976763542395533e-01,4.655011065043053731e-01
4.578405133033374708e-01,4.674448143369197006e-01,4.466585692637696781e-01,4.748808600707675187e-01,5.185157295135025546e-01
3.117173954279423564e-01,3.302559806958827449e-01,3.198205661402848676e-01,3.798617488276676557e-01,3.124758023742205681e-01
3.620364260889717967e-01,2.883811529348028757e-01,3.598570705520687807e-01,3.659223967329583438e-01,1.403638650551932709e-01
2.473051559679277089e-01,1.885613874724538230e-01,2.264988553783886804e-01,1.987247722350314605e-01,1.707501570206531316e-01
1.577565088161512474e-01,1.641473660979062554e-01,2.038843825936534904e-01,1.867316455476094594e-01,1.057632747357333536e-01
3.583339804764940628e-01,3.359640766835068626e-01,3.691893983927765910e-01,3.654747619300094397e-01,3.335691699795761411e-01
3.052731872474299113e-01,2.916780784516528335e-01,3.076762341109768872e-01,2.885969697779008358e-01,2.611504921430553572e-01
1.923947488471497991e-01,1.845104696992569682e-01,1.920216146150356407e-01,2.648181530277808338e-01,9.245000794679630873e-02
3.358355279595658383e-01,3.700690813453894057e-01,3.478684438277287461e-01,3.892202823733036943e-01,4.520275998488182956e-01
1.691344034810422781e-01,1.403661945029548996e-01,1.581127088073283893e-01,1.560309006358721329e-01,9.357569620920221098e-02
1.534786680605548237e-01,2.010897246458184240e-01,1.988857831535860432e-01,2.094282296428707779e-01,8.362202564903796487e-02
5.297811756528770372e-02,1.083316769802333476e-02,8.154510564456309007e-02,1.191672733300083546e-02,-5.712782340654200611e-03
2.502039733541084887e-01,2.724982535467092015e-01,2.668704942711849770e-01,2.703534219397817906e-01,1.419654941794478431e-01
4.661547953912912323e-01,4.897332939591583223e-01,4.645788507627338637e-01,5.135309834739614221e-01,5.563937303654491462e-01
3.784161573732640060e-01,3.974286607207557775e-01,3.846927268555815349e-01,4.596027248646756269e-01,3.407685313022822404e-01
3.173431412800489793e-01,3.244694377810785069e-01,3.253033902621633722e-01,3.261791905774765743e-01,3.550369556081401923e-01
-7.037445327212740742e-02,-3.956379607190250308e-02,-6.039333634684179719e-02,-4.231439201559011182e-02,-2.115721387910662610e-01
3.901280663432156737e-01,3.550608732937415302e-01,4.137959685328476689e-01,3.909912107848371177e-01,2.828557515957955126e-01
3.403419739269745725e-01,3.364712407124492155e-01,3.600915656747529781e-01,2.813477881849161810e-01,3.868216193665194313e-01
2.730105412372564322e-01,2.724030541629491875e-01,2.642357859774455697e-01,3.126482188973700449e-01,1.922251574790594109e-01
3.740118930625960791e-01,3.599229842445653693e-01,3.666172701660530553e-01,3.866699213096634336e-01,4.039292436520260376e-01
4.757510891221257143e-01,4.429807195000978193e-01,4.807200076200128791e-01,4.794666323323521495e-01,4.448984023237501084e-01
2.309013445222417305e-01,1.935403597087645144e-01,2.460337100115004560e-01,2.316003673184958145e-01,1.624386564648334919e-01
3.159012405464098339e-01,3.333352074253336239e-01,3.025857781439599270e-01,4.109087228522287361e-01,2.054617149867854764e-01
5.882826454902566338e-02,5.784487467090371898e-02,9.231030123437104773e-02,7.164904541631630930e-02,-8.209819886277471002e-02
3.812958071573286367e-01,3.756386465279582532e-01,3.781807601578059952e-01,3.876281035630481098e-01,3.857730894892405504e-01
5.276218660263337634e-01,5.280746344870982378e-01,5.142517525528174094e-01,5.785896718200185251e-01,5.042871577965815089e-01
5.508315475979417286e-01,5.811844506180092740e-01,5.590607619949136131e-01,5.914477961011187501e-01,5.582884435532475820e-01
3.339937752452551423e-01,3.338457131477149953e-01,3.219725061014067635e-01,3.794889176168850242e-01,1.436569967654786062e-01
1.404592070975595741e-01,1.521045190956260840e-01,1.099500904105087246e-01,1.125820236086045867e-01,1.615644843009826984e-02
2.850665780695654239e-01,3.266652546131858514e-01,2.671606647060213446e-01,3.196319429265802592e-01,1.586278323635889609e-01
4.309023511083546198e-01,4.378164603413705058e-01,4.218746805950299161e-01,4.582274482748723288e-01,4.107392802278448940e-01
3.803867372261579005e-01,4.052074471531161848e-01,3.871982471952649107e-01,4.335698327078379988e-01,4.229649487648596273e-01
3.867174678719481062e-01,4.267953014867118533e-01,3.974404227531466716e-01,4.133871188647649242e-01,4.208040368578163104e-01
4.569696378709913742e-01,4.319325714326723853e-01,4.502864480095393751e-01,4.527260648096697038e-01,3.013721630396625217e-01
4.499885607607546079e-01,4.706600874754304220e-01,4.298020094510328626e-01,4.953265811223173110e-01,4.052303725417824021e-01
5.275102323456443143e-01,5.104627048732079952e-01,5.049977719650101671e-01,4.714438138392425537e-01,4.145446745262221788e-01
