subid,oldfwhm,newfwhm
1011497669,6.895904241731031,4.203661191418236
3670092995,7.723568443879701,3.883046177367657
609583468,6.785982875075162,4.107910732687934
4264683889,7.278956148562257,4.046003161122735
360427065,7.339500619817012,4.032719465723721
2422503990,7.236259823470619,4.329149891975206
908607262,7.5804641661637024,4.078971100505114
3354511550,7.0344680537050275,4.062267303599879
4060589852,7.0180036494344495,4.14052585264943
678139191,11.065835492844709,4.751534638149451
782651188,7.578275581495725,4.32515059669208
972336786,7.902649577491034,4.335772594533838
344766746,7.473984030697753,4.083209150974861
594496588,7.692984430641907,4.091077760226842
388650152,7.495721151787566,4.318441604048537
1017092387,7.648436676212742,4.1120908069160365
326891280,6.782660819422773,4.119130102251641
3327313154,7.549161023084017,4.3088463458234925
826730657,7.053016733221907,4.272435778175482
909152050,7.686274163838363,4.26214866886896
3548675539,6.930997861861294,4.1309089045306955
2860715826,7.8045540150566595,4.43467185430154
3501955380,7.268696933780713,4.231985571942135
1901910719,7.5947543504461725,3.9340553166179135
389182564,6.731653656474801,4.175564274903904
2333670705,7.521870002007728,4.440699865000272
2200670875,7.819771476352452,4.334260526376436
3221624404,6.347459181127895,4.133944128441457
1814037649,6.775604934629332,3.888830883073082
861649027,7.62922485029115,4.2371042244987605
1221640483,6.894825439077764,4.0972284864261646
584328521,6.826670099494683,4.180942864584774
4177765106,7.829204013165594,4.10909891789112
3840308617,7.426262466841401,4.090948897741291
292946269,7.2225982132047255,4.176362573198173
2593612027,7.778486092873041,4.388263209706026
3194463561,7.482451464619772,4.19670821058524
985910486,7.653852089103877,4.563531910858611
876444031,7.764807421650513,4.321029620470836
677581716,8.675900498721994,4.312778498929495
2688141773,8.010669129420968,4.126776724988703
31361606,8.078620319713435,4.530726100183097
756380264,7.731149140285913,4.363509446478052
749654008,7.326705943416417,4.372177255049413
2490635263,7.582536052014452,4.1423131878437705
1705895007,7.605976163992012,4.351108741858652
1200684014,7.78925386821609,4.30396809059543
3321448562,,
1310206420,6.432252237242582,4.066159592227642
78982423,7.534030102782439,4.302579467946471
2745152671,7.712471161496276,4.229417578728175
2108841974,7.528935942843712,4.554596919391802
3666908232,8.209959549652453,4.496576999817565
487664430,5.165610021889839,
55710183,8.026880469923874,4.041111035264814
3644730316,7.5296891322207715,4.017564375347021
550810566,6.394436494262379,4.2501756487252305
1240942354,7.969545546776472,4.477815823961265
3704894948,7.340771976689398,4.177497330387688
2182362214,6.600710469074802,4.1079666858053665
612700286,7.094914952813226,4.0338470379018005
1185574887,6.395088794359726,4.039647643769509
1823231434,7.007673300293092,3.769731655253191
845422206,7.490232357724939,4.0980883081442965
1830789740,7.03848616627452,4.078330974352001
2551635949,6.514434822239294,4.160074974087993
335003211,7.53041332943275,4.228334966785264
3345297865,8.200644298252941,4.2242908128062515
3123429468,7.410041918831244,4.240813094123285
355612286,7.600892371318627,4.293729325664703
1604268733,7.570062880507302,4.665263189113251
4269306166,7.660838534980422,4.122020235519347
2398605805,7.285448662050765,4.410772015050307
211169351,7.52538178714843,3.9588857902504944
3032863642,7.888063621315526,4.378726458857878
2537779643,7.517400862131847,4.149809577642908
1730231179,7.477958024462786,4.078311746457926
924815264,6.986087544947713,4.260954001282823
2271737742,7.116831539183822,4.243008542241506
1908959165,7.314208532221011,4.178499728829863
1997401992,7.2391396788443325,4.220152182144684
3104080596,6.183088602335092,3.7177716103364853
1781205887,7.919444646779544,4.23791883942142
429608771,7.382556037942442,4.019264241443688
1236117854,8.122031696619425,4.293999750368114
3117409134,7.042086295786678,3.939809614393425
779151395,7.648691496648788,4.331385660718109
131655018,7.433992080861707,4.195123895445203
3539567950,7.502365901920711,4.302337540170511
1977306864,6.474219094785942,4.081119746395945
3544869608,6.9013681489140835,4.125100415789335
610158411,7.908808339807299,4.396692605177073
3172989359,8.010231219895369,4.223769352955724
1111014310,7.54341242166012,4.508000530039996
401879401,7.037135516465019,4.5159514914245875
3885398873,7.601832041987055,4.26167820665688
3915422918,8.080759607419493,4.45714793343719
195168692,6.988839055224949,4.067717937609646
3807715038,8.042060490830977,4.397775619808116
2823833643,8.112226274233146,4.332386571401644
1467419170,4.414202402274282,3.385444734284551
3923883359,7.910478081883277,4.4947332280674095
1781775187,7.266449406128714,4.266925980565637
1804076739,7.502367678669135,4.255920327916727
681935372,7.727267462482839,4.485562239121527
3569165538,7.240732708008718,4.263461999033709
248585929,7.146130031957996,4.250165179503562
618085604,6.996603630754837,4.447301656439484
2822781649,7.56170145049146,4.106753602213058
3323308438,7.4488395735552,4.060526122258256
2762202970,8.117045193362575,4.377854543432234
661770582,7.8306152898569685,4.469084558127985
36895554,8.134221211873662,4.401546374669115
696727241,7.824155543058427,4.9672049916379555
2258551019,7.43619092249628,4.140600540905861
2487099305,,
485017822,7.885277321017854,4.254992317851781
2671429330,8.063712731543578,4.2418377807440235
438637277,8.48638152991261,4.506964420308643
4093356685,7.719432135104969,4.174387993973805
673480448,7.641070611419363,4.425201018513102
2726208310,6.6590612104360005,4.33656961079127
1536441148,7.31488625156299,3.96164730935166
2670354621,7.018555446520412,4.149655353425803
808687263,8.33695832205336,4.398340170193305
3474248854,6.9545546749235045,4.14636001367332
138434806,7.207309804645948,4.180398481865436
4187598678,8.379249667954788,4.408736676489747
2318003050,8.15434976789129,4.200161533439334
3964606343,,
3194237272,7.853482773049501,4.266168697712525
1094939473,7.7628773956164645,4.5574590994452935
2285120424,7.40484687949965,4.389053866249157
1910420386,7.8615690008382275,4.38383120054665
3678218578,7.482609189247593,4.193345500459952
4160147836,7.772324827829916,4.345313666559901
443632695,7.364328879933107,4.251984675505637
3621702873,7.776784440263463,4.378871352410729
666666729,8.497091123190671,4.390634753138213
1547173705,7.794590765478713,3.975754554896184
3756388677,7.770917106413797,4.272779458181393
1687224870,7.936556876601652,4.2621175843355905
410808047,7.823845601926688,4.245190036349224
1786222403,8.22679735981829,4.591174622680158
2585124211,7.779270540563415,4.391916747776076
1697816442,7.910543606731858,4.862128528667623
433029449,8.21962535535055,4.679784763884841
1081730904,7.625139536521586,4.545683874645851
1786758517,7.807331217099923,4.141361336493291
2533255886,7.749948169921861,4.3128194810021405
467305309,7.138001999579645,4.075500505909177
4061437282,7.94381250836565,4.569281638293375
1887252222,8.598580614378651,4.32888386107649
1201047966,8.154536945998833,4.305331846970229
443652258,7.942378138753615,4.053670727878755
335104664,7.900956810806236,4.18826965106794
3818082974,7.860832026873922,4.350777488583004
3724047858,7.9258176406503,4.1413277660552685
2051099070,7.7754841168370055,4.419853782766707
574930953,6.550516089200321,4.050470896390346
1484543503,7.718989625636683,4.33867905895878
734794291,6.985986909792198,4.205924375077952
624076698,7.877384964523028,4.192094705718817
4276974103,7.657915268495956,4.372669544692859
1799875502,7.821671508413438,4.476428152272388
3769010696,6.987674647613135,4.056420914201011
3724155829,7.387644812762193,4.223597892397519
4160502168,7.873746440914194,4.6726627962254685
1934623281,8.16131854339925,4.37567592012069
103652366,8.388820046742625,4.631688098098359
1752698697,7.229872633280247,4.103095379443726
2026754591,9.025355003385167,4.660100388712194
2166835733,8.15150172617389,4.411757737073432
1348459455,7.689131558822555,4.314418502996847
2932569616,7.255742010539186,4.0439112471975225
4016765342,8.018423778282756,4.35483037109407
890147203,8.14893420534922,4.069279267088662
3445089839,6.221670013292463,4.214367793491666
307804547,7.818805615643511,4.306227082364489
3926498329,7.784610728835388,4.398510250979041
3346107281,7.315417816626467,4.198073468471573
2675724304,6.818079563829791,4.314904196548934
2816126335,7.135242691225046,4.147522284749915
3516454823,8.219101249476466,5.044587335723853
646773252,7.853602040484485,4.465351571059295
2404418579,7.785832563193978,4.218944023120114
2175676858,7.340198446801088,4.276011725821335
2017765808,7.489774722350605,4.2691916983646205
4117238293,7.516026483500516,4.3858258334350655
221853583,7.260370250254323,4.109024796426068
4242587695,7.799137308143732,4.539245637231645
3901605230,8.224045030531396,4.380153949940384
3866325191,7.63066498027171,4.363199160349845
835121147,6.718714416673946,4.024199549134077
3147576269,7.52687660886145,4.2448508915182765
3749102689,7.5959174897777215,4.424796393347743
3606976091,7.809992168920725,4.453601352168482
3876784770,8.245325649222135,4.2060058265181155
894197507,7.876466257778108,4.052966451338491
2886590951,7.385871393821256,4.563100173868902
4040716945,7.055072145620314,4.284153117391075
2338019591,6.293148071313049,4.011502032700013
2706712860,7.434380996009683,4.168859255827824
1351409340,8.034559963930729,4.424592511694083
1735338986,7.532517024602347,4.270831076376604
3410573615,7.860258056462705,4.361540744546015
3317140614,6.812962522667989,
3993637691,7.547485316573414,4.147580417424207
420900014,7.477002113488677,4.374716475809737
856706691,7.243090142163182,4.139065741905039
1819013777,7.196083370370046,4.107884075665216
447775004,7.8496856868537535,4.241778495250165
322458406,7.961721261282588,4.229432705959926
1630775946,7.841047002230235,4.307954143687288
3371160733,7.490066286239835,4.357400437977119
3010264843,8.025631640246957,3.972632838092351
2852081635,7.192820656597356,4.278916911627474
115784129,7.678715205275868,3.908151695590344
392818846,8.248969281328637,4.216905303107465
3870295870,7.824813352979867,4.112243527539672
3925151495,7.775599043398136,4.207681978561585
1030193285,8.207311993925595,4.027403395359243
865678636,7.303574825267441,4.356147674010896
2457761447,7.598020679469198,4.235390465788928
3637736036,6.131687165720119,4.8991931855120425
2033463791,7.870339482069613,4.374485285615598
2047595784,7.601158148923475,3.99696803128808
2321665294,7.453213084329452,4.205705967589497
1915807892,7.7769605633714605,4.519106249858009
3608113928,6.7535995156645034,4.501554759907619
3836020010,7.696176227195233,4.305431774162088
1157233457,6.576677847859952,4.487773130612413
3474496151,7.7928522245130045,4.19010744335867
486306438,8.036902628531202,4.403649205218212
3655426254,8.085040932991548,4.101770496966503
793702653,7.745836190572436,4.218410641034843
4239005932,8.289351061433068,4.500452644386658
982522394,8.163013886361542,4.418022170915661
3128815857,7.7743639292899696,4.315077691872931
1612290284,7.981149884565198,4.17905532194449
920823026,8.00099415840799,4.55742128223692
2990984557,6.998247676699345,4.355500890546461
1453109530,7.902260671415808,4.462943460370458
119126177,8.133666797747303,4.3382236051657825
2319274290,7.793786286029808,4.155625215488072
4026910516,8.121983601664553,4.442087078976073
3138616935,7.7731488241523845,4.347386245263478
2622330033,,
1992060521,8.080963768461867,4.503750078899592
2308648032,7.512322165998169,4.2137942778590505
158779019,6.572013690235542,4.085781771819266
595113616,7.853888456186527,4.310068831182697
1569761975,7.404406843846864,3.9833379218024363
56162563,7.831971397871836,4.191503047404837
3685268115,6.959829798633238,4.019037080074083
299894413,7.091321767053848,4.475417541791649
1214132906,7.8672593461750715,4.297316802342844
3761349403,6.541561642177518,4.083754990486663
3730474103,7.739637301846319,4.278003430384074
2988053796,8.326999132344069,4.3638134368755175
1616242378,7.824180861595989,4.345726661261044
3123810007,8.012026028634352,4.20269098396584
764315034,7.231187469469289,4.430048793770507
1602583606,8.137777852200447,4.340255628922378
2925300630,7.83384469991415,4.305090381423636
3696718394,7.676365940804597,4.123206216752688
2175309663,6.811520827280313,4.426975732947853
2397937510,7.303207110106132,3.852037518974312
210534092,7.531025097341795,4.033907221817897
1991567562,7.666284304482399,5.00215855745372
3095311898,7.986131163476294,4.445904749052219
2626581416,7.288667660609744,4.196228924238151
2588125611,7.719275766967955,4.335127487682085
4216533717,7.333399428232338,4.103158592536794
1584150953,7.54633309154635,4.210176204859348
1930702369,7.296748167684619,4.24285401126436
1924109233,7.373641952296907,4.242996340152858
2705533334,8.371948117708213,4.558268779977418
1795409854,7.841856392326665,4.856228871790446
2464767924,7.534807637467839,4.241535732843223
1216701855,7.277797620323877,4.382118008543012
402577805,8.069658223031762,
902534154,6.758841424803727,4.387005392914255
1228855311,7.65461968953171,4.338211525909806
3906575236,7.599720098131708,4.289685749474905
1403873511,7.851007328691285,4.444930458497487
3498010347,7.518133927755246,4.258545301568656
60021964,8.270073532228896,4.308091888088321
3807880204,8.133122388722363,4.1898967411933095
3245954075,7.792159164877211,4.144111250055626
1046353426,7.009191636221321,4.119550461250914
476252579,7.930628294699239,3.9820953128021386
974108074,7.1726260917818445,4.219305381367714
1827965364,7.891507753062047,4.2551475103872285
1190308761,7.770629113146011,4.067828739836832
2928085046,6.116578395421925,4.116609752147157
2939479952,7.627039394994588,3.9196906706256303
4190603704,7.7476445379010315,3.89487071904387
1743802575,7.111309965175682,4.3425739253619495
3827457731,8.044374779042428,4.2024230364365085
2884386695,7.501201637276428,4.431878097734547
2465300344,7.216882063822198,4.1175357391217275
1860819350,6.50423493513215,4.17622137450578
2423596559,7.829474470555321,4.229437266563117
462702505,9.376817414953749,4.314134415789609
1638715823,7.928138749107643,4.15613373442286
3331201553,,
3225665554,7.5006226285909845,4.287478397608287
3837482902,6.972122741471464,4.2104087219905475
3342182273,7.3057340493176435,4.258437836535848
2242628840,7.582253485069214,4.342309550024078
661364701,7.854633754911625,4.520047449869921
4065001465,7.437259095009214,4.483143360550436
2906198493,7.681824845899875,4.216214889098217
698185794,7.802096291605164,4.214835274224776
2256834144,8.10553623856258,4.496941999853435
4240185446,8.063255159345948,4.417008819581136
3290096905,6.82593456427577,4.263001682149548
1861299663,6.546289450114543,4.096116429439588
1162141764,7.055057719862512,4.26375359710964
3227202635,8.016166278768871,4.995217946384378
360338543,7.661603251221889,4.419268971120159
809074299,7.452527498525477,4.375262203524569
2171240541,7.052885146465026,4.124461394374151
1834939056,,
3931419723,7.787584161010361,4.217447595411627
3332328549,7.680388471364938,4.510862087089552
440314957,7.683774686010448,4.286381430520673
3931956861,8.380440259870598,5.372999638312534
2311595124,7.947542871806725,4.3670669643682825
3744667754,8.225259595763209,4.253249409465827
3530244209,7.784833445633943,4.407647260383645
1502224855,6.385326843481799,4.567409841047579
2824066679,6.835015338208779,4.49140086889945
2795844072,7.805382085971751,4.232280571349448
2385983560,7.727968485224237,4.233938086677219
3511452762,7.171599847332782,5.348840979451218
2172281415,7.537786466213481,3.9646948308280616
296947353,7.864378251263218,4.289398162613879
1804310687,7.524608908248194,4.567665273380088
3482761158,,
1915723430,8.171595741755498,4.437935538607488
3279245901,7.59312112333333,4.58548817788719
903529086,8.044032933115055,4.694651473567169
287967180,7.097491575318418,4.770826668503309
277985884,8.400281367150544,4.1072782206567515
1513930399,7.451793752346971,4.17961812142781
2375649228,6.543359057695084,5.05099707286309
1924569075,8.353173535486771,4.283568661137209
374130224,,
419535935,7.827581459980143,4.529648967536729
1607889954,8.14809304014363,4.589858863795675
2996472019,8.619065658593525,4.412688559534996
964422005,7.413479172876095,4.658551060890316
3945053428,8.002484689498823,4.620486475371841
3809989470,8.026758851666328,4.492966039090863
3373396339,7.710676264592472,4.56680586245888
3831608525,6.294777534849482,4.358481372192229
657998684,8.257247050053374,4.363733415038152
3748226758,7.702087415816778,3.8546075262742074
924632425,6.393524391317907,4.165081040865124
488302404,6.8459621046697245,4.1433387426256
1081366850,7.590093111984014,4.5626736993948525
1410948099,7.799733139117043,4.407737799660289
182017409,6.609804621572143,4.3757570488520035
3052691308,7.550945594724372,4.46672548390814
2428446542,7.484337359808295,4.31429422621399
2254317902,7.271883076915907,4.580780009374245
1547321683,8.084068845098313,5.034833007142157
1649501759,8.168564437695247,4.682182776611316
3565014343,8.38512640806153,4.39190229845088
986035435,7.963241853435855,4.32116652757546
3319985890,7.32468123415734,4.880379245893719
583203611,7.372796333623587,5.451860972389386
3176046588,7.947474132822639,4.278014666558532
1222568744,7.659328108301483,5.095722559306976
3888585994,7.650647992514421,4.0767730246179985
3275217080,7.675133452769485,4.424598015161963
1996891106,7.933521183010144,4.817884682758891
2766838213,7.849040036282041,4.42700743785328
4122649464,7.867783008384035,4.473518162403832
4231164226,8.262036268121618,
1020132225,7.72904904375996,4.295245522303959
3171575673,7.6044538248046445,4.4374292289720545
1638126951,8.587155428612267,5.218784471915652
2529143538,8.39723709368617,4.41787923735735
3039910629,8.013065842238507,4.674517459688292
662466380,7.954470097495277,4.387095051797331
2895974122,7.712153177375094,4.656737024338369
1564801354,8.105738200497878,4.459066918670176
1560233178,7.6688634190460725,4.290730137556353
2748843731,7.4931639344717516,4.555191541304502
571955453,6.758305853710442,4.2974155050702505
707016535,7.213805723987408,
51217255,8.06025732419624,4.551751016510421
367320913,6.086610809812057,4.53967369832473
2322119606,7.844016112372549,4.3832757415875365
25811472,7.780173847886129,4.35944441682318
1968175551,6.313206534741858,4.3959606517213095
2485879167,7.56801135297871,4.474041327344416
3214822644,7.790838860009179,5.189232754517804
1819473619,7.90724391216419,4.377084230789862
1084860562,7.436899488614999,3.909897713437144
2085520575,8.447086436961467,4.549955838696101
1924149526,7.726948994409196,4.102944618954897
2625914260,8.38116776391131,
1384982728,7.723091578996355,
2336714673,7.0849830413819515,4.458393595074097
2194652555,7.57581731102162,4.244078678536639
3906186680,7.1803257149690545,4.398740353519602
3351164964,7.746219446730553,4.266603399920844
3481634232,7.720339990021483,4.337053920142131
2824389829,8.059610232024225,4.521913797700068
628391776,8.12769028119663,4.537291920130483
1782265789,8.177211281728274,4.277691263771757
3260871738,7.142900962905863,4.209414383664678
3753452353,8.189470464486815,4.376132493599563
731048453,7.896485072994073,5.002059657659927
162526644,7.92660753154542,5.017042180482192
2074348568,8.502088568717406,5.139152638519873
4136155069,8.307052773876558,4.494033369689218
3459140306,6.890383122469516,4.218516186785151
4238772277,7.975917775463165,4.242926112246419
3743427092,7.562404603567776,3.926199816835913
2001714085,8.028385199101244,4.392223583703218
3190862186,7.9710238960667645,4.301056530605965
941151156,8.309300748887516,4.3807324840363
2311827557,7.929606504160014,4.364710255302694
2748158536,7.584825421419936,3.933443157605292
3822559318,7.787124325110864,4.52118019386528
3253387239,7.41203510803732,4.4195147211605885
3719615756,7.321333346788564,4.032366834494639
1448457386,7.987868177773469,4.280698925727536
952845911,7.52485362136367,4.2947616744215384
2333937949,7.4904636773891955,4.128126612393299
2828263690,7.9254618629651405,5.34432905814543
1901159589,7.520810275265114,4.367820642574605
2390107820,8.054588091895733,4.411106228200802
93800202,7.918579949079135,4.629628088238297
1570413707,7.360204450450159,
2167615125,7.822237521883227,4.279661739430444
2918766267,7.842660433982755,4.325853711400173
3620213387,7.953971706482109,4.371417046082207
2729807028,8.190570730287105,4.430124372566105
2253200176,8.387375641070642,4.51687088619356
868703738,7.340729955675666,4.16049058248185
29811890,8.015212879079117,4.455563831892325
1942822174,8.336673904519856,4.481360331929381
2933854864,8.177530142456732,4.612475315542636
2799972108,7.9528514382978335,4.469641772267658
337120853,8.424109212793052,4.52667698590912
409133707,7.693071871952184,4.132203621000624
3443753647,7.800054823197968,4.820553771144281
3209198339,7.888501035707157,4.376298655746515
1649551035,9.469540468318744,6.418698747801492
3438308617,8.0244661643536,4.373417338134555
4205323727,7.644396599413741,4.998935250314882
1531930180,7.5641475751250615,4.477576766541878
834809108,7.632979480827791,4.089538486152179
1885577882,6.131754680759984,3.9820556988936753
199809850,6.603954057436118,4.0400591600082
1050116930,7.553016394297607,4.307907299445634
