subid,oldfwhm,newfwhm
1832999514,7.230429890633899,4.143474677416467
2216595430,7.818813004424218,4.561004129861734
1867827374,7.477800085680176,3.9143881883933656
278814796,7.558032705697271,4.252382310866816
3103368139,6.83953456572238,3.8846258399347993
1654508502,8.098314299894833,4.6096829485315896
1818459775,7.545859007719264,4.5146958481495725
2748427955,6.553045561262168,4.220650682342881
817266153,6.869525637363033,4.463735514268349
1344101127,7.142664517802717,4.065119847222584
3925705705,6.59989131959476,4.425657629320658
234528430,7.302885665063224,4.118743869388952
4167756410,8.262902031347663,4.441204078614939
628144066,7.323192337046255,4.300727786514312
134279804,7.256415824684055,4.0915017902898425
2312088658,7.744137559404226,4.404457133327423
1512248949,7.552400331932805,4.232488305994096
981492397,7.565958842414587,4.0480587611465335
277233792,7.26603806157297,4.683517696802951
3109186721,,
360459346,7.631040506732106,4.286846684993591
3520758666,6.394180393877033,4.256449194721858
4066124203,7.35486621687759,4.1147414631817885
850131294,7.63477314185208,4.037792758589442
2508284118,7.922162950275163,4.73603627110126
1163553824,6.948531668463245,4.060670287788231
255089519,8.118494285880066,4.278893989078515
749926734,7.728756764120166,4.312207216652681
4284367721,8.034851164044584,4.129914456635798
458296344,7.372146039303509,
997818717,7.130842332859503,4.320369007273959
1498873540,8.04561458912794,4.398008352061492
1604003015,5.938065549531437,4.390608282785931
813520934,7.673272424323462,4.402111075756388
4099541746,7.566447284109013,4.321898314958017
2861717830,6.970569823356908,3.9812870746204405
2871649494,,
2932582600,6.998485386626358,4.129974432709484
1483500237,8.07423282927805,4.360208610432745
3704095570,7.448329556286195,4.131318701730498
1006151876,7.725247448391246,4.34632417682847
1829488364,7.885014269808956,4.238279067451243
1103118018,7.387301820053247,4.334049234270169
1828951258,7.923881363308802,4.279865450494763
2299321259,8.342169544221111,4.309794308391895
2441231201,8.071076232305982,4.465218647562574
3170512105,6.852727603198782,4.115728570926667
1730541924,6.288201430108261,3.9592201328204504
1114035056,6.62972014852402,4.26395917928778
2720014197,6.671286556647235,3.90494794312708
1380078917,7.906705194753806,4.479154576813014
1887390452,7.330103936693074,4.247418224286919
4108002155,7.384250981205993,4.016870105996983
1060668554,7.894103854363573,4.393975625935841
3840869169,7.983415614449293,4.495386787028797
2539603725,7.280046618438626,4.3009900215884835
2442304782,6.976248817426775,4.175979932536965
200066829,6.276816975193633,4.247701353727347
2148378283,7.951096090686708,4.19150876825113
1381671196,7.986396193282308,4.259309830443952
1095340536,7.997435433473899,4.307366916286191
398131152,6.804606901952725,4.59607376775062
3264978932,6.296885274276149,3.9446406604272832
3204472167,7.873567270334856,4.5375163167935995
3062402909,7.621994050619107,4.422698265228176
3870702454,7.31544300559419,4.43738267282038
3896564969,8.37442991837851,4.468028631471869
1645871327,7.570426138319625,4.128803762959394
3925565817,7.689194815359465,4.197921454647014
2170759229,7.134831765744082,4.280114120208508
2788528349,7.578616794783669,4.621874692880496
2215153516,6.726082777339925,4.140192728204912
402523989,7.662775731259719,4.067188939728468
3289562482,7.504589518261124,4.010583355878719
993394555,7.21091813534201,4.219219489218864
2976850765,7.997444191493558,4.025404551575863
1682850665,7.446930936148267,4.29321391134532
2763114922,7.477955836674789,4.661248096826021
3733544876,7.370604119230863,4.158589869165585
3234489701,7.973979277358277,4.338801771454285
1046399178,7.1330342719667685,4.166091533330258
3829047511,7.871490878194333,3.937805731339584
2359486867,7.581002140394992,4.20806797303212
865069950,7.870002945455269,4.150953892503881
1833416906,7.411602232628174,4.075291030455403
3260960488,8.20342687970059,4.057427919156571
3441116881,7.647775925862718,3.9763551844643574
3753613715,7.810640477912631,4.319570476628043
177928631,7.558684515875021,4.138770070044859
4135739225,7.540176491874435,4.143681767003757
1762027912,7.566419011464706,4.3119440762041625
1904270196,7.478448338413532,4.095146335180975
940718928,7.462763519935565,4.220364347902864
3029167955,7.400574818418091,4.134455340997285
3468032341,6.538911026489677,3.801659076445038
1448081953,7.675483394972088,4.163611878117048
579459470,7.27388781031643,4.394213409663546
82699044,7.549536850720947,3.9392701343178134
2002122030,7.2081923397235235,3.8234972627265367
1724567179,6.458277271356335,4.450526234623516
1157595916,7.210873963193243,4.351346662409007
3127082133,,
3362293049,7.6846282979972615,4.319984825054694
490845995,6.240945394834497,
348742929,6.5554968309413155,4.254441653206266
4286784089,3.6960685724035436,2.8747532258303425
2374556661,8.067549119283582,4.251460077427035
2842709105,6.741654404623522,4.143616920761536
3549161979,6.3536417963814715,4.02628459276819
1452555764,6.672414868561595,4.044102878269137
2819146349,7.763858750431543,4.247411108919192
2318786012,8.406171628099678,4.415969912529617
1711930631,7.9044417527513415,4.4008093356345235
1310346718,7.967748536169082,4.244801422574732
3452453842,7.420314446248714,4.002510404081027
1838464457,6.444109420274008,4.3162694911935695
3533807592,7.78766604972785,3.888716437336315
2951167051,7.33480165093546,4.145666613915931
1497934968,7.486158753762145,3.897528274287563
1545837513,6.974499911384076,4.041295332000087
2412716526,7.822018999001249,4.307584671708375
2298674157,7.023905445849739,3.9801559227521484
3506926170,7.969067059210651,4.397490884384591
4069098061,8.025523636497043,4.373200032393928
1506379233,7.969768596589891,4.314442011086271
1942988748,8.144117492881144,4.756704695060653
1963601913,7.466001700461331,4.129866232993637
408967257,7.625169748306827,4.266975217581037
1822850038,7.97403144784679,3.953427281401285
1437821247,6.993948073428956,4.097138971100364
3357695482,7.696630625298005,4.394365628850994
1060532313,7.719786641597306,4.183358373520348
943724490,7.596045611653746,4.048380081188261
3043294809,8.227186695238782,4.150407652614191
3612049856,7.994821380368433,4.359331327792813
2675079707,7.376051975395734,4.183288758624877
3984163767,7.079901328048597,3.718134568384602
2134697000,4.084419756641106,4.378427239235254
4250731906,8.312378000857663,4.151441498526838
987544292,7.194240560643033,5.1276265612687
4026391232,7.5489809504690095,4.211845763623717
1088695522,7.892062642995636,4.117088589775653
3131141015,7.387765554961952,
3991005721,7.059866812993836,4.193262401000653
1761492502,7.25320067281439,4.135811345975852
1123556411,6.817964794844997,3.889909067901995
826824711,6.828889913955338,4.19339621514544
4164375240,8.115836664951184,
1560828340,6.708720082017561,4.383048744290815
2397365139,7.934835038149129,4.241666227977339
2774105134,7.484546223303661,4.072452796751508
4197093898,6.421275466540652,
308228517,7.4245949487554315,4.192841412067877
1643083161,8.070277476970341,4.394758433934645
334290435,6.502089092611739,4.122971649600276
2333531511,7.226473050044404,3.967676166668567
3392035756,7.699726121180845,4.272111736169931
3437461935,7.998831081473004,4.464494729511689
520579518,7.182140920143284,4.196274791379253
3874353588,7.7356906521706525,
272785799,7.937662526490606,4.33687220496267
1686389288,7.328063596384018,4.256861796320917
4211615439,6.530063928534442,3.887583014668209
70214854,6.907103547534355,4.173258087200468
1168021938,6.650255214854285,4.323100420352987
471903637,8.074518353945829,4.201487084588501
1871767977,7.492221295486057,4.170439063110053
1526154632,7.667400061394855,4.1607403418636
2413176236,8.378812750412955,4.625748572830072
192039987,7.256341218459383,4.191560343116265
2292204095,7.949506909928973,4.214932940434579
2696622128,7.1580507242558795,4.085522773190136
481928384,7.786200222636065,4.413064117194391
3177113419,7.322191439452687,
1678076849,6.833813031730716,4.430224721363769
370053661,7.369031025875612,4.22551636335872
1794346030,7.9256650776066495,4.35982099937145
1336976954,6.625247284648571,3.984525038801601
2200266312,7.683834748123501,4.125664745442866
1929155048,,
2333477346,7.115465129821999,4.163986602815964
3477990078,7.829515550636278,4.502329341154314
396724706,6.7901809267005895,3.9427528144087653
2461687277,8.103051641768191,4.395741374801293
2733440164,7.518570792290169,4.271087834290629
1890822437,7.526911764180049,4.299404564039578
3512003246,6.790650441784977,4.063311546557322
1896354997,7.139960996755341,4.166230619757714
2588038141,7.336052347724201,4.271275312118608
1861767482,6.87905316486952,4.035788727227732
3017936002,6.854065017479251,4.351049569559407
3836403514,8.675881127532621,4.843687653858705
1770415263,7.261578683436451,3.9505199880914446
2394345225,8.071647725379885,4.159446068241999
2041229468,7.050349671966441,4.188426374312941
3316130924,7.286284583697106,4.218531438255201
1593612444,7.334183290632539,3.9922946212086448
1620557808,7.4808617964846515,4.226881685665508
1852377689,7.688424819613592,3.869775601745888
3482208722,7.529674649566623,4.330702183546681
1440768299,6.504625106549462,4.290544650507835
802748205,7.6708691774639775,4.150728032568416
2739925272,7.056409718273621,4.045065985345674
2146308400,8.106679973357874,4.150213918751904
3870273492,6.83400546987981,4.228064371667579
1631350938,7.300088331454756,4.195281862600113
3949374636,,
1313957126,7.691658755394635,4.234192901962966
1091857727,7.744968531731979,4.18627128017905
983504031,7.569991314897641,4.707144131128121
2351609522,7.028875814304928,4.299455470981408
746461855,7.285261812920032,4.293729759528923
1447464089,7.861154629369066,4.228284490094033
3538085126,8.908880235148882,5.208953112849313
373574366,7.559759223077681,4.440014381955087
1710493410,6.820860592657499,4.136242970391023
1204359507,7.759731254822752,4.338970343813763
1217141098,8.336316236303446,4.260303861752446
