bblid,sub
90406,2227504651
90411,1964831147
90416,118949895
90428,1348459455
90439,1452409276
90445,748864908
90451,1483007523
90462,2932569616
90465,3703607228
90476,3658307007
90479,2078938676
90481,3231638871
90488,2523761535
90499,2426425724
90508,4016765342
90511,978033082
90514,2980771868
90517,273529751
90520,890147203
90529,2585225121
90538,2631581090
90547,3202851347
90550,1808187959
90552,2452380221
90555,3760694161
90561,1686358542
90569,3077533737
90577,3445089839
90585,2027790565
90592,2298763077
90613,307804547
90626,3926498329
90628,3471903645
90631,466643897
90654,1294686119
90666,3346107281
90667,2675724304
90676,1151567261
90683,2816126335
90686,742116569
90705,3491981879
90706,1430044216
90716,3605966900
90717,2397268917
90721,3612675492
90724,1555328002
90729,79280003
90732,3516454823
90736,646773252
90738,41184640
90742,2404418579
90743,4087728150
90744,2175676858
90745,4250631615
90746,2017765808
90750,4117238293
90754,41697206
90761,4197259820
90765,221853583
90768,2900259844
90771,2046759968
90772,4242587695
90779,2853416455
90780,1838289249
90783,3901605230
90784,2592488642
90785,3866325191
90791,2461356904
90794,424948430
90798,3292937536
90815,3147063803
90821,1060112484
90825,3357812167
90834,922970062
90849,835121147
90852,3840380895
90862,2539113443
90865,3848024655
90874,444297286
90877,3147576269
90880,2247562401
90889,720298627
90892,4291789479
90922,4118328442
90927,1516323416
90933,174061171
90939,542757982
90946,3749102689
90952,2880497614
90964,3606976091
90967,1998149072
90975,702108754
90978,2285770713
90984,1035227411
91009,864671542
91011,1672962845
91025,3876784770
91031,2480220461
91042,1208135318
91059,2636369586
91068,1804361345
91074,894197507
91082,1395303406
91087,4231222732
91093,2886590951
91104,4040716945
91106,154331803
91107,1363095834
91110,2216579390
91121,2338019591
91131,143218443
91134,2204645037
91139,3680890156
91145,2706712860
91151,3583183539
91152,1351409340
91154,1584556821
91157,4287965342
91171,636567683
91174,2920292645
91178,1929522859
91181,1298729415
91184,3330828385
91187,1735338986
91195,967780968
91210,3410573615
91213,1314319648
91216,3317140614
91219,1683017485
91222,1091822873
91227,3993637691
91229,400591665
91232,3267488533
91241,420900014
91244,2465664264
91247,856706691
91259,1227413637
91262,1819013777
91265,509610813
91273,2471276696
91275,2645689649
91287,674776059
91289,3520257009
91295,1995981433
91298,3609133554
91310,447775004
91316,340669621
91320,1761658144
91326,1744728201
91332,322458406
91335,1630775946
91338,3235178753
91341,3371160733
91345,1073477950
91356,959849277
91364,3010264843
91382,1456999914
91387,4190239688
91390,752917484
91393,2852081635
91398,115784129
91404,392818846
91413,3870295870
91416,1834051224
91422,3925151495
91432,1780941067
91434,1691989154
91437,3309238057
91440,3439708853
91445,1189391123
91449,1646017687
91452,3074251955
91458,1691477652
91460,1030193285
91463,3094893706
91466,865678636
91469,2457761447
91477,3896959137
91483,1395790786
91486,3637736036
91489,2033463791
91502,1455435046
91505,617337994
91508,2234291969
91511,1343092517
91514,3689715331
91517,2047595784
91526,1370901173
91532,628123930
91535,1467715766
91538,4137472829
91544,1967558407
91546,2360088333
91555,2321665294
91560,1915807892
91565,4191258930
91568,1479985849
91570,4058179224
91580,2574954460
91583,476412883
91586,2542017141
91589,912480766
91609,3519740733
91615,1994416821
91621,4064545578
91623,195990304
91629,564703501
91632,4102672681
91640,1403722391
91643,3602173592
91646,1565896510
91648,2041395386
91660,2747879591
91669,215000709
91674,3608113928
91677,1994928259
91679,2399316105
91689,3885687245
91694,1011168320
91709,2661126956
91714,1161971361
91717,3836020010
91723,1157233457
91726,3474496151
91729,1862261020
91731,1052863799
91740,486306438
91753,439462021
91756,2446379299
91759,808946344
91762,359964860
91765,1736399120
91768,3331857051
91771,330922687
91774,2555910937
91789,2832042460
91791,4176690679
91797,3539279834
91800,3655426254
91803,1560196289
91806,3609187687
91818,1882541295
91820,696462078
91833,793702653
91836,2762969435
91839,88658640
91842,225701708
91845,2138576608
91848,3734984043
91849,1535148388
91852,2392973632
91855,4239005932
91861,2014212467
91870,2267624314
91873,37152629
91885,1682971544
91897,982522394
91900,2528512223
91903,329899216
91906,2554903926
91908,3165661938
91914,3799001968
91919,3128815857
91924,2445307724
91927,807873735
91933,1612290284
91936,3958962506
91939,1243593409
91953,3171140948
91956,920823026
91959,2533746553
91962,2990984557
91970,3363724139
91978,3799546182
91984,1475493772
91990,590617635
92004,3578707734
92006,748955420
92009,2370004119
92014,1453109530
92025,1507440931
92028,4164876968
92031,757045900
92034,2801728298
92037,119126177
92040,253920573
92043,2319274290
92046,31207572
92049,2688250655
92051,4026910516
92054,2078582418
92056,2181971608
92059,602504467
92062,111826695
92065,1956753067
92068,3578195232
92077,711044905
92083,2434096202
92086,452214252
92089,3138616935
92092,1848778307
92098,3185484900
92101,3321077910
92107,4025844411
92121,898755238
92124,3195046656
92127,530040971
92133,1336507552
92136,3293060358
92147,3264058675
92152,3997592861
92155,2622330033
92159,3098870581
92165,4026388621
92168,1310364422
92177,2973618447
92182,1992060521
92188,2773537870
92193,2308648032
92196,41569734
92205,2108744996
92211,158779019
92216,2071805735
92221,2059829943
92226,147684123
92235,234922264
92240,3676934922
92245,1355346604
92260,726391098
92267,2109257490
92269,2219978520
92275,595113616
92278,2191521051
92287,2532503642
92289,1863870544
92292,3124299892
92300,665337009
92303,2729961662
92306,693537048
92312,1569761975
92315,798708507
92321,2873047684
92324,551443234
92329,2027126947
92332,2918375559
92335,3757644075
92341,1982162748
92353,203288890
92357,3757132573
92362,56162563
92365,1901265071
92371,93659904
92377,798163245
92380,301475393
92383,2498228814
92398,3089893984
92403,3685268115
92406,1347017525
92412,613415066
92415,1451491638
92427,4163259012
92430,755444384
92436,603561737
92442,2317738270
92450,4028462872
92456,4276339377
92465,139219586
92468,2846560521
92474,4150988939
92477,1452036864
92480,1759999084
92494,471947203
92497,3183875144
92500,299894413
92503,2499793538
92512,1809354891
92518,3090426540
92521,2641821880
92524,378954014
92527,3077644949
92530,1649427121
92539,3444159635
92545,3078189219
92551,3284095756
92554,1214132906
92560,3438959413
92563,1239781178
92565,1192966803
92571,870127932
92574,3090970778
92579,3761349403
92582,3730474103
92584,3500421598
92587,1900245589
92590,2757890673
92596,2862393304
92598,2388930652
92606,3471248151
92609,1862289564
92618,1775080095
92633,917909133
92635,944282404
92637,3847918762
92648,3345451803
92654,2577894041
92657,943769874
92666,335369903
92669,2988053796
92677,3357704994
92680,4132021326
92686,4172747239
92691,158262855
92694,2190444513
92700,2404308655
92703,173081248
92722,2261124245
92734,199933744
92743,657003816
92760,1381272343
92766,1554661054
92772,678173969
92775,1516758205
92780,3105803359
92783,1006704720
92789,369572477
92796,875722746
92804,2420113100
92815,1863892165
92821,3955021146
92845,3249710401
92848,1616242378
92860,3123810007
92866,3033480062
92878,333816566
92881,764315034
92886,1602583606
92891,2925300630
92893,1471550364
92896,3696718394
92899,2108699057
92905,2745031384
92915,542102740
92918,2175309663
92921,2766912843
92927,2397937510
92930,1540161346
92933,3738381133
92936,1429359339
92939,4107602272
92944,4061167957
92947,1408746206
92950,2262213370
92962,210534092
92970,1991567562
92984,3912797229
92993,417430413
93001,887730223
93006,1189235075
93009,3875867144
93017,2638060558
93020,3095311898
93028,2457375799
93033,3199429657
93039,2494910004
93042,2626581416
93048,1331874191
93051,2588125611
93054,295880717
93060,2500239762
93063,270103965
93068,3204481983
93077,1076347318
93083,4216533717
93108,4182155297
93113,3582810127
93116,1584150953
93119,4287330850
93122,3670560822
93124,3560367519
93127,1976673812
93133,636424767
93136,2920182681
93147,2831940524
93153,4176826247
93156,1930702369
93158,1475131813
93161,1924109233
93169,2705533334
93172,1952598450
93183,1611615475
93186,3958254933
93189,1242132190
93192,2670202618
93201,3772950040
93204,1795409854
93206,2464767924
93209,856562751
93212,3861871643
93220,1819648045
93223,3916067874
93226,1653282180
93234,414417794
93239,1086216195
93242,1216701855
93248,2607407032
93250,851309465
93253,3080857494
93256,1011041840
93258,414962100
93261,1039727520
93264,3055131142
93267,402577805
93270,3269441961
93274,902534154
93275,1228855311
93276,3424717824
93277,2485966721
93278,3906575236
93279,1841713035
93280,2856841453
93281,3602037992
93282,1403873511
93283,794305762
93284,1565777230
93285,564564299
93289,90048207
93290,697695969
93291,1432400612
93292,3498010347
93295,2725551943
93298,60021964
93306,1125181319
93309,3807880204
93318,3829038607
93321,3245954075
93324,1251489213
93327,3950999094
93330,1046353426
93333,3141648925
93336,815834043
93341,476252579
93344,2541905925
93347,912599950
93356,3988454915
93362,1763612572
93365,454389296
93368,3136433595
93370,321257882
93373,2520372629
93376,500741171
93379,3158308792
93384,2359977341
93385,4032768376
93386,1967193463
93387,760030966
93388,1371040499
93394,259550065
93395,1938630516
93396,4136825723
93398,3530188031
93399,1467330800
93404,3286576544
93406,974108074
93410,3072527887
93415,1019375529
93418,2636459042
93425,1332882325
93428,4002768926
93435,3433047449
93437,296888855
93443,2627126148
93445,2456319533
93452,1672577421
93455,297433121
93457,3433592751
93463,1827965364
93466,3876972562
93469,1190308761
93472,2480131005
93475,3789042193
93486,207597402
93489,2914577617
93494,1986476380
93499,778756829
93502,2186080280
93506,1968758203
93511,2223057435
93514,257969085
93517,2928085046
93520,2344886818
93525,2442116
93528,2713845775
93530,135670830
93533,2366240801
93536,115906951
93539,2802833932
93542,2939479952
93547,2953650
93549,4190603704
93552,753330588
93560,2797352362
93572,3699680172
93575,2928630272
93584,3135397697
93585,3323401028
93588,1743802575
93593,1262201057
93598,3827457731
93601,3601505316
93610,697163309
93613,2895252002
93615,2725035915
93618,59505664
93620,1513986577
93622,2748776987
93631,2769999896
93634,788249022
93639,1995858495
93641,4224879532
93644,1882450442
93647,3520375169
93650,83216805
93653,2179603882
93656,168524812
93659,2884386695
93664,2152833082
93667,565633969
93673,1904760730
93683,420486878
93686,2465300344
93689,857095411
93694,3905546622
93699,2965648127
93705,1860819350
93711,439351865
93714,2446236575
93717,808048660
93720,359330304
93723,2423596559
93726,462702505
93728,1064095789
93731,3930959881
93734,1638715823
93737,3226178084
93740,3362828216
93746,3331201553
93753,3468522939
93755,3225665554
93757,491900828
93759,3837482902
93762,3254287746
93764,3473328171
93767,1860275104
93769,2534085546
93771,3342182273
93779,349773222
93787,2242628840
93796,1584666981
93799,4287847150
93808,661364701
93811,4065001465
93816,2151745109
93818,2763624913
93823,2014323663
93826,4092674665
93828,3607746029
93834,2311705711
93837,674142180
93840,538290808
93843,2768928375
93849,2399951962
93853,651718779
93856,2906198493
93862,698185794
93864,660852203
93867,2256834144
93870,1403383364
93876,1566268397
93879,4240185446
93882,3268886282
93885,2967258790
93887,1842268456
93891,3290096905
93897,3994863396
93900,1111152097
93903,3341091310
93912,939672551
93914,922547790
93919,1861299663
93930,831164893
93933,3029681618
93936,1064576116
93942,2527615587
93945,3835929551
93948,1162141764
93949,3227202635
93952,360338543
93957,3127091789
93960,2669709401
93962,1724518483
93964,1748280826
93969,809074299
93977,1241639037
93982,2373998363
93984,2206130866
93987,580493625
93990,4156080413
93999,1486960447
94005,3505359334
94013,1573073475
94016,3592573925
94019,2009403502
94022,1384528506
94025,546161622
94028,2171240541
94034,3752493535
94037,2119025236
94040,1987510216
94052,206465486
94057,2740428780
94063,51077623
94066,2297036881
94069,688735194
94077,1396037084
94080,1834939056
94088,1197002909
94091,2457448633
94094,429445407
94102,968363628
94105,1270085568
94108,3931419723
94110,1132501098
94113,3332328549
94116,1300114883
94119,3969478216
94127,1724101246
94132,1242057296
94141,2447363563
94144,440314957
94149,1110669260
94155,3843681860
94164,3931956861
94181,2331492499
94184,18260277
94190,1976599194
94193,4040119957
94196,2066626355
94213,2311595124
94216,36259282
94222,2257398861
94225,4102477281
94228,1432458858
94231,2151741006
94234,195139560
94236,4065005538
94239,1403800681
94242,1536651765
94245,698124377
94251,1566223350
94261,787148746
94267,82628071
94270,3519917507
94273,1423079884
94276,3744667754
94288,2471741098
94291,1181918862
94310,3710797896
94316,3553689057
94319,1916255850
94321,3530244209
94324,1502224855
94327,4167918172
94333,2824066679
94336,598915025
94339,2186671194
94342,2322516422
94351,2359497669
94354,121795171
94357,2795844072
94363,117034995
94366,2367204949
94372,4192112122
94378,707934173
94381,341381297
94382,2437334206
94385,3813489938
94388,1118469785
94391,2542476989
94394,476741403
94397,3180149904
94400,669193321
94409,2298143307
94412,1574666863
94415,802192323
94418,2385983560
94421,2876510812
94424,546665466
94427,2171744369
94430,1414746197
94433,3511452762
94436,1521346044
94442,4084308971
94445,2172281415
94448,547168716
94451,4122755560
94454,2120032334
94457,3753534405
94460,4210641361
94469,1440792563
94474,2386520702
94477,802695669
94480,296947353
94488,1001729204
94492,1804310687
94495,427843891
94498,3093766840
94504,2678084059
94507,1044845136
94510,3949359732
94516,3851995101
94522,1631366722
94530,453261380
94533,2652630091
94539,3021852262
94542,3156669434
94545,3459058262
94548,1875528157
94555,1308558426
94558,3961014225
94561,3378212293
94564,1119489123
94572,3482761158
94579,2573588974
94582,2802777730
94588,1960985765
94593,1479130251
94599,1915723430
94600,3108881483
94603,1012011076
94612,3279245901
94618,278521962
94621,903529086
94629,3862329433
94632,857151613
94638,3774587482
94643,287967180
94645,534032997
94648,3191075310
94651,1796379082
94656,421095526
94659,3103665133
94671,2607864826
94674,277985884
94677,2977364439
94680,2401099451
94682,1995916977
94685,83672861
94691,1882889394
94694,4225498388
94697,1513930399
94703,1929738325
94706,4175698419
94714,2195492853
94717,591121534
94720,108586602
94725,2375649228
94728,746505287
94731,4183794787
94737,3545859662
94746,3583774331
94749,1954237936
94758,1924569075
94767,2113118154
94770,2832400366
94776,2787920455
94782,966799008
94788,3930887303
94794,3029112069
94797,359388814
94800,511682970
94809,2976276408
94812,1682390940
94815,374130224
94821,2464722863
94827,3102641538
94836,1664178191
94839,3268811652
94845,3102138292
94848,419535935
94850,2966794270
94861,3213932583
94864,879876481
94867,2509675018
94870,1085798958
94873,3316133409
94876,1313427335
94882,3519359840
94885,2748240588
94891,3607687523
94897,4245607246
94903,3560379780
94906,1607889954
94912,722491277
94915,1494986273
94918,4177325482
94921,3720333246
94924,1449043480
94927,4156155283
94930,580421047
94936,744894494
94938,144615322
94950,4286765071
94953,2057112576
94962,1977091129
94965,131333525
94971,1930812986
94974,4176789404
94977,1494481943
94980,1735973755
94986,1770417874
94989,3361811801
94992,490753405
94995,1867232465
95001,1304283866
95004,3327961980
95007,1740368119
95010,2996472019
95015,964422005
95018,2560404222
95021,3185541354
95027,2547622599
95030,1123599075
95033,3353810668
95038,1761534158
95041,1623579986
95044,3945053428
95046,315499774
95049,3005835125
95051,3809989470
95057,3373396339
95060,3964853095
95066,3802951374
95069,1129000261
95072,2523549025
95075,3831608525
95080,119053359
95083,2181515296
95089,2818664973
95092,2099251753
95098,2932649998
95101,3605116156
95104,1560335706
95107,4243035857
95110,700905205
95116,657998684
95120,1517728457
95123,3748226758
95126,1418200928
95129,4117710059
95132,541992143
95138,4087521000
95144,1886962386
95147,3516891481
95152,4250171767
95155,2405400795
95163,4061229390
95169,3625407331
95172,221655879
95175,2134756075
95187,3401026593
95190,529984517
95196,292051372
95199,2962168359
95205,1856172366
95208,3477451461
95211,442815201
95214,2441458503
95219,3381160134
95222,3972743890
95225,2663431038
95237,3221273340
95239,971645686
95242,835788650
95245,1138419398
95251,924632425
95254,3170739407
95257,488302404
95260,945409360
95263,3175487839
95266,916945145
95272,1113676630
95278,2441994609
95280,3541273112
95289,2081061946
95292,2838174750
95295,3676366258
95314,1081871220
95318,2641233146
95326,3391543106
95329,1807848649
95337,301531855
95339,3893598917
95342,3760760665
95345,2451791605
95351,3873799514
95359,889833341
95362,273345897
95367,3209894731
95372,2476270437
95375,3784514249
95378,1081366850
95381,2115993134
95384,4127072136
95387,1410948099
95389,2918433801
95392,2027070509
95395,182017409
95401,827340531
95406,1130090335
95409,3804007636
95412,933096688
95415,1167463772
95418,3832633047
95423,953738441
95429,316589796
95432,3355420352
95435,3052691308
95438,336796903
95441,472392059
95446,1847843031
95452,451279736
95458,3372826975
95460,2428446542
95463,362869569
95469,1067897196
95478,963316591
95481,117451779
95484,2363575717
95498,3525397543
95501,2114412258
95504,4125507396
95507,1409383631
95510,2166365419
95513,71289060
95515,180452685
95518,2871410374
95523,2005896408
95529,1569304309
95535,4205000573
95545,2758501577
95551,3501016934
95558,2254317902
95561,2736587610
95564,687629052
95570,1547321683
95573,3643118940
95581,1213678610
95584,3283494324
95587,1649501759
95590,3077572123
95593,846189076
95599,409595961
95602,719401694
95605,1491782514
95608,4178413817
95613,3586552023
95616,1579618673
95619,4290794234
95622,3666049262
95624,3565014343
95627,1973063372
95636,2923780929
95648,3564478321
95651,22347605
95659,3535291762
95662,4160450406
95664,4177910479
95667,1491245380
95670,2378430816
95676,2201832649
95679,584716098
95685,1857737090
95688,3479015945
95702,1706449615
95705,398304099
95710,529452233
95713,2593200326
95715,2490346863
95718,898166500
95724,2603263318
95730,4025255673
95733,1794331382
95736,3776066384
95739,1089827035
95745,986035435
95751,1308858180
95754,3319985890
95757,1678095721
95760,1095147389
95765,3400007387
95774,897629394
95780,2852968501
95785,569227667
95788,2148203032
95791,1428920892
95797,2133702673
95800,1949943557
95806,2059891372
95817,2702747425
95823,21256506
95829,725777175
95835,2355683999
95838,764387604
95841,632593544
95844,2924870958
95856,3563940648
95862,1355350711
95865,583203611
95874,3722819858
95875,2702243095
95878,16234140
95879,2246599315
95885,3381181523
95888,1752170456
95891,3176046588
95897,2538126801
95906,898636477
95915,861782206
95918,2461696821
95930,1222568744
95933,3451993895
95939,3888585994
95942,4026278038
95948,1007721137
95951,3912366741
95957,3275217080
95963,1667966627
95972,2622252202
95975,3997670662
95978,1335942797
95981,1909193185
95989,2720482246
95992,1996891106
95998,2766838213
96001,4084693371
96004,2023102685
96010,206584690
96012,4122649464
96018,643176799
96024,2297713389
96027,689115494
96030,4231164226
96036,4073506027
96039,1395361632
96045,689652560
96051,1574789375
96056,802593107
96062,2876436684
96068,2023639787
96077,2277050594
96083,1020132225
96088,2480147875
96094,3440643105
96096,889099307
96111,3958966609
96118,3171575673
96123,1638126951
96138,1298672969
96141,1163071701
96149,2529143538
96152,1134480086
96155,831861626
96161,3039910629
96163,1289470703
96166,3342508873
96169,1725817026
96172,3019669734
96175,3254221130
96178,1611676353
96201,662466380
96204,2895974122
96207,226119009
96213,1564801354
96215,1404718307
96218,4066185064
96221,3609077116
96224,1560233178
96227,4246210385
96230,674850677
96235,2748843731
96247,537025257
96250,4112726733
96259,1513802991
96262,2138695419
96283,3905351094
96285,3862452255
96288,1205803924
96293,1796531130
96296,3774186012
96313,2361213305
96325,4059279596
96331,2234880835
96337,2939400558
96340,2802355442
96343,571955453
96345,753528148
96351,1479528187
96356,707016535
96359,2344842460
96362,2927648456
96365,3700139876
96368,2104288495
96374,598533485
96377,2185996006
96382,1170872704
96385,935452716
96388,2519114663
96391,1124582275
96397,1761730990
96412,2304204625
96420,51217255
96423,2249348968
96429,2887021893
96432,2033522017
96435,188673229
96444,688124796
96450,1573245139
96456,1396401530
96462,3617524965
96465,2778002761
96468,74692290
96471,3511867110
96485,1323217409
96488,4013552010
96494,2985947144
96499,3925093257
96514,3372122857
96517,1763295586
96520,1281026934
96526,1118068447
96531,3011357055
96534,949799129
96539,1620120408
96542,1755983556
96559,3180023520
96562,2563269876
96568,1260707539
96574,367320913
96577,3020135642
96580,2322119606
96585,25811472
96591,1968175551
96596,121896979
96599,2795717528
96602,2485879167
96605,3860887763
96613,1795998582
96615,1710388959
96618,3289724244
96623,415008586
96631,1652822348
96634,3915739370
96639,2976426859
96642,3109263095
96648,1790913744
96651,3214822644
96659,1819473619
96662,1228004551
96664,1204775278
96667,3861392101
96670,856246977
96679,2618342627
96684,2894409254
96696,3602757664
96698,4064620452
96706,745063629
96736,1608024305
96739,4265591674
96742,4127522534
96747,1495075012
96759,589668034
96762,107394262
96770,2086544080
96788,1052789177
96799,940413882
96805,1091704066
96808,3774174857
96822,3279660702
96828,278338745
96831,3317071005
96832,1084860562
96835,849498430
96837,4021313200
96840,3884671788
96854,2471313539
96857,850002696
96860,401156380
96863,2465660179
96866,420977845
96868,1039076145
96879,992137522
96882,88733278
96888,3601157241
96894,2288340475
96896,1905251825
96899,3496515194
96902,2085520575
96904,1924149526
96907,3545723549
96921,154344064
96932,268353667
96935,2113222959
96944,1606952606
96948,2195335440
96951,1476086068
96955,2700043415
96958,17311516
96961,608898312
96970,3681308417
96988,2582783080
96993,3040468038
96998,438315620
97004,3924920733
97009,2986103324
97012,1692217912
97028,3296840739
97031,295742471
97046,1029899807
97049,2625914260
97064,887870501
97075,3419182636
97081,1413542603
97087,2118570214
97092,1384982728
97098,2170655471
97101,4182545949
97106,2336714673
97109,715140154
97112,4286663710
97118,745403961
97124,2194652555
97127,589889024
97136,4176948109
97139,1494247430
97142,1361794458
97148,2194141117
97151,1474727833
97165,3544376838
97168,1923458445
97171,2810496425
97174,744858639
97186,3172431169
97192,3385939694
97195,3151671106
97198,440265929
97201,3055287820
97209,1710703659
97218,1664785960
97221,1182381116
97226,879906192
97231,3316365872
97236,3080733596
97239,373751831
97248,3448801196
97251,414312328
97257,850904485
97265,2618658327
97271,3906186680
97274,1664273438
97277,3268775829
97280,4240353529
97288,3602418388
97291,60418800
97294,2289601366
97297,698337501
97309,3020880920
97313,500879417
97327,3179687458
97335,3813027744
97339,3351164964
97342,3481634232
97345,3180231700
97348,476659615
97360,3322763138
97365,1307325988
97377,321664934
97383,2824389829
97392,1467975372
97395,628391776
97398,2224241899
97412,405851665
97415,1782265789
97418,3420222518
97424,1702772612
97427,3298393103
97430,297278507
97441,864355226
97444,3093586492
97450,3433185683
97453,1237161372
97456,3260871738
97462,1190698405
97468,2501126018
97471,1077233574
97474,3419678208
97485,3753452353
97491,2877227246
97499,2022947529
97502,3568674828
97513,731048453
97519,26527784
97528,4147861531
97537,136059410
97543,2235102081
97546,249139751
97549,2940129708
97556,2366348331
97559,753721248
97562,162526644
97565,2074348568
97568,3661844371
97571,258092983
97573,4136155069
97585,2431535952
97588,822675675
97594,1875446105
97597,3459140306
97600,4238772277
97605,2001201555
97607,2857756189
97621,1882295808
97623,2312836618
97626,37386156
97631,4091772940
97634,2013454762
97646,3743427092
97657,83885977
97667,2001714085
97670,2725174145
97676,2895146536
97694,3190862186
97697,534246113
97700,3018973220
97703,921580587
97709,484972038
97717,1724940288
97719,2671384586
97724,3028780983
97730,3225527320
97741,3799825321
97755,2528811014
97759,2990673794
97762,2533434774
97767,941151156
97770,3979981712
97776,3821471289
97777,3150634424
97779,1109411250
97782,2085315294
97785,239115122
97788,2947012857
97800,1536484836
97805,3497362498
97811,2763237357
97817,2394260928
97820,2885070804
97823,787053531
97829,82794998
97832,3519953362
97843,4092798563
97846,2014463941
97851,2311827557
97857,2748158536
97869,697781886
97879,2856665202
97882,2486069022
97904,3822559318
97918,3172442580
97921,2555677632
97924,330689126
97927,2991761901
97945,2992307163
97955,831059415
97961,3039599688
97972,3017885259
97975,3253387239
97982,3682144015
97991,3719615756
97994,1448457386
97997,4155701025
98000,1956891297
98003,4055637678
98008,1587931276
98011,2340718760
98014,6678798
98021,4164209812
98024,1943383346
98049,4139920139
98052,602098479
98061,3578583836
98076,613756092
98079,2238869303
98092,952845911
98097,2547167349
98099,1849174143
98102,370486413
98105,1679742241
98108,3321468586
98111,282654350
98117,987681955
98126,291719966
98138,3058291350
98143,1201174272
98146,3430487718
98164,3320956060
98177,3888417051
98179,506335505
98182,541406845
98187,2405220447
98190,1518182523
98201,3697119379
98207,4133204670
98210,595251866
98213,2791638677
98216,763651891
98222,2837450412
98225,3677091584
98228,2060235915
98236,3722849539
98246,2200862391
98249,583613756
98253,2333937949
98262,2220366116
98272,126490408
98273,2071943981
98277,2828263690
98282,1863474796
98288,3170821195
98290,355125354
98297,1138337346
98300,1901159589
98301,228862112
98311,2390107820
98314,93800202
98316,4236107520
98318,3632613508
98319,1570413707
98320,2167615125
98336,203396400
98339,2918766267
98340,1546220333
98345,3620213387
98348,1982812416
98364,1532957886
98366,2729807028
98367,4206384949
98368,2253200176
98370,798570257
98373,2860966686
98374,3633126066
98375,2759349943
98378,94311740
98387,301076605
98391,3089513564
98394,868703738
98398,4006957684
98404,4284095275
98406,112231201
98407,1589467296
98408,575149221
98410,2342271108
98413,243526795
98416,2237828397
98422,29811890
98425,1942822174
98426,4141009169
98427,2933854864
98431,118177457
98432,2182408894
98433,4276201147
98438,1375228057
98450,2799972108
98451,3658572553
98452,1594799878
98458,2363624737
98460,3579079472
98461,2845910837
98464,574637715
98472,2943155510
98475,3714516122
98476,1484312725
98477,7670548
98483,3137468535
98484,3372876251
98488,337120853
98495,908936146
98498,2546597977
98500,1192844953
98501,1005327004
98505,3438821183
98508,1830780084
98514,870284598
98529,409133707
98532,3443753647
98535,3209198339
98538,514799752
98542,2475413787
98544,2641716402
98546,1688206520
98551,2504395544
98555,1649551035
98557,3208653109
98567,3438308617
98568,2953126156
98569,890959107
98574,4005896334
98582,2292440163
98585,4205323727
98588,1531930180
98589,3729830475
98591,2389575264
98597,2758288461
98600,2531321514
98603,335491749
98605,486639372
98611,1774691491
98622,2674406544
98639,1246319796
98642,1114794280
98645,813273220
98648,2443105039
98667,487183674
98669,3840101680
98672,834809108
98678,3794704179
98689,262736504
98694,3564560373
98699,2356872308
98702,542971569
98713,3749336248
98718,1885577882
98721,1428195470
98724,3737250088
98726,657158434
98736,2767814446
98751,199809850
98754,2148121244
98766,173237930
98775,211729577
98777,3515659047
98783,1794654276
98786,3776520674
98789,1090413161
98795,3889495009
98798,1177794666
98801,1294452606
98804,3334907608
98807,1730274643
98810,2986378615
98816,3170775262
98824,916778216
98831,1050116930
98836,1285323502
98849,3014879953
98862,354569929
98865,1730787173
98871,334468298
98876,1642360166
98879,3221434093
98882,4268231041
98885,2355359789
98897,3533959599
98902,2272230240
98908,1417920839
98911,2174919011
98934,4196502261
98937,1539754366
98940,1409152226
98946,1560494411
98951,2900014827
98952,700801764
98961,3748328151
98967,4117549306
98973,2773640401
98975,2880229752
98986,1177242675
98989,3888910264
98992,854421404
98997,2650053054
98999,1679688116
99004,1031623843
99007,2627344168
99019,3869409582
99032,1077126454
99038,2480873233
99044,268780331
99047,2984378528
99050,1690525828
99075,524307218
99079,1001970838
99082,97778682
99085,2010645078
99088,3594469853
99091,52306425
99099,3505560542
99111,2920432943
99114,636691593
99125,716582064
99127,4154729278
99130,579158810
99141,12082347
99147,717127302
99162,1975894676
99173,2330099869
99176,17031483
99179,2699338416
99188,1298350075
99199,1269753336
99207,1217462559
99219,849975065
99221,2465556738
99223,1797255432
99226,3774779566
99236,1663868578
99239,3268140329
99242,3404783797
99244,3289273628
99247,1709774487
99250,2965927603
99253,903324348
99259,533823633
99262,982690437
99268,3917353122
99274,3082686752
99276,1314162986
99296,2770259554
99311,817665293
99314,3143496875
99328,369082137
99331,3235831613
99338,2519576853
99340,3806576780
99349,1308243630
99352,2564511370
99360,310479548
99363,2543738547
99374,1715972371
99383,2094275067
99386,4147476573
99399,3573560794
99408,2625808132
99410,894864165
99416,1000881804
99419,2588900615
99422,3205256979
99423,3287882518
99426,1209563824
99428,1826680116
99430,3308568853
99433,1076565274
99436,3419043004
99439,1781348151
99442,1645611691
99461,392926356
99464,2626352434
99467,1030600377
99469,3297193651
99472,296111767
99480,2161418201
99489,801991163
99500,4191415608
99503,2093758775
99518,1342685465
99521,1967450893
99530,2321787140
99533,259816715
99538,2691009321
99543,1370762943
99557,25860756
99563,2715182223
99569,2345682594
99572,1592862342
99575,754638634
99578,2367528097
99587,2574293472
99601,1423907086
99604,3745413288
99610,2885180167
99619,81898789
99622,564299569
99625,1403616925
99631,661609778
99634,2895002772
99637,225017631
99640,89277059
99648,794058926
99653,60790912
99659,697940653
99667,2747491995
99675,4244858649
99690,2645049847
99703,3798133013
99706,1770227891
99722,1861611296
