sub,PreviousPipeline,ASLPrepCBF,ASLPrepSCRUB,ASLPrepBASIL,ASLPrepPVGM
1832999514,4.898947022,5.781472283,6.888810093,10.56782596,12.26262573
278814796,6.103239677,6.514093175,6.920552765,10.95178179,13.17722833
3103368139,5.077678763,5.693537255,6.059171899,9.446290171,11.87436635
1818459775,6.935491509,6.892935504,7.882395025,9.854327927,11.08668863
2748427955,5.851090206,5.71044393,6.441120593,9.517740526,11.51594573
817266153,6.726497666,6.137516884,6.934590692,10.54008144,12.27654487
1344101127,3.40750252,6.193373899,6.598021511,8.841241014,11.04992431
3925705705,4.409253599,6.87355557,7.712200975,10.13869357,11.89253364
234528430,5.684936755,4.920142285,5.872173173,8.468825297,10.29642193
4167756410,6.464831777,6.884516938,7.374032298,9.947498793,11.73186468
628144066,5.611561273,6.30405073,6.963291246,10.00007708,11.40091173
134279804,4.932272364,6.341102487,7.146707511,9.902878693,11.13761288
2312088658,7.487262185,6.668259574,7.455684354,10.23502694,11.58535576
1512248949,7.061447423,6.129561014,6.668721941,10.42895864,11.83247129
981492397,6.508344637,6.021975745,6.495606429,9.106718974,9.990759332
277233792,4.248963148,6.510886666,7.222233188,10.18899505,11.8689687
360459346,7.43859054,6.882425287,7.422309712,10.09207609,11.40710976
3520758666,5.697738743,5.78666406,6.689280414,9.904526474,12.4797373
4066124203,5.583465021,5.732070579,6.616603121,9.304334731,11.30074995
850131294,5.857569528,6.067322719,6.313135336,9.079091596,11.06306208
2508284118,4.212463891,6.947023265,8.063728125,10.38884213,12.13873835
1163553824,6.273046194,6.142973146,6.501141168,10.09817848,11.14814712
255089519,7.261067538,6.026222769,6.686771627,9.89896509,11.17356276
749926734,6.818133585,4.73029317,6.183662813,9.977229594,11.95843627
4284367721,7.480565263,6.384997763,7.24641535,9.793640233,10.45168888
997818717,4.849182573,6.25760206,6.97189073,9.879345006,10.83908134
1498873540,7.177683106,7.028202671,7.664008199,9.674158897,11.07625843
813520934,4.790482438,7.142151509,7.619865729,10.05234581,10.73673423
4099541746,7.434354035,6.114534497,6.844183529,9.595339403,11.51969727
2861717830,6.406749048,6.069791991,6.712188267,8.841988618,10.40230221
2932582600,4.639880542,5.858315219,6.485842781,11.1435833,12.70099642
1483500237,6.65560662,6.893372642,7.964662858,10.70031337,11.09388993
1483500237,6.65560662,6.893372642,7.964662858,10.70031337,11.09388993
3704095570,4.003626534,5.767419119,6.248830732,9.693127592,11.55900426
3704095570,4.003626534,5.767419119,6.248830732,9.693127592,11.55900426
1006151876,7.410274236,6.612179039,7.034421238,9.951879846,11.00599466
1006151876,7.410274236,6.612179039,7.034421238,9.951879846,11.00599466
1829488364,5.38988635,6.648552473,7.102930961,9.69636995,11.26809639
1103118018,6.894661099,6.524176662,7.059738091,10.14518656,10.76662481
1103118018,6.894661099,6.524176662,7.059738091,10.14518656,10.76662481
1828951258,5.86867251,6.839108256,7.505283982,9.731890368,10.6931739
2299321259,4.366773917,6.520046451,7.016977046,10.71897195,12.03646068
2441231201,7.033938416,6.753865497,7.00474053,10.70001436,11.80921221
1730541924,5.806033205,5.119005884,5.51991562,9.474354962,11.91859348
1114035056,5.060656494,6.11631447,7.286287334,11.04699438,13.04090766
1887390452,7.329972486,6.27969806,7.095305966,9.805386931,11.23950465
4108002155,7.150893425,5.598826625,6.766863227,9.559400893,11.02386914
3840869169,7.61199487,7.196282819,7.92877936,9.888799933,10.51176917
2539603725,3.514382326,5.712454205,6.010712979,9.840757122,11.96436343
2539603725,3.514382326,5.712454205,6.010712979,9.840757122,11.96436343
200066829,4.852107986,4.9679228,6.311788253,8.559477491,9.938261299
2148378283,5.861046373,6.157999715,6.791441237,9.857963691,11.30897014
2148378283,5.861046373,6.157999715,6.791441237,9.857963691,11.30897014
1381671196,5.288615531,6.251252664,6.979973269,9.221234726,11.0012821
1095340536,6.909359558,6.257262769,7.280061521,9.376922937,10.34565761
398131152,5.374115362,5.321016708,6.028910522,9.874989787,11.7464268
3264978932,6.094895633,5.395562713,6.211005317,9.559306178,11.80456646
3870702454,6.338227281,6.859132125,7.6174004,9.959981361,11.48772288
1645871327,5.142821022,6.196606522,7.063858532,9.363694998,11.02338792
3925565817,6.788547304,5.98829575,6.578250573,9.886624309,10.98892096
3925565817,6.788547304,5.98829575,6.578250573,9.886624309,10.98892096
