sub,SCBF,BASIL,SCRUB,PVCGM,PVCWM
997818717.0,-0.01993604276446709,-0.007247190749694697,-0.01879598661620827,0.03283782818731956,-0.1319753864520858
2832458131.0,0.08269160441042005,0.08996000646114671,0.09235683522110988,0.15036174848042383,-0.2274676283378099
2832458131.0,0.08269160441042005,0.08996000646114671,0.09235683522110988,0.15036174848042383,-0.2274676283378099
336426329.0,-0.019385600876523443,-0.06939867386675412,-0.014358952942005551,0.021885555180626695,-0.34463907360757695
2734016600.0,-0.11871762380484202,-0.18879579626852808,-0.08231497923031253,-0.07601630485763858,-0.3174339096806197
1403873511.0,-0.013863368264355934,0.022943893797070427,-0.04038772767467204,0.1632785959947389,-0.2888395250659822
2529143538.0,0.055668922078422535,0.031571077904723195,0.06913213328376533,0.17115380259716076,-0.18716400071629472
1304389731.0,-0.02464758534789909,-0.040623603344588914,-2.0419496161634533e-05,0.06841859251071472,-0.19434321888111786
850131294.0,-0.04329195482534401,-0.10815673900456282,-0.017056885338796363,-0.05815787230748462,-0.3717551100754208
3374628517.0,0.01613744148260919,0.025633241763943854,0.07068174305798347,0.06109640449250281,-0.34621310001434547
982522394.0,0.03706919901374519,0.06082666143096495,0.08992585283625339,0.07634560129013024,-0.1882367185192281
3010264843.0,-0.05684191180694848,-0.13988698779456527,-0.07801589134390315,-0.17475091236333445,-0.2837005952378383
3635306093.0,-0.1489609892614881,-0.1908617519725194,-0.10944644693111699,-0.1147561821706777,-0.4018839597793417
3567315418.0,-0.070578460285339,-0.053357546229915204,-0.01646497015469435,0.12062990347049378,-0.2092326234640027
3567315418.0,-0.070578460285339,-0.053357546229915204,-0.01646497015469435,0.12062990347049378,-0.2092326234640027
3506926170.0,-0.005718181630386188,-0.036861955463286,0.04400584024613711,-0.03686679201460847,-0.20391413217797474
1695950181.0,0.05361438794036774,0.07424856203046114,0.041647440480759246,0.2560332724982698,-0.28308897378390396
2200670875.0,0.010963008206427774,-0.043630851458723564,0.02333010242408917,0.02813972481647191,-0.1753648936861047
108828000.0,0.07587014644822165,0.03175573017404857,0.07236179587119285,0.034893632709193406,-0.17338267141969899
108828000.0,0.07587014644822165,0.03175573017404857,0.07236179587119285,0.034893632709193406,-0.17338267141969899
2657079253.0,0.19330589114018837,0.19611609184099596,0.20541511501662543,0.22538048944973685,-0.06449370549985438
3538085126.0,0.012998613356456353,0.1646055204855871,0.17290749863644037,0.2451050192516158,-0.07265893391686888
199547104.0,0.0772784136479455,0.03119250021510828,0.0814233603513015,0.11824889855625316,-0.2659881934033318
2564511370.0,-0.0600204435987753,-0.06272425051204304,-0.027574553350209474,0.015892497946222734,-0.4372093542594551
3614947229.0,-0.003628009906022484,0.006918871812855885,0.023898009236152727,0.07694795031763316,-0.25688211750993073
943724490.0,0.0017045966829899166,-0.022637703344655764,0.03939664117812646,-0.021236562563867235,-0.15739748468372902
943724490.0,0.0017045966829899166,-0.022637703344655764,0.03939664117812646,-0.021236562563867235,-0.15739748468372902
562992781.0,0.16840137808207176,0.148100143138567,0.14440785466253447,0.20843505669253437,0.06063524177404956
562992781.0,0.16840137808207176,0.148100143138567,0.14440785466253447,0.20843505669253437,0.06063524177404956
443652258.0,0.08307253616140699,0.006342907702749019,0.057915057900845,-0.025878611935847194,-0.03820919244449221
1217141098.0,0.14958821314483972,0.1506978917218935,0.15238209525545354,0.21446022346444982,0.06529099343099033
2688141773.0,0.07596910185214212,0.04015955185956898,0.09632012832795848,0.11530558099531128,-0.06383488942433742
794058926.0,0.26046298489218866,0.26867731159011554,0.2477134169332047,0.350286587184589,0.04675305808000021
3891584278.0,-0.11357227377901055,-0.17719070198952233,-0.14189764035873625,-0.13451441634268774,-0.49687427381145144
2951167051.0,0.11143209737214373,0.1211333005962401,0.13868386759641865,0.17866904152476001,-0.1317512226231429
2951167051.0,0.11143209737214373,0.1211333005962401,0.13868386759641865,0.17866904152476001,-0.1317512226231429
3753452353.0,0.021539222041072736,-0.0016916410168199866,0.05974461710592165,0.11955465955987053,-0.27571660077043547
987544292.0,0.02673903967397027,0.03499714518430442,0.0719762297751641,0.07201124258579643,-0.143935193115775
2022868892.0,0.1360721896970402,0.15185230067187735,0.1245718168990778,0.24040583051053743,-0.005175742416625024
2691116331.0,-0.18662624687689428,-0.27024477969422983,-0.12386673718711738,-0.18481639012006076,-0.4608744110015147
1857834970.0,-0.02126043374638882,0.0022999337541254076,0.024098804545388167,0.1637112318663546,-0.28939700662544654
2763114922.0,0.08139701983151912,0.1253598081339113,0.1276519884417827,0.1757070681118671,-0.10859150390136373
1547584703.0,-0.03928450917099341,-0.07734195895430163,-0.0615889875654788,-0.05698995290963651,-0.2708120542704755
2901356997.0,0.14529455787739437,0.13743332112620985,0.2148904081473538,0.10739343151114278,0.09921204081113784
3606976091.0,-0.07295895458043244,-0.11030757486455003,-0.06578188396437988,-0.04649238083090679,-0.2758981324346574
3915422918.0,0.03354429830290903,-0.0302353331128377,0.028129413697045712,0.02365895075988976,-0.17078696880353855
3321849919.0,0.07647621813186167,0.02461343648189938,0.04091899766267095,0.07382187321535359,-0.13266774251267469
254383703.0,-0.016428150392871654,0.020468128477769604,0.08565007756669284,0.1393283020328164,-0.15389543907105238
1761492502.0,0.1264602220328464,0.08960508643671368,0.13137651361512595,0.0618494263780471,0.06383901212094459
905292781.0,-0.046439764381798455,-0.05903946959521822,-0.05419376069975485,-0.05133469618065901,-0.18272840461299109
905292781.0,-0.046439764381798455,-0.05903946959521822,-0.05419376069975485,-0.05133469618065901,-0.18272840461299109
4031942322.0,0.05589870634182067,0.028746119617451635,0.07536933897003355,0.1334031176223954,-0.11754882510978161
3906186680.0,0.2740480153916613,0.2568469164810048,0.2825983182402617,0.3689991501680256,-0.05089173649989614
3827457731.0,0.07513691091286119,0.056689324601731414,0.09108504702442094,0.1490170935358582,-0.16924834642813302
826730657.0,0.004148690406398989,0.062016290333756476,0.01978902876459403,0.21334850870408678,-0.24757567739902575
3260871738.0,0.10612896974832388,0.1379727234145592,0.06259886817652102,0.18333099978257855,-0.08344462544907745
3605497536.0,-0.02356494264920209,-0.03342556959394051,-0.0018183783848056004,0.033574254786750156,-0.20302752463312648
