Datasets,CBF.GM,CBF.WM,CBFTYPE
PNC,105.808208,51.014476,SCRUB
PNC,83.993039,40.663636,SCRUB
PNC,67.564436,29.694612,SCRUB
PNC,67.683028,31.616695,SCRUB
PNC,68.194501,33.318554,SCRUB
PNC,65.47683,29.518075,SCRUB
PNC,81.831771,37.443667,SCRUB
PNC,49.649095,34.08656,SCRUB
PNC,86.260436,47.452416,SCRUB
PNC,67.312682,30.345036,SCRUB
PNC,63.735928,25.566614,SCRUB
PNC,62.181105,26.488577,SCRUB
PNC,68.054688,29.549647,SCRUB
PNC,60.263177,25.305763,SCRUB
PNC,70.075452,32.592357,SCRUB
PNC,65.997928,26.816459,SCRUB
PNC,56.059714,30.811688,SCRUB
PNC,116.481172,60.06714,SCRUB
PNC,60.660835,32.667523,SCRUB
PNC,79.54907,35.674145,SCRUB
PNC,56.447174,35.246294,SCRUB
PNC,77.68295,34.705179,SCRUB
PNC,86.029438,43.432745,SCRUB
PNC,62.85622,38.297599,SCRUB
PNC,64.159684,39.720294,SCRUB
PNC,64.514376,31.366006,SCRUB
PNC,67.621326,40.217135,SCRUB
PNC,73.264566,40.475632,SCRUB
PNC,51.897838,34.117189,SCRUB
PNC,65.382251,42.179707,SCRUB
PNC,43.890065,31.999804,SCRUB
PNC,84.067639,41.535839,SCRUB
PNC,62.203448,43.312151,SCRUB
PNC,65.483125,31.73257,SCRUB
PNC,61.906933,29.588027,SCRUB
PNC,65.314473,35.147321,SCRUB
PNC,88.284576,41.6785,SCRUB
PNC,60.256423,34.406017,SCRUB
PNC,72.554396,33.283956,SCRUB
PNC,60.995745,27.328785,SCRUB
PNC,73.565811,40.195831,SCRUB
PNC,79.179568,36.097076,SCRUB
PNC,87.077665,43.984488,SCRUB
PNC,81.179188,43.844702,SCRUB
PNC,59.761612,31.810014,SCRUB
PNC,77.72843,38.671088,SCRUB
PNC,70.555515,37.096347,SCRUB
PNC,78.090021,37.459786,SCRUB
PNC,89.690374,44.082854,SCRUB
PNC,94.858647,33.006222,SCRUB
PNC,85.29375,35.617969,SCRUB
PNC,81.247043,38.368528,SCRUB
PNC,86.556605,36.682639,SCRUB
PNC,63.255894,32.476876,SCRUB
PNC,81.796119,36.010416,SCRUB
PNC,110.659456,57.363634,SCRUB
PNC,70.426749,35.712862,SCRUB
PNC,78.354131,35.399337,SCRUB
PNC,77.372756,38.951326,SCRUB
PNC,115.790581,58.606837,SCRUB
PNC,99.861872,59.671063,SCRUB
PNC,69.645965,41.988741,SCRUB
PNC,67.431822,30.932235,SCRUB
PNC,66.061719,36.367461,SCRUB
PNC,78.56955,40.168332,SCRUB
PNC,86.951275,36.526053,SCRUB
PNC,57.758471,34.722856,SCRUB
PNC,98.389691,45.407444,SCRUB
PNC,58.781182,28.926456,SCRUB
PNC,86.060374,39.894894,SCRUB
PNC,61.880365,34.280892,SCRUB
PNC,103.142803,42.766769,SCRUB
PNC,84.777105,39.226881,SCRUB
PNC,63.418677,36.210346,SCRUB
PNC,59.708373,23.768231,SCRUB
PNC,77.358977,31.004581,SCRUB
PNC,74.967811,31.673918,SCRUB
PNC,76.576049,38.463558,SCRUB
PNC,55.09916,28.352103,SCRUB
PNC,66.222729,30.625513,SCRUB
PNC,64.302659,22.65317,SCRUB
PNC,71.705268,37.807704,SCRUB
PNC,65.239708,36.156689,SCRUB
PNC,102.635523,70.638178,SCRUB
PNC,79.798389,39.849194,SCRUB
PNC,62.679956,24.694095,SCRUB
PNC,90.401473,59.477811,SCRUB
PNC,58.390794,34.765584,SCRUB
PNC,70.567779,31.015769,SCRUB
PNC,60.209492,32.080445,SCRUB
PNC,44.0163,25.509089,SCRUB
PNC,75.662623,29.004476,SCRUB
PNC,95.724988,40.518373,SCRUB
PNC,58.374643,29.455549,SCRUB
PNC,58.520652,35.760526,SCRUB
PNC,87.377001,35.590643,SCRUB
PNC,100.241764,46.776324,SCRUB
PNC,83.223926,34.347451,SCRUB
PNC,80.576486,37.833864,SCRUB
PNC,88.763704,43.890653,SCRUB
PNC,84.732391,54.643996,SCRUB
PNC,67.227349,30.415985,SCRUB
PNC,83.94733,36.686016,SCRUB
PNC,87.724922,46.378469,SCRUB
PNC,98.563225,53.974629,SCRUB
PNC,112.665033,55.820339,SCRUB
PNC,80.252774,46.484479,SCRUB
PNC,58.004739,24.581101,SCRUB
PNC,85.468204,41.795757,SCRUB
PNC,74.845155,39.941668,SCRUB
PNC,97.108233,45.270677,SCRUB
PNC,49.135918,23.068177,SCRUB
PNC,59.257723,26.338232,SCRUB
PNC,68.322738,32.239469,SCRUB
PNC,65.912746,40.173713,SCRUB
PNC,87.750378,47.566707,SCRUB
PNC,46.397898,26.450264,SCRUB
PNC,45.424248,21.053276,SCRUB
PNC,55.196996,31.13661,SCRUB
PNC,81.615979,35.642982,SCRUB
PNC,64.763804,33.197651,SCRUB
PNC,94.638534,35.019271,SCRUB
PNC,89.380919,49.572728,SCRUB
PNC,64.901135,32.671728,SCRUB
PNC,86.168282,38.694208,SCRUB
PNC,51.887931,25.046815,SCRUB
PNC,93.644901,38.806046,SCRUB
PNC,80.114978,42.060163,SCRUB
PNC,79.060123,47.180493,SCRUB
PNC,66.973267,30.822322,SCRUB
PNC,89.994493,45.364455,SCRUB
PNC,58.809475,28.728466,SCRUB
PNC,87.166551,44.005249,SCRUB
PNC,87.842903,38.210164,SCRUB
PNC,107.270372,42.561988,SCRUB
PNC,76.026812,40.092741,SCRUB
PNC,50.934333,21.878284,SCRUB
PNC,83.20288,32.385623,SCRUB
PNC,76.626664,51.440181,SCRUB
PNC,64.700321,32.745828,SCRUB
PNC,80.633236,44.122851,SCRUB
PNC,68.481567,32.941087,SCRUB
PNC,63.111579,33.086642,SCRUB
PNC,89.642168,39.750355,SCRUB
PNC,119.152235,58.118718,SCRUB
PNC,71.050184,35.735171,SCRUB
PNC,100.578828,45.843758,SCRUB
PNC,46.39814,23.831048,SCRUB
PNC,72.312834,49.068604,SCRUB
PNC,72.175652,30.219235,SCRUB
PNC,72.838188,34.232472,SCRUB
PNC,68.666565,36.394673,SCRUB
PNC,111.999093,51.595149,SCRUB
PNC,55.166735,38.973314,SCRUB
PNC,90.643232,43.094275,SCRUB
PNC,64.027201,36.261342,SCRUB
PNC,55.018616,34.107708,SCRUB
PNC,52.870866,28.242406,SCRUB
PNC,80.52572,40.561998,SCRUB
PNC,75.012424,38.34504,SCRUB
PNC,80.855717,46.784717,SCRUB
PNC,62.651398,36.767035,SCRUB
PNC,40.573143,20.742883,SCRUB
PNC,82.070048,39.235736,SCRUB
PNC,79.684029,36.003451,SCRUB
PNC,49.810376,34.059186,SCRUB
PNC,55.106112,32.522355,SCRUB
PNC,84.9437,43.110124,SCRUB
PNC,83.105985,40.620242,SCRUB
PNC,88.313693,50.858412,SCRUB
PNC,106.284829,42.824589,SCRUB
PNC,73.156038,44.044685,SCRUB
PNC,71.92604,34.406934,SCRUB
PNC,51.144368,23.902876,SCRUB
PNC,84.415068,39.349397,SCRUB
PNC,71.53642,33.414713,SCRUB
PNC,62.741864,27.555452,SCRUB
PNC,69.112959,31.31733,SCRUB
PNC,77.711644,36.43579,SCRUB
PNC,82.67134,38.988355,SCRUB
PNC,76.904658,35.739316,SCRUB
PNC,94.565169,52.320557,SCRUB
PNC,107.164649,46.426609,SCRUB
PNC,91.590554,57.314071,SCRUB
PNC,72.265398,43.517906,SCRUB
PNC,79.164277,41.676536,SCRUB
PNC,73.219528,38.433751,SCRUB
PNC,63.393652,33.038478,SCRUB
PNC,58.814792,27.368565,SCRUB
PNC,53.656296,25.995387,SCRUB
PNC,74.31432,37.209289,SCRUB
PNC,59.310542,31.4676,SCRUB
PNC,77.827165,31.506059,SCRUB
PNC,62.402658,33.387725,SCRUB
PNC,53.013092,33.617921,SCRUB
PNC,75.599873,44.011933,SCRUB
PNC,71.345893,42.340696,SCRUB
PNC,66.268416,23.723228,SCRUB
PNC,86.108731,42.266793,SCRUB
PNC,79.036193,50.033661,SCRUB
PNC,74.156132,30.684953,SCRUB
PNC,59.839173,28.109753,SCRUB
PNC,70.911007,36.485154,SCRUB
PNC,96.900965,45.97238,SCRUB
PNC,65.147159,38.927682,SCRUB
PNC,86.923233,37.156782,SCRUB
PNC,61.532195,35.44993,SCRUB
PNC,83.220039,46.605609,SCRUB
PNC,55.975541,30.045824,SCRUB
PNC,66.579069,28.312573,SCRUB
PNC,69.804357,51.561751,SCRUB
PNC,99.782618,63.53064,SCRUB
PNC,77.96773,44.560942,SCRUB
PNC,86.109697,52.9326,SCRUB
PNC,67.150954,40.657819,SCRUB
PNC,90.080693,54.411011,SCRUB
PNC,65.387039,30.151839,SCRUB
PNC,69.030077,34.518558,SCRUB
PNC,69.074701,26.212736,SCRUB
PNC,91.531141,38.698433,SCRUB
PNC,51.586315,26.326712,SCRUB
PNC,61.359346,34.083512,SCRUB
PNC,57.060034,30.350125,SCRUB
PNC,103.581207,57.195955,SCRUB
PNC,96.535789,48.412655,SCRUB
PNC,67.556739,33.49413,SCRUB
PNC,78.530611,46.955708,SCRUB
PNC,49.961212,30.06657,SCRUB
PNC,54.756234,30.937479,SCRUB
PNC,46.881382,20.563594,SCRUB
PNC,70.507669,38.695055,SCRUB
PNC,111.091691,49.614039,SCRUB
PNC,87.663842,42.572348,SCRUB
PNC,67.956105,39.44015,SCRUB
PNC,103.073936,48.409505,SCRUB
PNC,58.195085,38.124018,SCRUB
PNC,76.721313,47.554641,SCRUB
PNC,57.603087,26.445161,SCRUB
PNC,71.594285,32.258163,SCRUB
PNC,114.502992,58.128662,SCRUB
PNC,76.966429,44.033563,SCRUB
PNC,67.043942,33.597518,SCRUB
PNC,74.839295,26.686167,SCRUB
PNC,61.290397,30.597548,SCRUB
PNC,93.547761,44.680393,SCRUB
PNC,62.837851,30.89515,SCRUB
PNC,79.15961,46.182054,SCRUB
PNC,54.867781,32.730622,SCRUB
PNC,73.862128,32.128512,SCRUB
PNC,50.473242,26.444481,SCRUB
PNC,69.155037,30.141939,SCRUB
PNC,78.133748,35.376324,SCRUB
PNC,78.032913,31.288375,SCRUB
PNC,81.327824,40.768818,SCRUB
PNC,72.03604,35.974738,SCRUB
PNC,74.516938,40.369688,SCRUB
PNC,73.357666,36.945869,SCRUB
PNC,85.005258,33.898821,SCRUB
PNC,83.92651,46.353627,SCRUB
PNC,46.413474,18.655176,SCRUB
PNC,77.389035,33.382246,SCRUB
PNC,79.966824,35.078928,SCRUB
PNC,66.954879,29.241835,SCRUB
PNC,80.528159,52.61248,SCRUB
PNC,53.268001,29.155933,SCRUB
PNC,81.032404,37.667319,SCRUB
PNC,73.327299,43.235353,SCRUB
PNC,89.899266,40.763878,SCRUB
PNC,56.853065,23.838373,SCRUB
PNC,72.531628,33.464618,SCRUB
PNC,58.61176,33.30217,SCRUB
PNC,85.301069,34.842402,SCRUB
PNC,48.238152,26.288005,SCRUB
PNC,69.031826,36.109683,SCRUB
PNC,96.701492,50.958421,SCRUB
PNC,91.96048,38.79448,SCRUB
PNC,76.106034,50.120898,SCRUB
PNC,72.280673,31.534568,SCRUB
PNC,62.183516,30.39391,SCRUB
PNC,69.328624,29.416625,SCRUB
PNC,84.354104,41.105836,SCRUB
PNC,65.528746,27.848112,SCRUB
PNC,78.237156,45.504695,SCRUB
PNC,60.911144,28.280278,SCRUB
PNC,77.585721,41.884695,SCRUB
PNC,68.751241,31.521288,SCRUB
PNC,83.188025,57.448239,SCRUB
PNC,61.493208,32.912678,SCRUB
PNC,78.695709,40.147441,SCRUB
PNC,53.161296,33.31583,SCRUB
PNC,78.207468,36.471269,SCRUB
PNC,80.959069,34.51049,SCRUB
PNC,105.407793,59.530796,SCRUB
PNC,96.714817,45.385931,SCRUB
PNC,64.561232,34.317256,SCRUB
PNC,77.637855,40.054815,SCRUB
PNC,69.568962,41.224249,SCRUB
PNC,87.72191,41.995722,SCRUB
PNC,69.848637,41.774453,SCRUB
PNC,90.245284,48.586702,SCRUB
PNC,75.399578,32.897209,SCRUB
PNC,44.966733,20.001243,SCRUB
PNC,92.376231,46.322703,SCRUB
PNC,102.365553,43.878819,SCRUB
PNC,67.801298,29.891655,SCRUB
PNC,83.616091,40.0022,SCRUB
PNC,84.671708,49.876941,SCRUB
PNC,43.366612,23.44907,SCRUB
PNC,86.588147,52.645996,SCRUB
PNC,63.064219,37.275137,SCRUB
PNC,85.708448,36.650074,SCRUB
PNC,65.818383,41.068119,SCRUB
PNC,70.344374,38.822742,SCRUB
PNC,71.896023,30.017188,SCRUB
PNC,74.72477,36.73759,SCRUB
PNC,89.113252,42.030148,SCRUB
PNC,69.380811,30.881037,SCRUB
PNC,94.953595,41.811878,SCRUB
PNC,71.060684,30.664269,SCRUB
PNC,67.67872,31.635117,SCRUB
PNC,70.527283,43.701566,SCRUB
PNC,62.24771,36.534704,SCRUB
PNC,55.401058,23.720304,SCRUB
PNC,54.84872,31.863508,SCRUB
PNC,52.424089,26.376436,SCRUB
PNC,83.529824,39.601129,SCRUB
PNC,58.091334,28.999709,SCRUB
PNC,110.196959,61.85253,SCRUB
PNC,67.915532,34.201086,SCRUB
PNC,69.511378,37.430347,SCRUB
PNC,70.834873,43.286305,SCRUB
PNC,95.791377,47.099359,SCRUB
PNC,74.316174,49.30941,SCRUB
PNC,76.299599,38.109693,SCRUB
PNC,70.898309,34.547228,SCRUB
PNC,88.371506,38.402727,SCRUB
PNC,68.20208,41.853157,SCRUB
PNC,68.681794,43.851042,SCRUB
PNC,88.332238,46.095908,SCRUB
PNC,75.135321,40.866417,SCRUB
PNC,63.128866,24.372145,SCRUB
PNC,60.106876,31.142341,SCRUB
PNC,72.809193,34.876897,SCRUB
PNC,65.614052,35.69488,SCRUB
PNC,69.420113,40.176854,SCRUB
PNC,86.266499,38.231466,SCRUB
PNC,74.115238,31.320451,SCRUB
PNC,89.29674,53.185769,SCRUB
PNC,81.137209,41.011069,SCRUB
PNC,53.308595,26.82495,SCRUB
PNC,81.69501,49.509547,SCRUB
PNC,80.216947,37.030687,SCRUB
PNC,61.962674,37.249475,SCRUB
PNC,100.753116,61.648738,SCRUB
PNC,41.998883,24.352081,SCRUB
PNC,76.837781,37.969759,SCRUB
PNC,74.509978,30.106299,SCRUB
PNC,89.402381,53.622261,SCRUB
PNC,62.74881,28.663704,SCRUB
PNC,86.645276,49.677824,SCRUB
PNC,65.956135,25.457926,SCRUB
PNC,54.231097,27.894525,SCRUB
PNC,56.544,30.095066,SCRUB
PNC,71.916208,32.098355,SCRUB
PNC,80.536614,45.059848,SCRUB
PNC,71.975069,33.237972,SCRUB
PNC,81.940231,40.680294,SCRUB
PNC,53.258107,22.830919,SCRUB
PNC,62.254846,31.945371,SCRUB
PNC,60.464834,26.94998,SCRUB
PNC,78.114489,36.9359,SCRUB
PNC,77.967818,39.649021,SCRUB
PNC,83.16405,46.064637,SCRUB
PNC,87.51467,49.107961,SCRUB
PNC,69.32932,24.182696,SCRUB
PNC,70.001731,41.874501,SCRUB
PNC,76.543807,39.779953,SCRUB
PNC,69.529875,36.681907,SCRUB
PNC,49.55242,27.08429,SCRUB
PNC,74.962005,34.239227,SCRUB
PNC,54.836101,25.638545,SCRUB
PNC,46.984588,20.654243,SCRUB
PNC,79.564806,37.271947,SCRUB
PNC,66.126587,33.642057,SCRUB
PNC,65.135872,32.679054,SCRUB
PNC,101.654701,39.853335,SCRUB
PNC,65.894725,38.315427,SCRUB
PNC,56.317484,30.126104,SCRUB
PNC,66.7498,28.227263,SCRUB
PNC,76.299967,40.453164,SCRUB
PNC,59.166364,28.943875,SCRUB
PNC,72.879096,37.200526,SCRUB
PNC,50.832404,28.114238,SCRUB
PNC,51.197556,39.777755,SCRUB
PNC,78.796315,48.049792,SCRUB
PNC,77.470279,32.597363,SCRUB
PNC,79.473215,37.036945,SCRUB
PNC,84.989328,48.662853,SCRUB
PNC,53.839752,28.195866,SCRUB
PNC,58.266242,28.195354,SCRUB
PNC,80.434608,35.508957,SCRUB
PNC,64.621908,26.405291,SCRUB
PNC,60.917787,29.691448,SCRUB
PNC,94.777632,49.048498,SCRUB
PNC,90.355777,47.035379,SCRUB
PNC,65.12171,42.973889,SCRUB
PNC,97.834877,49.717947,SCRUB
PNC,72.176936,38.809455,SCRUB
PNC,63.223684,32.725575,SCRUB
PNC,69.815351,39.450367,SCRUB
PNC,81.789166,41.543257,SCRUB
PNC,89.375997,44.986481,SCRUB
PNC,70.170062,34.505452,SCRUB
PNC,65.594238,32.069292,SCRUB
PNC,53.504664,24.815292,SCRUB
PNC,48.778291,23.160171,SCRUB
PNC,82.112094,34.928148,SCRUB
PNC,72.044213,34.958245,SCRUB
PNC,80.212001,29.996386,SCRUB
PNC,56.037128,30.037887,SCRUB
PNC,72.992548,27.878647,SCRUB
PNC,69.442392,36.732151,SCRUB
PNC,90.147536,36.125225,SCRUB
PNC,81.262494,41.697495,SCRUB
PNC,104.048166,64.657356,SCRUB
PNC,63.701433,34.372215,SCRUB
PNC,73.491798,37.646788,SCRUB
PNC,50.113868,25.759842,SCRUB
PNC,69.322659,33.642372,SCRUB
PNC,66.635836,31.678592,SCRUB
PNC,75.78323,34.260453,SCRUB
PNC,73.591097,33.203519,SCRUB
PNC,88.383972,45.196384,SCRUB
PNC,86.395156,37.304251,SCRUB
PNC,62.473742,31.130696,SCRUB
PNC,74.505064,29.971331,SCRUB
PNC,72.492208,35.651254,SCRUB
PNC,48.234746,34.309285,SCRUB
PNC,95.5919,59.263509,SCRUB
PNC,63.663506,29.061407,SCRUB
PNC,68.669409,26.9248,SCRUB
PNC,49.626775,34.013426,SCRUB
PNC,89.484117,45.191454,SCRUB
PNC,73.422303,30.063352,SCRUB
PNC,76.5096,47.45157,SCRUB
PNC,86.274042,35.752938,SCRUB
PNC,67.907388,32.252261,SCRUB
PNC,87.082232,44.122441,SCRUB
PNC,77.862341,37.231801,SCRUB
PNC,72.117922,34.156623,SCRUB
PNC,110.019652,52.669985,SCRUB
PNC,97.883121,40.428852,SCRUB
PNC,69.028833,33.086047,SCRUB
PNC,70.303851,40.082329,SCRUB
PNC,35.871883,26.754141,SCRUB
PNC,81.529015,39.789022,SCRUB
PNC,63.551657,36.204107,SCRUB
PNC,67.792352,33.7077,SCRUB
PNC,74.829096,38.300386,SCRUB
PNC,61.897514,33.399963,SCRUB
PNC,57.157868,35.962515,SCRUB
PNC,82.109593,37.779413,SCRUB
PNC,42.129365,19.271398,SCRUB
PNC,99.751459,46.842705,SCRUB
PNC,60.57971,37.579991,SCRUB
PNC,74.137285,35.62993,SCRUB
PNC,64.981011,26.230149,SCRUB
PNC,73.338766,34.506973,SCRUB
PNC,97.684784,39.15938,SCRUB
PNC,56.375806,25.567911,SCRUB
PNC,75.299561,37.718103,SCRUB
PNC,60.827163,32.18974,SCRUB
PNC,95.062596,53.268632,SCRUB
PNC,60.00749,34.667466,SCRUB
PNC,56.246576,27.688123,SCRUB
PNC,51.40647,19.289812,SCRUB
PNC,112.121546,48.510847,SCRUB
PNC,84.384984,50.474472,SCRUB
PNC,95.06989,41.643404,SCRUB
PNC,76.927935,34.583719,SCRUB
PNC,91.702598,42.881447,SCRUB
PNC,78.984175,42.34952,SCRUB
PNC,53.557375,31.83661,SCRUB
PNC,65.679015,30.558529,SCRUB
PNC,56.982419,33.72543,SCRUB
PNC,100.855749,47.704134,SCRUB
PNC,54.108217,35.432546,SCRUB
PNC,62.425534,23.828247,SCRUB
PNC,69.927001,30.883528,SCRUB
PNC,79.536171,39.01037,SCRUB
PNC,73.071173,39.861128,SCRUB
PNC,82.411452,39.172456,SCRUB
PNC,55.520017,26.128377,SCRUB
PNC,73.365321,34.245245,SCRUB
PNC,63.99425,25.694314,SCRUB
PNC,98.425993,39.935875,SCRUB
PNC,107.835719,59.386613,SCRUB
PNC,62.937304,40.98982,SCRUB
PNC,92.311749,51.098899,SCRUB
PNC,78.108106,30.90063,SCRUB
PNC,69.040824,33.393029,SCRUB
PNC,81.623331,40.605721,SCRUB
PNC,54.744879,22.386283,SCRUB
PNC,69.503777,38.164184,SCRUB
PNC,96.899726,49.723452,SCRUB
PNC,68.895679,40.994796,SCRUB
PNC,92.432995,60.385618,SCRUB
PNC,40.161429,28.617665,SCRUB
PNC,88.40619,47.970923,SCRUB
PNC,82.055823,39.061107,SCRUB
PNC,64.350955,37.929746,SCRUB
PNC,60.736577,28.64717,SCRUB
PNC,81.039092,41.211406,SCRUB
PNC,58.003319,21.812069,SCRUB
PNC,72.287446,38.725476,SCRUB
PNC,58.592488,33.709944,SCRUB
PNC,72.69417,51.421466,SCRUB
PNC,58.993665,26.335477,SCRUB
PNC,111.133246,48.463182,SCRUB
PNC,59.894293,27.119644,SCRUB
PNC,83.493799,41.032071,SCRUB
PNC,43.917611,27.151049,SCRUB
PNC,61.798561,37.615464,SCRUB
PNC,77.351717,47.401727,SCRUB
PNC,100.137093,57.028753,SCRUB
PNC,80.439921,44.383723,SCRUB
PNC,52.220677,23.362792,SCRUB
PNC,62.920104,40.635144,SCRUB
PNC,81.569958,40.181564,SCRUB
PNC,60.294898,38.185841,SCRUB
PNC,68.193584,37.468495,SCRUB
PNC,60.927117,33.612397,SCRUB
PNC,77.885519,32.714394,SCRUB
PNC,69.0622,33.936341,SCRUB
PNC,52.965889,33.056988,SCRUB
PNC,72.693086,31.216274,SCRUB
PNC,77.539441,32.651916,SCRUB
PNC,54.832823,25.414435,SCRUB
PNC,60.187196,34.080827,SCRUB
PNC,75.548322,34.52319,SCRUB
PNC,86.8895,44.348566,SCRUB
PNC,87.083629,49.294118,SCRUB
PNC,68.437314,30.998724,SCRUB
PNC,72.277706,32.66281,SCRUB
PNC,51.700353,30.866978,SCRUB
PNC,70.15828,41.020526,SCRUB
PNC,54.082514,30.448554,SCRUB
PNC,84.082079,34.578139,SCRUB
PNC,65.421662,36.517336,SCRUB
PNC,65.324563,31.096376,SCRUB
PNC,61.973126,27.217846,SCRUB
PNC,75.717078,37.355722,SCRUB
PNC,61.188955,28.122677,SCRUB
PNC,83.375701,55.946743,SCRUB
PNC,80.706177,54.144289,SCRUB
PNC,79.152852,53.430257,SCRUB
PNC,69.225974,38.484184,SCRUB
PNC,70.861988,37.584224,SCRUB
PNC,72.181587,46.754437,SCRUB
PNC,63.098131,42.30583,SCRUB
PNC,100.284039,50.7802,SCRUB
PNC,95.026182,50.110467,SCRUB
PNC,57.187106,31.791972,SCRUB
PNC,82.080616,39.085382,SCRUB
PNC,84.307928,36.118765,SCRUB
PNC,61.791381,33.891136,SCRUB
PNC,97.676906,36.135712,SCRUB
PNC,52.42953,30.667725,SCRUB
PNC,64.448532,29.459239,SCRUB
PNC,81.885165,42.327038,SCRUB
PNC,80.429216,37.528693,SCRUB
PNC,96.64508,46.685625,SCRUB
PNC,64.180484,29.383236,SCRUB
PNC,58.393808,31.719642,SCRUB
PNC,79.804602,48.591864,SCRUB
PNC,99.766634,57.983173,SCRUB
PNC,73.764353,33.567472,SCRUB
PNC,53.941092,34.264049,SCRUB
PNC,71.975163,53.313554,SCRUB
PNC,98.401012,57.665086,SCRUB
PNC,69.937828,32.647641,SCRUB
PNC,86.248297,48.664908,SCRUB
PNC,92.246638,43.551212,SCRUB
PNC,73.539703,33.176534,SCRUB
PNC,58.529338,34.314262,SCRUB
PNC,62.549296,29.63046,SCRUB
PNC,65.098709,30.744715,SCRUB
PNC,73.663574,41.585791,SCRUB
PNC,65.641467,42.292106,SCRUB
PNC,54.615251,29.770863,SCRUB
PNC,60.20469,30.166115,SCRUB
PNC,101.628543,52.413569,SCRUB
PNC,53.390793,24.418949,SCRUB
PNC,76.977562,30.068014,SCRUB
PNC,69.391083,43.570421,SCRUB
PNC,83.953138,47.684567,SCRUB
PNC,83.308441,35.81222,SCRUB
PNC,91.063784,43.326609,SCRUB
PNC,101.835086,56.574332,SCRUB
PNC,92.061765,39.942433,SCRUB
PNC,105.264923,53.309934,SCRUB
PNC,60.874835,38.755862,SCRUB
PNC,60.258213,40.937054,SCRUB
PNC,93.424951,41.460455,SCRUB
PNC,81.955542,34.211276,SCRUB
PNC,43.951637,19.104843,SCRUB
PNC,61.371074,31.429081,SCRUB
PNC,46.838125,21.629321,SCRUB
PNC,73.738995,36.836113,SCRUB
PNC,59.577164,33.347702,SCRUB
PNC,80.553325,39.315966,SCRUB
PNC,68.253387,37.742295,SCRUB
PNC,61.965224,30.456905,SCRUB
PNC,60.639038,25.61764,SCRUB
PNC,107.075984,49.129623,SCRUB
PNC,44.829334,23.840626,SCRUB
PNC,65.679743,28.669826,SCRUB
PNC,50.751739,24.210229,SCRUB
PNC,81.997778,29.050803,SCRUB
PNC,60.30691,28.273389,SCRUB
PNC,72.218648,41.895345,SCRUB
PNC,80.960298,34.414629,SCRUB
PNC,71.675679,39.775431,SCRUB
PNC,116.45916,63.734732,SCRUB
PNC,91.797309,53.7497,SCRUB
PNC,65.157886,35.937791,SCRUB
PNC,80.973662,33.37554,SCRUB
PNC,72.097561,35.652515,SCRUB
PNC,71.281885,45.714994,SCRUB
PNC,57.666659,33.126081,SCRUB
PNC,85.326151,45.768581,SCRUB
PNC,49.659014,21.129625,SCRUB
PNC,73.668867,36.598072,SCRUB
PNC,83.515545,40.555321,SCRUB
PNC,64.860781,27.370838,SCRUB
PNC,93.463348,43.396199,SCRUB
PNC,74.270162,34.822499,SCRUB
PNC,66.36787,39.437869,SCRUB
PNC,55.063134,23.730852,SCRUB
PNC,66.025889,35.458563,SCRUB
PNC,79.027638,30.521013,SCRUB
PNC,65.099009,28.058902,SCRUB
PNC,63.187586,30.961509,SCRUB
PNC,82.005542,44.497703,SCRUB
PNC,85.967817,45.696304,SCRUB
PNC,54.40681,37.776266,SCRUB
PNC,84.795054,45.662921,SCRUB
PNC,66.325312,30.175583,SCRUB
PNC,77.013758,36.467265,SCRUB
PNC,51.860053,27.126356,SCRUB
PNC,93.926113,38.696575,SCRUB
PNC,71.757988,34.539869,SCRUB
PNC,67.158386,41.360526,SCRUB
PNC,67.452816,34.511584,SCRUB
PNC,68.357189,30.612346,SCRUB
PNC,61.517206,28.109173,SCRUB
PNC,56.525611,29.638401,SCRUB
PNC,101.36548,47.223849,SCRUB
PNC,51.568461,24.411747,SCRUB
PNC,66.368995,28.265923,SCRUB
PNC,64.241596,28.009564,SCRUB
PNC,94.131561,54.999632,SCRUB
PNC,75.546676,34.747343,SCRUB
PNC,72.333031,36.117604,SCRUB
PNC,76.077381,37.693946,SCRUB
PNC,93.170948,46.050755,SCRUB
PNC,78.028128,38.715341,SCRUB
PNC,80.384652,37.381894,SCRUB
PNC,66.643643,29.204053,SCRUB
PNC,90.794413,39.178215,SCRUB
PNC,93.938107,45.369761,SCRUB
PNC,97.143038,53.058393,SCRUB
PNC,100.614185,63.114337,SCRUB
PNC,74.800424,31.110917,SCRUB
PNC,103.506867,47.872044,SCRUB
PNC,58.745015,25.934917,SCRUB
PNC,84.255809,37.365797,SCRUB
PNC,92.913577,40.097672,SCRUB
PNC,71.96017,35.482462,SCRUB
PNC,83.02876,36.205227,SCRUB
PNC,62.76448,32.699194,SCRUB
PNC,86.053074,46.858722,SCRUB
PNC,68.013789,30.256603,SCRUB
PNC,58.442826,29.691174,SCRUB
PNC,78.718858,40.297186,SCRUB
PNC,90.69734,43.859478,SCRUB
PNC,56.539601,27.219699,SCRUB
PNC,106.299408,51.649215,SCRUB
PNC,102.36248,47.624578,SCRUB
PNC,79.1414,39.096542,SCRUB
PNC,48.679523,20.893402,SCRUB
PNC,76.25158,41.377642,SCRUB
PNC,89.609968,40.382337,SCRUB
PNC,64.732204,31.623032,SCRUB
PNC,83.55561,44.517244,SCRUB
PNC,70.360607,42.791963,SCRUB
PNC,109.61047,65.618198,SCRUB
PNC,71.609441,27.823824,SCRUB
