Datasets,CBF,CBFTYPE,AGE
PNC,82.944326,SCRUB,17.16666667
PNC,59.446074,SCRUB,19.33333333
PNC,74.414913,SCRUB,15.75
PNC,65.493773,SCRUB,20.33333333
PNC,101.382831,SCRUB,11.33333333
PNC,95.914548,SCRUB,11.91666667
PNC,84.808964,SCRUB,10
PNC,44.570435,SCRUB,18.33333333
PNC,65.978111,SCRUB,15.75
PNC,83.843116,SCRUB,14
PNC,57.131129,SCRUB,16.66666667
PNC,80.246942,SCRUB,11.66666667
PNC,71.45907,SCRUB,11.16666667
PNC,53.524166,SCRUB,19.91666667
PNC,53.321062,SCRUB,19.75
PNC,73.26123,SCRUB,18.41666667
PNC,51.936155,SCRUB,17.33333333
PNC,62.880336,SCRUB,14.66666667
PNC,70.028749,SCRUB,11.41666667
PNC,72.847758,SCRUB,16.08333333
PNC,65.549012,SCRUB,13.5
PNC,67.939489,SCRUB,19.66666667
PNC,101.882339,SCRUB,13.25
PNC,32.531227,SCRUB,20.25
PNC,99.292528,SCRUB,8.166666667
PNC,79.935122,SCRUB,16.75
PNC,59.809251,SCRUB,19.66666667
PNC,79.077996,SCRUB,12.5
PNC,91.112679,SCRUB,10.16666667
PNC,75.550544,SCRUB,13.75
PNC,54.122537,SCRUB,19.5
PNC,46.505991,SCRUB,15
PNC,54.495106,SCRUB,15.83333333
PNC,80.641866,SCRUB,12.91666667
PNC,68.68544,SCRUB,18.41666667
PNC,90.778177,SCRUB,12.75
PNC,87.287546,SCRUB,11.16666667
PNC,54.818051,SCRUB,18
PNC,96.8391,SCRUB,14.91666667
PNC,92.855479,SCRUB,18.91666667
PNC,64.127078,SCRUB,16.16666667
PNC,74.843481,SCRUB,19.33333333
PNC,75.225304,SCRUB,15.58333333
PNC,81.92958,SCRUB,12.75
PNC,75.334429,SCRUB,13.75
PNC,57.010378,SCRUB,19.25
PNC,92.541038,SCRUB,13.66666667
PNC,49.256517,SCRUB,18.08333333
PNC,90.060945,SCRUB,12.33333333
PNC,57.799968,SCRUB,13.5
PNC,74.535292,SCRUB,9.083333333
PNC,49.67495,SCRUB,20.16666667
PNC,65.850826,SCRUB,18.16666667
PNC,84.512741,SCRUB,8.583333333
PNC,79.103257,SCRUB,12.33333333
PNC,80.676351,SCRUB,12.41666667
PNC,92.008987,SCRUB,13.75
PNC,61.344444,SCRUB,17.41666667
PNC,61.841155,SCRUB,18.83333333
PNC,89.871667,SCRUB,9.416666667
PNC,82.091166,SCRUB,12
PNC,57.721749,SCRUB,18.33333333
PNC,102.770891,SCRUB,8.5
PNC,109.446736,SCRUB,11.5
PNC,69.814545,SCRUB,14.33333333
PNC,67.670804,SCRUB,8.166666667
PNC,67.088497,SCRUB,18.66666667
PNC,78.191906,SCRUB,17.5
PNC,58.880848,SCRUB,17.41666667
PNC,50.612957,SCRUB,17.75
PNC,60.866777,SCRUB,19.16666667
PNC,70.205666,SCRUB,12
PNC,74.507464,SCRUB,12.58333333
PNC,99.141428,SCRUB,9.583333333
PNC,73.44313,SCRUB,17.66666667
PNC,48.058884,SCRUB,22
PNC,57.80952,SCRUB,16.41666667
PNC,57.008291,SCRUB,19.16666667
PNC,62.396568,SCRUB,14.16666667
PNC,50.169409,SCRUB,19.08333333
PNC,65.137943,SCRUB,16.5
PNC,87.707181,SCRUB,10.83333333
PNC,69.122655,SCRUB,17.58333333
PNC,75.569275,SCRUB,18.5
PNC,56.965627,SCRUB,17
PNC,57.906506,SCRUB,14.75
PNC,90.392948,SCRUB,18.5
PNC,50.419773,SCRUB,18.25
PNC,97.051309,SCRUB,10.58333333
PNC,83.22675,SCRUB,15.66666667
PNC,81.33208,SCRUB,12.25
PNC,69.4841,SCRUB,12.91666667
PNC,93.827596,SCRUB,17.25
PNC,69.635107,SCRUB,17.33333333
PNC,99.487374,SCRUB,9.916666667
PNC,71.729239,SCRUB,13.58333333
PNC,82.172793,SCRUB,11.08333333
PNC,64.479003,SCRUB,16.25
PNC,66.52878,SCRUB,17.33333333
PNC,60.324472,SCRUB,16.75
PNC,59.635269,SCRUB,17.66666667
PNC,62.181909,SCRUB,18.75
PNC,60.349856,SCRUB,19.08333333
PNC,88.433643,SCRUB,15.41666667
PNC,85.271127,SCRUB,12.66666667
PNC,89.341681,SCRUB,10.08333333
PNC,73.849955,SCRUB,13.58333333
PNC,53.748542,SCRUB,13.75
PNC,63.851595,SCRUB,17.25
PNC,70.810068,SCRUB,15.83333333
PNC,86.297838,SCRUB,13.83333333
PNC,80.458813,SCRUB,12.08333333
PNC,74.828496,SCRUB,16
PNC,74.126769,SCRUB,19.33333333
PNC,66.5965,SCRUB,17.58333333
PNC,109.607993,SCRUB,9
PNC,72.131178,SCRUB,18.58333333
PNC,71.109982,SCRUB,16.91666667
PNC,93.201548,SCRUB,8.916666667
PNC,50.431976,SCRUB,18.08333333
PNC,81.524337,SCRUB,9.166666667
PNC,65.725966,SCRUB,19.75
PNC,60.409186,SCRUB,19.75
PNC,88.25371,SCRUB,19.41666667
PNC,88.253971,SCRUB,13.83333333
PNC,61.851629,SCRUB,15.25
PNC,77.818574,SCRUB,10.83333333
PNC,71.234755,SCRUB,11.5
PNC,95.843769,SCRUB,10.08333333
PNC,73.107916,SCRUB,15.41666667
PNC,74.976534,SCRUB,13.41666667
PNC,49.635436,SCRUB,20.83333333
PNC,72.577649,SCRUB,14.16666667
PNC,67.488563,SCRUB,21.25
PNC,49.945265,SCRUB,19.66666667
PNC,70.189959,SCRUB,16.41666667
PNC,61.522661,SCRUB,17.41666667
PNC,74.174896,SCRUB,14.66666667
PNC,92.045814,SCRUB,18.58333333
PNC,59.583819,SCRUB,16.66666667
PNC,74.817719,SCRUB,10.5
PNC,68.249729,SCRUB,17.91666667
PNC,63.136891,SCRUB,16.33333333
PNC,64.059297,SCRUB,12.41666667
PNC,58.198828,SCRUB,17
PNC,61.191537,SCRUB,16.16666667
PNC,76.473267,SCRUB,14.66666667
PNC,49.110887,SCRUB,19
PNC,75.854767,SCRUB,11.83333333
PNC,79.531008,SCRUB,15.33333333
PNC,82.015608,SCRUB,17.5
PNC,66.535275,SCRUB,14.33333333
PNC,98.004424,SCRUB,11.08333333
PNC,49.769672,SCRUB,16
PNC,59.948234,SCRUB,21.16666667
PNC,73.226305,SCRUB,11.41666667
PNC,87.482504,SCRUB,14.33333333
PNC,93.517572,SCRUB,14.41666667
PNC,66.898153,SCRUB,9.083333333
PNC,72.831551,SCRUB,12.91666667
PNC,38.841097,SCRUB,20
PNC,58.430681,SCRUB,18.08333333
PNC,63.515401,SCRUB,20.75
PNC,77.980695,SCRUB,10.83333333
PNC,86.111859,SCRUB,13.66666667
PNC,55.238251,SCRUB,15
PNC,95.808283,SCRUB,11.75
PNC,71.233132,SCRUB,16.5
PNC,79.479809,SCRUB,12.08333333
PNC,78.442082,SCRUB,12.41666667
PNC,71.926715,SCRUB,19.58333333
PNC,63.920649,SCRUB,15.41666667
PNC,63.51907,SCRUB,14.08333333
PNC,56.758736,SCRUB,17.66666667
PNC,110.633334,SCRUB,13.33333333
PNC,79.429737,SCRUB,11.91666667
PNC,61.068301,SCRUB,16.25
PNC,99.945222,SCRUB,8.75
PNC,81.63549,SCRUB,9.75
PNC,73.620826,SCRUB,13.58333333
PNC,62.765475,SCRUB,12
PNC,71.339667,SCRUB,17.25
PNC,83.027939,SCRUB,18.08333333
PNC,77.14891,SCRUB,15.41666667
PNC,54.557459,SCRUB,20.16666667
PNC,75.601711,SCRUB,9.75
PNC,94.10292,SCRUB,9.166666667
PNC,73.789964,SCRUB,13.75
PNC,77.45991,SCRUB,11.5
PNC,97.968729,SCRUB,17.08333333
PNC,47.278624,SCRUB,20.08333333
PNC,36.179722,SCRUB,13.91666667
PNC,91.312105,SCRUB,11.16666667
PNC,65.017509,SCRUB,16.16666667
PNC,84.355022,SCRUB,16.91666667
PNC,80.91712,SCRUB,16.33333333
PNC,82.348125,SCRUB,10.5
PNC,64.825089,SCRUB,19.58333333
PNC,80.417631,SCRUB,16.58333333
PNC,86.616361,SCRUB,9.833333333
PNC,70.816063,SCRUB,18
PNC,83.417794,SCRUB,18
PNC,51.476652,SCRUB,12.58333333
PNC,66.828807,SCRUB,17.66666667
PNC,65.217734,SCRUB,15.5
PNC,63.984254,SCRUB,16.91666667
PNC,85.487082,SCRUB,9
PNC,88.192269,SCRUB,12.66666667
PNC,89.84348,SCRUB,11.75
PNC,89.100453,SCRUB,10.16666667
PNC,56.195818,SCRUB,18.25
PNC,84.944425,SCRUB,15.66666667
PNC,39.54786,SCRUB,11.33333333
PNC,73.588332,SCRUB,12.75
PNC,95.221587,SCRUB,8.5
PNC,71.616912,SCRUB,17.83333333
PNC,89.993662,SCRUB,9.333333333
PNC,94.543929,SCRUB,11.41666667
PNC,75.352609,SCRUB,10.75
PNC,96.146038,SCRUB,8.166666667
PNC,68.675083,SCRUB,19.66666667
PNC,77.216386,SCRUB,13.16666667
PNC,69.029619,SCRUB,12.91666667
PNC,47.21277,SCRUB,20.75
PNC,81.798945,SCRUB,17.66666667
PNC,73.019118,SCRUB,12.08333333
PNC,40.553551,SCRUB,21.33333333
PNC,59.33508,SCRUB,15.08333333
PNC,77.663744,SCRUB,18.5
PNC,69.027491,SCRUB,14.25
PNC,55.425803,SCRUB,22.66666667
PNC,64.700974,SCRUB,16.83333333
PNC,59.218838,SCRUB,17.5
PNC,79.760537,SCRUB,13.91666667
PNC,74.123293,SCRUB,21.08333333
PNC,61.68917,SCRUB,11.33333333
PNC,62.731783,SCRUB,19
PNC,70.810703,SCRUB,15.91666667
PNC,79.429183,SCRUB,20
PNC,61.182794,SCRUB,19.5
PNC,37.190636,SCRUB,20.83333333
PNC,67.109483,SCRUB,14.66666667
PNC,79.90511,SCRUB,14.58333333
PNC,79.485391,SCRUB,12.75
PNC,71.280359,SCRUB,12.66666667
PNC,55.157346,SCRUB,21.58333333
PNC,82.803035,SCRUB,10.5
PNC,51.814129,SCRUB,17.58333333
PNC,61.3052,SCRUB,21.16666667
PNC,55.785749,SCRUB,14.08333333
PNC,56.223327,BASIL,20.91666667
PNC,72.27529,BASIL,14.75
PNC,44.180998,BASIL,16.41666667
PNC,66.209731,BASIL,15.58333333
PNC,72.450946,BASIL,17.33333333
PNC,81.760742,BASIL,11.33333333
PNC,60.892322,BASIL,13.66666667
PNC,49.859793,BASIL,21.75
PNC,83.23429,BASIL,10.66666667
PNC,91.932546,BASIL,13
PNC,58.975882,BASIL,14.66666667
PNC,44.424159,BASIL,13.66666667
PNC,105.251914,BASIL,20.58333333
PNC,50.255849,BASIL,19.83333333
PNC,86.410441,BASIL,14.16666667
PNC,67.328153,BASIL,17.5
PNC,74.039616,BASIL,16.41666667
PNC,53.09465,BASIL,18.91666667
PNC,66.408541,BASIL,16.75
PNC,54.750439,BASIL,15.58333333
PNC,45.851944,BASIL,15.33333333
PNC,55.771637,BASIL,15.08333333
PNC,46.61423,BASIL,20.91666667
PNC,85.574329,BASIL,11.91666667
PNC,61.50467,BASIL,13.16666667
PNC,68.63227,BASIL,14.66666667
PNC,52.62045,BASIL,17.91666667
PNC,56.855283,BASIL,15.83333333
PNC,53.655576,BASIL,11.41666667
PNC,44.425577,BASIL,21.25
PNC,78.644536,BASIL,12.5
PNC,63.112906,BASIL,18.41666667
PNC,84.522532,BASIL,10
PNC,45.652216,BASIL,17.83333333
PNC,91.865561,BASIL,9.916666667
PNC,56.403732,BASIL,20
PNC,55.054887,BASIL,17.33333333
PNC,66.860348,BASIL,12.91666667
PNC,67.057487,BASIL,17.66666667
PNC,72.011135,BASIL,15.58333333
PNC,66.447664,BASIL,13.58333333
PNC,63.451879,BASIL,21.08333333
PNC,61.140132,BASIL,20.08333333
PNC,67.331332,BASIL,19.91666667
PNC,55.819948,BASIL,16.75
PNC,68.957795,BASIL,17.91666667
PNC,50.384447,BASIL,15.91666667
PNC,64.122147,BASIL,20
PNC,66.683704,BASIL,15.25
PNC,70.968507,BASIL,8.25
PNC,58.081357,BASIL,14.16666667
PNC,81.990984,BASIL,9.666666667
PNC,65.080973,BASIL,11.83333333
PNC,72.384092,BASIL,15.16666667
PNC,70.524027,BASIL,13.08333333
PNC,58.802708,BASIL,12.83333333
PNC,62.579951,BASIL,18.66666667
PNC,60.93121,BASIL,20.25
PNC,59.625446,BASIL,19.33333333
PNC,86.961937,BASIL,17.83333333
PNC,63.922655,BASIL,19.83333333
PNC,64.230645,BASIL,16.91666667
PNC,56.508661,BASIL,17.5
PNC,38.188129,BASIL,15.33333333
PNC,74.734434,BASIL,18.83333333
PNC,63.859593,BASIL,14
PNC,65.143181,BASIL,20.41666667
PNC,55.561228,BASIL,16.25
PNC,77.154239,BASIL,12.41666667
PNC,65.535272,BASIL,20.25
PNC,81.141514,BASIL,17.41666667
PNC,60.205634,BASIL,16.83333333
PNC,58.833851,BASIL,18.75
PNC,68.502848,BASIL,17
PNC,58.211225,BASIL,13.33333333
PNC,73.778249,BASIL,9.666666667
PNC,64.502585,BASIL,19.58333333
PNC,56.85503,BASIL,15.41666667
PNC,72.491821,BASIL,8.583333333
PNC,97.388579,BASIL,8.583333333
PNC,68.375562,BASIL,16.75
PNC,51.423241,BASIL,15.41666667
PNC,78.225022,BASIL,17.91666667
PNC,80.087901,BASIL,9.25
PNC,70.434357,BASIL,10.75
PNC,80.174596,BASIL,8.25
PNC,57.998795,BASIL,13
PNC,47.162273,BASIL,20
PNC,78.74237,BASIL,10.58333333
PNC,94.465285,BASIL,9.166666667
PNC,53.348843,BASIL,17.66666667
PNC,70.30578,BASIL,17
PNC,62.561575,BASIL,13.16666667
PNC,59.196329,BASIL,15.08333333
PNC,102.347458,BASIL,8.833333333
PNC,52.282737,BASIL,19.5
PNC,41.643511,BASIL,16.83333333
PNC,100.159314,BASIL,9.166666667
PNC,60.829412,BASIL,17.75
PNC,54.257766,BASIL,15.58333333
PNC,74.964438,BASIL,15.58333333
PNC,62.408394,BASIL,20.5
PNC,69.388821,BASIL,22.33333333
PNC,56.394162,BASIL,15.83333333
PNC,81.657007,BASIL,11.66666667
PNC,53.566084,BASIL,19
PNC,62.415637,BASIL,15.58333333
PNC,78.551531,BASIL,10.25
PNC,62.869607,BASIL,21.75
PNC,71.896302,BASIL,10.25
PNC,42.174253,BASIL,19.83333333
PNC,68.643065,BASIL,13.5
PNC,40.736415,BASIL,15.58333333
PNC,100.407779,BASIL,10.33333333
PNC,64.64213,BASIL,12.91666667
PNC,76.903341,BASIL,20
PNC,75.80861,BASIL,13.83333333
PNC,82.685975,BASIL,10.16666667
PNC,53.326463,BASIL,15.75
PNC,59.171641,BASIL,18.58333333
PNC,60.244701,BASIL,14.66666667
PNC,64.209515,BASIL,18.41666667
PNC,89.092141,BASIL,17.16666667
PNC,59.926587,BASIL,13.58333333
PNC,75.970909,BASIL,15.16666667
PNC,61.506481,BASIL,14.91666667
PNC,75.338057,BASIL,11.83333333
PNC,50.460122,BASIL,21.75
PNC,78.059189,BASIL,20.25
PNC,76.701912,BASIL,12.16666667
PNC,51.754043,BASIL,17.75
PNC,66.4154,BASIL,19.16666667
PNC,69.654729,BASIL,10.25
PNC,67.292965,BASIL,10.75
PNC,67.440481,BASIL,18.41666667
PNC,58.672284,BASIL,18.16666667
PNC,51.968135,BASIL,16
PNC,70.862269,BASIL,12.91666667
PNC,86.945411,BASIL,9.333333333
PNC,67.705978,BASIL,9.5
PNC,82.432348,BASIL,9.333333333
PNC,59.27731,BASIL,12.16666667
PNC,63.033888,BASIL,14.66666667
PNC,78.570103,BASIL,11.83333333
PNC,49.573725,BASIL,16.83333333
PNC,53.591037,BASIL,18.16666667
PNC,55.177478,BASIL,17.25
PNC,75.812439,BASIL,11
PNC,77.263124,BASIL,11.58333333
PNC,68.308651,BASIL,18.75
PNC,61.169935,BASIL,14.08333333
PNC,53.331024,BASIL,16.25
PNC,66.580135,BASIL,16.08333333
PNC,61.785444,BASIL,19.58333333
PNC,67.195573,BASIL,19.83333333
PNC,112.773358,BASIL,14.75
PNC,64.309155,BASIL,18.83333333
PNC,61.903,BASIL,12.08333333
PNC,71.64549,BASIL,10.08333333
PNC,69.330473,BASIL,15.75
PNC,71.588716,BASIL,15.25
PNC,65.739927,BASIL,13.66666667
PNC,85.280822,BASIL,18.66666667
PNC,65.784567,BASIL,14.91666667
PNC,58.518974,BASIL,14.83333333
PNC,87.031769,BASIL,10.66666667
PNC,56.922687,BASIL,19.58333333
PNC,58.483312,BASIL,18.5
PNC,72.720505,BASIL,11.58333333
PNC,57.881178,BASIL,15.25
PNC,63.261317,BASIL,17.75
PNC,65.633391,BASIL,9.666666667
PNC,48.417828,BASIL,17.66666667
PNC,75.215445,BASIL,12.33333333
PNC,44.358906,BASIL,17
PNC,71.349548,BASIL,19.33333333
PNC,91.436894,BASIL,11.83333333
PNC,100.255881,BASIL,9.75
PNC,54.194469,BASIL,20.5
PNC,86.665311,BASIL,9.583333333
PNC,55.479302,BASIL,21.33333333
PNC,90.977137,BASIL,10.75
PNC,73.39569,BASIL,18.66666667
PNC,52.187983,BASIL,16.08333333
PNC,65.096395,BASIL,16
PNC,53.710947,BASIL,19
PNC,59.145768,BASIL,14.41666667
PNC,44.187075,BASIL,18.33333333
PNC,75.017746,BASIL,13.83333333
PNC,56.312713,BASIL,18.33333333
PNC,59.185493,BASIL,15.58333333
PNC,66.715498,BASIL,17.66666667
PNC,73.507973,BASIL,14.91666667
PNC,33.738418,BASIL,19.08333333
PNC,61.814895,BASIL,17
PNC,63.974677,BASIL,19.58333333
PNC,63.425619,BASIL,16.75
PNC,61.310481,BASIL,18.83333333
PNC,73.589292,BASIL,19.41666667
PNC,73.625356,BASIL,12.5
PNC,65.808506,BASIL,9.166666667
PNC,63.432103,BASIL,13.75
PNC,87.223592,BASIL,8.666666667
PNC,69.962107,BASIL,14.5
PNC,69.039979,BASIL,20.83333333
PNC,62.423447,BASIL,16.83333333
PNC,63.460997,BASIL,15.08333333
PNC,94.638841,BASIL,8.416666667
PNC,75.48336,BASIL,12.41666667
PNC,72.782042,BASIL,14.83333333
PNC,58.849769,BASIL,15.5
PNC,53.443141,BASIL,17.58333333
PNC,67.175322,BASIL,14.75
PNC,67.543088,BASIL,15.83333333
PNC,68.366109,BASIL,11.41666667
PNC,48.920636,BASIL,15.91666667
PNC,74.812882,BASIL,14.58333333
PNC,55.365382,BASIL,20.41666667
PNC,73.621883,BASIL,20.5
PNC,70.912651,BASIL,9.333333333
PNC,72.821954,BASIL,10.91666667
PNC,73.070661,BASIL,13.41666667
PNC,79.451174,BASIL,12.41666667
PNC,67.636796,BASIL,19.08333333
PNC,62.628296,BASIL,13.33333333
PNC,109.712761,BASIL,10.5
PNC,83.399459,BASIL,15.16666667
PNC,66.739051,BASIL,17.58333333
PNC,73.047737,BASIL,21.25
PNC,105.262936,BASIL,12
PNC,57.004646,BASIL,16.16666667
PNC,57.414578,BASIL,15.41666667
PNC,63.866031,BASIL,13.33333333
PNC,60.887557,BASIL,19.91666667
PNC,76.716243,BASIL,11
PNC,82.87134,BASIL,10.5
PNC,67.25526,BASIL,12.75
PNC,59.472642,BASIL,18.91666667
PNC,52.207723,BASIL,18
PNC,89.956769,BASIL,11.41666667
PNC,76.168728,BASIL,12.16666667
PNC,58.80406,BASIL,13.75
PNC,49.965545,BASIL,20.5
PNC,67.674425,BASIL,11.33333333
PNC,48.424384,BASIL,18.16666667
PNC,75.585735,BASIL,16.33333333
PNC,65.470346,BASIL,16.75
PNC,63.562481,BASIL,12.5
PNC,68.207577,BASIL,16.25
PNC,89.870012,BASIL,21.25
PNC,106.147611,BASIL,13.41666667
PNC,63.861949,BASIL,21.33333333
PNC,80.50871,BASIL,14.5
PNC,70.68643,BASIL,18.08333333
PNC,76.631503,BASIL,13.16666667
PNC,43.81302,BASIL,19.33333333
PNC,88.421662,BASIL,12.75
PNC,70.709202,BASIL,15
PNC,69.583762,BASIL,12.5
PNC,57.939261,BASIL,17.25
PNC,77.670896,BASIL,12.58333333
PNC,61.988805,BASIL,18
PNC,92.668348,BASIL,11
PNC,71.730227,BASIL,14.5
PNC,65.006449,BASIL,20.58333333
PNC,73.825212,BASIL,10.83333333
PNC,92.848135,BASIL,9.083333333
PNC,82.726107,BASIL,8.75
PNC,61.62419,BASIL,19.91666667
PNC,46.711633,BASIL,19.25
PNC,44.279039,BASIL,19.58333333
PNC,60.654095,BASIL,20.16666667
PNC,58.628572,BASIL,15.91666667
PNC,76.852262,BASIL,14.75
PNC,60.177892,BASIL,15.58333333
PNC,49.336877,BASIL,14.08333333
PNC,65.991616,BASIL,19.33333333
PNC,65.417797,BASIL,19.91666667
PNC,80.387029,BASIL,20.75
PNC,80.086485,BASIL,13.33333333
PNC,74.820774,BASIL,13.41666667
PNC,70.891569,BASIL,9.333333333
PNC,72.736009,BASIL,18.58333333
PNC,74.200909,BASIL,18.83333333
PNC,63.606265,BASIL,20.33333333
PNC,65.153316,BASIL,14.75
PNC,75.410082,BASIL,8.916666667
PNC,63.406538,BASIL,13.33333333
PNC,62.622775,BASIL,16.58333333
PNC,76.065612,BASIL,13.16666667
PNC,75.767236,BASIL,11.58333333
PNC,61.26561,BASIL,16.91666667
PNC,61.102572,BASIL,15.83333333
PNC,62.512373,BASIL,11.83333333
PNC,95.296021,BASIL,10.5
PNC,68.788838,BASIL,14.41666667
PNC,72.082931,BASIL,18.75
PNC,58.28643,BASIL,10.16666667
PNC,52.33175,BASIL,15.16666667
PNC,87.135647,BASIL,9.5
PNC,89.788615,BASIL,11.25
PNC,84.14976,BASIL,8.166666667
PNC,77.689147,BASIL,15.41666667
PNC,65.248002,BASIL,15.5
PNC,90.109864,BASIL,8.5
PNC,93.495535,BASIL,9.833333333
PNC,83.219127,BASIL,10.5
PNC,67.341273,BASIL,18.33333333
PNC,56.687907,BASIL,23.08333333
PNC,75.918493,BASIL,10
PNC,65.08099,BASIL,20.75
PNC,62.869744,BASIL,17.66666667
PNC,45.621634,BASIL,18.58333333
PNC,71.679543,BASIL,18.83333333
PNC,67.150925,BASIL,17.16666667
PNC,85.275172,BASIL,9.75
PNC,60.942423,BASIL,18.33333333
PNC,69.748899,BASIL,8.583333333
PNC,53.2458,BASIL,18
PNC,78.336729,BASIL,16.08333333
PNC,55.294992,BASIL,19.33333333
PNC,58.578602,BASIL,15.16666667
PNC,64.288643,BASIL,18.41666667
PNC,51.168705,BASIL,19.75
PNC,40.26719,BASIL,15.58333333
PNC,54.919612,BASIL,18.91666667
PNC,66.359451,BASIL,9.833333333
PNC,63.743377,BASIL,13.83333333
PNC,54.08717,BASIL,19.83333333
PNC,61.932879,BASIL,17.16666667
PNC,54.449572,BASIL,19.25
PNC,48.061319,BASIL,21.16666667
PNC,79.734575,BASIL,13.16666667
PNC,61.122474,BASIL,12.66666667
PNC,79.063157,BASIL,9.083333333
PNC,74.844547,BASIL,10.16666667
PNC,72.217795,BASIL,14.75
PNC,70.462044,BASIL,10.5
PNC,39.880529,BASIL,18
PNC,51.383188,BASIL,20
PNC,48.493621,BASIL,19.41666667
PNC,87.311462,BASIL,10.91666667
PNC,71.289867,BASIL,13.66666667
PNC,74.286921,BASIL,15.25
PNC,60.94097,BASIL,14.91666667
PNC,55.3378,BASIL,17.83333333
PNC,73.030308,BASIL,10.83333333
PNC,83.714596,BASIL,11.41666667
PNC,76.651493,BASIL,23.08333333
PNC,59.290509,BASIL,16.58333333
PNC,86.398704,BASIL,12.16666667
PNC,102.460044,BASIL,9.5
PNC,55.63984,BASIL,20.5
PNC,67.316036,BASIL,10.41666667
PNC,73.888361,BASIL,8.75
PNC,74.07101,BASIL,10.08333333
PNC,54.105624,BASIL,21.75
PNC,74.545849,BASIL,16.66666667
PNC,74.278406,BASIL,20.25
PNC,54.220783,BASIL,20.58333333
PNC,53.448561,BASIL,16.5
PNC,92.352873,BASIL,8.75
PNC,72.278157,BASIL,13.08333333
PNC,54.49431,BASIL,17.66666667
PNC,68.06196,BASIL,16.08333333
PNC,62.535499,BASIL,16.5
PNC,45.634177,BASIL,22.5
PNC,43.313892,BASIL,17.08333333
PNC,75.003392,BASIL,9.75
PNC,57.287651,BASIL,16.16666667
PNC,99.210863,BASIL,11.25
PNC,58.151405,BASIL,17.5
PNC,74.894142,BASIL,13.5
PNC,69.221613,BASIL,18
PNC,85.810621,BASIL,11.66666667
PNC,54.838799,BASIL,18.41666667
PNC,45.59187,BASIL,22.33333333
PNC,77.055318,BASIL,12.08333333
PNC,47.521072,BASIL,16.08333333
PNC,79.680764,BASIL,21.83333333
PNC,50.515527,BASIL,18.58333333
PNC,96.125836,BASIL,8.75
PNC,60.330196,BASIL,19.75
PNC,81.105786,BASIL,10.5
PNC,73.833623,BASIL,12.33333333
PNC,48.002421,BASIL,20
PNC,46.011125,BASIL,22.41666667
PNC,80.1698,BASIL,19.16666667
PNC,61.439858,BASIL,17.75
PNC,80.773601,BASIL,10.83333333
PNC,80.2027,BASIL,9.666666667
PNC,58.275829,BASIL,14
PNC,57.655343,BASIL,18.83333333
PNC,83.439313,BASIL,9.166666667
PNC,51.583944,BASIL,17.58333333
PNC,50.609097,BASIL,18.16666667
PNC,71.845985,BASIL,16.16666667
PNC,62.826705,BASIL,16.25
PNC,69.083697,BASIL,15.16666667
PNC,88.142748,BASIL,10
PNC,55.432483,BASIL,19.08333333
PNC,71.814827,BASIL,13.91666667
PNC,68.135126,BASIL,14.25
PNC,57.206832,BASIL,16.25
PNC,67.110456,BASIL,16.41666667
PNC,55.957104,BASIL,18.83333333
PNC,59.390622,BASIL,14.5
PNC,75.045182,BASIL,12.41666667
PNC,72.161338,BASIL,19.33333333
PNC,77.941507,BASIL,12.16666667
PNC,58.605994,BASIL,18.41666667
PNC,52.579704,BASIL,20.75
PNC,78.396125,BASIL,14.08333333
PNC,59.522061,BASIL,20.25
PNC,97.82608,BASIL,13.16666667
PNC,53.026565,BASIL,21.5
PNC,58.345188,BASIL,18.41666667
PNC,66.037725,BASIL,13.58333333
PNC,76.906245,BASIL,18.41666667
PNC,83.324404,BASIL,10.08333333
PNC,61.472096,BASIL,17.33333333
PNC,73.689721,BASIL,12.91666667
PNC,86.08413,BASIL,10
PNC,64.537904,BASIL,13.91666667
PNC,62.627213,BASIL,18.25
PNC,75.73023,BASIL,20.66666667
PNC,79.909621,BASIL,14.58333333
PNC,79.202847,BASIL,13.75
PNC,41.785765,BASIL,23
PNC,78.10862,BASIL,14.41666667
PNC,69.456134,BASIL,16.33333333
PNC,61.641374,BASIL,12.25
PNC,69.244535,BASIL,14.75
PNC,98.370691,BASIL,10.66666667
PNC,75.453637,BASIL,12.08333333
PNC,69.809364,BASIL,10.16666667
PNC,62.797599,BASIL,14.5
PNC,73.436195,BASIL,13.25
PNC,67.615506,BASIL,16.58333333
PNC,77.007424,BASIL,12
PNC,41.964051,BASIL,21
PNC,78.18894,BASIL,16.75
PNC,48.372077,BASIL,19.25
PNC,72.327308,BASIL,11.5
PNC,74.333698,BASIL,15.08333333
PNC,68.98408,BASIL,13.91666667
PNC,71.145848,BASIL,8.833333333
PNC,98.285997,BASIL,11.75
PNC,63.477615,BASIL,11.58333333
PNC,58.639853,BASIL,13.83333333
PNC,63.846131,BASIL,18.66666667
PNC,90.440129,BASIL,8.916666667
PNC,58.669136,BASIL,16.16666667
PNC,70.466346,BASIL,16.75
PNC,73.404758,BASIL,14.58333333
PNC,55.988527,BASIL,16.16666667
PNC,52.424047,BASIL,21
PNC,64.287476,BASIL,16.66666667
PNC,61.244575,BASIL,11.75
PNC,50.554822,BASIL,19
PNC,49.340851,BASIL,19.16666667
PNC,52.829789,BASIL,14.41666667
PNC,70.133283,BASIL,14.08333333
PNC,36.861451,BASIL,19.33333333
PNC,62.162959,BASIL,19.58333333
PNC,49.174166,BASIL,15.08333333
