Datasets,CBFTYPE,QEI,FD
NKI,SCBF,0.191670514,0.958159641
NKI,SCBF,0.240419885,0.427720852
NKI,SCBF,0.555571379,0.075293259
NKI,SCBF,0.051681535,0.912773101
NKI,SCBF,0.631379303,0.098398802
NKI,SCBF,0.346863206,0.094166576
NKI,SCBF,0.635405117,0.056230549
NKI,SCBF,0.557306455,0.274221854
NKI,SCBF,0.317472994,0.09204184
NKI,SCBF,0.304169369,0.131299237
NKI,SCBF,0.582745505,0.106823556
NKI,SCBF,0.624184158,0.065595353
NKI,SCBF,0.284670879,0.08423284
NKI,SCBF,0.548219111,0.075247762
NKI,SCBF,0.596258009,0.075444515
NKI,SCBF,0.521895023,0.10392502
NKI,SCBF,0.573154748,0.94905038
NKI,SCBF,0.293933187,0.114492044
NKI,SCBF,0.579572573,0.17526375
NKI,SCBF,0.639286296,0.132611988
NKI,SCBF,0.58464489,0.167126165
NKI,SCBF,0.413866713,0.183017395
NKI,SCBF,0.396258081,0.227294382
NKI,SCBF,0.413105537,0.152128364
NKI,SCBF,0.637710674,0.075651924
NKI,SCBF,0.553563516,0.213378828
NKI,SCBF,0.237941843,0.339324289
NKI,SCBF,0.246143857,0.711220791
NKI,SCBF,0.534074162,0.079383447
NKI,SCBF,0.628735015,0.08750698
NKI,SCBF,0.355158573,0.081476783
NKI,SCBF,0.395692221,0.117508486
NKI,SCBF,0.490099189,0.138180142
NKI,SCBF,0.472419049,0.14696798
NKI,SCBF,0.329491687,0.113496644
NKI,SCBF,0.145548613,0.158676463
NKI,SCBF,0.169188011,0.151280165
NKI,SCBF,0.185734397,0.249073467
NKI,SCBF,0.339950177,0.114874616
NKI,SCBF,0.425113894,0.352684053
NKI,SCBF,0.554285685,0.078968014
NKI,SCBF,0.420034199,0.107535862
NKI,SCBF,0.466237645,0.172196849
NKI,SCBF,0.44996873,0.110306003
NKI,SCBF,0.612992999,0.105511897
NKI,SCBF,0.446697628,0.087867787
NKI,SCBF,0.501918554,0.188430639
NKI,SCBF,0.579623984,0.215995829
NKI,SCBF,0.388765307,0.543366089
NKI,SCBF,0.417894049,0.127088151
NKI,SCBF,0.483419144,0.169683297
NKI,SCBF,0.402086574,0.097226958
NKI,SCBF,0.254647701,0.356944352
NKI,SCBF,0.120747652,0.515082358
NKI,SCBF,0.570157844,0.432593634
NKI,SCBF,0.539342666,0.117543709
NKI,SCBF,0.469954172,0.137105212
NKI,SCBF,0.576113394,0.177715043
NKI,SCBF,0.254199708,0.143545686
NKI,SCBF,0.577498967,0.148943568
NKI,SCBF,0.515018073,0.108372131
NKI,SCBF,0.297046412,0.190595954
NKI,SCBF,0.512803147,0.140814131
NKI,SCBF,0.53317213,0.045210434
NKI,SCBF,0.269290765,0.599792582
NKI,SCBF,0.712416109,0.081774341
NKI,SCBF,0.5424071,0.105579048
NKI,SCBF,0.510041952,0.246013622
NKI,SCBF,0.485960002,0.059608088
NKI,SCBF,0.543570301,0.073291611
NKI,SCBF,0.570485564,0.417439144
NKI,SCBF,0.602011741,0.173374101
NKI,SCBF,0.193844264,0.159542518
NKI,SCBF,0.363753245,0.162209586
NKI,SCBF,0.615441934,0.055752041
NKI,SCBF,0.625637932,0.161924677
NKI,SCBF,0.482695211,0.0926361
NKI,SCBF,0.484570011,0.067437867
NKI,SCBF,0.429694373,0.179283038
NKI,SCBF,0.462377591,0.134889712
NKI,SCBF,0.506908074,0.11562141
NKI,SCBF,0.576764321,0.232888916
NKI,SCBF,0.387050801,0.1457486
NKI,SCBF,0.641401389,0.127232003
NKI,SCBF,0.620111606,0.142382317
NKI,SCBF,0.582430829,0.14996512
NKI,SCBF,0.507722528,0.143148157
NKI,SCBF,0.540251082,0.219922823
NKI,SCBF,0.56611526,0.215437024
NKI,SCBF,0.368791291,0.081765205
NKI,SCBF,0.480996777,0.180978719
NKI,SCBF,0.325699948,0.256478987
NKI,SCBF,0.371252706,0.352528808
NKI,SCBF,0.452253363,0.88603236
NKI,SCBF,0.321756641,0.107963707
NKI,SCBF,0.062536576,0.16815571
NKI,SCBF,0.416921182,0.261252171
NKI,SCBF,0.462356814,0.123715551
NKI,SCBF,0.374518932,0.123178432
NKI,SCBF,0.389950736,0.228467488
NKI,SCBF,0.521479835,0.133735858
NKI,SCBF,0.611113,0.06078362
NKI,SCBF,0.51679158,0.069955548
NKI,SCBF,0.313305269,0.107890277
NKI,SCBF,0.519813388,0.110254162
NKI,SCBF,0.633108396,0.132709718
NKI,SCBF,0.481409489,0.108024312
NKI,SCBF,0.196157701,0.118742529
NKI,SCBF,0.597612692,0.219938038
NKI,SCBF,0.66453277,0.097556285
NKI,SCBF,0.292075457,0.735667491
NKI,SCBF,0.191973453,0.595729763
NKI,SCBF,0.313570562,0.12982501
NKI,SCBF,0.527026849,0.115034781
NKI,SCBF,0.401604373,0.117131233
NKI,SCBF,0.189061896,0.255311713
NKI,SCBF,0.082699099,0.282810241
NKI,SCBF,0.641120108,0.07302498
NKI,SCBF,0.59704098,0.077375607
NKI,SCBF,0.55072712,0.155197987
NKI,SCBF,0.643415247,0.092344187
NKI,SCBF,0.445933314,0.16172521
NKI,SCBF,0.636444194,0.095324669
NKI,SCBF,0.534262104,0.110494234
NKI,SCBF,0.276060031,0.748958956
NKI,SCBF,0.132614617,0.880364562
NKI,SCBF,0.398896,0.331244541
NKI,SCBF,0.481714125,0.65185864
NKI,SCBF,0.384665808,0.126917947
NKI,SCBF,0.31004841,0.191045116
NKI,SCBF,0.440865299,0.260336053
NKI,SCBF,0.365192205,0.13565594
NKI,SCBF,0.338409451,0.17972726
NKI,SCBF,0.599907209,0.107517811
NKI,SCBF,0.415455796,0.125468106
NKI,SCBF,0.355754704,0.313341825
NKI,SCBF,0.717017478,0.147873461
NKI,SCBF,0.496568982,0.205543751
NKI,SCBF,0.461040087,0.211209362
NKI,SCBF,0.378692581,0.15755042
NKI,SCBF,0.465229118,0.119693434
NKI,SCBF,0.236003834,0.646679052
NKI,SCBF,0.470045602,0.071658391
NKI,SCBF,0.367953342,0.124108307
NKI,SCBF,0.244702898,0.093775361
NKI,SCBF,0.459678247,0.185182387
NKI,SCBF,0.547862438,0.188699548
NKI,SCBF,0.450231216,0.125984907
NKI,SCBF,0.336703774,0.084229347
NKI,SCBF,0.497489522,0.091248687
NKI,SCBF,0.407882868,0.063068613
NKI,SCBF,0.330089898,0.14705776
NKI,SCBF,0.379401797,0.133180043
NKI,SCBF,0.395771283,0.111992989
NKI,SCBF,0.56432162,0.17713682
NKI,SCBF,0.584122347,0.198923884
NKI,SCBF,0.633753238,0.176772364
NKI,SCBF,0.496094906,0.269076801
NKI,SCBF,0.561568689,0.155837909
NKI,SCBF,0.452194773,0.182298219
NKI,SCBF,0.464702726,0.154593733
NKI,SCBF,0.329658316,0.221804509
NKI,SCBF,0.315685696,0.109121267
NKI,SCBF,0.035993014,0.288888478
NKI,SCBF,0.125413723,0.227669389
NKI,SCBF,0.629031814,0.085906817
NKI,SCBF,0.497879299,0.061732266
NKI,SCBF,0.026927043,0.991425415
NKI,SCBF,0.538669986,0.229992545
NKI,SCBF,0.444801399,0.176625112
NKI,SCBF,0.607267992,0.083854406
NKI,SCBF,0.207563513,0.667106325
NKI,SCBF,0.587897789,0.16434313
NKI,SCBF,0.504394629,0.659095608
NKI,SCBF,0.541701016,0.692672153
NKI,SCBF,0.400966081,0.378135194
NKI,SCBF,0.029444014,0.168509242
NKI,SCBF,0.185147231,0.069121938
NKI,SCBF,0.666717061,0.127217926
NKI,SCBF,0.209656302,0.685962092
NKI,SCBF,0.486033593,0.25752792
NKI,SCBF,0.547442499,0.668522171
NKI,SCBF,0.513669866,0.086671855
NKI,SCBF,0.310439899,0.296492141
NKI,SCBF,0.500121614,0.385510547
NKI,SCBF,0.508078433,0.077890767
NKI,SCBF,0.604753906,0.070759209
NKI,SCBF,0.336176052,0.167504905
NKI,SCBF,0.630704061,0.082505785
NKI,SCBF,0.616988189,0.09439798
NKI,SCBF,0.583906097,0.076790135
NKI,SCBF,0.544971454,0.060815538
NKI,SCBF,0.618063296,0.266755098
NKI,SCBF,0.557688559,0.095687448
NKI,SCBF,0.069574088,0.266043748
NKI,SCBF,0.563013616,0.116048573
NKI,SCBF,0.515621979,0.157879158
NKI,SCBF,0.639128656,0.179756053
NKI,SCBF,0.403800904,0.342351041
NKI,SCBF,0.20667931,0.343302311
NKI,SCBF,0.522447631,0.171231609
NKI,SCBF,0.527756638,0.104777976
NKI,SCBF,0.168016175,0.303378616
NKI,SCBF,0.234665828,0.331672741
NKI,SCBF,0.167947867,0.350845039
NKI,SCBF,0.30728985,0.634369435
NKI,SCBF,0.625109925,0.070252714
NKI,SCBF,0.512955797,0.172043064
NKI,SCBF,0.687477183,0.060691351
NKI,SCBF,0.498059274,0.226142793
NKI,SCBF,0.621767311,0.121216626
NKI,SCBF,0.529221119,0.084070799
NKI,SCBF,0.742929049,0.133906647
NKI,SCBF,0.668351996,0.159905191
NKI,SCBF,0.669990754,0.11087197
NKI,SCBF,0.500865836,0.352553397
NKI,SCBF,0.287850656,0.154969013
NKI,SCBF,0.510797935,0.180079044
NKI,SCBF,0.540742681,0.109382562
NKI,SCBF,0.565444781,0.139435796
NKI,SCBF,0.385662486,0.1186713
NKI,SCBF,0.593407522,0.169166844
NKI,SCBF,0.515697062,0.352354421
NKI,SCBF,0.556614303,0.963166654
NKI,SCBF,0.697120448,0.094084762
NKI,SCBF,0.462309716,0.129614884
NKI,SCBF,0.729129306,0.069053184
NKI,SCBF,0.537981914,0.33481272
NKI,SCBF,0.594722657,0.121544556
NKI,SCBF,0.606452489,0.184002052
NKI,SCBF,0.152165764,0.269354038
NKI,SCBF,0.156535529,0.206010768
NKI,SCBF,0.072051052,0.124673342
NKI,SCBF,0.338023383,0.143378996
NKI,SCBF,0.293018217,0.159697722
NKI,SCBF,0.274062776,0.421781114
NKI,SCBF,0.23196891,0.811559961
NKI,SCBF,0.597909124,0.252602781
NKI,SCBF,0.106234448,0.114802155
NKI,SCBF,0.477091152,0.500394438
NKI,SCBF,0.463896754,0.188488941
NKI,SCBF,0.623830671,0.083209728
NKI,SCBF,0.533468638,0.589825759
NKI,SCBF,0.512714361,0.225813183
NKI,SCBF,0.518384809,0.139050591
NKI,SCBF,0.506363189,0.318493525
NKI,SCBF,0.57535485,0.147756243
NKI,SCBF,0.570991306,0.128934426
NKI,SCBF,0.566113687,0.081092749
NKI,SCBF,0.441963757,0.365856895
NKI,SCBF,0.680927263,0.080575274
NKI,SCBF,0.487428007,0.184683698
NKI,SCBF,0.498597204,0.157020379
NKI,SCBF,0.099501588,0.502561681
NKI,SCBF,0.566549374,0.39135187
NKI,SCBF,0.656957017,0.060483915
NKI,SCBF,0.48099626,0.423474592
NKI,SCBF,0.603025244,0.067786671
NKI,SCBF,0.603379216,0.211575927
NKI,SCBF,0.426324328,0.757087497
NKI,SCBF,0.568845037,0.21181585
NKI,SCBF,0.521637969,0.466549059
NKI,SCBF,0.423406438,0.371088098
NKI,SCBF,0.595855692,0.132587026
NKI,SCBF,0.410146781,0.128548829
NKI,SCBF,0.61172522,0.119382752
NKI,SCBF,0.620754541,0.049474709
NKI,SCBF,0.545711523,0.078801461
NKI,SCBF,0.62023434,0.121390285
NKI,SCBF,0.548295358,0.085760039
NKI,SCBF,0.517046411,0.0879924
NKI,SCBF,0.523822519,0.325420208
NKI,SCBF,0.34109121,0.069490175
NKI,SCBF,0.460400551,0.21721381
NKI,SCBF,0.36076593,0.107914962
NKI,SCBF,0.471783801,0.068424189
NKI,SCBF,0.416299952,0.65064518
NKI,SCBF,0.534458899,0.143341621
NKI,SCBF,0.554622309,0.124174096
NKI,SCBF,0.50570066,0.122506811
NKI,SCBF,0.622349591,0.077904373
NKI,SCBF,0.567271594,0.143817137
NKI,SCBF,0.602560085,0.114742455
NKI,SCBF,0.556836792,0.179305213
NKI,SCBF,0.675595545,0.127098132
NKI,SCBF,0.542354442,0.260271226
NKI,SCBF,0.500446989,0.161913061
NKI,SCBF,0.543506668,0.376314537
NKI,SCBF,0.667665479,0.142411151
NKI,SCBF,0.561871327,0.706312607
NKI,SCBF,0.605000217,0.135435779
NKI,SCBF,0.618438395,0.292536046
NKI,SCBF,0.590176455,0.076877023
NKI,SCBF,0.575199642,0.433873714
NKI,SCBF,0.512582288,0.142174747
NKI,SCBF,0.158997017,0.138699996
NKI,SCBF,0.37847059,0.110938744
NKI,SCBF,0.395438206,0.164046779
NKI,SCBF,0.612241358,0.102333772
NKI,SCBF,0.43534928,0.064462255
NKI,SCBF,0.640605491,0.082796384
NKI,SCBF,0.694220102,0.091362519
NKI,SCBF,0.534782836,0.140934079
NKI,SCBF,0.531222193,0.174029523
NKI,SCBF,0.520637866,0.284095683
NKI,SCBF,0.498814469,0.069591999
NKI,SCBF,0.234969284,0.285360674
NKI,SCBF,0.464411725,0.126163222
NKI,SCBF,0.361054058,0.100698161
NKI,SCBF,0.20003103,0.142706004
NKI,SCBF,0.630754425,0.119473833
NKI,SCBF,0.297181717,0.378479126
NKI,SCBF,0.070611885,0.57903183
NKI,SCBF,0.192161421,0.210751303
NKI,SCBF,0.22496053,0.400189432
NKI,SCBF,0.186036617,0.196045318
NKI,SCBF,0.421309541,0.097170344
NKI,SCBF,0.387467906,0.128130707
NKI,SCBF,0.520798026,0.191665854
NKI,SCBF,0.455049742,0.266724593
NKI,SCBF,0.30954576,0.433606637
NKI,SCBF,0.695905811,0.136051839
NKI,SCBF,0.469185792,0.221976807
NKI,SCBF,0.576150768,0.225466189
NKI,SCBF,0.532437628,0.087693636
NKI,SCBF,0.33668571,0.368306278
NKI,SCBF,0.511444964,0.227320806
NKI,SCBF,0.574584653,0.087087394
NKI,SCBF,0.529801636,0.113245371
NKI,SCBF,0.487888362,0.08973561
NKI,SCBF,0.522808436,0.093745403
NKI,SCBF,0.495234788,0.152711728
NKI,SCBF,0.316079667,0.105335541
NKI,SCBF,0.621446578,0.117301012
NKI,SCBF,0.333283467,0.424433554
NKI,SCBF,0.273189989,0.1522672
NKI,SCBF,0.540256372,0.093704106
NKI,SCBF,0.477540918,0.091708626
NKI,SCBF,0.48955909,0.127373427
NKI,SCBF,0.625191658,0.135429487
NKI,SCBF,0.147956804,0.12505432
NKI,SCBF,0.197621342,0.184072424
NKI,SCBF,0.41350368,0.152881938
NKI,SCBF,0.580582859,0.173322998
NKI,SCBF,0.557162058,0.096333152
NKI,SCBF,0.636792569,0.049524105
NKI,SCBF,0.608960996,0.390753586
NKI,SCBF,0.519667851,0.670047965
NKI,SCBF,0.162473413,0.073006421
NKI,SCBF,0.174508666,0.137643559
NKI,SCBF,0.237916643,0.194089155
NKI,SCBF,0.371609474,0.175919512
NKI,SCBF,0.318219725,0.151495172
NKI,SCBF,0.49850722,0.135810426
NKI,SCBF,0.675536119,0.044172681
NKI,SCBF,0.488284807,0.132082559
NKI,SCBF,0.554766926,0.132802511
NKI,SCBF,0.259148782,0.201651031
NKI,SCBF,0.45140587,0.206832665
NKI,SCBF,0.5785992,0.097713334
NKI,SCBF,0.514847939,0.119263461
NKI,SCBF,0.576404639,0.133796047
NKI,SCBF,0.554342886,0.130583018
NKI,SCBF,0.504680494,0.209515297
NKI,SCBF,0.137412595,0.224461728
NKI,SCBF,0.337872778,0.292271012
NKI,SCBF,0.125468549,0.286338321
NKI,SCBF,0.167172767,0.278365745
NKI,SCBF,0.361176442,0.059254314
NKI,SCBF,0.538651865,0.298167689
NKI,SCBF,0.488660416,0.172171503
NKI,SCBF,0.354267301,0.547680206
NKI,SCBF,0.565344908,0.163342789
NKI,SCBF,0.122025725,0.703919654
NKI,SCBF,0.330310588,0.48370924
NKI,SCBF,0.031047619,0.848826071
NKI,SCBF,0.562877135,0.33967971
NKI,SCBF,0.609709169,0.264150892
NKI,SCBF,0.660733451,0.20693386
NKI,SCBF,0.62987904,0.092702391
NKI,SCBF,0.323609381,0.078953707
NKI,SCBF,0.654192049,0.116369132
NKI,SCBF,0.60220578,0.07667053
NKI,SCBF,0.406723564,0.155343216
NKI,SCBF,0.464326775,0.135735527
NKI,SCBF,0.623452287,0.057932621
NKI,SCBF,0.61575148,0.087680675
NKI,SCBF,0.341456885,0.282112047
NKI,SCBF,0.383280662,0.689231509
NKI,SCBF,0.551863681,0.210229991
NKI,SCBF,0.45301514,0.927511556
NKI,SCBF,0.647522631,0.114248765
NKI,SCBF,0.100510662,0.110135964
NKI,SCBF,0.170193745,0.351092139
NKI,SCBF,0.453614347,0.259566481
NKI,SCBF,0.522298098,0.165536637
NKI,SCBF,0.433371396,0.108985135
NKI,SCBF,0.629572902,0.174253315
NKI,SCBF,0.66277824,0.21612225
NKI,SCBF,0.445713103,0.096572083
NKI,SCBF,0.528651123,0.080137799
NKI,SCBF,0.311250269,0.232238261
NKI,SCBF,0.543231358,0.124135462
NKI,SCBF,0.683452688,0.105375242
NKI,SCBF,0.597637476,0.118500432
NKI,SCBF,0.612397368,0.147764142
NKI,SCBF,0.230820899,0.474693317
NKI,SCBF,0.28994772,0.136903318
NKI,SCBF,0.146643886,0.308928342
NKI,SCBF,0.483894082,0.071185182
NKI,SCBF,0.421196233,0.049402651
NKI,SCBF,0.606125342,0.102107593
NKI,SCBF,0.668644062,0.124302737
NKI,SCBF,0.349346306,0.897057821
NKI,SCBF,0.51081085,0.176683228
NKI,SCBF,0.465829558,0.063840461
NKI,SCBF,0.692218226,0.087280761
NKI,SCBF,0.207884517,0.273499165
NKI,SCBF,0.29678804,0.159054276
NKI,SCBF,0.032157241,0.245647516
NKI,SCBF,0.256399533,0.488693386
NKI,SCBF,0.625434537,0.084000731
NKI,SCBF,0.440666057,0.092946647
NKI,SCBF,0.626005718,0.159164258
NKI,SCBF,0.68297138,0.129085163
NKI,SCBF,0.627469424,0.1630298
NKI,SCBF,0.611888334,0.132317426
NKI,SCBF,0.560915509,0.152061845
NKI,SCBF,0.608435366,0.095569917
NKI,SCBF,0.355995667,0.558213473
NKI,SCBF,0.547178456,0.435236007
NKI,SCBF,0.33237154,0.424114725
NKI,SCBF,0.226350628,0.107023951
NKI,SCBF,0.26712246,0.088290304
NKI,SCBF,0.56705892,0.058511445
NKI,SCBF,0.602193724,0.069243148
NKI,SCBF,0.535068615,0.053414641
NKI,SCBF,0.588943605,0.056654667
NKI,SCBF,0.563126895,0.386965926
NKI,SCBF,0.25159882,0.830578093
NKI,SCRUB,0.723167427,0.11547249
NKI,SCRUB,0.683590522,0.171546244
NKI,SCRUB,0.366273864,0.264762997
NKI,SCRUB,0.495363537,0.192907017
NKI,SCRUB,0.46905123,0.212136068
NKI,SCRUB,0.745374527,0.055758432
NKI,SCRUB,0.617375632,0.379842746
NKI,SCRUB,0.578763875,0.40616731
NKI,SCRUB,0.527042702,0.186647311
NKI,SCRUB,0.744691569,0.127130982
NKI,SCRUB,0.729868563,0.081917962
NKI,SCRUB,0.688005766,0.12067844
NKI,SCRUB,0.502767027,0.482778884
NKI,SCRUB,0.531932161,0.446364205
NKI,SCRUB,0.775554508,0.051895228
NKI,SCRUB,0.620863946,0.064694384
NKI,SCRUB,0.749615633,0.07370591
NKI,SCRUB,0.753408286,0.043387824
NKI,SCRUB,0.677139022,0.065167249
NKI,SCRUB,0.651939459,0.116895919
NKI,SCRUB,0.615022597,0.092605924
NKI,SCRUB,0.623870172,0.114881558
NKI,SCRUB,0.537439851,0.241528414
NKI,SCRUB,0.64178239,0.136463243
NKI,SCRUB,0.673661801,0.104399447
NKI,SCRUB,0.660050084,0.184292084
NKI,SCRUB,0.737939541,0.110811417
NKI,SCRUB,0.688001901,0.592444396
NKI,SCRUB,0.691481129,0.144868351
NKI,SCRUB,0.732341648,0.201279237
NKI,SCRUB,0.761444957,0.125813311
NKI,SCRUB,0.733709764,0.137714839
NKI,SCRUB,0.56306051,0.702376099
NKI,SCRUB,0.705798475,0.923954924
NKI,SCRUB,0.341203482,0.194443759
NKI,SCRUB,0.472525076,0.237151463
NKI,SCRUB,0.437508173,0.837170072
NKI,SCRUB,0.735621597,0.096976776
NKI,SCRUB,0.569070927,0.309644713
NKI,SCRUB,0.414839082,0.15888656
NKI,SCRUB,0.735253002,0.091080914
NKI,SCRUB,0.582010105,0.413725129
NKI,SCRUB,0.609918928,0.194069006
NKI,SCRUB,0.523669509,0.058124988
NKI,SCRUB,0.412793229,0.128237707
NKI,SCRUB,0.41823097,0.089403837
NKI,SCRUB,0.311753792,0.411748987
NKI,SCRUB,0.700401938,0.063721895
NKI,SCRUB,0.606685466,0.071183586
NKI,SCRUB,0.600018654,0.089140473
NKI,SCRUB,0.630983732,0.076761623
NKI,SCRUB,0.750981723,0.123083034
NKI,SCRUB,0.774934729,0.128704013
NKI,SCRUB,0.629517723,0.294017555
NKI,SCRUB,0.744737897,0.186009329
NKI,SCRUB,0.396920427,0.211064082
NKI,SCRUB,0.322491513,0.266370906
NKI,SCRUB,0.472516863,0.312884912
NKI,SCRUB,0.716843613,0.188623556
NKI,SCRUB,0.772343067,0.098044551
NKI,SCRUB,0.669361375,0.070946878
NKI,SCRUB,0.625462711,0.212468528
NKI,SCRUB,0.39553818,0.186540321
NKI,SCRUB,0.5735837,0.103985166
NKI,SCRUB,0.686634535,0.424490061
NKI,SCRUB,0.669830296,0.130433263
NKI,SCRUB,0.115306892,0.228871858
NKI,SCRUB,0.123206966,0.178290601
NKI,SCRUB,0.733948341,0.094077258
NKI,SCRUB,0.691384823,0.135150689
NKI,SCRUB,0.630946686,0.128197462
NKI,SCRUB,0.295461799,0.169614217
NKI,SCRUB,0.727261365,0.054582138
NKI,SCRUB,0.781847813,0.062669984
NKI,SCRUB,0.76603785,0.062492
NKI,SCRUB,0.718532259,0.116951088
NKI,SCRUB,0.6419045,0.081438229
NKI,SCRUB,0.642660125,0.070993172
NKI,SCRUB,0.560898787,0.081246841
NKI,SCRUB,0.669922045,0.04751957
NKI,SCRUB,0.755341474,0.099012595
NKI,SCRUB,0.252891236,0.303697616
NKI,SCRUB,0.136854703,0.330885055
NKI,SCRUB,0.542774151,0.105992993
NKI,SCRUB,0.591298254,0.158838551
NKI,SCRUB,0.611806984,0.160570315
NKI,SCRUB,0.65925138,0.154141052
NKI,SCRUB,0.622237449,0.191014159
NKI,SCRUB,0.612451201,0.159781315
NKI,SCRUB,0.756056604,0.12495828
NKI,SCRUB,0.715692735,0.14152996
NKI,SCRUB,0.718946362,0.082079506
NKI,SCRUB,0.39685793,0.164604428
NKI,SCRUB,0.752107313,0.083973725
NKI,SCRUB,0.523434184,0.186464431
NKI,SCRUB,0.613790623,0.383477355
NKI,SCRUB,0.622266442,0.069659629
NKI,SCRUB,0.329607448,0.343316524
NKI,SCRUB,0.656045382,0.168219897
NKI,SCRUB,0.721877678,0.114505589
NKI,SCRUB,0.647692469,0.202346257
NKI,SCRUB,0.689526976,0.163743625
NKI,SCRUB,0.738813059,0.091111463
NKI,SCRUB,0.698907627,0.117757802
NKI,SCRUB,0.59611967,0.273667038
NKI,SCRUB,0.654740781,0.836392069
NKI,SCRUB,0.369421386,0.170600586
NKI,SCRUB,0.39553138,0.18486637
NKI,SCRUB,0.384802084,0.288041403
NKI,SCRUB,0.746649971,0.128937282
NKI,SCRUB,0.744580145,0.204605948
NKI,SCRUB,0.606711652,0.150161533
NKI,SCRUB,0.634655598,0.185209515
NKI,SCRUB,0.51387452,0.48270287
NKI,SCRUB,0.619790445,0.693253485
NKI,SCRUB,0.655899649,0.16838359
NKI,SCRUB,0.652378862,0.069847746
NKI,SCRUB,0.590882453,0.048138866
NKI,SCRUB,0.650555264,0.063806833
NKI,SCRUB,0.701325082,0.069245902
NKI,SCRUB,0.619493477,0.110253282
NKI,SCRUB,0.717188296,0.059930882
NKI,SCRUB,0.582787851,0.065656861
NKI,SCRUB,0.715655258,0.110848229
NKI,SCRUB,0.700497643,0.07895074
NKI,SCRUB,0.680447496,0.190458411
NKI,SCRUB,0.590438568,0.106881953
NKI,SCRUB,0.578612512,0.088879997
NKI,SCRUB,0.497478148,0.08806255
NKI,SCRUB,0.701781472,0.259377787
NKI,SCRUB,0.630989875,0.179102424
NKI,SCRUB,0.667344644,0.107255842
NKI,SCRUB,0.774345285,0.423045749
NKI,SCRUB,0.66067592,0.723195842
NKI,SCRUB,0.635515994,0.57674104
NKI,SCRUB,0.66108641,0.466011161
NKI,SCRUB,0.696823814,0.255925016
NKI,SCRUB,0.746891563,0.822790862
NKI,SCRUB,0.752579138,0.192411962
NKI,SCRUB,0.721961784,0.088083716
NKI,SCRUB,0.612614638,0.115288042
NKI,SCRUB,0.662632373,0.113514109
NKI,SCRUB,0.648726162,0.118703071
NKI,SCRUB,0.655121033,0.108775696
NKI,SCRUB,0.474983529,0.274499252
NKI,SCRUB,0.557415594,0.111919071
NKI,SCRUB,0.514463271,0.166081747
NKI,SCRUB,0.568757503,0.22204889
NKI,SCRUB,0.760999178,0.09463294
NKI,SCRUB,0.73325608,0.069810616
NKI,SCRUB,0.70182751,0.087139825
NKI,SCRUB,0.673948849,0.083638115
NKI,SCRUB,0.674410787,0.073705285
NKI,SCRUB,0.629904009,0.066285434
NKI,SCRUB,0.666053407,0.105163889
NKI,SCRUB,0.520731111,0.114951766
NKI,SCRUB,0.61195242,0.141522377
NKI,SCRUB,0.415085105,0.207208619
NKI,SCRUB,0.432184969,0.266799961
NKI,SCRUB,0.698600437,0.071998543
NKI,SCRUB,0.723780331,0.120805288
NKI,SCRUB,0.758464968,0.094608779
NKI,SCRUB,0.325167702,0.176942269
NKI,SCRUB,0.466634931,0.225049778
NKI,SCRUB,0.310524975,0.249668556
NKI,SCRUB,0.346216649,0.303323404
NKI,SCRUB,0.709068767,0.106035687
NKI,SCRUB,0.652441227,0.089001748
NKI,SCRUB,0.043134798,0.15750043
NKI,SCRUB,0.709760844,0.2298827
NKI,SCRUB,0.714856099,0.134796844
NKI,SCRUB,0.385224613,0.15548156
NKI,SCRUB,0.677390956,0.065225662
NKI,SCRUB,0.552347736,0.377134429
NKI,SCRUB,0.591463435,0.181096543
NKI,SCRUB,0.343939779,0.986123623
NKI,SCRUB,0.604283163,0.321284643
NKI,SCRUB,0.61599764,0.184124617
NKI,SCRUB,0.61716076,0.108069626
NKI,SCRUB,0.666050436,0.266177502
NKI,SCRUB,0.62328678,0.455695081
NKI,SCRUB,0.642156388,0.307929385
NKI,SCRUB,0.647479351,0.73024472
NKI,SCRUB,0.270182831,0.35866229
NKI,SCRUB,0.670068419,0.160361356
NKI,SCRUB,0.544328583,0.117684998
NKI,SCRUB,0.583184779,0.072887799
NKI,SCRUB,0.478539027,0.111276774
NKI,SCRUB,0.7195515,0.17204761
NKI,SCRUB,0.667715501,0.077095269
NKI,SCRUB,0.667998918,0.167232998
NKI,SCRUB,0.77261561,0.119107692
NKI,SCRUB,0.759942872,0.383583511
NKI,SCRUB,0.69118336,0.901307145
NKI,SCRUB,0.682574265,0.252957164
NKI,SCRUB,0.645709664,0.177788729
NKI,SCRUB,0.677964084,0.058652277
NKI,SCRUB,0.688069045,0.576228586
NKI,SCRUB,0.660923231,0.579146427
NKI,SCRUB,0.546393359,0.765031035
NKI,SCRUB,0.688744601,0.709269215
NKI,SCRUB,0.737317995,0.128567441
NKI,SCRUB,0.605282073,0.392356947
NKI,SCRUB,0.742389819,0.142239057
NKI,SCRUB,0.756491372,0.254855035
NKI,SCRUB,0.602323512,0.16713406
NKI,SCRUB,0.729015806,0.157704231
NKI,SCRUB,0.501986198,0.830998325
NKI,SCRUB,0.54080749,0.977189211
NKI,SCRUB,0.522684551,0.203058216
NKI,SCRUB,0.707609913,0.090680365
NKI,SCRUB,0.671255235,0.212644404
NKI,SCRUB,0.596803623,0.052925635
NKI,SCRUB,0.563710977,0.334099434
NKI,SCRUB,0.273942987,0.133833057
