Datasets,CBFTYPE,QEI,FD
PNC,BASIL,0.820091945,0.183011516
PNC,BASIL,0.806699273,0.108188261
PNC,BASIL,0.842414353,0.111828953
PNC,BASIL,0.783281058,0.94720588
PNC,BASIL,0.829854366,0.137512961
PNC,BASIL,0.833191222,0.083235598
PNC,BASIL,0.820446903,0.36579344
PNC,BASIL,0.782799462,0.220981339
PNC,BASIL,0.800498663,0.133591857
PNC,BASIL,0.82056538,0.115249166
PNC,BASIL,0.823903223,0.146916767
PNC,BASIL,0.794217816,0.133186619
PNC,BASIL,0.801635779,0.19403565
PNC,BASIL,0.836335276,0.104702827
PNC,BASIL,0.815759178,0.108802524
PNC,BASIL,0.791662334,0.139400908
PNC,BASIL,0.829306759,0.10720712
PNC,BASIL,0.8058495,0.121112848
PNC,BASIL,0.822361309,0.149034231
PNC,BASIL,0.798610475,0.104022967
PNC,BASIL,0.781642166,0.14281422
PNC,BASIL,0.777493534,0.075426617
PNC,BASIL,0.792372505,0.178782206
PNC,BASIL,0.818823336,0.104430061
PNC,BASIL,0.805729739,0.138761757
PNC,BASIL,0.817725919,0.169215047
PNC,BASIL,0.788773669,0.433764458
PNC,BASIL,0.840381745,0.083129954
PNC,BASIL,0.779087073,0.175646528
PNC,BASIL,0.804497014,0.15548042
PNC,BASIL,0.800814696,0.14673759
PNC,BASIL,0.792658972,0.564943111
PNC,BASIL,0.803438275,0.107782308
PNC,BASIL,0.823074614,0.15704393
PNC,BASIL,0.810346224,0.121218653
PNC,BASIL,0.787441052,0.28195904
PNC,BASIL,0.840131554,0.147033392
PNC,BASIL,0.828387311,0.110863433
PNC,BASIL,0.832943248,0.074989727
PNC,BASIL,0.822134397,0.126781873
PNC,BASIL,0.812467328,0.209033235
PNC,BASIL,0.828694088,0.250175476
PNC,BASIL,0.838771938,0.112646598
PNC,BASIL,0.828805509,0.079069175
PNC,BASIL,0.797824945,0.179963608
PNC,BASIL,0.797588229,0.072609736
PNC,BASIL,0.820250204,0.087711737
PNC,BASIL,0.834240805,0.095079334
PNC,BASIL,0.834208997,0.085879353
PNC,BASIL,0.820489813,0.138599917
PNC,BASIL,0.818382118,0.15117253
PNC,BASIL,0.828167187,0.192246012
PNC,BASIL,0.795896119,0.251873607
PNC,BASIL,0.774253649,0.442752327
PNC,BASIL,0.811041372,0.118342003
PNC,BASIL,0.789983591,0.195993197
PNC,BASIL,0.767188177,0.791204299
PNC,BASIL,0.844525644,0.165405462
PNC,BASIL,0.815905412,0.106915398
PNC,BASIL,0.81635482,0.137753178
PNC,BASIL,0.777475232,0.131636567
PNC,BASIL,0.840657076,0.132400157
PNC,BASIL,0.816081093,0.087285773
PNC,BASIL,0.808828724,0.160295469
PNC,BASIL,0.842598518,0.064835715
PNC,BASIL,0.821977733,0.13554417
PNC,BASIL,0.800917366,0.33955914
PNC,BASIL,0.783689648,0.109386203
PNC,BASIL,0.826278427,0.175439292
PNC,BASIL,0.805065681,0.146372837
PNC,BASIL,0.797509922,0.142217246
PNC,BASIL,0.800023525,0.092364829
PNC,BASIL,0.797995997,0.128368103
PNC,BASIL,0.753238144,0.236491662
PNC,BASIL,0.767809055,0.066561986
PNC,BASIL,0.787327275,0.211863797
PNC,BASIL,0.82785163,0.087181481
PNC,BASIL,0.801531925,0.092313941
PNC,BASIL,0.821409655,0.102722334
PNC,BASIL,0.833503595,0.099420738
PNC,BASIL,0.765798629,0.106269401
PNC,BASIL,0.826409359,0.14472405
PNC,BASIL,0.830054063,0.105244276
PNC,BASIL,0.796505677,0.191582733
PNC,BASIL,0.792067975,0.089560389
PNC,BASIL,0.837575972,0.163784367
PNC,BASIL,0.835360931,0.184971471
PNC,BASIL,0.806221795,0.112785914
PNC,BASIL,0.798660484,0.159793012
PNC,BASIL,0.831780898,0.231894051
PNC,BASIL,0.826750392,0.10108014
PNC,BASIL,0.814580739,0.143400269
PNC,BASIL,0.823755242,0.164368766
PNC,BASIL,0.776657289,0.128820066
PNC,BASIL,0.803447264,0.121328519
PNC,BASIL,0.793384168,0.118855542
PNC,BASIL,0.81163929,0.248927408
PNC,BASIL,0.798056614,0.187207219
PNC,BASIL,0.814625952,0.092477009
PNC,BASIL,0.832308192,0.374022374
PNC,BASIL,0.805522307,0.331140802
PNC,BASIL,0.788824016,0.108516891
PNC,BASIL,0.820960789,0.187387732
PNC,BASIL,0.822601339,0.086125111
PNC,BASIL,0.833535582,0.114334505
PNC,BASIL,0.752276472,0.136384543
PNC,BASIL,0.811845742,0.166543327
PNC,BASIL,0.839644833,0.091179815
PNC,BASIL,0.847276812,0.068768067
PNC,BASIL,0.795145552,0.107264867
PNC,BASIL,0.820372089,0.188935277
PNC,BASIL,0.840785865,0.119050313
PNC,BASIL,0.842005754,0.090114805
PNC,BASIL,0.817004469,0.082993354
PNC,BASIL,0.815483701,0.072711669
PNC,BASIL,0.792300707,0.154111304
PNC,BASIL,0.814686799,0.10370335
PNC,BASIL,0.793173992,0.089258491
PNC,BASIL,0.830875251,0.183533969
PNC,BASIL,0.792600901,0.204667327
PNC,BASIL,0.803482284,0.731630969
PNC,BASIL,0.809438489,0.138017131
PNC,BASIL,0.830203117,0.093351911
PNC,BASIL,0.820938478,0.124068401
PNC,BASIL,0.79573901,0.18126292
PNC,BASIL,0.791150091,0.176564424
PNC,BASIL,0.762556517,0.120440944
PNC,BASIL,0.832801695,0.094664694
PNC,BASIL,0.814104483,0.087211778
PNC,BASIL,0.762617338,0.290370604
PNC,BASIL,0.804222064,0.185538801
PNC,BASIL,0.838575846,0.125057111
PNC,BASIL,0.818970585,0.23810522
PNC,BASIL,0.85801395,0.092910752
PNC,BASIL,0.774301782,0.259382791
PNC,BASIL,0.792996446,0.186871699
PNC,BASIL,0.813750839,0.14930919
PNC,BASIL,0.799853442,0.221536194
PNC,BASIL,0.788372812,0.574567635
PNC,BASIL,0.781985394,0.129639225
PNC,BASIL,0.818460949,0.163294389
PNC,BASIL,0.779354031,0.128768633
PNC,BASIL,0.818716708,0.143296604
PNC,BASIL,0.763798622,0.375540457
PNC,BASIL,0.815453368,0.110315074
PNC,BASIL,0.788093988,0.128788254
PNC,BASIL,0.837625639,0.088706792
PNC,BASIL,0.771619345,0.096096672
PNC,BASIL,0.821754621,0.080793894
PNC,BASIL,0.802464889,0.14143572
PNC,BASIL,0.810575704,0.262217267
PNC,BASIL,0.819273435,0.177762443
PNC,BASIL,0.823627733,0.204739807
PNC,BASIL,0.829685194,0.098980096
PNC,BASIL,0.8152121,0.327430748
PNC,BASIL,0.837120304,0.109746835
PNC,BASIL,0.828049401,0.108539114
PNC,BASIL,0.793678896,0.223137522
PNC,BASIL,0.80752571,0.156709758
PNC,BASIL,0.85165944,0.14782799
PNC,BASIL,0.817744422,0.057240525
PNC,BASIL,0.827465531,0.123983475
PNC,BASIL,0.816322067,0.054543852
PNC,BASIL,0.821969615,0.279350236
PNC,BASIL,0.821647682,0.163047908
PNC,BASIL,0.783600104,0.19172005
PNC,BASIL,0.829306619,0.070538882
PNC,BASIL,0.766033383,0.133795058
PNC,BASIL,0.760494297,0.179113646
PNC,BASIL,0.80379811,0.079054919
PNC,BASIL,0.829978727,0.116677515
PNC,BASIL,0.813455741,0.13497284
PNC,BASIL,0.788502399,0.118828934
PNC,BASIL,0.837744397,0.05459808
PNC,BASIL,0.805552811,0.215784695
PNC,BASIL,0.785060973,0.118011587
PNC,BASIL,0.80726258,0.156383089
PNC,BASIL,0.778676199,0.07813259
PNC,BASIL,0.788432238,0.115296137
PNC,BASIL,0.845591916,0.136818881
PNC,BASIL,0.795066518,0.260463317
PNC,BASIL,0.822893332,0.100761916
PNC,BASIL,0.841883601,0.146453442
PNC,BASIL,0.801456227,0.175742429
PNC,BASIL,0.8114616,0.138435474
PNC,BASIL,0.823894017,0.328856292
PNC,BASIL,0.772603127,0.193386351
PNC,BASIL,0.801192031,0.294927784
PNC,BASIL,0.795498866,0.086948086
PNC,BASIL,0.789457904,0.054609663
PNC,BASIL,0.817910824,0.081770021
PNC,BASIL,0.813950543,0.066067227
PNC,BASIL,0.828039233,0.164503621
PNC,BASIL,0.81687706,0.286432224
PNC,BASIL,0.841401114,0.08883548
PNC,BASIL,0.819894223,0.091849296
PNC,BASIL,0.769305711,0.132167092
PNC,BASIL,0.834722186,0.17140008
PNC,BASIL,0.802254217,0.475882194
PNC,BASIL,0.833404707,0.188715529
PNC,BASIL,0.784187553,0.2008571
PNC,BASIL,0.789329205,0.072363876
PNC,BASIL,0.798036562,0.090099554
PNC,BASIL,0.779758646,0.130570843
PNC,BASIL,0.834395351,0.162685174
PNC,BASIL,0.822370879,0.078903112
PNC,BASIL,0.816401206,0.122073957
PNC,BASIL,0.825757986,0.181568536
PNC,BASIL,0.80946001,0.236285685
PNC,BASIL,0.821614841,0.115810858
PNC,BASIL,0.762245618,0.236327142
PNC,BASIL,0.814045111,0.292565043
PNC,BASIL,0.820479869,0.091086037
PNC,BASIL,0.820126269,0.100968734
PNC,BASIL,0.833536108,0.117575988
PNC,BASIL,0.817225492,0.198693045
PNC,BASIL,0.843933824,0.19427084
PNC,BASIL,0.799567462,0.148087756
PNC,BASIL,0.805066169,0.192211327
PNC,BASIL,0.801629538,0.169401948
PNC,BASIL,0.803515046,0.163438803
PNC,BASIL,0.795539165,0.082810021
PNC,BASIL,0.78993237,0.423329299
PNC,BASIL,0.796113218,0.104681096
PNC,BASIL,0.803485058,0.106540445
PNC,BASIL,0.834254446,0.090679212
PNC,BASIL,0.839413319,0.267524958
PNC,BASIL,0.823966324,0.140290731
PNC,BASIL,0.821249501,0.109622257
PNC,BASIL,0.843122839,0.159272336
PNC,BASIL,0.766461634,0.164826956
PNC,BASIL,0.79700165,0.144084522
PNC,BASIL,0.840182454,0.096027314
PNC,BASIL,0.802875413,0.124404445
PNC,BASIL,0.805903945,0.089736166
PNC,BASIL,0.836077574,0.130518636
PNC,BASIL,0.807878981,0.089716253
PNC,BASIL,0.816524783,0.138594713
PNC,BASIL,0.776760834,0.079503692
PNC,BASIL,0.814366596,0.111595154
PNC,BASIL,0.823184963,0.214587789
PNC,BASIL,0.833311181,0.06106372
PNC,BASIL,0.846565763,0.139612012
PNC,BASIL,0.826710002,0.152681651
PNC,BASIL,0.821111439,0.107896066
PNC,BASIL,0.800571189,0.174943684
PNC,BASIL,0.832197988,0.143633886
PNC,BASIL,0.815504043,0.079556019
PNC,BASIL,0.784400183,0.214345181
PNC,BASIL,0.83522294,0.12402327
PNC,BASIL,0.822970803,0.121155315
PNC,BASIL,0.773545251,0.129316141
PNC,BASIL,0.826078718,0.15923846
PNC,BASIL,0.811838191,0.533554761
PNC,BASIL,0.817887712,0.146934414
PNC,BASIL,0.810288528,0.20370686
PNC,BASIL,0.82846963,0.063646839
PNC,BASIL,0.779834581,0.124912526
PNC,BASIL,0.820742443,0.077445205
PNC,BASIL,0.808579526,0.108710824
PNC,BASIL,0.746402617,0.116645882
PNC,BASIL,0.817699993,0.243900671
PNC,BASIL,0.813548703,0.138416849
PNC,BASIL,0.843179371,0.128861829
PNC,BASIL,0.829467202,0.117079499
PNC,BASIL,0.804731009,0.219460207
PNC,BASIL,0.840945515,0.149734483
PNC,BASIL,0.809947801,0.094123782
PNC,BASIL,0.826233039,0.128039653
PNC,BASIL,0.804325342,0.177294622
PNC,BASIL,0.836806793,0.179469795
PNC,BASIL,0.824969852,0.167013876
PNC,BASIL,0.824780501,0.275021018
PNC,BASIL,0.765650833,0.832635641
PNC,BASIL,0.829763429,0.197442243
PNC,BASIL,0.82997386,0.086939746
PNC,BASIL,0.805678794,0.078060937
PNC,BASIL,0.819885773,0.098782802
PNC,BASIL,0.82306571,0.081771443
PNC,BASIL,0.774607102,0.253577273
PNC,BASIL,0.826875415,0.180641306
PNC,BASIL,0.849530449,0.104945182
PNC,BASIL,0.82771239,0.109610388
PNC,BASIL,0.799100092,0.145050274
PNC,BASIL,0.851790384,0.109923712
PNC,BASIL,0.814494202,0.166696968
PNC,BASIL,0.730031413,0.193735254
PNC,BASIL,0.820227485,0.120019744
PNC,BASIL,0.771881272,0.102968873
PNC,BASIL,0.836657596,0.093994955
PNC,BASIL,0.800225018,0.091565814
PNC,BASIL,0.794528294,0.165450204
PNC,BASIL,0.810589459,0.108867203
PNC,BASIL,0.853666941,0.138823424
PNC,BASIL,0.834968305,0.196809959
PNC,BASIL,0.804636581,0.224252551
PNC,BASIL,0.795289785,0.090131785
PNC,BASIL,0.738115167,0.101445386
PNC,BASIL,0.807371249,0.2233842
PNC,BASIL,0.814289292,0.12125039
PNC,BASIL,0.790485217,0.121556086
PNC,BASIL,0.818081175,0.415859413
PNC,BASIL,0.809316518,0.115662861
PNC,BASIL,0.83288466,0.155791778
PNC,BASIL,0.787307481,0.10384518
PNC,BASIL,0.755628954,0.182906456
PNC,BASIL,0.794211628,0.168629459
PNC,BASIL,0.817868234,0.081230723
PNC,BASIL,0.774849976,0.10284932
PNC,BASIL,0.80331063,0.24066539
PNC,BASIL,0.840516479,0.173115161
PNC,BASIL,0.797410137,0.151768428
PNC,BASIL,0.808909783,0.160175573
PNC,BASIL,0.805325654,0.086714912
PNC,BASIL,0.812731102,0.113060668
PNC,BASIL,0.828606778,0.115432052
PNC,BASIL,0.817635763,0.126493918
PNC,BASIL,0.812923087,0.117390383
PNC,BASIL,0.820242172,0.074418256
PNC,BASIL,0.812504399,0.173035776
PNC,BASIL,0.818215139,0.301735791
PNC,BASIL,0.805652229,0.055012284
PNC,BASIL,0.825873229,0.082013203
PNC,BASIL,0.765127188,0.092348693
PNC,BASIL,0.819170439,0.113398402
PNC,BASIL,0.80982308,0.171778651
PNC,BASIL,0.823946639,0.121939056
PNC,BASIL,0.809570449,0.315601808
PNC,BASIL,0.814778358,0.206243846
PNC,BASIL,0.842859376,0.15889959
PNC,BASIL,0.791617274,0.150557946
PNC,BASIL,0.755157903,0.071757903
PNC,BASIL,0.784631427,0.166145955
PNC,BASIL,0.835748851,0.094601207
PNC,BASIL,0.813940487,0.086533518
PNC,BASIL,0.815409127,0.143097079
PNC,BASIL,0.796190439,0.169233666
PNC,BASIL,0.79789538,0.087677955
PNC,BASIL,0.830568364,0.093975516
PNC,BASIL,0.80570508,0.18705224
PNC,BASIL,0.792488326,0.666667561
PNC,BASIL,0.820707789,0.144247326
PNC,BASIL,0.812658784,0.175516768
PNC,BASIL,0.825042661,0.125625512
PNC,BASIL,0.786598473,0.222965115
PNC,BASIL,0.809867734,0.209395193
PNC,BASIL,0.824613673,0.088941376
PNC,BASIL,0.8131914,0.082194104
PNC,BASIL,0.8130284,0.082335935
PNC,BASIL,0.80644584,0.178732954
PNC,BASIL,0.80307477,0.101708068
PNC,BASIL,0.776088087,0.112538095
PNC,BASIL,0.823689151,0.101326996
PNC,BASIL,0.792570361,0.091639524
PNC,BASIL,0.82691509,0.118494494
PNC,BASIL,0.792033984,0.119605085
PNC,BASIL,0.772528983,0.156891342
PNC,BASIL,0.818407376,0.113033094
PNC,BASIL,0.802177201,0.12100343
PNC,BASIL,0.822833269,0.10920047
PNC,BASIL,0.814618855,0.073213668
PNC,BASIL,0.78662698,0.102189627
PNC,BASIL,0.818535435,0.094964709
PNC,BASIL,0.840522826,0.295344497
PNC,BASIL,0.837070097,0.244138035
PNC,BASIL,0.782344555,0.192435332
PNC,BASIL,0.81559837,0.128453258
PNC,BASIL,0.809036007,0.210170789
PNC,BASIL,0.825192651,0.109205722
PNC,BASIL,0.803227175,0.165480525
PNC,BASIL,0.833181059,0.090352919
PNC,BASIL,0.842366537,0.100555275
PNC,BASIL,0.822572592,0.138607447
PNC,BASIL,0.814511319,0.152433854
PNC,BASIL,0.819873432,0.136191063
PNC,BASIL,0.787471922,0.113501369
PNC,BASIL,0.793519068,0.134511291
PNC,BASIL,0.841818982,0.101195358
PNC,BASIL,0.816556441,0.180629126
PNC,BASIL,0.81017852,0.199325266
PNC,BASIL,0.799218852,0.109899953
PNC,BASIL,0.805749236,0.163196086
PNC,BASIL,0.81452286,0.126162178
PNC,BASIL,0.848746207,0.141713322
PNC,BASIL,0.827999076,0.101155634
PNC,BASIL,0.842776737,0.079870458
PNC,BASIL,0.818820389,0.140316338
PNC,BASIL,0.847818231,0.139203129
PNC,BASIL,0.844158575,0.166856361
PNC,BASIL,0.823947529,0.175333019
PNC,BASIL,0.833792039,0.190239943
PNC,BASIL,0.811540644,0.203536594
PNC,BASIL,0.778662306,0.147815254
PNC,BASIL,0.805751082,0.0734995
PNC,BASIL,0.824039863,0.111255246
PNC,BASIL,0.789447487,0.479352183
PNC,BASIL,0.822200784,0.205516287
PNC,BASIL,0.805184378,0.167059201
PNC,BASIL,0.806069273,0.371774871
PNC,BASIL,0.788078636,0.247482452
PNC,BASIL,0.816552976,0.073204687
PNC,BASIL,0.848385012,0.159350878
PNC,BASIL,0.81022536,0.325729679
PNC,BASIL,0.827074289,0.107308652
PNC,BASIL,0.822676909,0.099814677
PNC,BASIL,0.818959557,0.146310746
PNC,BASIL,0.798678784,0.112199282
PNC,BASIL,0.81257186,0.092648465
PNC,BASIL,0.814599442,0.156939683
PNC,BASIL,0.810413001,0.107444937
PNC,BASIL,0.795606654,0.141980543
PNC,BASIL,0.820725825,0.154435768
PNC,BASIL,0.798796468,0.155317472
PNC,BASIL,0.814151894,0.209485495
PNC,BASIL,0.789475418,0.089557731
PNC,BASIL,0.789784134,0.088341816
PNC,BASIL,0.832020725,0.147713086
PNC,BASIL,0.819301214,0.120790417
PNC,BASIL,0.810223614,0.125665739
PNC,BASIL,0.828945232,0.13172196
PNC,BASIL,0.829427467,0.130936756
PNC,BASIL,0.837699485,0.141968377
PNC,BASIL,0.803979309,0.19333291
PNC,BASIL,0.822654904,0.174290198
PNC,BASIL,0.835059951,0.065069734
PNC,BASIL,0.835900863,0.141369389
PNC,BASIL,0.781936993,0.153662639
PNC,BASIL,0.817242287,0.139733637
PNC,BASIL,0.831539384,0.125606565
PNC,BASIL,0.796828708,0.132898751
PNC,BASIL,0.789694674,0.401074883
PNC,BASIL,0.76286268,0.117066868
PNC,BASIL,0.811688124,0.078259679
PNC,BASIL,0.812682154,0.340585395
PNC,BASIL,0.809343863,0.080077815
PNC,BASIL,0.810831275,0.160435355
PNC,BASIL,0.812819877,0.127478362
PNC,BASIL,0.813413867,0.125805209
PNC,BASIL,0.782262054,0.254482816
PNC,BASIL,0.79773638,0.132688924
PNC,BASIL,0.770176191,0.121950785
PNC,BASIL,0.785662995,0.094247745
PNC,BASIL,0.809179956,0.41271373
PNC,BASIL,0.765522803,0.485705764
PNC,BASIL,0.826940074,0.177342016
PNC,BASIL,0.820722835,0.097660012
PNC,BASIL,0.815630582,0.195774548
PNC,BASIL,0.823872436,0.197565402
PNC,BASIL,0.78492565,0.101612683
PNC,BASIL,0.829256206,0.099652539
PNC,BASIL,0.79678015,0.110600397
PNC,BASIL,0.720357638,0.163572417
PNC,BASIL,0.775050401,0.47104921
PNC,BASIL,0.7963885,0.17961155
PNC,BASIL,0.839138549,0.134501497
PNC,BASIL,0.776838215,0.141639348
PNC,BASIL,0.833350983,0.109779704
PNC,BASIL,0.808482992,0.434246512
PNC,BASIL,0.830241191,0.128679757
PNC,BASIL,0.782192359,0.066129992
PNC,BASIL,0.818030917,0.32259184
PNC,BASIL,0.796852906,0.08242991
PNC,BASIL,0.778888993,0.262158377
PNC,BASIL,0.849147581,0.140237291
PNC,BASIL,0.834506329,0.141152538
PNC,BASIL,0.814229183,0.15586287
PNC,BASIL,0.815817963,0.0891529
PNC,BASIL,0.819115065,0.074179537
PNC,BASIL,0.822492593,0.075957456
PNC,BASIL,0.784672,0.183749296
PNC,BASIL,0.799558033,0.086900163
PNC,BASIL,0.820410314,0.076791605
PNC,BASIL,0.811860071,0.106960918
PNC,BASIL,0.845480837,0.130266417
PNC,BASIL,0.788156681,0.182931575
PNC,BASIL,0.770888713,0.120457277
PNC,BASIL,0.79140936,0.150397592
PNC,BASIL,0.822771068,0.145081045
PNC,BASIL,0.807673844,0.101294971
PNC,BASIL,0.79798302,0.188480295
PNC,BASIL,0.78566319,0.066279081
PNC,BASIL,0.778728494,0.119511887
PNC,BASIL,0.775363732,0.145345329
PNC,BASIL,0.791010369,0.160124557
PNC,BASIL,0.776288919,0.139420904
PNC,BASIL,0.83010743,0.079716877
PNC,BASIL,0.812485643,0.050512935
PNC,BASIL,0.825111925,0.121265176
PNC,BASIL,0.835889177,0.155748675
PNC,BASIL,0.807730269,0.282671022
PNC,BASIL,0.829451237,0.21041723
PNC,BASIL,0.847339382,0.093121866
PNC,BASIL,0.807453574,0.224652291
PNC,BASIL,0.812072699,0.22306846
PNC,BASIL,0.781326643,0.750466059
PNC,BASIL,0.743569856,0.928416476
PNC,BASIL,0.820493639,0.135781591
PNC,BASIL,0.777206939,0.214432157
PNC,BASIL,0.802746073,0.145261656
PNC,BASIL,0.810507735,0.099064518
PNC,BASIL,0.807980892,0.150933733
PNC,BASIL,0.784378236,0.316097947
PNC,BASIL,0.822675134,0.108552536
PNC,BASIL,0.802838839,0.155423313
PNC,BASIL,0.838707304,0.104438774
PNC,BASIL,0.778182272,0.134535266
PNC,BASIL,0.817540468,0.134797494
PNC,BASIL,0.794693847,0.754567544
PNC,BASIL,0.825357144,0.110413386
PNC,BASIL,0.835644459,0.104658764
PNC,BASIL,0.807514772,0.183572811
PNC,BASIL,0.809535296,0.174244724
PNC,BASIL,0.78402404,0.248152801
PNC,BASIL,0.810570127,0.216547863
PNC,BASIL,0.810384815,0.167245322
PNC,BASIL,0.803355447,0.144025989
PNC,BASIL,0.830920752,0.069922278
PNC,BASIL,0.816549376,0.112395749
PNC,BASIL,0.821900317,0.083524472
PNC,BASIL,0.795154625,0.068151752
PNC,BASIL,0.815089254,0.154849891
PNC,BASIL,0.820843129,0.178466289
PNC,BASIL,0.801449004,0.088131024
PNC,BASIL,0.798365806,0.34696225
PNC,BASIL,0.819448029,0.084684641
PNC,BASIL,0.798913195,0.162277872
PNC,BASIL,0.828982742,0.780559111
PNC,BASIL,0.802059336,0.216119452
PNC,BASIL,0.837796142,0.105379491
PNC,BASIL,0.819194994,0.11090948
PNC,BASIL,0.799019696,0.103768031
PNC,BASIL,0.793956594,0.276281573
PNC,BASIL,0.871610349,0.174829166
PNC,BASIL,0.812420263,0.105253269
PNC,BASIL,0.803762204,0.116914064
PNC,BASIL,0.739953972,0.147740866
PNC,BASIL,0.802174683,0.117207942
PNC,BASIL,0.82667006,0.143291297
PNC,BASIL,0.78283095,0.15350819
PNC,BASIL,0.785497062,0.713075934
PNC,BASIL,0.815831962,0.13331132
PNC,BASIL,0.796821905,0.101434573
PNC,BASIL,0.806233108,0.129705806
PNC,BASIL,0.84528769,0.133361122
PNC,BASIL,0.82299247,0.150532861
PNC,BASIL,0.809362686,0.099068682
PNC,BASIL,0.826298212,0.092686348
PNC,BASIL,0.822312306,0.104681961
PNC,BASIL,0.800840503,0.277561752
PNC,BASIL,0.839015493,0.17202726
PNC,BASIL,0.834676488,0.149936363
PNC,BASIL,0.823942261,0.140483648
PNC,BASIL,0.79767386,0.235944543
PNC,BASIL,0.823382906,0.138718146
PNC,BASIL,0.834365072,0.169365352
PNC,BASIL,0.783785514,0.15162081
PNC,BASIL,0.806269889,0.140991857
PNC,BASIL,0.803448324,0.240260862
PNC,BASIL,0.796535421,0.352344816
PNC,BASIL,0.793443962,0.070562999
PNC,BASIL,0.791816506,0.269733054
PNC,BASIL,0.823598606,0.112140313
PNC,BASIL,0.786036767,0.114301525
PNC,BASIL,0.805978542,0.085069665
PNC,BASIL,0.829256252,0.137256368
PNC,BASIL,0.840106933,0.102482536
PNC,BASIL,0.750093275,0.146495208
PNC,BASIL,0.8052765,0.132315721
PNC,BASIL,0.837806694,0.118737507
PNC,BASIL,0.844178065,0.142127765
PNC,BASIL,0.785413294,0.07661314
PNC,BASIL,0.822664606,0.12120078
PNC,BASIL,0.809699665,0.075908194
PNC,BASIL,0.828673042,0.168209218
PNC,BASIL,0.802266337,0.131480792
PNC,BASIL,0.826744046,0.110845161
PNC,BASIL,0.81635956,0.062610004
PNC,BASIL,0.824211255,0.075418655
PNC,BASIL,0.803891832,0.160062599
PNC,BASIL,0.800660737,0.091869161
PNC,BASIL,0.799631749,0.166334958
PNC,BASIL,0.779623875,0.132309357
PNC,BASIL,0.828748772,0.154970406
PNC,BASIL,0.858231655,0.167559388
PNC,BASIL,0.817033707,0.273921183
PNC,BASIL,0.818108211,0.153751961
PNC,BASIL,0.791802889,0.137664845
PNC,BASIL,0.808120797,0.213212285
PNC,BASIL,0.836348197,0.076032058
PNC,BASIL,0.80139321,0.095918536
PNC,BASIL,0.779121341,0.092452346
PNC,BASIL,0.812383556,0.148019733
PNC,BASIL,0.82905035,0.122483663
PNC,BASIL,0.833851823,0.084243501
PNC,BASIL,0.831821393,0.069661524
PNC,BASIL,0.811153739,0.137702514
PNC,BASIL,0.769194983,0.288640037
PNC,BASIL,0.825201729,0.111316003
PNC,BASIL,0.812733311,0.185303852
PNC,BASIL,0.798028304,0.175500811
PNC,BASIL,0.795190759,0.27991412
PNC,BASIL,0.832533284,0.111586776
PNC,BASIL,0.818577474,0.153980165
PNC,BASIL,0.802894564,0.182631022
PNC,BASIL,0.804341223,0.131923549
PNC,BASIL,0.797504928,0.104637539
PNC,BASIL,0.811240741,0.157872151
PNC,BASIL,0.811919241,0.060473723
PNC,BASIL,0.790007764,0.084454564
PNC,BASIL,0.78485579,0.09117116
PNC,BASIL,0.811310548,0.144146487
PNC,BASIL,0.840110305,0.207236061
PNC,BASIL,0.792202788,0.120171007
PNC,BASIL,0.801310912,0.138966456
PNC,BASIL,0.826495467,0.080973901
PNC,BASIL,0.809160567,0.143278256
PNC,BASIL,0.822579899,0.251076761
PNC,BASIL,0.794081329,0.101020932
PNC,BASIL,0.753705447,0.07888935
PNC,BASIL,0.806239316,0.107571423
PNC,BASIL,0.806170398,0.120104136
PNC,BASIL,0.770062603,0.150456477
PNC,BASIL,0.821439843,0.13859463
PNC,BASIL,0.810717354,0.126408159
PNC,BASIL,0.819143819,0.079874964
PNC,BASIL,0.842267733,0.12365733
PNC,BASIL,0.824441558,0.145540718
PNC,BASIL,0.810948599,0.14259276
PNC,BASIL,0.785991905,0.0879407
PNC,BASIL,0.827802017,0.169240447
PNC,BASIL,0.823210897,0.085246093
PNC,BASIL,0.829187857,0.13872948
PNC,BASIL,0.838104255,0.08315402
PNC,BASIL,0.770088018,0.124209839
PNC,BASIL,0.819041186,0.177110948
PNC,BASIL,0.7524021,0.068414815
PNC,BASIL,0.722728182,0.58862045
PNC,BASIL,0.796767528,0.298441442
PNC,BASIL,0.802463182,0.126027446
PNC,BASIL,0.824031638,0.09640505
PNC,BASIL,0.821648308,0.12749442
PNC,BASIL,0.834235276,0.134819959
PNC,BASIL,0.785423623,0.117032479
PNC,BASIL,0.809198809,0.20021858
PNC,BASIL,0.835046274,0.103025143
PNC,BASIL,0.826685975,0.096425446
PNC,BASIL,0.762894831,0.102025993
PNC,BASIL,0.792783259,0.085329316
PNC,BASIL,0.803543049,0.096436823
PNC,BASIL,0.774435718,0.228724368
PNC,BASIL,0.840899311,0.142160379
PNC,BASIL,0.797056656,0.208181337
PNC,BASIL,0.790639492,0.28063175
PNC,BASIL,0.828791192,0.199402122
PNC,BASIL,0.808347659,0.121661412
PNC,BASIL,0.793521706,0.070566271
PNC,BASIL,0.79428117,0.514712678
PNC,BASIL,0.822951518,0.197594828
PNC,BASIL,0.817886837,0.233999563
PNC,BASIL,0.818749328,0.103726328
PNC,BASIL,0.798393869,0.079061451
PNC,BASIL,0.823657941,0.10492112
PNC,BASIL,0.819849326,0.079020249
PNC,BASIL,0.780143373,0.058164313
PNC,BASIL,0.762647975,0.097336534
