sub,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
1888,0,0,1.0,1.0,1.0,1.0,0.9832477628206766,0.967047552851622,0.9786157712188364,0.98722365653906,0.8306305414848546,0.8306305414848546,0.8306305414848546,0.8325056448296045,0.8286336379148542,38.20178365828655,33.261949431748896,1.1485130700674606,0.0,0.0,0.0,0.0,0.0
1113,0,0,1.0,1.0,1.0,1.0,0.9835581251430556,0.9676481749450586,0.978973728524983,0.9839001017639076,0.8662132449798834,0.8662132426800021,0.8662132426800021,0.865084559953051,0.8664855362637794,44.209102675845,35.19673532529315,1.2560569117350882,0.0031533804238143,0.0031533804238143,0.0031533804238143,0.0,0.0
1077,0,0,0.9996398302187004,0.9992799197885334,0.9995675382548912,1.0,0.9765730880929332,0.954218690881574,0.9703359054749284,0.9911357582638312,0.7905097659136776,0.7905097659136776,0.7905097659136776,0.7939880922613733,0.7851126352515034,28.276615898713505,30.878019401563765,0.9157522550582206,0.0039145071635481,0.0039145071635481,0.0039145071635481,0.0,0.0
1166,0,0,1.0,1.0,1.0,1.0,0.9843089127074452,0.9691026386095768,0.9799459854112608,0.985799224252322,0.837853064171337,0.837853064171337,0.837853064171337,0.8380806141273395,0.8443040336704206,29.58918054065024,26.5692322289227,1.1136633639130935,0.0251705303430743,0.0251705303430743,0.0251705303430743,0.0,0.0
1031,0,0,0.99937983279036,0.9987604343187096,0.9992305006295624,1.0,0.95730677664302,0.9181097135751436,0.9467375996107644,0.9900427193614294,0.8487875738161843,0.8487875738161843,0.8487875738161843,0.8530351135947272,0.8586220222728533,27.061434147351108,23.48691052007405,1.1521921592974922,0.0,0.0,0.0,0.0,0.0
1657,0,0,1.0,1.0,1.0,1.0,0.982692829215273,0.9659745428288358,0.9779550081444452,0.9898306397147072,0.8375760675745292,0.8375760675745292,0.8375760675745292,0.8378785385384228,0.840798750460938,28.197744616844552,25.97967251538175,1.0853772155961376,0.0,0.0,0.0,0.0,0.0
1078,0,0,1.0,1.0,1.0,1.0,0.9833338990529852,0.9672142094017094,0.9786931118149896,0.9839684804021466,0.8500080736172274,0.8500080736172274,0.8500080736172274,0.8495735393525946,0.8503737038972384,49.50370812859239,42.942229038538045,1.1527978224923028,0.0,0.0,0.0,0.0,0.0
1423,0,0,1.0,1.0,1.0,1.0,0.9832908138839656,0.9671308446029374,0.9786657966739069,0.9868583460393524,0.8226665028915132,0.8226665028915132,0.8226665028915132,0.8249973917247575,0.8262336961870443,28.37494318272085,24.802095113621085,1.1440542846373325,0.0,0.0,0.0,0.0,0.0
1151,0,0,1.0,1.0,1.0,1.0,0.983652196021102,0.9678302960563344,0.9790924758788984,0.9842986770691996,0.847756043135347,0.847756043135347,0.847756043135347,0.845703227307108,0.8609514827062412,70.55820023450492,55.59801745403552,1.2690776302021456,0.0025055749041617,0.0025055749041617,0.0025055749041617,0.0,0.0
1760,0,0,1.0,1.0,1.0,1.0,0.9842702707271512,0.9690277269247412,0.9798765160792192,0.987533921302578,0.8764406962064136,0.87644069659635,0.87644069659635,0.8780487835666222,0.8836901745366779,43.0289616379949,33.60875066244914,1.2802904240671733,0.0027821054974404,0.0027821054974404,0.0027821054974404,0.0,0.0
1211,0,0,1.0,1.0,1.0,1.0,0.9826149083115028,0.9658239700374532,0.9777609259526644,0.9884625169606512,0.8833344292313892,0.8833344292313892,0.8833344292313892,0.8817281545621449,0.8916721583641556,59.855850001288346,45.98108353764049,1.3017494455581906,0.0072058223044219,0.0072058223044219,0.0072058223044219,0.0,0.0
