sub,ses,CBF_GM,CBF_WM,SCRUB_GM,SCRUB_WM,BASIL_GM,BASIL_WM,PVC_GM,PVC_WM
A00076595,FLU1,78.898401,50.39175,50.285929,26.639068,69.672357,55.340001,83.953795,66.877291
A00044408,BAS1,23.315375,17.445586,22.454137,17.052876,26.859375,22.864895,31.248519,32.196499
A00075210,BAS1,32.42695,18.230835,31.348016,17.473538,37.949171,25.898148,45.000914,34.13155
A00075210,FLU1,40.468096,20.950321,36.502995,16.012265,42.067915,29.096567,52.283115,36.083056
A00056372,BAS1,54.991598,49.838453,54.61799,49.719853,61.383721,56.975603,69.524499,87.593051
A00065565,BAS1,35.747205,26.766422,34.681001,26.215033,40.364997,32.078637,45.912774,46.731875
A00062266,BAS1,44.203347,22.381358,44.664434,22.964631,50.994187,30.912931,62.578955,43.68589
A00038424,BAS2,43.23372,31.411422,41.787908,31.311773,46.051465,36.493696,53.26389,55.140038
A00085797,BAS1,60.653521,55.937839,45.419129,42.199802,65.970127,60.322265,75.199936,95.188796
A00085797,FLU1,40.532701,37.299613,40.40962,37.162314,45.923326,42.374374,52.568347,65.834064
A00074942,BAS1,47.712095,27.919679,47.302885,28.065482,53.13819,37.029799,61.639622,52.291871
A00074942,FLU2,43.31708,25.621571,40.193293,25.134902,48.031294,35.55617,56.037615,50.335946
A00074942,FLU1,36.61669,23.937654,36.09417,24.267593,42.088156,32.388967,48.909776,46.340417
A00060170,BAS1,31.299461,26.881812,30.116638,28.012385,40.183591,33.340128,45.781129,50.55688
A00058570,BAS1,78.764718,51.87252,76.288693,55.251979,87.11404,66.315306,,
A00076755,TRT,48.184636,27.409931,47.886851,27.775371,52.127146,35.695658,60.3528,50.231931
A00076755,BAS1,44.697007,25.262149,43.813873,25.143106,48.67782,33.674449,56.230835,47.835731
A00076755,FLU2,47.490876,29.190653,48.334563,29.348749,52.95823,38.173781,61.219549,55.1445
A00076755,FLU1,48.110997,25.692981,47.357935,25.811489,52.813772,35.007279,61.448389,49.886402
A00051456,BAS2,54.148048,35.367104,54.862123,36.080129,59.417152,41.783087,69.560529,61.888431
A00051456,BAS1,53.174049,29.985889,53.322596,30.205915,57.100022,36.981924,67.885433,52.789213
A00051456,FLU2,50.343496,33.128126,49.425743,32.441592,55.927151,39.735839,65.415193,58.710571
A00051456,FLU1,60.118891,36.280333,58.011832,35.451626,64.8505,43.165856,76.895725,62.897716
A00075757,BAS1,37.898785,18.019855,35.728005,19.153903,43.578511,29.59822,52.034133,40.354342
A00075757,FLU2,36.552854,22.536124,34.558193,21.811852,43.106242,32.04256,51.074439,44.995043
A00075757,FLU1,44.789545,30.936065,40.782362,30.97373,51.425803,39.385707,60.330496,57.088429
A00062989,TRT,74.845998,39.488451,72.126492,38.912529,79.348345,49.286991,94.779933,71.547989
A00062989,BAS1,80.744265,45.233594,80.744042,45.191806,86.601899,55.313181,102.478304,80.71376
A00062989,FLU2,69.15171,38.057434,70.274475,39.121016,76.106089,47.875904,89.667091,70.322411
A00031794,BAS2,51.333285,33.635041,50.679757,33.344133,56.275784,40.140495,65.712535,58.511378
A00031794,FLU1,45.035427,23.521797,40.348386,22.728256,52.098757,33.143621,62.057689,45.322615
A00063589,BAS1,61.328087,30.840676,61.250556,30.953462,67.289787,42.006564,80.314633,59.519896
A00058515,BAS1,70.166843,46.828622,72.482406,43.529654,83.479294,61.372513,,
A00043722,BAS1,49.469401,28.907921,47.848338,27.652273,53.228867,36.614623,63.775822,52.485901
A00081402,BAS1,15.573719,14.440629,17.094783,14.463654,30.6404,24.216749,36.311642,32.963234
A00081402,FLU1,18.687748,14.071335,19.165236,14.241785,28.141857,24.973468,32.279485,35.876594
A00054533,BAS1,69.569015,34.940239,69.55644,35.145045,72.781058,45.431758,86.445126,64.923284
A00055262,TRT,63.186128,34.949721,62.602199,35.13066,69.784942,45.327931,84.570864,64.344907
A00055262,FLU2,62.007751,33.80519,61.343469,33.721534,69.53441,44.042163,83.377476,62.700727
A00040312,BAS2,24.040308,17.30785,23.448687,17.130397,28.510436,23.956574,33.813743,33.130674
A00051726,BAS1,57.465914,26.332083,57.115745,26.366228,60.921953,35.351276,73.309114,48.621325
A00065962,BAS1,57.939552,34.572764,58.398264,35.218154,59.90824,41.497963,70.782991,61.144345
A00065962,FLU2,51.72149,40.515635,49.923839,39.942539,53.70787,45.389101,61.14734,70.654012
A00060576,BAS1,56.574694,26.026484,57.322315,27.019298,59.540999,35.094733,72.648555,48.175897
A00060516,BAS1,52.123235,26.747907,52.919984,27.77779,56.050512,36.325554,66.220122,51.768693
A00043450,BAS1,61.866221,28.740671,61.764382,29.480449,66.8117,38.305765,80.849281,53.582148
A00044131,BAS1,62.114263,36.728143,61.741258,36.736377,71.02051,46.644793,84.038888,66.98493
