sub,ses,CBF_GM,CBF_WM,SCRUB_GM,SCRUB_WM,BASIL_GM,BASIL_WM,PVC_GM,PVC_WM
A00059733,BAS1,48.19936,23.931933,71.062689,50.231264,143.270118,135.352882,152.896118,193.760433
A00059733,FLU1,48.088629,23.220146,71.439486,47.972651,64.787526,52.087089,79.062843,69.669703
A00066781,BAS1,46.701802,24.849893,46.650797,24.949948,51.430932,32.384534,60.876613,45.854647
A00060925,BAS1,41.787675,22.869921,40.801078,22.620235,44.50349,28.917237,52.787916,40.991588
A00045589,BAS1,32.836308,21.229723,29.893546,20.597557,37.669053,29.969179,43.817335,43.07173
A00074047,BAS1,22.293459,18.035872,16.689475,12.606071,31.002105,24.924736,36.967093,36.325625
A00075741,BAS1,54.570556,31.783071,53.326229,31.691,61.703894,41.383515,72.278873,58.692184
A00075741,FLU1,54.304341,34.030373,54.101945,33.875754,61.401269,42.85017,72.040824,61.571724
A00077091,BAS1,47.238124,22.779867,48.00939,24.133539,51.906004,31.720573,62.753271,43.248971
A00077091,FLU2,39.992006,23.958625,39.421228,23.310393,43.558873,30.444352,51.714593,42.998294
A00077091,FLU1,45.768084,24.88752,46.279425,24.738006,49.70643,32.819932,59.830492,45.318376
A00058053,TRT,48.436826,26.353094,49.993686,27.525894,52.229554,35.758392,64.102408,49.454034
A00058053,BAS1,87.499512,40.37965,87.017224,40.799524,92.159362,51.655354,111.207853,72.010516
A00058053,FLU1,63.409264,38.450885,61.089325,38.399512,68.192959,47.096331,78.195728,69.828497
A00081112,BAS1,63.12159,33.63934,64.650491,34.759943,67.187353,41.265944,79.963414,59.165257
A00051882,BAS2,19.806268,13.889053,20.430579,14.678055,24.347423,19.748259,28.354001,28.179238
A00051882,BAS1,52.624585,34.613586,51.684439,34.093652,56.304264,41.321513,65.520525,60.562428
A00051882,FLU1,28.259354,21.255447,28.149751,21.316454,31.923383,26.158681,36.770203,39.048498
A00039488,BAS2,47.707073,21.728606,51.710483,26.264076,52.761466,35.326912,63.713925,45.561023
A00051676,BAS1,47.964616,27.896249,46.791121,27.420059,52.290517,35.377987,62.007126,51.578585
A00040225,BAS2,23.372713,18.004193,23.676628,18.068431,29.037622,24.970219,33.454779,34.439202
A00035827,BAS2,60.254305,32.210162,59.090012,32.004597,65.061997,41.402011,77.31827,58.726165
A00076594,BAS1,65.236006,43.641532,63.305828,44.027551,67.797396,52.197268,82.183677,78.500944
A00076594,FLU2,50.07228,33.045922,50.265805,33.419817,53.251984,40.600993,63.461331,61.394425
A00076594,FLU1,52.813804,41.113985,51.647671,41.868279,55.791438,47.601963,64.720331,75.424959
A00082590,BAS1,49.177652,38.804764,49.091914,38.902113,54.386929,44.152248,62.216931,67.120044
A00082590,FLU1,40.798584,29.178343,38.67904,28.340163,44.3441,34.189253,50.959041,50.34169
A00080942,BAS1,42.552314,26.2864,43.733251,26.226335,47.307461,34.962105,58.76491,50.230941
A00065820,BAS1,72.354425,49.644298,67.335495,46.301214,79.543866,60.517067,94.623068,91.750766
A00083169,FLU1,38.531118,22.426996,34.517747,20.928486,45.12307,31.24096,53.91521,42.782816
A00081114,BAS1,38.711706,32.404854,38.765879,32.051591,48.630937,40.033564,56.54479,60.24886
A00081114,FLU1,38.070785,27.946457,39.012277,30.608661,48.290744,37.704742,57.269242,54.412017
A00052118,BAS1,50.133095,39.234298,51.328114,39.948955,54.132952,45.391546,61.763729,69.738086
A00053854,BAS1,62.927933,32.359771,60.198314,32.257513,63.36596,40.990216,78.244689,58.317761
A00081132,BAS1,36.398962,31.100276,36.740324,30.967621,43.088068,36.191458,49.239218,55.083226
A00076744,BAS1,62.98025,34.754653,64.642567,35.155101,69.880034,43.95979,82.888173,63.291119
A00065178,TRT,87.720184,59.941777,69.656854,42.693014,108.96848,88.16563,137.619599,127.780096
A00065178,BAS1,57.654467,34.632987,71.927565,42.090286,73.04771,55.917168,88.612001,75.37683
A00065178,FLU2,65.448737,40.111243,70.964385,44.205344,77.801181,53.860499,91.962613,79.989962
A00065178,FLU1,87.343724,55.049409,82.57049,52.64151,94.923017,68.262693,117.16415,98.396885
A00050815,BAS1,29.840576,14.517832,29.563087,14.665138,31.212781,20.478601,38.084171,27.265635
A00056099,BAS2,46.084992,19.708455,45.451824,19.964631,49.212491,28.428695,59.002203,37.592593
A00056099,FLU1,43.517037,19.747177,44.057014,20.300908,46.915003,28.655489,55.723021,38.746425
A00062146,TRT,61.284783,37.668892,61.320502,37.259764,65.879759,45.769429,,
A00062146,BAS1,64.449464,35.712266,65.157498,36.558861,67.543655,44.835709,,
A00075737,TRT,53.072417,26.418181,51.71866,26.449589,59.148921,36.350428,71.685791,49.633256
A00075737,BAS1,58.975427,22.568264,59.152956,23.026358,63.429277,32.04548,76.938354,42.233371
A00075737,FLU1,46.024035,19.240404,45.983766,19.907074,51.232836,28.563631,62.854273,37.39195
A00052237,TRT,52.329085,36.280042,51.248574,35.959512,55.584022,43.3784,64.790594,64.278529
A00052237,FLU2,52.357847,29.10481,51.957758,28.85074,54.486512,36.792471,65.158111,52.376915
A00052237,FLU1,58.941282,34.163975,60.508401,35.690067,62.274579,44.306383,75.766566,63.384413
A00077585,BAS1,50.687164,42.165901,51.111316,42.324453,58.737023,50.858117,66.079414,75.870109
A00077585,FLU2,42.532929,30.495461,42.96665,30.865946,48.761628,38.691959,55.589681,55.646891
A00077585,FLU1,48.072236,33.970306,47.342247,34.124042,55.429994,43.446985,62.744234,62.819835
A00077109,BAS1,72.487115,41.049505,76.400986,40.97225,81.363062,52.22427,97.417185,74.260192
A00055332,BAS1,42.029046,22.691334,41.566661,22.719172,45.958498,30.564748,55.774184,42.631742
A00066087,BAS1,47.764619,29.579597,46.698301,28.37226,51.490696,37.775727,60.61469,55.540252
A00040815,TRT,112.194102,88.512294,85.37125,59.17843,121.888426,106.906783,139.096113,151.631421
A00040815,BAS1,71.914987,38.404763,79.240849,44.426756,77.789774,52.242141,92.841065,73.99451
A00040815,FLU2,57.446784,34.530947,60.455658,37.13858,64.372716,45.977391,75.22842,65.943124
A00040815,FLU1,50.464642,19.428659,68.645117,32.832619,61.929365,38.031308,74.299361,49.089371
A00056420,FLU2,67.696336,39.489092,73.562312,43.675478,77.936176,54.211323,93.880607,80.211868
A00056420,FLU1,71.94555,38.903521,71.200024,39.562534,75.773946,50.825392,95.772314,71.820116
A00074447,TRT,54.265433,39.691176,69.028792,51.185236,62.649001,52.805366,74.228837,80.544793
A00074447,FLU2,75.734937,42.798224,75.125742,42.218515,81.730833,53.115225,100.612828,77.459157
A00062268,BAS1,78.454366,55.866439,77.517525,55.414483,84.590666,64.430745,97.335593,96.248893
A00061883,TRT,46.604222,25.355541,46.381849,24.920677,52.415668,33.339357,62.487476,46.857475
A00061883,BAS1,53.135016,30.959397,52.158654,30.559478,59.097772,38.803019,70.38299,55.346988
A00061883,FLU2,48.45583,29.732688,47.820778,29.890531,54.325352,38.078948,64.614253,54.619121
A00061883,FLU1,48.191033,31.316088,47.445412,31.569513,54.669701,39.570268,63.377663,58.129827
A00054038,BAS1,37.271598,28.433169,34.497225,26.576137,41.121138,33.552045,47.488909,49.486799
A00075220,BAS1,35.465249,26.938532,35.595633,26.919829,41.222515,33.356684,47.890779,49.383561
A00075220,FLU2,32.296038,22.785525,33.118436,23.083232,37.635687,28.922321,43.683604,42.297862
A00075220,FLU1,37.068401,27.135227,34.502982,25.505477,42.446593,33.997497,49.304524,49.5854
A00044130,BAS1,58.510063,42.123622,58.111348,42.100586,64.511296,48.158404,74.664363,73.949535
A00081175,BAS1,55.765542,36.523182,53.978626,35.482362,60.777268,42.989457,71.034187,63.181636
A00081175,FLU2,52.366966,33.340549,51.703305,33.154626,57.178453,40.01864,66.796892,58.449849
A00081175,FLU1,45.132732,25.660338,44.719707,25.596912,49.071483,32.834716,57.349823,47.01182
A00027167,TRT,-46.58341,-42.911906,-45.945466,-42.493767,13.263569,10.022502,12.261362,20.992903
A00027167,FLU1,-42.512439,-35.1158,-42.56987,-35.595887,10.872346,9.765028,7.759726,37.657097
A00075732,TRT,50.426938,26.522334,47.94954,25.762945,53.979275,34.739975,63.009567,48.86028
A00075732,BAS1,35.207028,19.115481,35.033353,18.874645,38.232549,25.76447,44.489278,36.213629
A00075732,FLU2,43.024858,24.134164,42.586345,24.675875,46.257821,31.169202,53.771397,44.272807
A00075732,FLU1,41.575519,24.37495,40.17849,23.855974,46.598603,32.298469,54.427307,46.228173
A00078262,BAS1,41.494727,30.670465,42.323956,30.352696,47.468268,37.444247,54.702971,56.715386
A00078262,FLU2,32.516465,17.947554,30.615844,16.942383,37.177458,25.819477,43.409171,36.261326
A00078262,FLU1,35.000685,19.92889,34.609105,20.332914,41.549737,30.073561,48.645874,42.565644
A00053625,BAS1,40.954559,31.555329,40.732104,31.636307,45.449993,36.853333,52.132962,56.457665
A00055076,TRT,73.841483,46.126766,75.92516,48.837055,78.791241,56.24376,93.844042,85.491764
A00055076,FLU1,73.523782,41.649819,72.25561,40.383456,77.725254,51.092561,95.076994,73.777782
A00054153,BAS2,32.245671,20.538128,32.899556,20.125947,41.116789,28.865923,48.49738,41.243098
A00054153,BAS1,40.633783,17.744589,40.456032,17.947431,46.332011,27.055898,56.741025,35.198486
A00054153,FLU2,32.240317,15.251679,30.971458,15.926147,37.788614,27.892214,43.761266,40.247593
A00054153,FLU1,38.764381,21.402808,39.964513,22.784605,45.942501,33.985652,53.160163,49.447948
A00043788,TRT,62.844207,38.31764,62.293417,38.249764,68.021624,46.423058,83.238273,69.185459
A00043788,BAS1,75.887062,43.654548,75.740428,44.148826,82.773949,56.242546,102.394269,82.388123
A00043788,FLU1,5.602188,7.301833,5.197252,6.383408,28.975028,26.337346,30.720276,39.827643
A00079747,BAS1,58.854324,37.92649,57.313113,37.633729,62.678724,45.398151,73.171491,68.452808
A00062288,BAS1,49.91935,28.628502,49.465144,29.513789,53.162364,36.367092,63.085731,52.809161
A00051457,BAS1,41.818445,33.812443,41.905767,34.548252,49.762327,43.344824,56.547726,63.932903
A00054441,BAS1,113.014069,55.936631,111.436407,55.549331,120.881963,70.667008,,
A00061600,BAS1,42.845443,36.108213,43.32051,34.825597,47.853446,40.775492,54.839239,62.445109
A00057183,BAS1,52.948498,31.71863,58.372884,35.387169,58.250791,40.845408,69.286591,60.526952
A00052461,TRT,56.579814,31.444729,42.495673,23.034528,63.885655,47.213999,77.779166,63.25621
A00052461,BAS1,49.985619,28.279904,47.299048,27.1798,54.674112,37.132748,65.257943,51.863916
A00052461,FLU2,52.235148,28.25631,50.89285,27.892111,57.272864,37.976462,69.006448,53.500544
A00052461,FLU1,50.362898,24.442365,50.258976,24.728122,55.333815,33.992697,66.383385,46.860602
A00059325,TRT,67.369445,25.81195,65.543893,29.678903,78.106736,48.436397,96.209317,61.021644
A00059325,BAS1,82.755618,40.948533,86.777948,43.39422,90.422731,54.757123,109.004116,74.919254
A00059325,FLU1,64.420278,36.29936,64.647012,34.805913,79.227136,59.515949,95.134758,77.779378
A00060574,BAS1,84.661006,64.574109,29.781097,23.607868,88.118997,77.553619,102.766165,113.538212
A00073942,BAS1,55.569283,37.291938,56.128769,38.004622,61.832564,45.333882,73.676853,67.30538
A00073942,FLU2,41.313136,29.21216,44.137029,30.298619,45.231595,34.460092,53.556075,51.810389
A00073942,FLU1,49.658183,29.644728,49.137663,28.929919,52.328819,37.713344,63.170341,53.440173
A00077192,BAS1,39.28056,23.236303,37.760727,22.21103,45.99351,32.545583,56.094161,44.897925
A00043417,BAS1,51.692398,40.481105,49.871018,39.536045,58.023715,46.726707,65.845127,71.223473
A00063424,BAS2,45.483178,28.596316,45.783865,28.753287,52.35583,35.883413,61.878046,52.877394
A00063424,BAS1,61.522514,35.759741,62.524761,37.42799,71.766909,45.902945,86.455017,66.784587
A00063424,FLU1,37.399038,25.962609,36.568772,26.102417,45.249986,33.537745,53.047278,50.041521
A00035292,TRT,59.206463,41.63327,58.623078,41.807661,65.4936,49.387013,76.466984,74.384035
A00035292,FLU2,49.623147,22.022189,50.350947,22.755217,53.28883,31.87675,64.196843,43.126054
A00035292,FLU1,57.403991,26.431444,54.406327,25.683289,61.386917,35.906535,73.950444,49.303718
A00057725,TRT,49.49773,22.534733,86.910947,66.161297,69.030262,54.830576,80.315668,82.300882
A00057725,BAS1,26.45776,3.570899,64.512263,36.311522,57.820751,45.430733,67.404437,58.747327
A00057725,FLU2,92.992614,60.177049,94.287364,61.006962,99.898286,70.725961,120.877731,106.455107
A00057725,FLU1,93.192602,56.284999,95.34509,59.350434,101.419773,69.362202,122.694546,102.89304
A00058060,TRT,154.321648,78.28708,118.250923,59.028217,156.864492,112.126019,202.638995,148.213756
A00058060,BAS1,88.138538,45.41009,95.083125,47.160099,96.84285,63.582124,122.125234,87.229339
A00053902,BAS1,72.358985,47.306387,69.866262,46.763634,79.558338,57.497215,92.16722,84.727458
A00062292,BAS1,50.508647,33.087737,50.373755,32.649789,55.793818,39.622187,67.086536,58.108343
A00061634,BAS1,63.454529,33.485147,62.02517,33.692042,66.846205,42.216613,79.811579,61.083512
A00060384,TRT,81.402455,48.557122,78.832554,48.243065,86.711103,60.195927,104.393889,88.90437
A00060384,BAS1,100.027252,54.383343,87.381927,47.467838,106.089847,71.291583,130.38578,100.949057
A00060384,FLU2,69.006187,42.783902,54.32237,32.029074,70.439347,52.562962,84.485935,77.165828
A00060384,FLU1,84.944756,52.00408,76.532342,48.619748,90.455445,64.244842,109.494863,93.004461
A00063103,BAS1,67.831097,28.747281,66.845822,28.617467,70.966296,38.870868,83.991599,53.039799
A00059662,BAS1,39.285522,30.674223,38.545758,29.269017,44.598517,35.755442,52.070929,53.562108
A00076568,TRT,86.645964,76.053023,52.859415,40.353887,89.30365,82.326639,108.398592,128.267313
A00076568,FLU2,83.250733,49.983647,81.963259,49.854331,89.708724,59.819574,114.273887,90.648483
A00076568,FLU1,56.20153,28.420017,77.007481,45.092188,76.788561,56.311495,100.048708,82.27627
A00066245,BAS1,59.912443,40.653095,59.518795,41.083773,65.290395,48.167992,75.972062,72.886454
A00066245,FLU2,41.510194,23.449609,39.737252,23.902166,44.877236,31.035143,52.262624,45.562287
A00066245,FLU1,52.255447,39.388608,51.51251,38.927309,58.14234,46.130745,66.637146,71.082958
A00061021,BAS1,54.119311,33.381832,51.102486,32.439498,59.341023,43.812712,75.115465,61.683203
A00073545,TRT,63.502407,36.795892,63.53589,30.797845,74.057031,54.441533,93.341478,71.992991
A00073545,FLU2,75.55543,36.848815,73.34205,34.876908,85.87609,59.231116,108.961238,74.604293
A00079301,BAS1,41.129026,27.117192,39.336727,28.209535,46.332196,33.819063,53.588146,48.495274
A00079301,FLU1,44.411,30.812897,44.342009,31.360496,48.196927,36.843811,56.096038,53.983531
A00066162,BAS1,46.825206,33.645033,46.793876,33.445785,52.036228,39.67474,60.175068,59.121333
A00057203,BAS1,65.27249,28.622076,64.745062,29.215756,70.160193,40.262325,85.294639,56.301679
A00056020,TRT,57.94956,22.267936,66.100721,27.820005,63.634689,43.578021,78.155307,57.590856
A00056020,FLU2,99.221864,42.170064,83.047093,35.730257,96.662219,65.916601,122.73046,78.866059
A00056020,FLU1,71.229357,33.371317,70.99627,34.9115,79.263923,49.532065,96.034501,68.452956
A00077111,BAS1,46.432891,29.404217,44.501606,28.581144,59.536081,44.504265,72.373862,66.135855
A00061647,BAS1,52.472412,41.90327,52.844132,42.162898,58.967912,49.044336,,
A00055462,BAS1,55.146643,32.276173,55.076801,30.365173,61.486639,41.038774,73.620731,58.219155
A00055462,FLU2,58.481312,30.580724,57.031607,30.6808,65.416044,41.149316,78.381843,59.320709
A00055462,FLU1,63.187421,42.570335,63.077883,42.643793,72.088748,52.482529,85.076599,78.120593
A00061483,BAS1,46.401352,24.30587,46.449134,24.774195,52.472121,32.458966,63.737842,45.106479
A00063327,TRT,63.757353,36.985879,66.568187,40.091607,80.531909,54.713848,94.453108,80.923268
A00063327,BAS1,97.99984,45.881864,85.516528,36.415746,111.438171,72.473325,142.095805,96.740594
A00063327,FLU2,76.209687,50.530488,74.048065,50.53427,86.306229,64.061501,103.462336,94.568963
A00063327,FLU1,84.742788,49.278509,88.375846,52.6645,93.546599,63.94454,113.865646,93.215566
A00073230,BAS1,48.439069,31.655863,48.643796,31.420022,52.888762,37.607116,62.479826,55.470523
A00073230,FLU2,47.442771,31.525419,47.412894,32.182605,52.475524,38.340752,61.721234,57.356618
A00073230,FLU1,48.962131,35.172445,48.235572,35.173022,53.087108,41.475243,61.763048,62.976876
A00075678,BAS1,41.182391,27.398949,39.689491,26.515667,46.403279,33.021226,53.836942,47.972542
A00075678,FLU1,53.017312,33.455243,52.470362,34.544683,58.380465,40.201712,68.442153,57.777535
A00028753,BAS2,61.879012,34.211241,60.489534,34.324631,68.250593,44.769685,82.802157,64.484957
A00060430,BAS1,30.376053,20.830604,28.573876,20.075037,31.873806,27.011212,36.708563,40.056106
A00050742,BAS1,38.338937,31.151979,38.031605,31.150969,43.926808,35.794887,50.197892,54.564619
A00065974,BAS1,80.347305,52.304141,79.079088,50.794905,86.190498,62.013516,103.664404,90.677908
A00065974,FLU2,60.785361,42.151813,60.870171,42.32315,64.899353,51.653182,77.113111,77.25814
A00065974,FLU1,79.017174,65.638115,75.320608,63.226755,88.066145,76.151774,102.64637,117.310417
A00073308,BAS1,28.150873,23.664978,28.695237,23.454414,31.70835,28.265537,36.461258,41.516772
A00038806,BAS2,75.447346,59.786151,74.369014,59.473734,83.667324,67.665502,97.302022,103.186767
A00038806,FLU2,30.625759,21.670964,29.199754,21.211553,34.503206,28.534387,40.269548,40.234185
A00038806,FLU1,41.390835,32.361047,41.034549,32.773296,46.015719,39.265395,52.406405,58.384036
A00062923,BAS1,40.520656,31.703185,42.090424,32.453413,46.896224,39.275681,53.987688,59.327457
A00043649,BAS1,60.878186,28.281802,58.251958,29.695309,65.198883,38.916853,79.504803,53.025773
A00056919,BAS1,49.811778,28.739334,50.487135,29.028094,52.427004,35.281372,62.18786,51.890389
A00066926,BAS1,39.555344,28.825866,38.578793,28.120448,44.048354,34.147139,50.2225,52.061416
A00051927,BAS1,47.277107,33.773649,44.243861,33.602217,51.285505,39.833457,60.109816,59.603232
A00051727,TRT,49.335655,24.853314,48.920991,24.929157,52.026386,32.578215,64.890462,45.093813
A00051727,BAS1,45.404316,31.693171,48.286551,32.979874,54.160289,40.463418,63.498931,60.046549
A00063455,BAS1,36.621465,18.014645,37.012716,18.452912,39.008895,25.684178,47.317764,34.640994
A00066812,BAS1,59.858807,32.457211,59.868741,32.908836,64.178777,43.180411,78.377824,62.211063
A00063383,TRT,45.387323,21.673126,51.289381,26.274893,52.160162,34.985149,63.829962,47.305772
A00063383,BAS1,107.043627,68.243383,54.392155,29.321599,103.404101,81.910931,127.79948,113.351457
A00063383,FLU2,25.870526,8.366859,37.30706,24.366591,38.083813,28.024662,44.843634,39.547477
A00075151,TRT,71.624677,42.238507,65.241728,37.949159,76.899475,55.659742,92.612495,79.337584
A00075151,BAS1,75.98689,51.649719,64.169912,42.479803,86.694535,67.972727,104.322583,98.293443
A00052307,BAS1,44.905041,16.43077,42.380769,17.244199,48.963075,29.004532,61.119131,37.438463
A00082987,TRT,41.241197,17.156731,42.712054,17.607719,53.345752,32.270203,66.415665,42.902642
A00082987,BAS1,35.154596,13.678858,35.445125,14.187436,45.37859,27.317713,56.180732,37.286753
A00082987,FLU1,48.939957,24.455826,48.841791,24.85718,52.3637,33.622346,63.921823,46.167302
A00081519,BAS1,109.078531,84.228984,96.291532,72.79184,127.67129,108.964805,159.422719,159.530782
A00074711,BAS1,46.217465,34.168227,46.411778,31.741827,54.901508,43.407579,64.732311,64.202415
A00065802,TRT,48.427879,31.758367,48.921897,32.421496,52.068046,38.356488,61.868942,57.461679
A00065802,BAS1,56.294403,27.571539,51.614698,27.579359,56.89422,35.785621,69.987308,49.362417
A00065802,FLU2,47.343317,31.07875,47.82652,31.854557,51.368259,38.073644,61.036191,56.955017
A00065802,FLU1,47.829851,29.219083,47.3316,29.526766,51.71052,36.778961,61.391609,54.886707
A00055867,TRT,57.906707,34.014064,57.907534,33.971528,65.688345,44.16814,78.085907,64.289024
A00055867,BAS1,56.324719,27.06257,56.560308,27.523437,61.857059,37.024708,74.397578,52.014664
A00074652,BAS1,40.799026,17.270094,42.932731,18.547285,46.548409,32.88514,59.243235,39.801284
A00028754,BAS2,42.395426,30.083402,40.067158,29.354678,45.565733,35.962773,52.469234,54.417266
A00081901,BAS1,40.995849,32.542071,40.928417,32.187841,49.806708,40.713952,57.896366,62.440789
A00050795,BAS1,40.581661,24.709466,40.228477,24.720035,46.293426,33.267154,54.961711,48.594255
A00051513,BAS1,54.485078,37.200582,54.392254,37.369794,60.571999,45.767348,70.217687,67.975941
A00062144,TRT,64.030896,34.72983,62.476104,38.155069,72.246284,49.107915,85.334113,72.646059
A00062144,BAS1,60.439432,31.045276,60.224845,31.009613,63.929677,39.585023,78.284492,55.745616
A00060383,BAS1,41.629424,28.979191,40.88232,28.572331,46.301553,35.158782,54.717541,52.113778
A00058004,TRT,80.937332,49.088381,80.384319,49.066116,91.086159,60.018139,108.702413,87.634851
A00058004,BAS1,74.976926,46.287152,79.520836,50.399151,86.085958,60.954974,102.090744,89.78003
A00058004,FLU2,71.264772,42.598367,72.173942,43.792768,81.700355,56.417573,97.228829,83.770116
A00075745,BAS1,73.55859,33.144445,71.70814,31.817402,75.688784,42.355953,93.812924,57.560361
A00076380,BAS1,60.155546,34.725813,59.503969,35.121605,64.371472,42.808412,75.431556,61.632342
A00076380,FLU2,51.17387,26.476499,50.532732,26.420944,56.247501,35.378889,66.034334,50.167268
A00077199,BAS1,62.012611,17.088205,58.572866,22.592801,62.201565,35.162739,76.900198,43.196914
A00057372,BAS1,56.590572,23.264872,56.201161,23.397664,60.04899,31.963501,74.120884,42.958473
A00057965,BAS1,57.029034,23.954896,55.971866,23.859194,62.378277,34.154476,77.369143,47.209054
A00055907,TRT,84.896052,44.371447,84.791922,45.332863,93.659105,66.417773,113.706491,98.77763
A00055907,BAS1,80.652897,58.520734,71.723511,53.022868,89.936681,70.418003,105.641747,111.234815
A00055907,FLU2,74.404731,55.885126,74.878532,56.636993,83.161821,65.616033,97.469846,103.361818
A00040604,BAS2,48.870151,36.253536,47.331708,35.79627,53.963737,41.956256,62.018539,62.933674
A00040604,FLU2,34.540781,23.297341,34.356921,23.252976,40.111301,30.641941,46.64588,44.316014
A00040604,FLU1,48.493612,36.370072,47.283706,36.464206,53.07157,42.44672,60.923212,63.71312
A00066319,BAS1,78.772392,48.1199,66.414778,39.414966,79.962035,57.946691,97.249834,84.375108
A00050911,BAS1,49.315787,34.705504,48.254086,33.618234,56.43399,44.401755,67.375195,65.582179
A00079334,BAS1,29.431418,25.040811,29.627875,25.184246,36.173901,32.202581,40.832867,49.67248
A00039758,BAS2,38.925609,27.23814,38.021465,26.808591,46.070671,36.274074,53.589655,50.333017
A00039758,FLU1,41.757264,21.603895,40.432742,21.746307,48.32292,33.331426,57.122964,44.746068
A00065379,BAS1,41.034551,20.436177,39.266426,22.443201,48.909916,31.402864,60.59227,42.013677
A00073953,BAS1,35.879962,25.589271,35.732479,24.903493,40.064991,31.891675,47.026207,45.631026
A00073953,FLU2,41.208915,28.515271,40.518353,28.291107,45.134221,34.686119,52.884525,50.250743
A00073953,FLU1,28.079074,19.279725,27.434547,19.122607,32.806017,25.366146,38.736925,35.693157
A00052069,TRT,67.255012,71.515605,68.023607,69.230171,79.572302,87.874399,93.242009,133.350878
A00052069,BAS1,71.873491,81.622404,77.080342,85.799722,90.910355,98.891771,108.771366,150.0887
A00052069,FLU1,77.133209,78.885921,77.573119,79.150122,88.743885,93.604824,105.197679,141.390766
A00083952,BAS1,30.802085,17.006469,30.416662,17.01517,39.338768,26.943249,46.038653,38.458923
A00081479,BAS1,48.547764,33.423954,49.725835,34.725187,52.017242,39.340467,60.336269,58.877372
A00081479,FLU1,42.751009,28.144818,41.706539,28.227776,45.466591,34.194912,52.64963,50.461206
A00056679,FLU2,65.085335,41.728115,64.80568,43.107168,71.766894,53.276283,84.267663,81.182759
A00056679,FLU1,68.656484,40.182727,69.397858,40.794912,76.379675,53.76361,94.931294,75.750727
A00059865,TRT,64.592627,37.4179,64.253382,38.0862,70.815623,48.847424,82.805462,73.035
A00059865,BAS1,66.688084,33.247041,66.672326,33.840528,69.615488,41.305805,83.39886,58.701966
A00059865,FLU2,67.919027,34.825863,67.817406,34.578569,73.598678,46.458626,86.806563,68.005283
A00059865,FLU1,62.71656,33.386074,68.255685,36.73101,72.082709,45.618084,85.577779,66.665734
A00043509,BAS1,47.480368,23.875948,46.562317,23.895329,49.637286,31.907446,60.090996,45.267031
A00040580,BAS2,48.042095,43.516605,46.618014,42.744265,54.200941,48.642306,60.185833,76.353656
A00040580,FLU1,49.752947,43.546001,49.283856,43.707209,57.134022,50.222252,64.053968,77.687086
A00058145,BAS1,63.419727,45.337572,64.726594,47.284362,70.202597,55.106275,83.784008,80.093997
A00061767,BAS1,40.517967,31.220711,40.807792,31.642697,46.4037,37.389186,53.246916,55.870439
A00066697,TRT,58.204291,33.701052,66.02686,41.469592,67.07332,49.472162,86.065522,73.968784
A00066697,BAS1,106.454116,52.9,79.938094,34.032737,112.658015,82.291411,151.204397,108.373003
A00066697,FLU1,-40.771093,-34.346239,-50.05857,-41.832192,27.572262,27.09586,10.997997,27.029424
A00052340,BAS1,55.004279,32.55135,53.537884,33.159073,62.794136,40.835752,73.869354,58.416072
A00051690,BAS1,71.839892,43.886305,71.406404,43.764008,78.676704,54.441848,92.306144,80.833917
A00076586,BAS1,48.011534,33.435442,47.342103,33.258308,51.971305,39.34242,60.451622,58.947259
A00076586,FLU1,41.691854,24.765487,40.902752,25.315485,44.558579,31.978743,52.727926,45.793563
A00062255,BAS1,50.719956,28.391426,49.246963,27.891963,54.288475,37.187061,63.79757,52.303
A00059107,BAS1,50.0558,35.815164,49.242992,36.307661,56.031455,42.773889,,
A00066236,BAS1,43.492256,19.252546,42.298362,18.970603,44.999996,27.268616,54.408417,37.96388
A00061711,BAS1,49.450168,26.521262,47.711358,25.695697,53.129957,34.87486,63.668861,48.494934
A00057445,BAS2,37.153614,26.515258,36.239389,26.038593,42.573191,34.56367,49.121342,50.902542
A00057445,BAS1,46.175445,34.788152,45.179565,34.472261,51.384265,41.094602,58.193869,62.953227
A00057445,FLU2,31.263414,20.471916,30.941692,20.123027,35.573685,27.565047,40.811772,38.989736
A00057445,FLU1,34.862283,22.207392,34.361333,21.994583,39.400968,29.65655,45.209559,42.740749
A00061715,TRT,64.989141,30.334027,66.049227,30.892856,68.656612,39.203175,82.252805,55.213457
A00061715,BAS1,61.991389,36.6067,67.405413,36.876879,71.591603,50.129603,84.398821,71.492671
A00061715,FLU1,50.911089,27.598733,48.150126,27.18732,54.00905,35.608931,64.820182,50.762871
A00083949,BAS1,80.568853,44.061475,71.816282,36.339602,90.287386,58.799656,113.023621,77.574491
A00083949,FLU1,56.336607,34.483499,69.895596,47.217114,73.398184,56.74255,86.928537,83.419057
A00083847,BAS1,36.797778,28.137473,35.3101,27.463323,39.701794,32.948116,45.415262,50.42417
A00083847,FLU1,39.384906,30.716408,39.601314,32.076379,45.916767,37.923613,52.669219,58.122112
A00074953,TRT,72.248846,45.497616,71.785063,46.887193,80.556262,57.398462,93.488802,86.757671
A00074953,BAS1,67.186387,36.306517,67.151324,36.391119,72.897562,46.499186,86.791021,67.410091
A00073303,TRT,80.975232,38.815906,79.543665,39.355165,91.29673,55.985896,108.522622,81.140725
A00073303,BAS1,88.8772,42.680469,88.3502,42.207437,94.690269,57.945017,117.359515,80.783286
A00073303,FLU1,74.505868,49.973498,72.860296,49.687976,79.983941,58.676169,93.314133,88.993332
