A00060664,FLU2
A00060664,TRT
A00060675,FLU2
A00060773,BAS1
A00060806,BAS1
A00060806,TRT
A00060846,BAS1
A00060846,BAS1
A00060846,FLU1
A00060846,FLU2
A00060846,TRT
A00060925,BAS1
A00061298,BAS1
A00061298,FLU2
A00061298,TRT
A00061387,BAS1
A00061413,FLU1
A00061413,FLU2
A00061413,TRT
A00061415,BAS1
A00061415,FLU1
A00061415,FLU2
A00061415,TRT
A00061709,BAS1
A00061714,BAS1
A00061714,FLU1
A00061714,TRT
A00061715,BAS1
A00061715,FLU1
A00061715,TRT
A00061727,BAS1
A00061730,BAS1
A00061749,BAS1
A00061749,FLU1
A00061749,FLU2
A00061749,TRT
A00061881,BAS1
A00061882,BAS1
A00061883,BAS1
A00061883,FLU1
A00061883,FLU2
A00061883,TRT
A00061923,BAS1
A00062009,BAS1
A00062009,TRT
A00062081,BAS1
A00062081,FLU1
A00062081,FLU2
A00062081,TRT
A00062085,BAS1
A00062085,FLU1
A00062085,FLU2
A00062085,TRT
A00062144,BAS1
A00062144,TRT
A00062146,BAS1
A00062146,TRT
A00062349,BAS1
A00062349,FLU1
A00062349,FLU2
A00062349,TRT
A00062353,BAS1
A00062353,FLU1
A00062353,TRT
A00062361,BAS1
A00062361,FLU1
A00062361,FLU2
A00062369,BAS1
A00062369,FLU1
A00062369,TRT
A00062797,BAS1
A00062797,FLU2
A00062797,TRT
A00062798,BAS1
A00062809,BAS1
A00062809,FLU1
A00062917,BAS1
A00062983,BAS1
A00062983,FLU1
A00062983,FLU2
A00062983,TRT
A00062989,BAS1
A00062989,FLU2
A00062996,BAS1
A00062996,TRT
A00062997,BAS1
A00062997,TRT
A00063003,BAS1
A00063003,FLU1
A00063003,TRT
A00063006,BAS1
A00063006,FLU1
A00063006,TRT
A00063103,BAS1
A00063327,BAS1
A00063327,FLU1
A00063327,FLU2
A00063327,TRT
A00063329,BAS1
A00063329,FLU1
A00063329,FLU2
A00063383,BAS1
A00063383,FLU2
A00063383,TRT
A00063425,BAS1
A00063450,BAS1
A00063589,BAS1
A00064416,BAS1
A00064418,BAS1
A00064418,FLU1
A00064418,FLU2
A00064418,TRT
A00064503,BAS1
A00064503,FLU1
A00064503,FLU2
A00064503,TRT
A00064505,BAS1
A00064505,FLU1
A00064505,TRT
A00064507,BAS1
A00064507,FLU1
A00064507,FLU2
A00064507,TRT
A00064580,BAS1
A00064596,BAS1
A00064596,FLU1
A00064596,FLU2
A00064596,TRT
A00064597,BAS1
A00064597,FLU1
A00065178,BAS1
A00065178,FLU1
A00065178,FLU2
A00065178,TRT
A00065178,TRT
A00065185,BAS1
A00065185,FLU2
