sub,ses,task,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
A00031881,FLU1,rest,0.11020072410075002,0.0011764152715583395,0.9947682969968908,0.9895910505260038,0.9928276403946756,1.0,0.9682787146038816,0.9385080334289326,0.9602742089051892,0.9770137083052426,0.1484370809725929,0.15602464268407318,0.2857678567805663,0.650960557069219,0.4769775891891052,32.00955249498081,46.41779021589303,0.6895966470205002,14.895947426067908,14.266155531215773,12.897042716319824,0.0,0.0
A00031881,TRT,rest,0.07396762092,0.0004991025323049473,0.9882665568800644,0.9768052678307192,0.984015738025332,1.0,0.963631996156618,0.9298164287038754,0.954633058439008,0.9783435762364648,0.07821745346038074,0.08195435007165776,0.3716484283676444,0.6165850535390897,0.5029877474610992,32.000954562032774,41.445805873283284,0.7721156311901072,9.73691347979387,10.631950094928127,7.431516137781394,0.0,0.0
A00032875,FLU1,rest,0.1846836984875,0.0016770828404804518,0.989158298252628,0.978549160113536,0.9862612975778484,1.0,0.9708555809814392,0.9433618479972824,0.963482349994714,0.97853733542621,0.19235208685539476,0.17760776002904602,0.34852699913570695,0.5811886862085893,0.5309395174962747,36.30965587114113,41.21964499143524,0.8808823045100381,16.39862905351964,18.296862641708408,14.711310308462956,0.0,0.0
A00033673,FLU1,rest,0.34909545829000005,0.0012677327878124467,0.996047807247274,0.9921267311705558,0.9949866980036112,1.0,0.9750902070013292,0.9513912479540472,0.9687255373112416,0.9787146170219524,0.19697410193953846,0.2565954144609211,0.3158632187118388,0.5948001667173636,0.5020122140688437,30.389441844245674,34.407398840940466,0.8832240409898717,23.28308207705193,18.634840871021773,18.718592964824122,0.0,0.0
A00033714,FLU1,rest,0.5313582715410001,0.006205620687302678,0.9926914994513976,0.9854890521729498,0.9899903690898968,1.0,0.9701592356687898,0.9420478090113492,0.9626559593110864,0.9798642606709768,0.08379898518682162,0.3454214218020513,0.4526216074402569,0.6666218291045425,0.5564584740773694,31.464437990350675,20.4265469896877,1.5403698924852756,32.22162452931684,16.64873587950511,12.291554599246904,0.0,0.0
A00033714,TRT,rest,0.15368854990249994,0.0019446607037881493,0.9949630932102496,0.9899766729844,0.9930508363670574,1.0,0.9757069022744156,0.9525661204209488,0.9694820187287676,0.9774836114893752,0.3099629134484302,0.2878142266319615,0.3910837802807353,0.6609624616683518,0.502034080846612,37.745364555945756,34.27513048877891,1.1012464144608565,16.735966735966738,18.269230769230766,13.33160083160083,0.0,0.0
A00034350,FLU1,rest,0.17154624359999998,0.003815465750236261,0.9909665427509292,0.9820948310798364,0.9876401316461264,1.0,0.9683365967811262,0.9386167947412276,0.9603635125726132,0.9777534880730404,0.4155082181421228,0.4141628675401217,0.507443515363866,0.5729113653249385,0.5279909607693508,54.032224354501494,64.06732781089295,0.843366286697457,10.084745762711863,9.97175141242938,6.864406779661017,0.0,0.0
A00034350,TRT,rest,0.115472490075,0.0007601546558193666,0.9817737692596769,0.9642000369071784,0.9753165301748732,1.0,0.9619809180570528,0.926746853493707,0.9527468567764714,0.9814188634647584,0.3377053903723601,0.3435794930343208,0.468210115336686,0.5045201034443902,0.5223789645266365,41.0117015366295,51.87062146579481,0.7906537530820595,9.796827163929864,9.629835791817424,5.956025605343723,0.0,0.0
A00035291,FLU1,rest,0.0838755390994505,0.00041182695605751593,0.9929662463062388,0.9860307488841132,0.9907340553808004,1.0,0.9724532717669756,0.9463835026161896,0.965402649573314,0.9752910203952168,0.3199851470318135,0.3302967607149179,0.4609209736028781,0.6216213370843983,0.5679622522870704,47.18728741811113,60.19160138452526,0.7839513542207,12.515770880645974,12.086802927075448,9.487761796618726,0.0,0.0
A00035292,FLU1,rest,0.16723299848874998,0.0006583261075263071,0.9951558392790086,0.9903583840950708,0.9933780062883067,1.0,0.9697549160212896,0.941285652416012,0.9621676068987972,0.9801887704152304,0.38979428312136494,0.3752584139407345,0.4735358196721412,0.6386786271058442,0.5405374291285951,45.86914511211262,51.89172153632652,0.8839395524775984,16.852841185041278,18.139873725109275,12.943176299174356,0.0,0.0
A00035292,TRT,rest,0.17204761021249998,0.0014682585663634874,0.9854051905275713,0.971230269786186,0.9802396277059636,1.0,0.961681762703154,0.9261917282766728,0.9523136797228038,0.9798409529731322,0.3389647640583001,0.3323999869661334,0.4496897327726386,0.5558111953874944,0.5518696637691457,45.53307633289758,52.10505417844496,0.8738706263879849,11.007862759113653,11.508220157255185,7.624493685966166,0.0,0.0
A00035364,FLU1,rest,0.15445697358750002,0.0008015682914099074,0.992180069745324,0.9844814931320122,0.9890648436892392,1.0,0.9656385411170272,0.9335600556500232,0.9571082446779646,0.9794356146610445,0.3311939677519687,0.3373836139945044,0.4203953036824153,0.6582771118957128,0.4821232221701146,42.22695034353293,51.437601137562005,0.8209354520752901,15.647983768704034,15.673345168653311,12.782145574435706,0.0,0.0
A00035377,FLU1,rest,0.06737144353269875,0.0004882236001601325,0.9937639198218264,0.9876051350154936,0.991706284668062,1.0,0.97363584511059,0.948626119172584,0.966916134200646,0.9783792389746856,0.4803906163566618,0.4874430044768511,0.6066375940635393,0.6438967836497077,0.4728034789945033,50.77130624756124,66.91496261953745,0.7587436988679916,11.385199240986715,11.439414475467606,7.075088099756031,0.0,0.0
A00035377,TRT,rest,0.09588718305874999,0.000550299591340347,0.9884470934030044,0.9771580774042536,0.9847300737929556,1.0,0.9682542213434954,0.938462013970452,0.9603019324999876,0.9792620783074244,0.21436747543670934,0.21473849085276786,0.300343933923382,0.5865614180132545,0.5088623364077295,35.839172567221226,47.207433070134144,0.7591849468700499,13.552526062550124,13.579256883186314,11.173483025928896,0.0,0.0
A00035561,FLU1,rest,0.3523544207500001,0.0016190898633465795,0.9965222889661712,0.9930686830497796,0.9953277440157096,1.0,0.9724439376662866,0.9463658220824857,0.9654125021746546,0.9767441860465116,0.3510411149226211,0.37692308790158696,0.4973707092555149,0.6521885449735547,0.4870609089164222,56.96079993913879,73.61614698108542,0.7737541595836851,17.61936785474109,16.509751176866175,9.280430396772024,0.0,0.0
A00035940,FLU1,rest,0.16578542015500006,0.0008651988293242749,0.9894929953302202,0.9792044891896352,0.9861979863001136,1.0,0.9669212822397648,0.9359608959287216,0.9586964785371878,0.9801406032332264,0.4601897662279714,0.4846582551172983,0.591974483956501,0.6939585134971789,0.5073614046954134,50.807156772853716,46.968291803487,1.0817331187054524,13.646877409406324,13.081470059110767,8.455409920328965,0.0,0.0
A00035945,FLU1,rest,0.225466188725,0.0047358526717409645,0.9938305765643896,0.9877368099409248,0.9918277968840032,1.0,0.9744530743312716,0.9501789239881541,0.9679191000124804,0.9776233098457436,0.38256142602293264,0.41118945980311694,0.5132627197224364,0.6463790097162865,0.5730765229386119,46.24023669416791,58.450611637619886,0.7910992784959473,15.085865257595776,13.10435931307794,9.431968295904886,0.0,0.0
A00035945,TRT,rest,0.2219768069625,0.002300552910987309,0.9941786578116673,0.9884246994090076,0.9922872571275236,1.0,0.97468754943838,0.9506249035642648,0.9682150882566845,0.9779675545255404,0.3207996687242116,0.3425505295445677,0.5122617354163174,0.6508942517542481,0.5196489424894803,47.96314439594003,67.90928831763182,0.7062825363682537,14.956245027844071,13.975072924953597,9.175285070273137,0.0,0.0
A00037126,TRT,rest,0.08915331914374999,0.0010607192511485157,0.9939511506921788,0.9879750385640164,0.9915354014957212,1.0,0.9695539146106122,0.9409069803436,0.9619278228854572,0.9802315456802864,0.19229860355382897,0.21905902871786265,0.4280962838484903,0.5952870805178787,0.4780770566866499,43.28208812812203,60.139177531670555,0.7196987039825872,14.467501957713392,12.960062646828506,7.576350822239624,0.0,0.0
A00037229,FLU1,rest,0.8803645621249998,0.0037206833425235094,0.9862280665366906,0.9728303122059004,0.9819180673692472,1.0,0.9668426340887704,0.9358135226921891,0.9585394856203918,0.9780897063568892,0.11147540989429848,0.046412517689794194,0.16156215820206074,0.5543650681570059,0.4788889988816231,46.89508612245838,48.71600254119709,0.9626218013844868,26.579203109815353,32.84742468415938,28.2555879494655,0.0,0.0
A00037267,FLU1,rest,0.23513025142500005,0.0027608602912997378,0.9957551292188606,0.9915461439641954,0.9943975802830374,1.0,0.971634584842132,0.9448339768339769,0.9644478630463535,0.9787540396121972,0.08832951678817272,0.08573562637199893,0.23039172868310884,0.581306271956669,0.4974099838122246,24.842366925374375,36.56109649453765,0.679475434471335,19.582245430809397,19.750093248787767,16.281238343901528,0.0,0.0
A00037457,FLU1,rest,0.23468344075,0.002962552782316472,0.9958151921207252,0.9916652635123758,0.994504082850714,1.0,0.9740999905012192,0.9495077312428628,0.9674868693720692,0.9780639008106821,0.15674091449395694,0.12354209696515785,0.2514683831434134,0.4748530054541592,0.4741475279289245,28.70541461231328,37.6808588361277,0.7618036185733396,26.748582230623818,28.99810964083176,22.514177693761813,0.0,0.0
