sub,ses,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
A00081175,FLU2,0.0871398247049999,0.000542743745269,0.9951141218401114,0.9902757551557289,0.9937913801692084,1.0,0.9760125970236108,0.9531490272113392,0.9694707655863788,0.9850068229319608,0.5525391919817259,0.5841306846423054,0.7018275102385356,0.741050973305764,0.7301551769544602,51.26343411775533,34.55358967129868,1.4835921421019935,4.636196480168112,4.609929078014184,1.8387181507748884,0.0,0.0
A00081175,FLU1,0.0836381152999999,0.0007591507054204,0.9961014105805354,0.992233101110902,0.9950442614192174,1.0,0.9766186203916436,0.9543056380070069,0.9702411449409916,0.985502491084766,0.53242768408981,0.5331896796184742,0.673948848724629,0.7458773394861554,0.7327307982765452,44.487473094250106,27.17541146435128,1.6370487399099294,4.818797291915571,5.017921146953405,2.2700119474313025,0.0,0.0
A00027167,TRT,0.0770684361712853,0.0005341794858284,0.8814507572103791,0.7880303552949293,0.8600132746620808,1.0,0.8757185803063249,0.7789140378615576,0.8558919869083965,0.9961828552891244,0.0,0.0,0.0,0.1574664480439951,0.1757233701629909,-38.59713574461857,-36.92182858497699,1.045374436311728,76.96982852181463,76.88300412415889,79.61797265031474,0.0,0.0
A00027167,FLU1,0.1254427896862499,0.0006227013711175,0.864804469273743,0.7618110236220472,0.84126899318432,1.0,0.864133611691023,0.7607704749301574,0.8423031528047469,0.9880241154486182,0.0,0.0,0.0,0.1948107129698672,0.2518777666603433,-34.763316952912696,-27.45141248104464,1.2663580417553002,75.71834543732238,75.80254710030523,79.1179875802547,0.0,0.0
A00075732,TRT,0.0737052850402749,0.0003772931346836,0.9922638436482084,0.9846464646464648,0.9897401973740472,1.0,0.972118338739078,0.9457492777393868,0.9645038738676528,0.9810937796894164,0.51212153537066,0.4940459920451633,0.6744107868745023,0.7621506808939598,0.7531715584462874,48.95931620881203,27.838583097775903,1.758685635574733,4.518921095008052,5.052334943639291,2.828099838969404,0.0,0.0
A00075732,BAS1,0.0662854338567499,0.0004237851287025,0.9948119061667108,0.9896773671214024,0.993106410746734,1.0,0.9738530415827802,0.9490385695679492,0.9666698366105704,0.9807397087090574,0.4782512779565634,0.4797943986618141,0.6299040088439863,0.7526586009321562,0.7453249579262683,34.497826389355176,20.244654984017583,1.7040461502846034,8.119312436804853,7.977755308392316,4.944388270980789,0.0,0.0
A00075732,FLU2,0.1051638887874999,0.0006934468868125,0.993977748290293,0.9880275974025974,0.9920114189072068,1.0,0.9728718748729406,0.94717674560084,0.965470406625214,0.982074733972462,0.5456817695926575,0.5487562188305286,0.6660534072616455,0.7664082161592,0.7506572865325796,41.87640141423776,25.4077499376525,1.6481743372395157,5.61649400771887,5.748527320739386,3.473491773308958,0.0,0.0
A00075732,FLU1,0.1149517661524999,0.0003472658745801,0.993446071688648,0.9869774919614148,0.9912826866135224,1.0,0.9750647157411712,0.9513427147220118,0.968192553533838,0.9807235323890982,0.358395538971851,0.3574684591992739,0.5207311108264283,0.7509061513463456,0.7464696915104855,39.98976775527085,25.316210840151644,1.579611104038005,7.35606597187089,7.497723363351209,4.138419508246484,0.0,0.0
A00078262,BAS1,0.1415223769999999,0.0023420002309026,0.9947314503146496,0.9895181249090116,0.9927289922245356,1.0,0.9669724494123676,0.9360567865419565,0.9581348970174458,0.9821737057786758,0.4825971976968656,0.4956357587480379,0.611952420437592,0.7465243320177704,0.7501729315507777,40.43900445302993,31.240572049731167,1.294438667405193,6.134198681042605,6.019051606825081,3.475348058201612,0.0,0.0
A00078262,FLU2,0.2072086189499999,0.0035891418700613,0.9952224381914294,0.9904903095169222,0.993386483329038,1.0,0.9715519774217276,0.9446777630882028,0.9638448279113482,0.982915959713429,0.3025838387315799,0.2779995215219116,0.4150851048674603,0.7380555612096816,0.7594713915664575,31.275364845749284,18.42736434828181,1.6972239900746,10.436234606553956,12.50260905865164,8.745564600292214,0.0,0.0
A00078262,FLU1,0.2667999612499999,0.004607688560792,0.9962675750108712,0.9925629084082458,0.9948243018288628,1.0,0.9713884290086504,0.9443685608868382,0.9635998885101243,0.981416806235367,0.2633934432385836,0.2897975323484304,0.4321849692639549,0.712167357740276,0.7321165965620944,33.90103691065975,20.790860725351607,1.6305739987629313,13.613550815558344,12.379757423672103,7.74780426599749,0.0,0.0
A00053625,BAS1,0.0719985433492499,0.000599593673085,0.9920712653327736,0.9842672712970246,0.9899106110634436,1.0,0.9667281493706112,0.9355990379315527,0.9579010317268052,0.9839968380140972,0.5697340412123212,0.5753625372437384,0.6986004372690785,0.7420092428041435,0.7537343818804979,39.50772689101548,32.133191923614866,1.2294989861240964,4.0667678300455234,4.081942336874052,1.5477996965098637,0.0,0.0
A00055076,TRT,0.1208052882149999,0.0006118288126428,0.9885960346377703,0.977449237391223,0.9855776089055988,1.0,0.9742016765380922,0.9497009833768444,0.9671558692341944,0.982967225073488,0.4593839196672757,0.4637225764788371,0.723780331012252,0.7795932169437597,0.756050495961601,70.1513135132401,47.5917121881366,1.4740237383333108,2.63468809073724,2.6937618147448017,0.6379962192816635,0.0,0.0
A00055076,FLU1,0.0946087794264999,0.0004591841226134,0.9914678575625808,0.9830800783070756,0.9891705326883176,1.0,0.974722475442378,0.9506913514591504,0.9677359755025,0.979252614821028,0.5715486742425872,0.5806682398404959,0.7584649675365341,0.7840720967154079,0.7595850132997539,70.831511980255,43.36536305738826,1.6333660549899922,2.5895707697765165,2.4122029088329198,0.6858223956485752,0.0,0.0
A00054153,BAS2,0.17694226924925,0.0007804932656514,0.9946685065546008,0.9893935612677812,0.992979264123442,1.0,0.9681675936193624,0.9382992699516072,0.9595348292098234,0.9796339139606656,0.1342511122594331,0.1516462487841411,0.3251677024083961,0.7589755622116128,0.7418713016684682,31.446133803325097,20.427157912353135,1.5394277529087066,11.868002357100767,10.760164997053623,7.97878609310548,0.0,0.0
