sub,SCBF,BASIL,SCRUB,PVCGM,PVCWM
8.0,0.3675173664136232,0.382975505911555,0.3730585073999396,0.3462660178839897,0.4082754005436621
18.0,0.418864268518797,0.42240650003573577,0.4224930251340842,0.4376536844844156,0.44117383714574687
28.0,0.34802575603016556,0.3639162799475736,0.3530920993261033,0.37561162901332557,0.38078148576295057
38.0,0.276013368984945,0.2862951976747447,0.26277287386290044,0.3447557668346125,0.13105255363953733
48.0,0.4056152176543265,0.37599872144211377,0.4195206921454158,0.460661088737762,0.19300695995226572
58.0,0.07657110950729862,0.09418185585512732,0.10099059327129398,0.1199151099652605,0.08719367176351672
9.0,0.31846752020709507,0.2867251174242079,0.32696649430898095,0.2978376654301297,0.3668161588754753
19.0,0.46686329992775605,0.4794978672031923,0.47566771657752704,0.4584927545419969,0.558212162399996
29.0,0.45053599154076546,0.4187000491951468,0.4541436896991849,0.4149757794196896,0.5011110368216133
39.0,0.19924674104309742,0.19513010929347768,0.21358100011546413,0.23293038271535818,0.13182093228709757
49.0,0.35328530423719867,0.2684577116112456,0.34056918367724304,0.2782516712508054,0.19772654904132891
59.0,0.4196319482300284,0.3392296258207724,0.4092426698150745,0.37140065133171013,0.25804169464377097
10.0,0.4589518334178265,0.43636747005322524,0.47521942864724237,0.43600273957915464,0.45661603623200475
20.0,0.5101850714676183,0.5116932181588796,0.5118452815538661,0.46993971508573934,0.5864112459196568
30.0,0.5645316827585684,0.557220105103111,0.5627851740479775,0.5409947036768622,0.5773402433861051
40.0,0.30909618705261344,0.28466755907283176,0.3238417759757244,0.3427142483327331,0.19776656714956398
50.0,0.18678889854083505,0.221350438640042,0.18330164726726678,0.24011306246640463,0.0807017368663254
60.0,0.21650819752080153,0.20022757873629787,0.21015228230544292,0.1571904609891913,0.22582200501740454
1.0,0.2873593144227908,0.2888524824631546,0.27629619354040036,0.26139790987994355,0.3290824146231347
11.0,0.32063081173752406,0.31995384105090835,0.3257037232843253,0.3075730733513182,0.33540685482169347
21.0,0.4250095306027606,0.4226774632014234,0.4267571422616469,0.4001483235415448,0.4530962991313784
