Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,IntendedForKey07,IntendedForKey08,IntendedForKey09,IntendedForKey10,IntendedForKey11,IntendedForKey12,IntendedForKey13,IntendedForKey14,IntendedForKey15,IntendedForKey16,IntendedForKey17,IntendedForKey18,IntendedForKey19,IntendedForKey20,IntendedForKey21,IntendedForKey22,IntendedForKey23,IntendedForKey24,IntendedForKey25,IntendedForKey26,IntendedForKey27,IntendedForKey28,IntendedForKey29,IntendedForKey30,IntendedForKey31,IntendedForKey32,IntendedForKey33,IntendedForKey34,IntendedForKey35,IntendedForKey36,IntendedForKey37,IntendedForKey38,IntendedForKey39,IntendedForKey40,IntendedForKey41,IntendedForKey42,IntendedForKey43,IntendedForKey44,IntendedForKey45,IntendedForKey46,IntendedForKey47,IntendedForKey48,IntendedForKey49,IntendedForKey50,IntendedForKey51,IntendedForKey52,IntendedForKey53,MultibandAccelerationFactor,NSliceTimes,NumberOfVolumesDiscardedByScanner,NumberOfVolumesDiscardedByUser,ParallelAcquisitionTechnique,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,SliceEncodingDirection,TotalReadoutTime,VolumeTiming
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__13,datatype-fmap_fmap-magnitude1_suffix-magnitude1,13,16,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__14,datatype-fmap_fmap-magnitude1_suffix-magnitude1,14,4,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__15,datatype-fmap_fmap-magnitude1_suffix-magnitude1,15,2,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__16,datatype-fmap_fmap-magnitude1_suffix-magnitude1,16,5,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__17,datatype-fmap_fmap-magnitude1_suffix-magnitude1,17,4,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__18,datatype-fmap_fmap-magnitude1_suffix-magnitude1,18,2,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__19,datatype-fmap_fmap-magnitude1_suffix-magnitude1,19,12,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__20,datatype-fmap_fmap-magnitude1_suffix-magnitude1,20,1,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__21,datatype-fmap_fmap-magnitude1_suffix-magnitude1,21,10,,0.00269,,,60,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__22,datatype-fmap_fmap-magnitude1_suffix-magnitude1,22,2,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__23,datatype-fmap_fmap-magnitude1_suffix-magnitude1,23,7,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__24,datatype-fmap_fmap-magnitude1_suffix-magnitude1,24,2,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__25,datatype-fmap_fmap-magnitude1_suffix-magnitude1,25,2,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__26,datatype-fmap_fmap-magnitude1_suffix-magnitude1,26,1,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__27,datatype-fmap_fmap-magnitude1_suffix-magnitude1,27,2,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__28,datatype-fmap_fmap-magnitude1_suffix-magnitude1,28,1,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__29,datatype-fmap_fmap-magnitude1_suffix-magnitude1,29,2,1.56E-05,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__30,datatype-fmap_fmap-magnitude1_suffix-magnitude1,30,2,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__31,datatype-fmap_fmap-magnitude1_suffix-magnitude1,31,1,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__32,datatype-fmap_fmap-magnitude1_suffix-magnitude1,32,3,1.56E-05,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__33,datatype-fmap_fmap-magnitude1_suffix-magnitude1,33,1,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__34,datatype-fmap_fmap-magnitude1_suffix-magnitude1,34,7,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__35,datatype-fmap_fmap-magnitude1_suffix-magnitude1,35,1,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__36,datatype-fmap_fmap-magnitude1_suffix-magnitude1,36,1,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__37,datatype-fmap_fmap-magnitude1_suffix-magnitude1,37,1,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-hero,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__38,datatype-fmap_fmap-magnitude1_suffix-magnitude1,38,1,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__39,datatype-fmap_fmap-magnitude1_suffix-magnitude1,39,1,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__40,datatype-fmap_fmap-magnitude1_suffix-magnitude1,40,2,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__41,datatype-fmap_fmap-magnitude1_suffix-magnitude1,41,2,,0.00269,,,60,acquisition-se_suffix-asl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__42,datatype-fmap_fmap-magnitude1_suffix-magnitude1,42,1,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__43,datatype-fmap_fmap-magnitude1_suffix-magnitude1,43,1,,0.00269,,,60,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__44,datatype-fmap_fmap-magnitude1_suffix-magnitude1,44,1,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__45,datatype-fmap_fmap-magnitude1_suffix-magnitude1,45,1,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__1,datatype-fmap_fmap-magnitude2_suffix-magnitude2,1,1054,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__2,datatype-fmap_fmap-magnitude2_suffix-magnitude2,2,31,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__3,datatype-fmap_fmap-magnitude2_suffix-magnitude2,3,17,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__4,datatype-fmap_fmap-magnitude2_suffix-magnitude2,4,5,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__5,datatype-fmap_fmap-magnitude2_suffix-magnitude2,5,26,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__6,datatype-fmap_fmap-magnitude2_suffix-magnitude2,6,170,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__7,datatype-fmap_fmap-magnitude2_suffix-magnitude2,7,1,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__8,datatype-fmap_fmap-magnitude2_suffix-magnitude2,8,14,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__9,datatype-fmap_fmap-magnitude2_suffix-magnitude2,9,63,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__10,datatype-fmap_fmap-magnitude2_suffix-magnitude2,10,15,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__11,datatype-fmap_fmap-magnitude2_suffix-magnitude2,11,14,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__12,datatype-fmap_fmap-magnitude2_suffix-magnitude2,12,1,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__13,datatype-fmap_fmap-magnitude2_suffix-magnitude2,13,16,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__14,datatype-fmap_fmap-magnitude2_suffix-magnitude2,14,4,,0.00527,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__15,datatype-fmap_fmap-magnitude2_suffix-magnitude2,15,2,1.56E-05,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__16,datatype-fmap_fmap-magnitude2_suffix-magnitude2,16,5,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__17,datatype-fmap_fmap-magnitude2_suffix-magnitude2,17,4,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__18,datatype-fmap_fmap-magnitude2_suffix-magnitude2,18,2,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__19,datatype-fmap_fmap-magnitude2_suffix-magnitude2,19,12,,0.00527,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__20,datatype-fmap_fmap-magnitude2_suffix-magnitude2,20,1,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__21,datatype-fmap_fmap-magnitude2_suffix-magnitude2,21,10,,0.00527,,,60,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__22,datatype-fmap_fmap-magnitude2_suffix-magnitude2,22,2,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__23,datatype-fmap_fmap-magnitude2_suffix-magnitude2,23,7,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__24,datatype-fmap_fmap-magnitude2_suffix-magnitude2,24,2,,0.00527,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude2_suffix-magnitude2__25,datatype-fmap_fmap-magnitude2_suffix-magnitude2,25,2,,0.00527,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
