scanid,oldpnc
4996,8.032881926223862
4558,7.7582489465882265
3825,4.421929695453495
3583,8.647440342795369
6397,7.426705813736055
6844,5.976738937024972
4279,5.023227785884502
6875,8.511683237374415
3856,8.241291666025527
4637,8.055909918976846
4400,2.7047699082166843
3912,6.8161247799161035
5193,6.601546850598044
4686,7.2615597799999385
4125,6.534598765240495
4443,3.3277434911593797
3846,7.6265184265168395
4277,6.751496613151978
3675,6.5301479081772085
3569,7.18133231789187
4219,3.876770130565479
3738,5.081107512722593
3637,7.100916847704136
4567,3.762146707897905
3614,7.011822621521331
4211,5.274072487524486
7483,7.689412310316634
3966,7.269349968459221
4048,8.465852898554617
6578,7.201084494681937
5803,7.917129430307677
4710,7.817104702711064
5411,6.410858238220252
3599,6.096432600732176
4212,7.262598653753806
4101,3.2190616466910793
3708,6.708621649518866
5222,5.424677506617295
3965,5.460794818211062
3710,5.195880439796312
4905,2.362396547053063
3830,7.52982161594509
6665,4.980141638928734
7466,6.772732683838784
6649,7.485103161495858
4624,7.0515663767874175
4688,6.57908130120109
6246,5.765361553240863
6159,2.294176913729887
3910,4.498803966556415
8423,5.174149297627814
8159,6.231241590506058
4114,7.189272212230013
6739,6.253568730071537
7381,6.724957612071619
5119,6.894781841110415
3933,3.6860573631650495
9670,
6476,6.655984352446399
6043,4.314956275824286
6085,7.083890942905976
6277,5.21828324929167
3950,6.700015899522745
5676,6.723129452513256
6495,5.626554654005855
4967,7.3769384680866175
4620,6.958445518859726
3815,6.109615534028298
3726,7.8682360381148175
5160,7.2985906689783695
5597,3.545823914621003
3700,7.4860539007736255
3701,5.157945853465447
3649,5.051336556175256
10003,
7551,6.81198503428326
4103,3.693284296034955
5184,7.797135126507792
5887,6.976897508162666
4462,4.664514592781745
6454,3.8574019293870685
5425,4.038938943798577
5761,6.14218964188708
4137,4.071585191897324
5505,7.321116286031222
6572,6.920539393661699
5925,3.511179542856192
4223,7.269817774049543
3972,7.848019499114171
6191,7.881763441815496
7887,4.48086467120078
9964,
6217,6.025542368397843
3818,4.824798126754159
8309,7.6739514153768384
4008,8.242844691997426
9886,
6853,4.5831914359712895
5070,7.8509626652532205
4370,7.6617127827019305
4296,7.0797028447487405
6459,6.650862475690221
3794,5.59706590432356
4159,5.463601984591511
3800,8.513366635457345
3954,6.276701585609546
6430,5.4970095747465075
6611,5.149554665577492
5802,5.691574003949607
4368,7.715178704812419
4591,7.754948027361182
4581,6.732155222293314
3805,7.139684776599076
4811,7.496374936011223
6612,5.157993699398203
4766,8.117534032349896
4409,5.838664632042815
6152,5.252841424486145
9613,
6822,6.439469000262109
4704,5.188334257869654
4445,
4248,7.347461945363881
5763,5.895900358575384
4265,
4845,6.119264483282299
8289,7.383135411966989
5038,5.579520875733814
3827,5.644616320361245
3804,7.0923589930234465
4007,7.002559360345873
5189,6.704034195151254
5412,5.311895674787207
4815,
4006,7.016063790618357
6247,6.770237568213198
4288,6.0543598803233944
5415,4.754275881844791
8373,8.097963371758878
5997,4.1121918674353894
4079,7.013229883320049
3824,3.234934572147208
9663,
8252,5.530406035597162
3699,5.847451576101685
4063,6.209609748423203
3845,2.9185764971414856
4242,7.264125659341355
6711,7.860582021912763
4042,7.236011556877033
4947,4.2022124597627055
6148,6.637802827129751
4117,5.051953370749822
3802,7.601364680546777
4677,7.406183022949528
5273,7.985374204422819
4983,6.945982798999072
4454,3.22110087707288
5455,7.364060383738195
7572,4.312916123933022
3952,7.3341884213772595
3899,7.531055319697845
4934,7.480814437857462
6252,6.063472478528277
5847,7.602320975166497
3922,5.670123237000411
3799,7.122182149962769
5057,4.624493542690583
6280,6.667077158249158
3816,7.1618293234192505
3757,7.340064290188451
7442,5.901298301469978
4067,7.919840805371659
4155,5.476620620581569
4032,4.438085758529865
6458,7.6224119220712625
4691,7.972147831004709
4595,5.6634542772948135
3884,5.042123465090705
3964,4.180119643381277
4859,5.470688754888925
4499,7.305754047792434
4022,7.210035686712554
3758,8.168058605251279
5279,6.354204908173419
4269,7.820942575005131
6499,7.9247609286950444
7383,7.6770545069412215
5560,4.293628502008193
3821,6.510516880510058
4168,4.663033410373877
5723,7.359155593647339
7426,7.950018756954121
4808,8.493548190406255
7947,8.108309419072913
8166,6.747380430792963
5795,5.3511234631024145
4104,4.853589278266302
7855,8.03919268330943
5020,7.6258263667717
4102,6.307536066392377
4095,5.965462978327849
3971,6.0387855386791145
3919,7.532387426482191
3858,7.761597724285354
3956,5.777032570071409
5794,4.849913413660765
4019,4.485064731080723
3863,7.083043115583546
4156,7.349583962461532
7621,6.883641925944541
3924,5.905123386345634
4021,8.891533354911905
7412,7.035947618214828
6570,7.1513693521173
5789,6.21513495271239
3820,7.317660167278759
5229,6.446768916651786
3829,5.542066774338395
5745,8.028672217463882
4378,6.845652608195579
5420,4.7599573995778055
7315,6.517883659259425
5940,7.115055892806179
4111,7.396935288849562
3881,6.773912308658448
5077,7.45535533113984
4244,
4697,5.177286299537036
8238,5.296202662434269
8243,7.0055252302058335
3852,8.535638937529711
3826,7.656790441560889
5750,5.3251508824617675
4066,7.867429235032926
4049,4.152995244852478
3951,6.825818532900211
3855,4.570087665760197
3730,7.367588283714595
7507,5.312620927919997
3853,7.244924129127972
3861,7.809172446069909
3817,7.823413678146427
7869,7.88460446136336
3953,7.473101740355737
7503,5.175736549887385
5332,6.524438614044536
5588,6.7251475341684435
4081,3.555548204928952
4266,6.272435710193074
4338,6.2024736866707135
7265,7.078722853140279
4073,7.171538797303161
3822,4.09297492221508
5224,5.413089647512177
3736,7.425653159693121
5720,7.502761726136233
3916,5.911835033916971
5319,6.919297568853529
4638,6.188275029049256
4045,5.772068188078155
6457,7.325595773196409
4650,5.9301453631953445
4152,7.295239619385865
4153,7.390511991922589
4899,5.795274996126795
3906,6.6690213419107085
5992,6.173221458221911
3928,6.0558290397539745
3927,6.770614803447286
4003,5.5241715011773085
3911,7.318779174585509
5416,5.44799907751998
4281,3.6485020740373795
5237,5.589566216913968
5907,6.6545471517107035
4001,1.978246086437936
4908,7.467703785579439
7434,6.026860112837993
4195,
5902,7.693762878898472
4064,7.872447059364284
9741,
7703,8.492446146292215
5591,7.907018216612854
8138,6.564456935032765
4570,7.261326380334547
4906,5.938553994889285
4559,5.121005927003306
4160,6.748438646757162
4397,6.855185224137916
4270,7.017211805731465
5841,6.645095782552693
8003,7.046188809221824
5981,5.207876354635361
4695,6.8606669966421165
5948,7.629834933572631
6577,7.354844206748164
4222,7.077856255253597
5230,7.427861309673517
4054,7.4427114250223525
7603,6.418530698663414
5796,7.751052030800685
4844,6.701535709604832
4040,6.595185997674722
4578,8.597494705011199
4293,7.335315294203535
4065,7.982342724702634
5026,7.666155483169954
4158,5.389466150820502
5835,7.471317699618531
6421,3.9185737895298067
4151,3.4147152436392414
4952,7.871380849518214
6250,5.5383323457994935
4172,7.907762805905401
4209,7.91377127816676
5322,6.920913057622276
9650,
4682,3.331502309635166
4011,7.5192913959229015
6069,4.190279597618424
6613,6.937230491021697
4215,7.321154772442032
4441,5.941074423259677
4004,5.343178560810219
4745,7.141812054325525
8283,6.951952148349063
4476,7.655154709767502
4280,6.653755571620242
6362,4.378210045300446
7368,7.456285868693741
3967,7.335372092246057
4254,7.651427125615533
4076,7.252304669680431
4113,7.757516327972106
7401,7.192639906768209
6606,6.979201440781201
4853,4.985438049871739
4070,7.283031504670123
5078,7.013096125125725
6276,5.4517183948681485
5120,7.303831666233754
4465,6.523742458951716
5660,4.668198047238342
6216,3.8511872743595514
4937,4.501966638909484
5559,6.807003252582931
4194,6.793816610624209
4264,7.877123752539507
7549,4.973894420611661
4571,8.922110214964503
8354,3.6916841338508575
6028,6.988497947491695
4039,8.4445619966257
4548,5.201723039978913
6255,6.3025329839782875
4216,7.697999401752406
4902,6.805331877733072
7905,6.698704943705264
4047,3.4494751958549585
4118,4.877862749236636
4372,7.975721857175401
7546,8.132370534482668
4396,5.960138774140506
8272,7.180098794997863
6293,7.027215397303909
4744,
4594,5.582420304821946
4203,7.246502007377536
4579,6.779352238119922
7654,7.665249558375158
4214,6.864879206025348
6474,7.654805690788143
5263,4.072691382285053
4202,7.294291694532239
4767,5.816183991359334
4804,6.174350895925364
4572,6.7955838291427035
5871,7.454740198876828
6640,6.851624492118956
4285,6.266852209658766
4932,6.57191815851561
5235,8.61571322957384
6158,6.887408323676574
5381,8.090799542614505
6223,6.075859393933584
4241,7.178019386300591
4843,6.25744205878278
4399,7.6625708204972485
4402,7.300829159699027
4401,3.5360632902226348
6183,
4353,7.7033594778806505
9674,
6027,5.712840609523009
4612,7.18710805392614
7413,7.2850941283143245
4330,8.891011848956243
4573,4.400484215818161
6215,3.5066089407875247
4617,5.3333802861224235
4295,7.673749985458126
6076,6.2932153540409
4444,7.953666613615843
7631,7.74322103312263
5977,7.367863284116478
4640,6.774087195480184
5791,6.6386693526475105
6790,5.638554773850379
4287,8.093361847964783
4511,4.444436174042473
5999,6.776365449920693
7499,4.648942103523429
6249,3.8548027741039523
4941,5.111130970333697
4361,3.719880733318298
4362,7.601416286204073
4852,7.164767741850796
4479,5.6973840974268315
4854,
4398,5.109921882658069
8311,6.981465597416811
5945,6.861547778325492
4546,6.573585275390427
5185,7.0153286542994335
4614,7.817083443862806
5799,7.50552748629127
4533,7.616887986151125
4729,7.786565555966268
4696,3.985404690080017
4735,7.232944789593216
4339,6.939241957456306
4438,4.96645509810916
6188,7.594467405336514
6541,7.854434043028807
4636,4.311140516554343
4352,7.975883401758696
6261,8.61795438899639
4418,7.976288704575244
4575,3.2772917485340645
4653,3.8232974652535683
5161,7.921715229202204
4415,7.1287485017322485
4417,
4611,4.536430494391881
4576,7.766239768339473
4577,6.822863583575632
4543,6.5584654684603905
4770,6.33922002689895
5756,6.350747387453385
4776,7.661272575749392
4500,4.2363883877264445
6401,4.938834115378725
4807,3.3528872801433294
4949,6.214594380495706
5158,5.937932179264741
4757,8.058171677365614
5027,7.331172289334573
8190,7.417406288820511
4469,5.970989486432424
7630,4.494651435355086
4732,8.068058319225445
4416,6.901817034296237
4647,6.226344020044984
4646,7.425836495988992
4506,5.881871958564508
4505,6.611142345310465
5639,5.9743954773899235
6240,7.315660315065538
6650,6.967029619642114
4826,7.851610697633059
4839,5.465568431143703
5139,8.254559712798324
8457,6.638832919564766
6533,6.942946230695373
9842,
4453,6.486490795009036
4775,8.11093481925568
5850,5.973599455374813
4680,7.788970106192394
6697,6.113039264878277
4818,3.8207964431490957
5187,6.789245205259875
5918,4.309498500578692
4885,
5387,
4560,6.84003030354107
5149,7.700263689927437
4781,4.166318627842527
4730,6.886854065309686
8341,7.482131582985828
4866,7.851337258989577
4582,7.288879680339362
4930,7.001396328404391
8416,3.4617281158915176
4733,6.938547148552648
5625,3.678687640410476
4898,6.386437501859876
4466,7.024097279101912
6575,3.0141610552620555
4615,7.425519822314966
8464,5.837456514667636
5056,7.3562789529787045
5197,7.730039946853782
5800,7.315080780460247
6756,7.981954607637535
4738,7.301884420285631
4981,
4566,7.997426342558164
4792,7.466580957804438
4413,6.877884039605979
4513,5.343252051887214
4825,7.439536106178482
4641,7.238761003121368
5501,4.762018676861851
5470,7.615159523971851
4516,6.749615388508874
6848,3.6205113148607175
4706,7.942001913042459
4618,4.8359467466648525
5259,3.59359279550465
5107,7.858171479308535
4810,7.674805818112503
5012,5.88259161740085
8128,7.483130341500032
4806,3.7361574176379593
5474,5.271480261976133
6553,7.132960690129534
4868,7.698579238031479
5378,6.790905241766281
5657,7.19188021210997
4655,8.28307916694007
4929,6.582054908935768
6759,6.735771750918409
4734,6.977957026092477
6598,7.439985817599408
5561,8.062425977633094
5008,5.8645135574786975
5435,5.33607427116828
5436,9.393105690430026
4939,6.970748237441259
5393,7.922951746364453
5394,6.649528145870516
8302,6.207139994055502
5179,7.070940555582711
7298,4.536556775136439
5434,7.422148531286272
4794,6.756560169336008
4855,5.878550884261274
5744,7.2136787225749535
4725,
4946,6.273181714178061
5385,4.2746055840714625
4997,7.105661248747416
5024,8.119023180420829
8412,5.920450705560847
4998,7.416516964916827
4936,4.0736760922684025
8177,5.030745136520956
5270,4.704160143211071
5722,7.474427762450725
4965,6.517984274418592
5274,7.768691883775636
6664,4.896174247267441
5241,4.727180511023483
5019,3.8122503904095084
5022,6.623629318328206
5086,5.548166301772282
5028,6.956376859064826
5152,6.95490138641425
5073,6.641582078672215
5061,7.179823150485428
5060,4.98662695094083
6574,7.211622198613695
5325,6.9847188099157425
4886,4.734571958898818
5679,7.504531023579383
5914,7.093549332223864
4979,5.878580277281426
5267,5.302617053653289
5062,6.98161422128841
5243,7.084668904180844
7296,6.797692290490175
6617,5.603475721408121
9635,
5085,6.369210045129059
6258,7.993764960767637
5109,6.758749067375067
5277,7.8404411762391275
7476,7.34930810930427
6873,6.663582610742635
5472,8.048654758430844
5482,4.666858286241154
6366,7.1536352446373055
5514,7.364289694152624
5382,6.700761700291355
5336,7.86959281417512
5195,3.5657869640798454
5473,7.2037015462261715
5147,6.9369724109230395
5500,7.654785236643005
5323,6.932031467065826
5730,8.21660883428898
5266,6.075878182039477
5072,7.148012583935173
5264,7.733240079851636
6112,8.194831926155713
5225,5.193452199015499
5409,6.121883887910033
7369,6.122673783228962
5199,5.5437286262436
5749,7.626371800782428
6392,7.142223647471625
6564,7.668722660215737
5630,4.360820320315989
5244,7.092894353986234
5552,7.716649070315588
5331,7.066437253183892
5177,6.202752560463321
5108,5.582637584951773
8351,6.8315001092666705
5191,7.709271994689376
5010,7.431273778050458
6114,7.532704424304274
7292,6.622946421094662
6601,7.713145006589226
5039,5.310623687567645
7999,7.119297174191358
5260,8.199416322808869
5413,3.3749048301021554
5009,7.367264415219127
5122,7.345163383735085
7335,4.034435604203486
5556,6.5380939928023505
5223,6.659608506225062
5484,7.561723833645847
5146,6.162920883507705
5716,8.01139513788582
