scanid,cbf,scrub,basil,pvc
6806,5.615832935222531,6.007223609869182,8.181062038870426,11.435615778333654
2963,6.122394325084647,6.200800937037664,9.480195995446925,11.83737522575277
2796,5.988421761843985,6.116877346126915,8.870532188268253,13.091407369599443
6723,6.278053010637985,6.488755701120564,8.341289184812775,10.61100153689305
3075,6.268066241932494,6.6002027223157915,10.57414276249944,15.553309952399957
5853,5.843009651612006,6.158013775260802,8.324521310295056,10.38640189846379
2822,6.0562436055257285,6.50385342468905,9.41929916366294,11.969097859927288
4931,5.6075368251481095,5.948939355941334,7.984945349465868,9.877048578343592
3610,5.92736585829694,6.044599397950312,8.299708452745564,10.485443180815354
3015,6.418042750358456,6.5642591998664885,9.016956731770227,12.008545762805365
3040,5.831918225201088,6.066639068404554,9.291912722719042,11.934359033798001
6818,5.609412192568966,5.708364534439286,8.462420281374298,10.833676665328499
3116,5.7430666774387005,6.352001041011428,8.254553232082682,10.322630753837283
3564,6.194119734521973,6.598466065696236,8.822893812978625,12.223566775528624
6747,5.728078166283807,6.067379579857269,8.02640964087356,10.216768762425025
6671,4.945973826975929,4.971184865394332,9.16305821046437,13.022488897032508
2811,5.945193167201807,6.384897371374248,9.429978498993039,11.57535818760255
3081,5.837211421009165,5.955711816721309,8.059785386853306,11.934216583611036
3113,6.468686909894932,6.745755981870416,9.216883629562169,12.573547574671315
2831,5.826826517897613,5.8449316126456825,8.45334771788101,12.704641749359675
2954,6.234465911996227,6.420564285313825,8.606588521144866,10.14305671389881
8415,,,,
5674,5.7101850555960265,5.859008666608203,8.43699574072306,10.904796100614053
3495,5.66214368609794,5.960742676408337,7.977004842064165,9.873809760659396
4463,5.002345076798104,5.383028537282929,7.600779645532008,10.719745847065655
3524,5.896021069488049,6.071000394868869,8.858614045529713,10.975806004589096
6573,,,,
5842,6.002013451213444,6.088480175640279,8.591213959537862,10.958005436844237
2859,5.692978966100588,6.049640814484691,8.832823503667726,12.697938328421817
6733,5.684260628901422,5.760838786272363,8.622385203142011,11.87878042738905
8315,,,,
8270,5.617753627771801,5.696861020718066,8.874683581053736,14.131335694281201
2865,6.661286143427958,6.933236214307289,8.909032636963024,11.277460862946029
6282,5.2244857221930525,5.311831116522599,9.319650968674527,13.28801935481509
3039,5.6056447239853435,5.673700784611022,7.9535097055277175,11.26246587650469
2923,6.008422848697371,6.036990573745117,8.311840596303018,12.491535613004265
2951,6.603604637168852,6.903429251695688,9.012700328880099,10.741086168697652
6631,5.049866095661103,5.307624379276184,9.548021431703923,11.523871251463682
3611,,,,
2922,6.231413551541146,6.395729335864775,8.683936372711736,11.621955564979764
6604,5.865684169423591,5.902863066372002,9.387779351823085,14.795487815660595
4623,5.219207797923313,5.230229980513215,8.812069539449013,10.903132016177448
2896,5.914970292146808,5.904351088328459,9.93139501026098,12.06122042552384
4942,5.5780623110525225,5.923242942905116,8.457031171846642,11.050621557581682
3526,6.104764291689504,6.486421546011979,8.940477891342102,10.924037208207714
8350,5.681973427744067,5.801108100374836,9.299186890450269,12.628820797706377
5809,5.710538828004584,5.900794479135262,8.930395814099567,11.365995517107017
3044,6.653886094504675,6.944048582573294,8.861470833539745,13.319351728328291
2964,5.71857022532734,5.9915241093257,8.193017882020037,11.24740850144093
3124,5.965662788964025,6.102838332855205,9.101950099566634,11.394061309385124
6441,5.269980443007984,5.647173667319389,8.244392824896742,10.391455436443861
6795,6.272828520000875,6.429842874195791,8.477751518185768,11.771931786900046
8398,,,,
5837,5.002814134369218,5.146576144815333,9.351590066371996,11.734543381235943
3083,5.8339244479334775,6.040044597094532,8.827270310307428,11.832182077301074
3178,6.316678040371399,6.585234013846338,8.727050307975272,12.161924156748995
8209,5.295615633474824,5.384229931276613,8.476536476962627,11.534414243420409
3513,5.746291356286551,5.9862899031616355,8.89263355785122,13.198944656365525
2826,,,,
2832,5.601611802072232,5.445089564932239,8.415300060501858,11.940493684727308
6616,6.46997474194032,6.5750871387261665,9.262941537139863,11.76810784659575
3728,5.423730925950697,5.317800984478917,7.69928489895247,10.66652782730469
2993,6.298184630263267,6.5645914125351785,9.072060509443556,10.867222495662118
8223,6.00833566916326,6.05664360849908,9.063090362796714,11.798878838298407
6867,5.9030441741817485,6.414783828572051,8.900259608029621,11.440924325507016
3146,5.068503066637645,4.903048129091042,8.240733271383329,12.191760805126647
3316,5.689484095159942,5.94491077456143,8.512436605544968,11.185606097918342
3224,5.998931777977998,6.368022649175787,8.2706876407429,10.484343952008855
3088,5.390697455417448,5.529846981789035,7.884624547112954,10.797316724159819
3281,5.9563482046137715,6.416080913677853,8.40243266161881,12.14486694826213
3034,5.079857350595988,5.297868230839515,8.628537185056297,13.09198638784832
3226,5.500812934884432,5.471721008610437,9.091567635299741,12.972377496833305
3667,5.862261807458291,5.918845114187245,8.884979698381173,12.49363829233581
6816,5.50426128617247,5.567745161529035,8.229419304786715,10.148810073532688
3594,5.7118931972462,5.925726782655802,8.949687652085212,11.623593309824564
6672,5.574721776297965,5.489238929518279,9.105531043355729,13.623634085837809
3048,6.093653005022412,6.192002150776568,9.189366167179045,13.223418575687921
2909,5.2727453945150655,5.3331537879151165,7.599762035968664,9.959722713742094
6643,5.668378230083213,6.1350660936138,9.308262751885337,12.695620815420716
6673,4.919442651540764,4.759370185466088,8.349869701406325,13.648895044373903
3308,6.222949951201197,6.521823516569742,8.746673507947676,11.083520216223341
6528,5.72916002445789,5.648251227328246,8.576846687237333,10.518514764633112
3189,5.943334154028646,6.0041267689971605,8.845558918744539,12.944618968874742
3018,5.698810471276208,5.746569584785984,8.775367423752195,12.086439147196351
3234,5.671747396708176,6.013542300501047,8.484437965882073,10.471915860599017
10039,,,,
2968,5.584996032505648,5.751045581440637,8.203998057272685,10.495753175928462
3214,5.397228536846189,5.508636396039145,8.436424435469128,11.90150126641269
3407,6.052206818557397,6.422532984463504,9.187024428295336,11.554654585174628
5624,5.773204155597323,6.007514210994751,8.698396888162774,10.949487469624044
6467,6.200805395787412,6.269706074963291,8.463857256510323,11.961087086531213
6291,5.982848080896734,6.126253326064689,8.666094686089217,11.58817789146762
3290,6.181459858494123,6.488703676224036,8.00335771788862,9.248809240244146
3183,6.263961669734527,6.452543309582781,8.818008282699273,12.462010763267623
3534,5.648068825551399,5.6527788726275805,8.232246365224754,11.220461386747619
6334,6.118608508904782,6.328563703390824,8.76903500759592,12.188176827754699
3153,6.324243949876068,6.543105416046155,8.11797690158798,9.4511845058443
5423,6.008070342569651,6.086750457702405,9.116431135504827,11.49033696682452
6571,5.312559980045779,5.323168498105767,8.573964396652418,12.279943916705461
3579,5.935836051993936,6.285558772707019,8.51820133247043,10.806360373503276
3323,5.678366700435172,5.800211205377868,8.293756148122545,10.318292330964656
3320,5.350838329392564,5.442406069107681,8.870615633020904,11.925153647939188
3345,5.380439512745154,5.689654447008499,9.258782150048427,14.143425805788198
7623,5.512569812660332,5.493612210645137,8.2915048787463,12.73646887654882
5950,5.66473493353294,5.595353047471908,8.483167080988869,10.962978209486847
3231,5.656691012498579,5.763333069815792,8.580871849614603,12.499184382275908
3528,6.263131802109992,6.791662176329867,9.774694455339983,13.17593016057546
3014,6.211398570690003,6.379796210113017,9.019816926864143,12.208850750712008
6767,6.13578968733024,6.304307166147874,8.81247618676996,13.611468240159141
6642,5.71881166416519,5.90362346491593,8.454984405549762,11.32457092460591
3568,5.736070371172341,6.117200213202591,8.473013954247273,11.102649218024279
4534,6.3361108499790255,6.7303663452233,8.99241835020297,10.758190917829454
7624,5.733889151652108,5.712477022780714,8.488872788667365,11.688665565761834
3090,5.655054840586828,5.85846189136738,8.807246719642079,11.367025166234175
3457,5.788280899483816,6.175180275654785,8.676584471077037,10.266942930124303
7284,5.680709894627231,5.739724343389018,8.180919087009217,11.427313663400414
3091,6.147323525906688,6.313507209775078,8.42477307682859,11.853619018825915
6731,5.8749562718798085,5.9678281080723945,8.786585652515216,12.311208446088504
3284,6.510195347467766,6.640326172103978,8.946027972297452,12.28233252363158
3152,5.835767925326361,5.9955923079658335,9.037512141790703,11.74544415903089
8250,5.258614492804697,5.379892043334753,8.170322055039412,12.923777741947832
3584,6.10460570471727,6.151843688932937,8.96755340479856,11.627726531924235
3512,6.076668954224877,6.42018054326003,9.695815321808583,12.045045280720647
3117,6.075967147458017,6.452466202233548,8.537587800584529,9.834317694157486
4480,5.558575874819412,5.6680888149370565,8.36338728382063,11.694899002993354
3326,5.430871091175934,5.563377256509254,7.989729588619184,11.184949924375067
3705,5.597435758546947,5.795305535390053,8.41694374751441,10.647524003212343
5904,5.4429103276006225,5.5600797084145945,8.527910307829758,12.565111994547532
3429,5.153783373569917,5.5639700657968,8.322641924985044,10.897064773326107
3449,5.546059743682154,5.709532665739471,7.655539727093163,9.137246710529338
6827,5.514978926144934,5.623121068042717,8.594442810827733,12.272134683969021
3350,5.600494790848458,5.766408959408289,8.824025610301636,12.310921135330593
3232,6.031832015670396,6.134822775914502,8.876708590073473,13.611591948867924
3962,5.737337123643869,5.676181159257812,8.630189090624533,10.997006413353763
5713,6.634962544833937,6.822083016339786,9.648626105464722,12.143764276039125
8204,5.973468623744675,6.115665034615857,8.620429356160974,12.679228593361097
3202,6.398983343180436,6.894887686567212,8.734741463084122,9.890383911722079
3115,6.018969746473774,6.198820712084185,8.404827012229056,10.087769103515287
3213,6.6029967613050875,6.808111089347722,9.305879861803021,12.682411558768411
5269,5.995438472528,6.525654860120262,9.288673815862518,13.19097117852587
3411,5.726334259797176,6.090721891078705,8.425969795586164,10.115387164736008
7695,6.063262356930033,6.103430339237771,8.731137781221753,11.755680941075871
4634,6.181620080460984,6.365199561454272,8.399105474430005,10.783117242168375
3190,6.268298630989962,6.506272868662759,8.642202483958693,12.20545196879143
9966,,,,
5539,5.411638218633144,5.773355913836176,8.405841544724346,10.48605272461309
5502,6.1318855365598095,6.217958006578616,8.519764117551444,12.462845668170418
6630,5.810837103838417,6.048870977468456,9.082728169556999,11.73795056833135
3225,6.477396018310773,6.818226320370944,8.669446284105277,10.47605599434802
3467,6.402663608304097,6.481973835206374,8.708628867944523,10.9248288164852
3122,,,,
6314,5.74499074765216,5.796637611912493,8.67026417553437,11.498384222637588
3233,5.701847362786017,5.921416171271429,7.9099966408466305,10.0169734603806
7753,5.727085631158399,5.887350454590656,9.55830436248826,13.050315352949328
5979,6.368007543824801,6.592102234556571,8.667035554988052,12.019140674167375
4813,5.72690825972632,5.9666326508867,7.7916475293072525,9.642228297455974
3535,5.40545792761444,5.6617747729648285,8.670873578317943,11.99556235333575
4000,5.503378086766325,5.904077842412691,7.977234468772708,10.89648676347863
3248,5.276629732293345,5.198550939673356,10.613859872325435,16.275452081636224
7297,5.2081110293612705,5.247730780157097,7.935167383332728,11.132013978882311
3139,5.798029418565514,5.912929192803955,7.0925329683786815,8.170328858187244
4679,5.385250368099586,5.5607829105375695,8.916086311329614,10.76953853770412
6917,5.860188972547844,5.965446316174437,9.011793365718926,11.462888047097858
4448,5.87650120200472,6.062116247690081,8.575387169634261,12.588990693503945
6826,6.0469427706979895,6.306944830592637,8.954371585629087,11.59328034048413
3246,5.758616367779446,6.065547549181874,8.914746749059681,11.21571552480177
3508,6.263930740261782,6.633607984784016,8.971969544533797,12.840353837769433
3086,6.310659130316496,6.59281287813131,8.700997060445337,10.958955230670053
5626,5.763801982100837,5.698132038978192,8.644675834093487,11.812487937588296
3961,5.7602574370537685,5.870731628780683,9.956686451844018,15.106071413279919
6763,5.385014332911781,5.391862596912318,8.346016373747336,11.85510196964528
3144,6.447091608965706,6.849180587063631,8.877344656813301,10.084458223922741
6185,5.617909577245129,5.697028185882651,8.620663266967298,13.432077864922965
3653,5.901925660394087,6.105101169423488,8.466472682079184,10.998906802948335
3400,5.9326774131789195,6.0456354072337115,8.74687979091883,10.599848488272313
3291,6.045383905234945,6.223405162333991,8.435791930706113,9.602304619460085
5506,6.031241165056506,6.226984498245218,8.824711091628078,11.187151079222458
3210,5.95331535415089,6.0425023027781295,8.718939524338314,13.46675455713308
3676,4.6449151833047715,4.8381728525838374,7.9891298541887465,11.565575030535594
3216,5.937907010278157,5.937912528855113,9.24358078753057,13.66130937535018
6602,5.609900905371095,5.764864335462635,8.689417494225209,13.020735295164938
3282,6.386944482954663,6.639175603027348,9.502091794304933,11.326804440316748
3575,5.834771701847708,5.922863116042551,8.011740059688377,9.731836113231239
3536,6.169148869190725,6.477819058443028,9.086307835176239,11.04858990386588
7308,5.862505170071477,5.995435005174547,8.249593272133842,12.477119797803786
3187,6.021606220223447,6.183928625928975,8.521098610667782,11.561876103927682
6019,5.67604322371955,5.803978041482038,8.855678971798318,13.446701242765275
3023,5.751878801547986,5.83536776067317,8.21957957380174,11.292838848310499
6224,6.455703673214564,6.709044083678126,9.219492684271465,11.404796560975438
6545,5.987672914986514,6.286829411988015,8.834407177638086,13.062068889015437
3209,6.162857911820721,6.391221364095069,9.46138165842478,13.196934447268502
7910,6.094934045959327,6.3982093620607365,11.034667145904855,15.378623433128958
3672,5.865669577733913,6.024582028298329,8.100771605561393,11.205591951015988
3296,6.281137046826411,6.409402694529822,9.068656682775348,12.128050944159492
7435,5.592916742986585,5.6452703731153315,8.652888628269116,13.489671767102529
3295,6.396671976797979,6.664575649298917,9.367356476776335,12.342702870423661
4966,6.130665716713155,6.804723566096146,8.64494421293732,10.03879492001211
3314,6.241516240794078,6.4925364833550985,5.367943997628394,6.154766968351003
3346,6.740471250242273,7.115675955947853,9.397546293299731,12.41768242473983
4410,5.820687555769196,6.158540093230481,10.167648611140867,13.968338764164796
3414,5.455881606704738,5.532227591228999,8.679823882599116,11.800069635831155
3494,6.610025224755423,7.010549277506703,9.861441214657475,11.823902126045803
4507,6.166121901998627,6.0515738529473495,8.859715712908992,11.984926335244033
6142,5.931238284548532,6.200067014422041,9.097592756964971,13.758604888030245
3293,6.436827812667032,6.547809699006215,9.407329427437181,11.978044446895268
3464,5.636859140196736,5.8474898457785285,8.69259979380388,10.854249159311525
3466,5.765375209428352,5.804223619496465,8.343180008915509,11.867572358376012
4651,6.2139435420826805,6.4016047751118546,8.761176045817917,13.205506617725604
4765,6.157908285792754,6.317535585253775,8.752411223456608,11.512279879090116
3230,6.324601345222343,6.411752292312427,9.083648319926251,11.212665683610549
4901,6.182696202437814,6.400272058897996,9.076932159939194,11.208061617283695
6852,5.506452320652805,5.881792828932085,9.107394504494385,12.781350279384343
9695,,,,
3647,6.054670393008436,6.309663093022594,8.744063875731186,11.773360151370653
3245,6.211681307821337,6.579116216403983,8.39029501236107,12.096694260845227
3543,6.781462987693763,6.947010473560296,9.326071420249075,12.371539144407524
3731,5.829009763602313,5.904851948759012,9.057998583098126,12.905601771540809
3532,6.341712351245367,6.620188295836686,9.119470202369774,13.156289163747328
3235,6.025004595774551,6.386712854712662,9.170078363240995,12.222149862628413
3341,5.581615239167918,5.736991947443681,7.909751120311289,10.779625144545511
6695,5.361594413947736,5.450415907956803,8.761660592140396,11.237199903285
6729,6.180377181682327,6.240287599205184,9.131423891121697,11.143169330186534
3541,5.587610579132057,5.760777697780134,10.60303236293655,16.383433784993894
5018,5.828003485277925,6.234079028461163,8.614120211926142,12.045136092392505
3212,6.418358153928734,6.502109099118768,8.674386900489573,11.638292260326475
3475,5.711251414377559,6.125621114392999,8.209371730029027,9.847317577280608
9972,,,,
5927,5.966982684870052,6.0174479628121205,9.514041466854133,12.553166008622604
3239,6.183702066093076,6.453315208244888,10.629142416552291,13.062370366660373
4381,6.199834940964748,6.218726234710719,9.158125617850667,13.643917511993218
4550,6.047087202563179,6.454165990088425,8.153939483300666,9.70794362642796
3367,5.638886986924717,5.8848945318014945,8.716875402702529,12.368671484205324
6798,6.269756458221755,6.510964325185321,8.8787887351597,12.489296499150152
3796,5.538077561441519,5.851457060944187,8.95187197861854,12.273656218618905
3450,6.415703005606271,6.795662063639164,8.880404622557098,10.461029928430966
5758,6.325973878370887,6.607966017336151,8.226568469573042,9.688230397555287
5292,5.579869952312539,5.879692784694273,8.801656439527358,13.73432161126941
5692,6.223739329294483,6.457212028328549,9.409616637147694,11.225882633338111
3498,6.112169263060752,6.462080165828236,9.203060044425524,11.984674458257825
4376,5.797418587776719,6.121710598512758,8.596104458362433,11.017006253759687
4933,6.544614405177646,6.875064303278627,8.973251870325253,10.29694446723898
3516,6.261475819295433,6.4996914201352265,9.194238776326477,12.098674540131428
3595,6.265322859633794,6.492135860422445,9.250112873230599,11.707647637467415
3327,7.041031239679035,7.356637968517237,8.816160600550944,9.98866977767204
4249,6.721494787445265,7.100104970035908,9.055183680515238,11.749782216543293
7951,5.786970272996738,5.959889059064193,9.47256885956168,11.318693501655112
5016,5.641572270781495,5.825161021736456,8.805386605520082,11.286271564041403
3428,5.792738550180819,6.091554238610024,9.273548375818006,11.946646239501792
3313,6.715606839026323,6.989961092958992,9.542036541057286,13.60538965218295
4814,5.962232518664489,6.267175220528716,8.522461829035755,10.305280850885852
3374,6.348563976169828,6.637972591097112,8.320597004604362,9.964065428203662
3434,5.940575836833657,6.232446209624679,8.364353307271594,10.121609779972518
3353,6.034508769532176,6.254589209591761,9.28610052917957,11.490533487139544
3741,6.274007508379628,6.468204422094033,8.656445620466883,12.272898327772369
3854,6.115522468471467,6.31132807135318,8.518399362251499,10.631472565651006
7500,6.090052859627307,6.1154209335007605,9.025094807380244,11.54461474586548
3609,5.65174597156222,5.783675339781606,7.682601879652988,9.221120797894548
4746,6.038682530036211,6.209596163417012,8.857215980570064,11.259766775138576
4592,5.896351457291608,6.161179828080542,8.945540531288273,12.0268780303107
5892,5.8697420931500055,5.999867590260228,8.650045135372217,10.946263073965326
3465,5.975016856751447,6.366384660961146,8.677655428033242,10.844637171189094
3540,6.394360833522226,6.750054087840202,8.757429247106693,11.924839018694094
5920,5.329929274133529,5.657304664976937,8.828425731860197,12.524593924854369
4747,6.099442517564124,6.404558658804057,8.787417224087557,12.713983476833562
3426,6.75769635329063,7.122257070778043,9.018920262568363,10.679145817111063
3410,6.540093894304829,6.693009670408157,9.250824492413074,12.072786295315082
3646,6.7106218443332555,6.962413285520027,9.69586271107877,10.715466201717696
4754,5.338867884663414,5.732506145812514,8.71118593920915,11.336148084031302
6040,6.809761597470238,7.051243041661739,9.789538756963475,10.939358856911733
3712,6.352114434717027,6.585412574810522,9.061619675417496,11.119888190002497
3645,6.442051466146541,6.603643065611978,8.938176445019765,12.452686103328926
3405,5.680259911444564,5.71726985933087,9.095725072710442,12.703025275943942
4071,6.467464513473659,6.783950684496018,8.452210349740188,9.983627511957865
5379,5.844339665938395,5.98716335550356,8.341377264991745,10.011009566465182
5872,5.580716700248328,5.894365291704329,9.874112924862334,14.097181762060274
3322,6.328754137392566,6.364274710922581,8.827316934626031,12.0166782639883
4990,6.35016137254125,6.340615274779063,9.48453345315183,11.31170660108488
3321,5.657953649800798,5.845154594785725,8.805215268560346,13.241189486269691
3363,5.827786873933806,5.92353115637382,8.591947774057909,11.414723698476228
6676,5.538522217249399,5.695292117925319,9.059038342780667,12.151244739589702
6962,6.448996239044868,6.565704756089944,8.859794843787114,12.040741239635523
8286,6.358546760456545,6.498875267669623,9.504249900559326,12.303162824505732
4986,6.037475112267308,6.218530769761864,8.81693859651884,13.476840569989644
3408,6.375891701945989,6.690509242691529,8.606471197241119,10.128314467030872
3459,5.360886884761465,5.891130040834896,9.467525317472786,12.51749402536525
4467,5.623439531150449,5.723500535799678,9.26218889571504,13.780318077371561
7419,5.720150714371408,5.781752739836197,8.483579055813374,13.352351161567691
