scanid,oldpnc,cbf,scrub,basil,pvc
2644.0,7.187628452291469,6.018952157346861,6.125179573256562,9.0943544644648,11.502965378577436
2750.0,7.337118595552672,5.266510918204158,5.585375062559584,9.070460516442656,12.482760587944949
3724.0,7.916351182186756,5.850106579117576,6.240844664232088,8.633921575607127,10.189615926821508
3427.0,5.275568158280861,5.827903219183177,6.023880646702756,8.52954890678963,10.250887214846545
3184.0,6.992439571870273,6.4619960530905125,6.628007277155711,8.41041633869738,11.17044665516352
5901.0,4.323962100547159,4.896850835487658,5.093248913931291,7.5867158682442035,11.00700688539674
2738.0,4.613358858254316,6.30750008179854,6.535236743865212,8.697249877223667,10.48134363391253
3742.0,6.860228961506947,5.923369408991343,5.994497882495199,8.678348287665447,12.540969400692262
3141.0,7.32528179989341,5.700960372874318,5.949730866888825,7.714267995593481,10.028098471826716
7819.0,3.5072978500195973,5.417849360484706,5.651796653578986,9.793245173246053,12.70029251362892
6851.0,7.280251797284889,6.338506230323632,6.859039852589746,9.617589985241391,11.253442977542756
6563.0,3.720287645101509,5.45649014485775,5.575560608819526,9.027439230567952,12.663824572607432
6491.0,7.816953617324114,5.955633160796509,6.113871042799233,8.720767493576401,10.670306606868142
3179.0,5.197381579878432,6.197275419556622,6.266253128572839,8.57388007939218,11.041805841507133
6869.0,7.571468280715902,5.990400918320693,6.162064425983105,8.97174823900433,10.761695677208657
2793.0,5.809575617943447,6.104887592222591,6.38969646370476,8.594872979901211,10.324319669464098
2752.0,3.867548233405544,5.979544555859888,6.1329355951501485,9.4254240728217,12.440921426284778
2720.0,7.825203156914448,6.217989403252537,6.193289887372953,9.933397158380096,12.464911757349014
2855.0,4.298797564309569,5.686869168211268,5.776241773425518,9.787353898139097,13.35612539184936
2818.0,6.346849078449683,5.08485777569808,5.207818322317558,8.36065719476064,12.53295430735783
2995.0,5.512481759751393,5.790682550404826,6.417537207125397,10.101894595752286,15.138638819259498
6312.0,5.282250466457912,5.393762631836511,5.361093690993029,7.843437642379336,10.939389944394833
6726.0,3.4719196536462174,6.274757187073678,6.6897147442563085,8.480157842940368,10.65264323003063
2740.0,7.314661333583537,6.017658481352665,6.238760268082792,8.674848871497787,11.723631582014994
3085.0,7.506956498183967,5.518512003231572,5.907783166666688,8.226449753807737,10.572754400734468
2682.0,7.025298733813552,6.458384126326919,6.78231769813201,8.796793421496572,10.076635076668724
3076.0,7.543390127776117,6.701918228907755,6.881702932651762,8.919638971048899,11.086320253216496
6728.0,3.631921584121395,5.293810725058743,5.24668416910087,8.48483291946575,12.594000088347174
6666.0,5.160876923635335,5.887071870494094,6.115705858428965,9.50262945671653,13.171014420478048
2749.0,4.305568964168922,5.399954727448278,5.761418769025439,7.866339747238479,9.938962521946166
6584.0,5.041081967692628,6.034079523542855,5.994674640407454,8.738112675345976,11.733964476163216
2751.0,5.109587618313088,6.077382365341917,6.241024604267402,8.320588208638133,10.985224210084477
2723.0,6.420915778393506,5.918849097441075,6.25024902793053,8.60175781263281,10.431607510673487
2727.0,4.901004538009731,5.297386255179738,5.271316893450034,9.47202953978718,13.3262526773705
6184.0,6.674081079147622,5.160501767614307,5.486358839856631,8.406761709149693,12.61726746356928
4763.0,7.035173329896499,6.305346208768837,6.585633714155495,9.222279594266285,12.220899517548874
2825.0,4.523683595623242,6.34688453296678,6.456048074809832,9.097549054927743,12.824816198687328
3112.0,6.479326525625348,6.442632038769524,6.718693952044488,8.942880982023913,11.936429221976333
2856.0,8.11129509869191,6.484329792125727,6.653046475343337,9.311475304883333,12.296040417720508
3118.0,5.757374320876142,5.993315211947181,6.332526245446993,8.422477752132325,11.18161668927934
6629.0,6.8291743839368095,5.646007802500461,5.750094504842507,8.621561006007424,10.801700768849992
4411.0,6.002064515234691,5.877678329586778,6.136681049443082,8.298383422088483,10.879592241883362
5712.0,7.657000900857372,6.632265465362887,6.813457524122917,9.33077051950696,13.059318770024651
3043.0,6.606658189663568,5.5350254837721184,5.736358541277396,8.886078117595515,13.569129733221244
3370.0,4.631637903006352,5.784108856408162,5.959837940724961,8.836519591248662,11.588661038886588
6552.0,5.530027728567344,5.383400073051589,5.498130362620657,8.601805233050737,12.232818191304696
3309.0,3.3534611374200365,5.569767022925737,5.747005590310401,8.824074740631485,11.89724756521465
6619.0,7.099869712567543,5.569273344606698,5.767016442305167,8.587055993952648,10.476471339610182
2706.0,5.3442531387258345,6.136679005185297,6.66913289488193,9.282707256471316,10.572330148241878
3325.0,6.567939899476307,5.949126008473139,6.2780430409033325,8.969571137427348,11.181930568864493
3297.0,6.634863040316789,5.668139789146503,5.825667514195203,8.30596015718533,10.75984225061148
4481.0,6.147957859774358,6.251237393162125,6.437415658435168,8.312510332016291,11.545517442867574
6815.0,7.179446331629594,5.45157866164712,5.848291357052797,8.395937437654046,12.179199883901708
2952.0,7.593035828600874,5.5033879118125295,5.717150844704665,8.295938054146596,10.320799459307
2906.0,4.971570486417909,6.149799447363892,6.264714667537652,8.346845515529994,11.12680610848961
6565.0,4.5944506271172,5.769791731200915,5.915134392380487,8.782294893544579,11.80559059045541
6675.0,5.401442421399551,5.681057825343935,5.756981473199552,8.290130445228417,10.591518754272988
2728.0,5.090823212941912,5.348093276254161,5.5131758676467895,8.470951607391198,10.9062651734883
4335.0,7.094429463670807,5.532537712616486,5.676341033161592,8.381511859857126,10.249299041366443
3677.0,7.272166495834714,6.076243722018944,6.509959256498612,8.989667617558128,11.52537485477174
3036.0,4.232313962527674,5.631297203037601,5.760711749926347,8.952577719102006,12.599328918067007
3404.0,7.728525694636183,5.943704905192366,6.024626429637913,9.140927396939563,11.819109273465498
3033.0,3.0916342995955777,6.122918187405747,6.126332146497322,8.331620110308076,11.818379523695926
3020.0,7.302663677151942,5.785247953451568,5.884574738638391,8.470432822248585,10.87048577212383
8220.0,6.372850414503591,5.707239680804665,5.703592915639622,8.722311200478071,12.594799368654916
3433.0,6.739617657304496,5.5378625994720085,5.805973331975488,8.86348159510283,11.823836055659587
4654.0,7.301297235275141,5.066972165090075,5.021154568090397,8.32818072057396,11.642994044518934
3488.0,7.585026871691569,5.717816485391151,6.110365645380301,8.244113634160255,9.928738835915391
3211.0,3.283614144605625,6.195756442878507,6.508811391625588,8.965088634011158,11.744430832222127
3038.0,7.6477990542911165,5.512251337728651,5.538657970867161,8.013035688237732,11.592118783306766
2971.0,4.622479784788742,5.4420656254951485,5.288004005482193,8.273215229047226,11.156807061101553
2905.0,4.731899962552025,5.643572663840479,5.61000350191769,8.450222558503027,11.084441252815544
3125.0,5.9393584795342775,5.723983647384892,6.065683546105313,8.385645450296975,11.826513491511488
3201.0,7.768137083307464,6.254227950113225,6.504316983515105,9.57606015601124,12.351259204218172
3340.0,5.940067255940464,4.808951458498097,5.553352686228133,9.301683365459422,12.208476867889164
2902.0,7.639994631092303,4.874637214556069,4.626840274437078,4.447674770902593,6.305625686007495
6532.0,4.282717217346453,6.085500962017655,6.403534399264627,8.68242259741954,11.842371133620231
2967.0,3.826613189471298,5.776193981775298,6.365094040498507,8.414689663536999,10.029640337171353
4498.0,6.349372992565811,5.505852858192404,5.818404181753077,8.5352512910566,11.5559899549785
5797.0,5.741017576895818,4.761233573921163,4.805205797840244,8.463006725832253,11.109262075013683
2911.0,5.86526941861584,6.072720358684038,6.240295897530817,8.061064666610012,10.703251038638909
6603.0,8.23530199588108,6.341904608831043,6.545212305114309,9.769412582547249,12.9365978720161
2792.0,5.991296552174159,6.138240551644736,6.352871956697041,8.629202979230643,13.415503981341518
2795.0,5.09420963046116,6.3204912147271815,6.610368545898443,8.643330109696697,11.0483137927413
2899.0,4.682232982590172,5.788296601525231,6.068695333600016,7.193897678851511,8.121598327649684
6764.0,3.9050018845946406,5.350052313310392,5.507826529978725,8.004931041935732,9.439528322214157
3138.0,6.029062270377936,5.693900860439781,5.945258933220918,8.276049420571578,10.657653936208945
6582.0,7.057917134123926,5.555557893111437,5.453427156104226,8.850929963534153,11.455202212947064
7288.0,6.152903325463971,5.073881432472299,5.080481702273143,8.838564717794931,12.968948619849977
2854.0,7.354033340525409,5.819107140471298,5.850897779089903,8.214421773879096,11.9270128519139
3045.0,7.724679389464093,5.92262641213124,6.099800467886551,8.626486639689112,12.383799262143087
6806.0,6.602223846335239,5.615832935222531,6.007223609869182,8.181062038870426,11.435615778333654
2963.0,4.525663801239242,6.122394325084647,6.200800937037664,9.480195995446923,11.83737522575277
2796.0,2.5024772973860827,5.988421761843985,6.116877346126915,8.870532188268253,13.091407369599445
6723.0,7.585985090580266,6.278053010637985,6.488755701120564,8.341289184812775,10.61100153689305
3075.0,5.528283717611869,6.268066241932494,6.600202722315792,10.57414276249944,15.553309952399957
5853.0,7.233872510303428,5.843009651612006,6.158013775260802,8.324521310295056,10.38640189846379
2822.0,7.069080756089035,6.0562436055257285,6.50385342468905,9.41929916366294,11.969097859927288
4931.0,4.771266679358286,5.6075368251481095,5.948939355941334,7.984945349465868,9.877048578343592
3610.0,7.096149305098923,5.92736585829694,6.044599397950312,8.299708452745564,10.485443180815354
3015.0,7.224723228033318,6.418042750358456,6.5642591998664885,9.016956731770229,12.008545762805364
3040.0,5.268131762878627,5.831918225201088,6.066639068404554,9.291912722719042,11.934359033798
6818.0,4.915794022290349,5.609412192568966,5.708364534439286,8.462420281374298,10.8336766653285
3116.0,7.770296072295975,5.7430666774387005,6.352001041011428,8.254553232082682,10.322630753837284
3564.0,7.551379836809866,6.194119734521973,6.598466065696236,8.822893812978625,12.223566775528624
6747.0,4.830578616242419,5.728078166283807,6.067379579857269,8.02640964087356,10.216768762425025
6671.0,6.274901966940672,4.945973826975929,4.971184865394332,9.16305821046437,13.022488897032508
3081.0,5.595930564493794,5.837211421009165,5.955711816721309,8.059785386853306,11.934216583611036
3113.0,7.339762320345227,6.468686909894932,6.745755981870416,9.216883629562169,12.573547574671316
2831.0,7.5708614568715875,5.826826517897613,5.8449316126456825,8.45334771788101,12.704641749359675
2954.0,4.414138300988179,6.234465911996227,6.420564285313825,8.606588521144866,10.14305671389881
5674.0,3.032890788263004,5.7101850555960265,5.859008666608203,8.43699574072306,10.904796100614051
3495.0,4.514938239110106,5.66214368609794,5.960742676408337,7.977004842064165,9.873809760659396
4463.0,5.007778268732409,5.002345076798104,5.383028537282929,7.600779645532008,10.719745847065656
3524.0,7.700979306432291,5.896021069488049,6.071000394868869,8.858614045529713,10.975806004589096
5842.0,7.242403862128666,6.002013451213444,6.088480175640279,8.591213959537862,10.958005436844235
2859.0,7.861537896577156,5.692978966100588,6.049640814484691,8.832823503667726,12.697938328421817
6733.0,6.453158481491927,5.684260628901422,5.760838786272363,8.622385203142011,11.87878042738905
8270.0,4.943991234844791,5.617753627771801,5.696861020718066,8.874683581053736,14.1313356942812
2865.0,5.993153303426191,6.661286143427958,6.933236214307289,8.909032636963024,11.277460862946027
6282.0,7.072283944905996,5.2244857221930525,5.311831116522599,9.319650968674528,13.28801935481509
3039.0,5.193211452577022,5.605644723985344,5.673700784611022,7.953509705527717,11.26246587650469
2923.0,7.63381239981854,6.008422848697371,6.036990573745117,8.311840596303018,12.491535613004263
2951.0,6.193003466787886,6.603604637168852,6.903429251695688,9.0127003288801,10.741086168697652
6631.0,7.133246021038199,5.049866095661103,5.307624379276184,9.548021431703924,11.523871251463682
2922.0,7.592416155093042,6.231413551541146,6.395729335864775,8.683936372711736,11.621955564979764
6604.0,7.188302625271194,5.865684169423591,5.902863066372002,9.387779351823085,14.795487815660596
4623.0,2.614129895782222,5.219207797923313,5.230229980513215,8.812069539449013,10.903132016177448
2896.0,6.793306677846807,5.914970292146808,5.904351088328459,9.93139501026098,12.06122042552384
4942.0,6.641202870266399,5.5780623110525225,5.923242942905116,8.457031171846642,11.050621557581682
3526.0,3.85389800280116,6.104764291689504,6.486421546011979,8.940477891342102,10.924037208207714
8350.0,3.355552512153414,5.681973427744067,5.801108100374836,9.299186890450269,12.628820797706377
5809.0,7.225062266472291,5.710538828004584,5.900794479135262,8.930395814099567,11.365995517107017
3044.0,8.108891953502194,6.653886094504675,6.944048582573294,8.861470833539745,13.319351728328291
2964.0,6.937473845807382,5.71857022532734,5.9915241093257,8.193017882020037,11.24740850144093
3124.0,7.640870502660203,5.965662788964025,6.102838332855205,9.101950099566634,11.394061309385124
6441.0,4.206725280285307,5.269980443007984,5.647173667319389,8.244392824896742,10.39145543644386
6795.0,7.669587748122202,6.272828520000875,6.429842874195791,8.477751518185768,11.771931786900046
5837.0,3.911138970819792,5.002814134369218,5.146576144815333,9.351590066371996,11.734543381235945
3083.0,7.083066019419959,5.8339244479334775,6.040044597094532,8.827270310307428,11.832182077301074
3178.0,6.441831169707031,6.316678040371399,6.585234013846338,8.727050307975272,12.161924156748997
8209.0,5.871521308718429,5.295615633474824,5.384229931276613,8.476536476962627,11.534414243420407
3513.0,4.102639150232206,5.746291356286551,5.986289903161636,8.89263355785122,13.198944656365525
2832.0,6.799033250736978,5.601611802072232,5.445089564932239,8.415300060501858,11.940493684727308
6616.0,6.874698322148182,6.46997474194032,6.575087138726167,9.262941537139865,11.76810784659575
3728.0,7.468600405851152,5.423730925950697,5.317800984478917,7.69928489895247,10.66652782730469
2993.0,7.841677385573542,6.298184630263267,6.5645914125351785,9.072060509443556,10.867222495662118
8223.0,6.366805630251363,6.00833566916326,6.05664360849908,9.063090362796714,11.798878838298409
6867.0,7.202611710307867,5.9030441741817485,6.414783828572051,8.900259608029621,11.440924325507016
3146.0,3.251665831417682,5.068503066637645,4.903048129091042,8.240733271383329,12.191760805126648
3316.0,6.3071291549426896,5.689484095159942,5.94491077456143,8.512436605544968,11.185606097918342
3224.0,6.789214574256585,5.998931777977998,6.368022649175787,8.2706876407429,10.484343952008857
3088.0,2.8280632298391657,5.390697455417448,5.529846981789035,7.884624547112954,10.79731672415982
3281.0,6.925267891126136,5.956348204613772,6.416080913677853,8.40243266161881,12.14486694826213
3034.0,4.327223705272263,5.079857350595988,5.297868230839515,8.628537185056297,13.09198638784832
3226.0,4.736672207015424,5.500812934884432,5.471721008610437,9.09156763529974,12.972377496833303
3667.0,5.704666837552753,5.862261807458291,5.918845114187245,8.884979698381173,12.49363829233581
6816.0,7.399059044379144,5.50426128617247,5.567745161529035,8.229419304786715,10.148810073532688
3594.0,7.328205430113708,5.7118931972462,5.925726782655802,8.949687652085212,11.623593309824564
6672.0,3.893502622049097,5.574721776297965,5.489238929518279,9.105531043355729,13.623634085837809
3048.0,5.277079529389295,6.093653005022412,6.192002150776568,9.189366167179044,13.22341857568792
2909.0,6.753085706044949,5.2727453945150655,5.3331537879151165,7.599762035968664,9.959722713742094
6643.0,5.058166510607812,5.668378230083213,6.1350660936138,9.308262751885335,12.695620815420716
6673.0,5.246225752574303,4.919442651540764,4.759370185466088,8.349869701406325,13.648895044373903
3308.0,6.924931680975897,6.222949951201197,6.521823516569742,8.746673507947676,11.08352021622334
6528.0,5.8080489965337625,5.72916002445789,5.648251227328246,8.576846687237333,10.518514764633112
3189.0,0.0,5.943334154028646,6.0041267689971605,8.845558918744539,12.944618968874742
3018.0,7.252586352210703,5.698810471276208,5.746569584785984,8.775367423752195,12.086439147196351
3234.0,7.049762557494767,5.671747396708176,6.013542300501047,8.484437965882073,10.471915860599015
2968.0,6.061102007557612,5.584996032505648,5.751045581440637,8.203998057272685,10.495753175928462
3214.0,3.340225107249984,5.397228536846189,5.508636396039145,8.436424435469128,11.90150126641269
3407.0,5.745622427633327,6.052206818557397,6.422532984463504,9.187024428295336,11.554654585174628
5624.0,7.7288103069371585,5.773204155597323,6.007514210994751,8.698396888162774,10.949487469624044
6467.0,5.810005744908896,6.200805395787412,6.269706074963291,8.463857256510323,11.961087086531212
6291.0,7.041753694007178,5.982848080896734,6.126253326064689,8.666094686089217,11.58817789146762
3290.0,5.758498050858573,6.181459858494123,6.488703676224036,8.00335771788862,9.248809240244146
3183.0,3.654293709326797,6.263961669734527,6.452543309582781,8.818008282699273,12.462010763267624
3534.0,7.219291896282789,5.648068825551399,5.6527788726275805,8.232246365224754,11.22046138674762
6334.0,5.858150126094499,6.118608508904782,6.328563703390824,8.76903500759592,12.1881768277547
3153.0,7.943248317052431,6.324243949876068,6.543105416046155,8.11797690158798,9.4511845058443
5423.0,5.603282937043715,6.008070342569651,6.086750457702405,9.116431135504827,11.49033696682452
6571.0,7.002779706023248,5.312559980045779,5.323168498105767,8.573964396652418,12.27994391670546
3579.0,5.716035961027593,5.935836051993936,6.285558772707019,8.51820133247043,10.806360373503276
3323.0,6.679849814472141,5.678366700435172,5.800211205377868,8.293756148122545,10.318292330964656
3320.0,7.116915390572824,5.350838329392564,5.442406069107681,8.870615633020904,11.925153647939188
3345.0,6.317496571118777,5.380439512745154,5.689654447008499,9.258782150048429,14.143425805788198
7623.0,5.32721787146059,5.512569812660332,5.493612210645137,8.2915048787463,12.73646887654882
5950.0,8.115705377983057,5.66473493353294,5.595353047471908,8.483167080988869,10.962978209486849
3231.0,4.916925971821894,5.656691012498579,5.763333069815792,8.580871849614603,12.499184382275908
3528.0,3.3981940020707397,6.263131802109992,6.791662176329867,9.774694455339985,13.17593016057546
3014.0,7.784886163716864,6.211398570690003,6.379796210113017,9.019816926864143,12.208850750712008
6767.0,7.293629406443277,6.13578968733024,6.304307166147874,8.81247618676996,13.61146824015914
6642.0,5.505379656439029,5.71881166416519,5.90362346491593,8.454984405549762,11.32457092460591
3568.0,5.509805643777761,5.736070371172341,6.117200213202591,8.473013954247273,11.10264921802428
4534.0,7.959408800182156,6.3361108499790255,6.7303663452233,8.99241835020297,10.758190917829454
7624.0,7.843084548292912,5.733889151652108,5.712477022780714,8.488872788667365,11.688665565761834
3090.0,7.425725708253772,5.655054840586828,5.85846189136738,8.807246719642079,11.367025166234177
3457.0,6.731514063416021,5.788280899483816,6.175180275654785,8.676584471077037,10.266942930124303
7284.0,6.625572459551284,5.680709894627231,5.739724343389018,8.180919087009217,11.427313663400414
3091.0,7.460726006039247,6.147323525906688,6.313507209775078,8.42477307682859,11.853619018825915
6731.0,2.8381230429583413,5.8749562718798085,5.9678281080723945,8.786585652515216,12.311208446088504
3284.0,7.828192596203953,6.510195347467766,6.640326172103978,8.946027972297452,12.28233252363158
3152.0,6.978659876573204,5.835767925326361,5.9955923079658335,9.037512141790703,11.74544415903089
8250.0,4.829142787430449,5.258614492804697,5.379892043334753,8.170322055039412,12.923777741947832
3584.0,5.131148484417847,6.10460570471727,6.151843688932937,8.96755340479856,11.627726531924235
3512.0,6.573117197901116,6.076668954224877,6.42018054326003,9.695815321808585,12.045045280720649
3117.0,6.889367455175988,6.075967147458017,6.452466202233548,8.537587800584529,9.834317694157486
4480.0,4.676011227819017,5.558575874819412,5.6680888149370565,8.36338728382063,11.694899002993354
3326.0,7.311852537917009,5.430871091175934,5.563377256509254,7.989729588619184,11.184949924375069
3705.0,6.578342913952591,5.597435758546947,5.795305535390053,8.41694374751441,10.647524003212345
5904.0,7.133570137806571,5.442910327600623,5.5600797084145945,8.527910307829758,12.565111994547532
3429.0,6.5243521263483775,5.153783373569917,5.5639700657968,8.322641924985044,10.897064773326107
3449.0,7.414405592352856,5.546059743682154,5.709532665739471,7.655539727093163,9.137246710529338
6827.0,6.244808805651121,5.514978926144934,5.623121068042717,8.594442810827733,12.27213468396902
3350.0,5.26527700578101,5.600494790848458,5.766408959408289,8.824025610301636,12.310921135330592
3232.0,7.405387877159534,6.031832015670396,6.134822775914502,8.876708590073473,13.611591948867924
3962.0,4.608257420505811,5.737337123643869,5.676181159257812,8.630189090624533,10.997006413353764
5713.0,6.946898103562287,6.634962544833937,6.822083016339786,9.648626105464722,12.143764276039123
8204.0,5.679177400359924,5.973468623744675,6.115665034615857,8.620429356160974,12.679228593361096
3202.0,7.889656274339825,6.398983343180436,6.894887686567212,8.734741463084122,9.89038391172208
3115.0,5.470315069114202,6.018969746473774,6.198820712084185,8.404827012229056,10.087769103515289
3213.0,7.212098798198881,6.602996761305088,6.808111089347722,9.30587986180302,12.682411558768411
5269.0,6.99039070567403,5.995438472528,6.525654860120262,9.288673815862518,13.19097117852587
3411.0,6.530445457947282,5.726334259797176,6.090721891078705,8.425969795586164,10.115387164736008
7695.0,7.896013183655715,6.063262356930033,6.103430339237771,8.731137781221753,11.755680941075871
4634.0,7.210664485512599,6.181620080460984,6.365199561454272,8.399105474430005,10.783117242168377
3190.0,5.374083611352235,6.268298630989962,6.506272868662759,8.642202483958693,12.20545196879143
5539.0,5.943589877473423,5.411638218633144,5.773355913836176,8.405841544724346,10.48605272461309
5502.0,6.875024764312295,6.1318855365598095,6.217958006578616,8.519764117551444,12.462845668170418
6630.0,6.069388312890816,5.810837103838417,6.048870977468456,9.082728169557,11.73795056833135
3225.0,5.784995263817153,6.477396018310773,6.818226320370944,8.669446284105277,10.47605599434802
3467.0,7.2526817958804495,6.402663608304097,6.481973835206374,8.708628867944523,10.9248288164852
6314.0,7.220937792444169,5.74499074765216,5.796637611912493,8.67026417553437,11.498384222637588
3233.0,7.498532091649647,5.701847362786017,5.921416171271429,7.9099966408466305,10.0169734603806
7753.0,6.248069886738104,5.727085631158399,5.887350454590656,9.55830436248826,13.050315352949328
5979.0,5.821220120212855,6.368007543824801,6.592102234556571,8.667035554988052,12.019140674167376
4813.0,4.16312577966662,5.72690825972632,5.9666326508867,7.791647529307252,9.642228297455974
3535.0,6.4930988660937325,5.40545792761444,5.6617747729648285,8.670873578317943,11.99556235333575
4000.0,7.541407772979253,5.503378086766325,5.904077842412691,7.977234468772708,10.89648676347863
3248.0,5.7332127277080565,5.276629732293345,5.198550939673356,10.613859872325436,16.275452081636224
7297.0,7.08142936468504,5.208111029361271,5.247730780157097,7.935167383332728,11.132013978882313
3139.0,7.300675183561304,5.798029418565514,5.912929192803955,7.0925329683786815,8.170328858187244
4679.0,6.959558694984946,5.385250368099586,5.5607829105375695,8.916086311329614,10.76953853770412
6917.0,6.815027016547472,5.860188972547844,5.965446316174437,9.011793365718926,11.462888047097858
4448.0,6.625376913868335,5.87650120200472,6.062116247690081,8.575387169634261,12.588990693503945
6826.0,4.631580282521582,6.0469427706979895,6.306944830592637,8.954371585629087,11.59328034048413
3246.0,6.567657026276789,5.758616367779446,6.065547549181874,8.914746749059681,11.21571552480177
3508.0,6.073813979942764,6.263930740261782,6.633607984784016,8.971969544533797,12.840353837769433
3086.0,7.770038181348251,6.310659130316496,6.59281287813131,8.700997060445337,10.958955230670052
5626.0,4.627672435130473,5.763801982100837,5.698132038978192,8.644675834093487,11.812487937588296
3961.0,5.077583838721719,5.7602574370537685,5.870731628780683,9.956686451844018,15.10607141327992
6763.0,7.166597799552912,5.385014332911781,5.391862596912318,8.346016373747336,11.85510196964528
3144.0,7.950025142652418,6.447091608965706,6.849180587063631,8.877344656813301,10.08445822392274
6185.0,7.811445095453598,5.617909577245129,5.697028185882651,8.620663266967298,13.432077864922965
3653.0,6.678539239997569,5.901925660394087,6.105101169423488,8.466472682079184,10.998906802948335
3400.0,7.894535328789116,5.93267741317892,6.045635407233712,8.74687979091883,10.599848488272311
3291.0,4.979355383361901,6.045383905234945,6.223405162333991,8.435791930706113,9.602304619460083
5506.0,3.4390062486792963,6.031241165056506,6.226984498245218,8.824711091628078,11.187151079222458
3210.0,3.958441085432433,5.95331535415089,6.0425023027781295,8.718939524338314,13.46675455713308
3676.0,6.165606171160268,4.644915183304772,4.838172852583837,7.989129854188746,11.565575030535594
3216.0,7.685181833628491,5.937907010278157,5.937912528855113,9.24358078753057,13.66130937535018
6602.0,3.659700708401621,5.609900905371095,5.764864335462635,8.689417494225209,13.020735295164938
3282.0,8.159177337091165,6.386944482954663,6.639175603027348,9.502091794304931,11.326804440316748
3575.0,4.85205940530918,5.834771701847708,5.922863116042551,8.011740059688377,9.73183611323124
3536.0,7.067152168664784,6.169148869190725,6.477819058443028,9.08630783517624,11.04858990386588
7308.0,7.627045818702102,5.862505170071477,5.995435005174547,8.249593272133842,12.477119797803786
3187.0,6.1408783010386285,6.021606220223447,6.183928625928975,8.521098610667782,11.561876103927682
6019.0,6.596749412721683,5.67604322371955,5.803978041482038,8.855678971798318,13.446701242765275
3023.0,6.847856008950345,5.751878801547986,5.83536776067317,8.21957957380174,11.2928388483105
6224.0,3.240935035798922,6.455703673214564,6.709044083678126,9.219492684271463,11.404796560975438
6545.0,3.047153371053404,5.987672914986514,6.286829411988015,8.834407177638086,13.062068889015436
3209.0,3.6385187039059943,6.162857911820721,6.391221364095069,9.46138165842478,13.196934447268502
7910.0,7.914412063748016,6.094934045959327,6.3982093620607365,11.034667145904857,15.378623433128958
3672.0,6.797086450776741,5.865669577733913,6.024582028298329,8.100771605561393,11.205591951015988
3296.0,4.907873169479362,6.281137046826411,6.409402694529822,9.068656682775348,12.128050944159492
7435.0,3.723518849608365,5.592916742986585,5.645270373115332,8.652888628269116,13.489671767102529
3295.0,7.491985939323908,6.396671976797979,6.664575649298917,9.367356476776337,12.34270287042366
4966.0,7.1873842829725865,6.130665716713155,6.804723566096146,8.64494421293732,10.03879492001211
3314.0,7.76633344401182,6.241516240794078,6.4925364833550985,5.367943997628394,6.154766968351003
3346.0,7.660831214805943,6.740471250242273,7.115675955947853,9.397546293299731,12.41768242473983
4410.0,7.082231523686278,5.820687555769196,6.158540093230481,10.167648611140867,13.968338764164796
3414.0,7.565783841914975,5.455881606704738,5.532227591228999,8.679823882599116,11.800069635831155
3494.0,4.612302750216939,6.610025224755423,7.010549277506703,9.861441214657477,11.823902126045803
