sub,SCBF,BASIL,SCRUB,PVCGM,PVCWM
114935.0,0.32533000360184156,0.32769111007597856,0.3385071701416239,0.23489762883452941,0.2578105107528858
121050.0,0.1891277446997854,0.16198804586060905,0.2028881146557917,0.09804184113609667,0.2227943560226693
83010.0,0.2804117845407909,0.28073422284895455,0.29033522264637823,0.23162685413110995,0.2243601828155971
120217.0,0.22474485380289477,0.22465235058394936,0.2523999107786169,0.15610959199894187,0.1755938036373673
104059.0,0.09252265680911201,0.09601134001611537,0.11389355542308036,0.036374628647625286,0.13217638264243378
98535.0,0.07219328857218414,0.059138971713089704,0.08111229205240479,0.0869526560595409,-0.09005293149124886
108202.0,0.24292864998360314,0.26616488491989604,0.2595016388406919,0.17429195158288097,0.2620091429129336
88589.0,0.19341755062122234,0.1895352005684745,0.2058260928049617,0.14269238908286283,0.07469477232846806
98422.0,0.19753593324729726,0.19458378214247285,0.2025867054359077,0.21539248225470284,0.09333016603941476
99949.0,0.3322729593054901,0.33769392418944727,0.3587025003037896,0.22838247653211463,0.35248565702774276
98871.0,0.12102774559273294,0.12144115811761855,0.12694397786507808,0.11174933814272321,0.0386305499771118
94492.0,0.17913152218046788,0.18911028923453016,0.20172957507493505,0.185080543456589,0.2043500525410762
82051.0,0.35043459190365844,0.3588826791335758,0.3756694330701397,0.23581920541733722,0.4178294925801325
126903.0,0.3395985039080738,0.3185108980678818,0.3511732989592388,0.1619432829432249,0.3142089934731465
20326.0,0.2569596785525217,0.2663929963564512,0.2733373534730108,0.1894963173713887,0.2065431982063783
114990.0,0.2229803927912483,0.2289064583036907,0.22026384235946514,0.18921581301728368,0.2813261034694025
20949.0,0.32512965080970496,0.3361916757610895,0.3342022164606397,0.23324033724186324,0.3880614186849934
112249.0,0.22750562302979727,0.21841589329265856,0.23257116159129543,0.10649201241311705,0.21830571139911295
125511.0,0.3199798223160429,0.32322185358361094,0.34684739639995066,0.2752300210477364,0.32533108505818376
99604.0,0.29616398075470735,0.29956241232744946,0.3069224501058243,0.03573843737261998,0.23890962071111732
105176.0,0.23771912360417705,0.23931636715160862,0.2600416439870767,0.18350788219087025,0.26016611413808977
129886.0,0.1884147703165681,0.18447123691969364,0.22137395426989498,0.12568664672608887,0.08238946677881034
20120.0,0.28110225956339774,0.29611486337225357,0.296728315088983,0.2245898163847085,0.28542123217807114
107055.0,0.013087007676136214,-0.004530923036383664,0.03932329911812395,-0.03180564273409243,-0.05932784883400334
129552.0,0.08501804935987421,0.08826564919397158,0.10746503875345931,0.00909816706915791,0.004207175116673226
87135.0,0.3262790529924407,0.3239459239240414,0.33094217709229556,0.24149712172548465,0.35381942123228044
95116.0,0.13990198978639456,0.12373767761693967,0.15730142553643825,0.042447415288363745,0.16583536120244685
132179.0,0.2794102000928473,0.29949651518883047,0.28252467534146336,0.19336574553152588,0.29917046533071634
21085.0,0.1816642999532577,0.17539361346010165,0.1947580830829305,0.11535100835272366,0.13644391669388833
130687.0,0.36481082094062317,0.36968721991233244,0.3746468650220595,0.30635391063595485,0.3577322902444916
109735.0,0.26571013709833746,0.26012209316770735,0.2913752075251997,0.21515253522639366,0.2352727815210925
103679.0,0.3370709423203107,0.33394246343655665,0.3359731243852792,0.3014433696323476,0.3140974486203697
20362.0,0.24333096468238546,0.2411901858371194,0.22794525234127058,0.21180558688967266,0.22688742508023646
87445.0,0.23892275812603794,0.23405386892039295,0.24673413879037934,0.07842873388414932,0.15419414805725343
93856.0,0.27385295770843576,0.2710085326916291,0.29935181331590405,0.21309476948760722,0.2279127048760745
98831.0,0.2966933782960748,0.30277042691873607,0.3083490965890551,0.246420706186295,0.25160538825068746
112028.0,0.1520450326023537,0.1529127802747579,0.19059070850038928,0.11575709880983343,0.028716111660688444
122801.0,0.27747009220672286,0.27857948685092765,0.29320657350112966,0.1380102884638233,0.23125391215343075
116019.0,0.30972848536880865,0.31795108564051006,0.3246158787926851,0.27570235095032763,0.3047796394826289
85173.0,0.1634587882633137,0.16823703965732065,0.187035409012809,0.13827446532378637,0.11153416315981582
129405.0,0.22352648001034095,0.22868229908536453,0.25706934123090364,0.14994590402759067,0.1894981180891509
84973.0,0.1913068003403963,0.193587035687093,0.20146012692498358,0.13079295804936292,0.2942273019884875
118864.0,0.34745197452944904,0.3438991309146002,0.3598754085315366,0.22858369793625413,0.3327550348534178
128154.0,0.3759496271855821,0.3802904752416456,0.3799788888938176,0.2622602483493204,0.3692646432192066
95057.0,0.24219892745670918,0.2582159913901371,0.23530655679910226,0.23613134091750748,0.22281552350870013
21059.0,0.1786161523471652,0.18559080857821603,0.19503614609241304,0.17934835091448442,0.17442687689611602
99964.0,0.24929124476423187,0.2741514984928474,0.2739117111012228,0.20717738711419334,0.25593766884448066
106246.0,0.26896551041209876,0.26675957067950073,0.2968097845539787,0.16949267161137826,0.19241710261582085
125535.0,0.40367076538873786,0.41128655722775365,0.4139963437942815,0.3563873102573742,0.3200411961802476
84354.0,0.09378461603425353,0.11229904153746978,0.13860039819678793,0.04196710106837784,0.18048247070506884
20325.0,0.11732022800555468,0.12330883099223529,0.14284526828811903,0.11189745731541718,0.06691498173747262
122528.0,0.07503329974502454,0.08181382262595721,0.08729866461956975,0.04854670035516163,0.03468458466374862
80688.0,0.3253295542406014,0.3190662270571451,0.3343532490080861,0.2411432675445202,0.3204659288331057
97092.0,0.3941076290776006,0.4069961703701416,0.43502001874947016,0.2789502207216543,0.3872187237098432
80557.0,0.23492550569418655,0.24096426735476278,0.24099712594203918,0.19640886094579646,0.26775689081946447
105767.0,0.29355318326799323,0.3051539483721657,0.29878343563085685,0.23270913612840857,0.2957687006109329
129720.0,0.3897434570639567,0.40103907987028353,0.39022841496245997,0.272962891883744,0.4440316940343017
83999.0,0.19147695490631605,0.1924244777192485,0.20653717627928178,0.15909916029544172,0.228628866834805
20197.0,0.20821199999546494,0.2114971980846821,0.23303594179709888,0.12339500737673578,0.16077374783570145
127305.0,0.2638276860987947,0.2719915228546163,0.2951795812489815,0.2685843028889568,0.2112104638868633
126389.0,0.1279255911962579,0.13660475446971962,0.15264215994812452,0.10422535802049908,0.08397049954148078
125554.0,0.315402053454805,0.33615536561174203,0.3641019799928024,0.2781911871488309,0.374522256470352
113111.0,0.26247249102256637,0.2872061523156138,0.18689371261796803,0.3043884101391869,0.22788298822163935
