sub,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
03,0.16818265446125522,0.0027963782074596167,0.9972871137905049,0.9945889072598828,0.9964950022970894,1.0,0.92234506913406,0.855881639582828,0.9050311804616941,0.9700901693424235,0.758084852765376,0.7573765234621765,0.8034960612187565,0.8015452297176039,0.7364054791903101,71.69216327482106,62.06590439903955,1.1550973754267966,0.4976958525345622,0.4976958525345622,0.18433179723502305,0.0,0.0
