FrontalPole_R,FrontalPole_L,InsularCortex_R,InsularCortex_L,SuperiorFrontalGyrus_R,SuperiorFrontalGyrus_L,MiddleFrontalGyrus_R,MiddleFrontalGyrus_L,InferiorFrontalGyrusparstriangularis_R,InferiorFrontalGyrusparstriangularis_L,InferiorFrontalGyrusparsopercularis_R,InferiorFrontalGyrusparsopercularis_L,PrecentralGyrus_R,PrecentralGyrus_L,TemporalPole_R,TemporalPole_L,SuperiorTemporalGyrusanteriordivision_R,SuperiorTemporalGyrusanteriordivision_L,SuperiorTemporalGyrusposteriordivision_R,SuperiorTemporalGyrusposteriordivision_L,MiddleTemporalGyrusanteriordivision_R,MiddleTemporalGyrusanteriordivision_L,MiddleTemporalGyrusposteriordivision_R,MiddleTemporalGyrusposteriordivision_L,MiddleTemporalGyrustemporooccipitalpart_R,MiddleTemporalGyrustemporooccipitalpart_L,InferiorTemporalGyrusanteriordivision_R,InferiorTemporalGyrusanteriordivision_L,InferiorTemporalGyrusposteriordivision_R,InferiorTemporalGyrusposteriordivision_L,InferiorTemporalGyrustemporooccipitalpart_R,InferiorTemporalGyrustemporooccipitalpart_L,PostcentralGyrus_R,PostcentralGyrus_L,SuperiorParietalLobule_R,SuperiorParietalLobule_L,SupramarginalGyrusanteriordivision_R,SupramarginalGyrusanteriordivision_L,SupramarginalGyrusposteriordivision_R,SupramarginalGyrusposteriordivision_L,AngularGyrus_R,AngularGyrus_L,LateralOccipitalCortexsuperiordivision_R,LateralOccipitalCortexsuperiordivision_L,LateralOccipitalCortexinferiordivision_R,LateralOccipitalCortexinferiordivision_L,IntracalcarineCortex_R,IntracalcarineCortex_L,FrontalMedialCortex_R,FrontalMedialCortex_L,JuxtapositionalLobuleCortex_R,JuxtapositionalLobuleCortex_L,SubcallosalCortex_R,SubcallosalCortex_L,ParacingulateGyrus_R,ParacingulateGyrus_L,CingulateGyrusanteriordivision_R,CingulateGyrusanteriordivision_L,CingulateGyrusposteriordivision_R,CingulateGyrusposteriordivision_L,PrecuneousCortex_R,PrecuneousCortex_L,CunealCortex_R,CunealCortex_L,FrontalOrbitalCortex_R,FrontalOrbitalCortex_L,ParahippocampalGyrusanteriordivision_R,ParahippocampalGyrusanteriordivision_L,ParahippocampalGyrusposteriordivision_R,ParahippocampalGyrusposteriordivision_L,LingualGyrus_R,LingualGyrus_L,TemporalFusiformCortexanteriordivision_R,TemporalFusiformCortexanteriordivision_L,TemporalFusiformCortexposteriordivision_R,TemporalFusiformCortexposteriordivision_L,TemporalOccipitalFusiformCortex_R,TemporalOccipitalFusiformCortex_L,OccipitalFusiformGyrus_R,OccipitalFusiformGyrus_L,FrontalOperculumCortex_R,FrontalOperculumCortex_L,CentralOpercularCortex_R,CentralOpercularCortex_L,ParietalOperculumCortex_R,ParietalOperculumCortex_L,PlanumPolare_R,PlanumPolare_L,HeschlsGyrus_R,HeschlsGyrus_L,PlanumTemporale_R,PlanumTemporale_L,SupracalcarineCortex_R,SupracalcarineCortex_L,OccipitalPole_R,OccipitalPole_L,Brain-Stem_R,Brain-Stem_L,Thalamus_R,Thalamus_L,Caudate_R,Caudate_L,Putamen_R,Putamen_L,Pallidum_R,Pallidum_L,Hippocampus_R,Hippocampus_L,Amygdala_R,Amygdala_L,Accumbens_R,Accumbens_L
33.989674,48.41204,62.36762,70.712,34.54355,27.720419,34.18223,45.680767,66.20249,85.523506,78.91799,91.75557,54.96021,45.77678,69.37664,67.49758,72.38784,72.954124,59.21154,81.92128,54.336132,74.18421,57.371002,81.792435,68.35201,78.5885,72.47801,54.793644,72.075455,60.86584,73.1698,63.380383,43.23437,42.47587,41.082443,44.57956,46.831364,59.16756,56.766735,67.49444,72.26682,75.35719,60.301456,58.769505,72.7029,64.71813,53.384903,68.27541,88.03544,84.764885,62.19481,49.148525,58.07829,57.44183,71.384,59.00415,80.55023,64.59155,85.78893,75.78331,60.47589,66.92512,63.55335,66.33026,64.879814,68.597885,55.41143,56.412712,50.89971,48.40039,48.673687,58.31288,55.541588,48.509205,58.127785,46.32982,46.099854,38.640434,50.789772,47.171352,77.082275,79.6272,68.251884,71.55336,66.05978,69.016335,71.737755,70.71527,59.025368,71.131355,70.17906,75.48625,57.648327,71.69428,55.989807,52.288376,39.94352,39.42296,41.47216,43.446983,41.787506,31.750607,37.139397,42.860428,35.033615,37.781918,48.000633,50.687386,47.54212,56.039207,27.094553,36.209614
